[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 1] So when this agreement had been made, Lysias departed to the king, and the Jews went about their farming.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 2] But some of the governors of districts, Timotheus and Apollonius the son of Gennaeus, and also Hieronymus and Demophon, and beside them Nicanor the governor of Cyprus, would not allow them to enjoy tranquillity and live in peace.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 3] Men of Joppa perpetrated this great impiety: they invited the Jews who lived among them to go with their wives and children into the boats which they had provided, as though they had no ill will toward them.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 4] When the Jews, relying on the public vote of the city, accepted the invitation, as men desiring to live in peace and suspecting nothing, they took them out to sea and drowned not less than two hundred of them.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 5] When Judas heard of the cruelty done to his fellow-countrymen, giving command to the men that were with him
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 6] and calling upon God the righteous Judge, he came against the murderers of his kindred, and set the harbor on fire at night, burned the boats, and put to the sword those who had fled there.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 7] But when the town gates were closed, he withdrew, intending to come again to root out the whole community of the men of Joppa.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 8] But learning that the men of Jamnia intended to do the same thing to the Jews who lived among them,
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 9] he attacked the Jamnites at night, and set fire to the harbor together with the fleet, so that the glare of the light was seen at Jerusalem, two hundred forty furlongs distant.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 10] Now when they had drawn off nine furlongs from there, as they marched against Timotheus, an army of Arabians attacked him, no fewer than five thousand infantry and five hundred cavalry.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 11] And when a hard battle had been fought, and Judas and his company, by the help of God, had good success, the nomads being overcome implored Judas to grant them friendship, promising to give him livestock, and to help his people in all other ways.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 12] So Judas, thinking that they would indeed be profitable in many things, agreed to live in peace with them; and receiving pledges of friendship they departed to their tents.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 13] He also attacked a certain city, strong and fenced with earthworks and walls, and inhabited by a mixed multitude of various nations. It was named Caspin.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 14] Those who were within, trusting in the strength of the walls and their store of provisions, behaved themselves rudely toward Judas and those who were with him, railing, and furthermore blaspheming and speaking impious words.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 15] But Judas and his company, calling upon the great Sovereign of the world, who without rams and cunning engines of war hurled down Jericho in the times of Joshua, rushed wildly against the wall.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 16] Having taken the city by the will of God, they made unspeakable slaughter, so much that the adjoining lake, which was two furlongs broad, appeared to be filled with the deluge of blood.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 17] When they had gone seven hundred fifty furlongs from there, they made their way to Charax, to the Jews that are called Tubieni.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 18] They didn’t find Timotheus in that district, for he had by then departed from the district without accomplishing anything, but had left behind a very strong garrison in one place.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 19] But Dositheus and Sosipater, who were captains under Maccabaeus, went out and destroyed those who had been left by Timotheus in the stronghold, more than ten thousand men.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 20] Maccabaeus, arranging his own army in divisions, set these two over the bands, and marched in haste against Timotheus, who had with him one hundred twenty thousand infantry and two thousand five hundred cavalry.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 21] When Timotheus heard of the approach of Judas, he at once sent away the women and the children with the baggage into the fortress called Carnion; for the place was hard to besiege and difficult of access by reason of the narrowness of the approaches on all sides.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 22] When the band of Judas, who led the first division, appeared in sight, and when terror and fear came upon the enemy, because the manifestation of him who sees all things came upon them, they fled in every direction, carried this way and that, so that they were often injured by their own men, and pierced with the points of their own swords.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 23] Judas continued the pursuit more vigorously, putting the wicked wretches to the sword, and he destroyed as many as thirty thousand men.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 24] Timotheus himself, falling in with the company of Dositheus and Sosipater, implored them with much crafty guile to let him go with his life, because he had in his power the parents of many of them and the kindred of some. “Otherwise, he said, little regard will be shown to these.”
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 25] So when he had with many words confirmed the agreement to restore them without harm, they let him go that they might save their kindred.
[WEB | EN | OT | 2 Maccabees | Chapter 12 | Verse 26] Then Judas, marching against Carnion and the temple of Atergatis, killed twenty-five thousand people.
