[ASV | EN | OT | Daniel | Chapter 4 | Verse 1] Nebuchadnezzar the king, unto all the peoples, nations, and languages, that dwell in all the earth: Peace be multiplied unto you.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 2] It hath seemed good unto me to show the signs and wonders that the Most High God hath wrought toward me.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 3] How great are his signs! and how mighty are his wonders! his kingdom is an everlasting kingdom, and his dominion is from generation to generation.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 4] I, Nebuchadnezzar, was at rest in my house, and flourishing in my palace.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 5] I saw a dream which made me afraid; and the thoughts upon my bed and the visions of my head troubled me.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 6] Therefore made I a decree to bring in all the wise men of Babylon before me, that they might make known unto me the interpretation of the dream.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 7] Then came in the magicians, the enchanters, the Chaldeans, and the soothsayers; and I told the dream before them; but they did not make known unto me the interpretation thereof.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 8] But at the last Daniel came in before me, whose name was Belteshazzar, according to the name of my god, and in whom is the spirit of the holy gods: and I told the dream before him, saying,
[ASV | EN | OT | Daniel | Chapter 4 | Verse 9] O Belteshazzar, master of the magicians, because I know that the spirit of the holy gods is in thee, and no secret troubleth thee, tell me the visions of my dream that I have seen, and the interpretation thereof.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 10] Thus were the visions of my head upon my bed: I saw, and, behold, a tree in the midst of the earth; and the height thereof was great.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 11] The tree grew, and was strong, and the height thereof reached unto heaven, and the sight thereof to the end of all the earth.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 12] The leaves thereof were fair, and the fruit thereof much, and in it was food for all: the beasts of the field had shadow under it, and the birds of the heavens dwelt in the branches thereof, and all flesh was fed from it.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 13] I saw in the visions of my head upon my bed, and, behold, a watcher and a holy one came down from heaven.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 14] He cried aloud, and said thus, Hew down the tree, and cut off its branches, shake off its leaves, and scatter its fruit: let the beasts get away from under it, and the fowls from its branches.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 15] Nevertheless leave the stump of its roots in the earth, even with a band of iron and brass, in the tender grass of the field; and let it be wet with the dew of heaven: and let his portion be with the beasts in the grass of the earth:
[ASV | EN | OT | Daniel | Chapter 4 | Verse 16] let his heart be changed from man’s, and let a beast’s heart be given unto him; and let seven times pass over him.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 17] The sentence is by the decree of the watchers, and the demand by the word of the holy ones; to the intent that the living may know that the Most High ruleth in the kingdom of men, and giveth it to whomsoever he will, and setteth up over it the lowest of men.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 18] This dream I, king Nebuchadnezzar, have seen; and thou, O Belteshazzar, declare the interpretation, forasmuch as all the wise men of my kingdom are not able to make known unto me the interpretation; but thou art able; for the spirit of the holy gods is in thee.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 19] Then Daniel, whose name was Belteshazzar, was stricken dumb for a while, and his thoughts troubled him. The king answered and said, Belteshazzar, let not the dream, or the interpretation, trouble thee. Belteshazzar answered and said, My lord, the dream be to them that hate thee, and the interpretation thereof to thine adversaries.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 20] The tree that thou sawest, which grew, and was strong, whose height reached unto heaven, and the sight thereof to all the earth;
[ASV | EN | OT | Daniel | Chapter 4 | Verse 21] whose leaves were fair, and the fruit thereof much, and in it was food for all; under which the beasts of the field dwelt, and upon whose branches the birds of the heavens had their habitation:
[ASV | EN | OT | Daniel | Chapter 4 | Verse 22] it is thou, O king, that art grown and become strong; for thy greatness is grown, and reacheth unto heaven, and thy dominion to the end of the earth.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 23] And whereas the king saw a watcher and a holy one coming down from heaven, and saying, Hew down the tree, and destroy it; nevertheless leave the stump of the roots thereof in the earth, even with a band of iron and brass, in the tender grass of the field, and let it be wet with the dew of heaven: and let his portion be with the beasts of the field, till seven times pass over him;
[ASV | EN | OT | Daniel | Chapter 4 | Verse 24] this is the interpretation, O king, and it is the decree of the Most High, which is come upon my lord the king:
[ASV | EN | OT | Daniel | Chapter 4 | Verse 25] that thou shalt be driven from men, and thy dwelling shall be with the beasts of the field, and thou shalt be made to eat grass as oxen, and shalt be wet with the dew of heaven, and seven times shall pass over thee; till thou know that the Most High ruleth in the kingdom of men, and giveth it to whomsoever he will.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 26] And whereas they commanded to leave the stump of the roots of the tree; thy kingdom shall be sure unto thee, after that thou shalt have known that the heavens do rule.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 27] Wherefore, O king, let my counsel be acceptable unto thee, and break off thy sins by righteousness, and thine iniquities by showing mercy to the poor; if there may be a lengthening of thy tranquility.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 28] All this came upon the king Nebuchadnezzar.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 29] At the end of twelve months he was walking in the royal palace of Babylon.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 30] The king spake and said, Is not this great Babylon, which I have built for the royal dwelling place, by the might of my power and for the glory of my majesty?
[ASV | EN | OT | Daniel | Chapter 4 | Verse 31] While the word was in the king’s mouth, there fell a voice from heaven, saying, O king Nebuchadnezzar, to thee it is spoken: The kingdom is departed from thee:
[ASV | EN | OT | Daniel | Chapter 4 | Verse 32] and thou shalt be driven from men; and thy dwelling shall be with the beasts of the field; thou shalt be made to eat grass as oxen; and seven times shall pass over thee; until thou know that the Most High ruleth in the kingdom of men, and giveth it to whomsoever he will.
[ASV | EN | OT | Daniel | Chapter 4 | Verse 33] The same hour was the thing fulfilled upon Nebuchadnezzar: and he was driven from men, and did eat grass as oxen, and his body was wet with the dew of heaven, till his hair was grown like eagles’ feathers, and his nails like birds’ claws.
