[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 1] Καὶ ἐγένετο μεθʼ ἡμέρας πολλὰς, καὶ ῥῆμα Κυρίου ἐγένετο πρὸς Ἠλιοὺ ἐν τῷ ἐνιαυτῷ τῷ τρίτῳ, λέγων, πορεύθητι, καὶ ὄφθητι τῷ Ἀχαὰβ, καὶ δώσω ὑετὸν ἐπὶ πρόσωπον τῆς γῆς.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 2] Καὶ ἐπορεύθη Ἠλιοὺ τοῦ ὀφθῆναι τῷ Ἀχαὰβ, καὶ ἡ λιμὸς κραταιὰ ἐν Σαμαρείᾳ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 3] Καὶ ἐκάλεσεν Ἀχαὰβ τὸν Ἀβδιοὺ τὸν οἰκονόμον· καὶ Ἀβδιοὺ ἦν φοβούμενος τὸν Κύριον σφόδρα.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 4] Καὶ ἐγένετο ἐν τῷ τύπτειν τὴν Ἰεζάβελ τοὺς προφήτας Κυρίου, καὶ ἔλαβεν Ἀβδιοὺ ἑκατὸν ἄνδρας προφήτας καὶ κατέκρυψεν αὐτοὺς κατὰ πεντήκοντα ἐν σπηλαίῳ, καὶ διέτρεφεν αὐτοὺς ἐν ἄρτῳ καὶ ὕδατι.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 5] Καὶ εἶπεν Ἀχαὰβ πρὸς Ἀβδιοὺ, δεῦρο, καὶ διέλθωμεν ἐπὶ τὴν γῆν καὶ ἐπὶ πηγὰς τῶν ὑδάτων καὶ ἐπὶ χειμάῤῥους, ἐὰν πῶς εὕρωμεν βοτάνην, καὶ περιποιησώμεθα ἵππους καὶ ἡμιόνους, καὶ οὐκ ἐξολοθρευθήσονται ἀπὸ τῶν σκηνῶν.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 6] Καὶ ἐμέρισαν ἑαυτοῖς τὴν ὁδὸν τοῦ διελθεῖν αὐτήν· Ἀχαὰβ ἐπορεύθη ἐν ὁδῷ μιᾷ, καὶ Ἀβδιοὺ ἐπορεύθη ἐν ὁδῷ ἄλλῃ μόνος.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 7] Καὶ ἦν Ἀβδιοὺ ἐν τῇ ὁδῷ μόνος· καὶ ἦλθεν Ἠλιοὺ εἰς συνάντησιν αὐτοῦ μόνος· καὶ Ἀβδιοὺ ἔσπευσε καὶ ἔπεσεν ἐπὶ πρόσωπον αὐτοῦ, καὶ εἶπεν, εἰ σὺ εἶ αὐτὸς, κύριέ μου Ἠλιού;
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 8] Καὶ εἶπεν Ἠλιοὺ αὐτῷ, ἑγώ· πορεύου, λέγε τῷ κυρίῳ σου, ἰδοὺ Ἠλιού.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 9] Καὶ εἶπεν Ἀβδιοὺ, τί ἡμάρτηκα, ὅτι δίδως τὸν δοῦλόν σου εἰς χεῖρα Ἀχαὰβ τοῦ θανατῶσαί με;
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 10] Ζῇ Κύριος ὁ Θεός σου, εἰ ἔστιν ἔθνος ἢ βασιλεία, οὗ οὐκ ἀπέστειλεν ὁ κύριός μου ζητεῖν σε· καὶ εἰ εἶπον, οὐκ ἔστι, καὶ ἐνέπρησε τὴν βασιλείαν καὶ τὰς χώρας αὐτῆς, ὅτι οὐχ εὕρηκέ σε.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 11] Καὶ νῦν σὺ λέγεις, πορεύου, ἀνάγγελε τῷ κυρίῳ σου, ἰδοὺ Ἠλιού.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 12] Καὶ ἔσται ἐὰν ἐγὼ ἀπέλθω ἀπὸ σοῦ, καὶ πνεῦμα Κυρίου ἀρεῖ σε εἰς τὴν γῆν ἣν οὐκ οἶδα, καὶ εἰσελεύσομαι ἀπαγγεῖλαι τῷ Ἀχαὰβ, καὶ οὐχ εὑρήσει σε, καὶ ἀποκτενεῖ με· καὶ ὁ δοῦλός σου ἐστὶ φοβούμενος τὸν Κύριον ἐκ νεότητος αὐτοῦ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 13] Ἢ οὐκ ἀπηγγέλη σοι τῷ κυρίῳ μου, οἷα πεποίηκα ἐν τῷ ἀποκτείνειν τὴν Ἰεζάβελ τοὺς προφήτας Κυρίου, καὶ ἔκρυψα ἀπὸ τῶν προφητῶν Κυρίου ἑκατὸν ἄνδρας, ἀνὰ πεντήκοντα ἐν σπηλαίῳ, καὶ ἔθρεψα ἐν ἄρτοις καὶ ὕδατι;
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 14] Καὶ νῦν σὺ λέγεις μοι, πορεύου, λέγε τῷ κυρίῳ σου, ἰδοὺ Ἠλιού· καὶ ἀποκτενεῖ με.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 15] Καὶ εἶπεν Ἠλιοὺ, ζῇ Κύριος τῶν δυνάμεων ᾧ παρέστην ἐνώπιον αὐτοῦ, ὅτι σήμερον ὀφθήσομαι αὐτῷ.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 16] Καὶ ἐπορεύθη Ἀβδιοὺ εἰς συναντὴν τῷ Ἀχαὰβ, καὶ ἀπήγγειλεν αὐτῷ· καὶ ἐξέδραμεν Ἀχαὰβ, καὶ ἐπορεύθη εἰς συνάντησιν Ἠλιού.
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 17] Καὶ ἐγένετο ὡς εἶδεν Ἀχαὰβ τὸν Ἠλιού, καὶ εἶπεν Ἀχαὰβ πρὸς Ἠλιοὺ, εἰ σὺ εἶ αὐτὸς ὁ διαστρέφων τὸν Ἰσραήλ;
[LXX | EL | OT | 1 Kings | Chapter 18 | Verse 18] Καὶ εἶπεν Ἠλιοὺ, οὐ διαστρέφω τὸν Ἰσραὴλ, ὅτι ἀλλʼ ἢ σὺ καὶ οἶκος τοῦ πατρός σου, ἐν τῷ καταλιμπάνειν ὑμᾶς τὸν Κύριον Θεὸν ὑμῶν, καὶ ἐπορεύθης ὀπίσω τῶν Βααλίμ.
