[IRV | BN | OT | Leviticus | Chapter 4 | Verse 1] আর সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 2] তুমি ইস্রায়েল সন্তানদের বল, কেউ যদি ভুলবশতঃ পাপ করে, অর্থাৎ সদাপ্রভুর আজ্ঞানিষিদ্ধ কাজের কোনো এক কাজ যদি করে;
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 3] বিশেষত অভিষিক্ত যাজক যদি এমন পাপ করে, যাতে লোকদের ওপরে দোষ হয়, তবে সে নিজের পাপের জন্য সদাপ্রভুর উদ্দেশ্যে নির্দোষ এক ছোট বলদ আনবে পাপের জন্য বলিরূপে উৎসর্গ করবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 4] পরে সমাগম তাঁবুর দরজার মুখে সদাপ্রভুর সামনে সেই বলদ আনবে; তার মাথার ওপর হাত রেখে সদাপ্রভুর সামনে তাকে হত্যা করবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 5] আর অভিষিক্ত যাজক সেই গোবৎসের কিছু রক্ত নিয়ে সমাগম তাঁবুর মধ্যে আনবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 6] আর যাজক সেই রক্তে নিজের আঙুল ডুবিয়ে পবিত্র জায়গায় পর্দার সামনের অংশে সদাপ্রভুর সামনে সাত বার তার কিছু রক্ত ছিটিয়ে দেবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 7] পরে যাজক সেই রক্তের কিছুটা নিয়ে সমাগম তাঁবুর ভেতর সদাপ্রভুর সামনে রাখা সুগন্ধি ধূপের বেদির শিঙে দেবে, পরে গোবৎসের সব রক্ত নিয়ে সমাগম তাঁবুর দরজায় রাখা হোমবেদির মূলে ঢালবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 8] আর পাপের জন্য বলির বলদের সব মেদ, অর্থাৎ ভেতরের অংশে ঢাকা মেদ, অন্ত্রের ওপরের সব মেদ
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 9] এবং দুটো কিডনি ও তার ওপরে থাকা মেদ ও যকৃতের ওপরে থাকা ফুসফুস কিডনির সঙ্গে ছাড়িয়ে নেবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 10] মঙ্গলের জন্য বলির বলদের থেকে যেমন নিতে হয়, সেই রকম নেবে এবং যাজক হোমবেদির ওপরে তা পোড়াবে।
[IRV | BN | OT | Leviticus | Chapter 4 | Verse 11] পরে ঐ গোবৎসের চামড়া সব মাংস, মাথা ও পা, অন্ত্র ও গোবর
