[IRV | BN | OT | Leviticus | Chapter 24 | Verse 1] আর সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 2] তুমি ইস্রায়েল-সন্তানদেরকে এই আদেশ কর; তারা আলোর জন্য তোমার কাছে আলোর বাতিতে প্রস্তুত শুদ্ধ জিত-তেল আনবে, তাই দিয়ে সব দিন প্রদীপ জ্বালানো থাকবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 3] হারোণ সমাগম-তাঁবুর মধ্যে নিয়ম-সিন্দুকের পর্দার বাইরে সন্ধ্যা থেকে সকাল পর্যন্ত সদাপ্রভুর সামনে সব দিন তা সাজিয়ে রাখবে; এটা তোমাদের পুরুষানুক্রমে পালনীয় চিরস্থায়ী ব্যবস্থা।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 4] সে নির্ম্মল দীপবৃক্ষের উপরে সদাপ্রভুর সামনে নিয়ত ঐ প্রদীপ সব সাজিয়ে রাখবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 5] আর তুমি সূক্ষ্ম সূজি নিয়ে বারটি পিষ্টক পাক করবে; তার প্রত্যেক পিষ্ট এক ঐফার দশ ভাগের দুই ভাগ হবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 6] পরে তুমি এক এক পংত্তিতে ছয় ছয়টি, এই রূপে দুই পংত্তি করে সদাপ্রভুর সামনে বিশুদ্ধ সোনার মেজের ওপরে তা রাখবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 7] প্রত্যেক পংত্তির উপরে বিশুদ্ধ ধুনো দেবে; তা সেই রুটির স্মরণ করার জন্য অংশ বলে সদাপ্রভুর উদ্দেশ্যে আগুনে করা উপহার হবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 8] যাজক নিয়মিত ভাবে প্রতি বিশ্রামবারে সদাপ্রভুর সামনে তা সাজিয়ে রাখবে, তা ইস্রায়েল-সন্তানদের পক্ষে চিরস্থায়ী ব্যবস্থা।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 9] আর তা হারোণের ও তার ছেলেদের হবে; তারা কোন পবিত্র জায়গায় তা খাবে; কারণ সদাপ্রভুর উদ্দেশ্যে আগুনে করা উপহারের মধ্যে তা তার জন্য অতি পবিত্র; এ চিরস্থায়ী ব্যবস্থা।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 10] আর ইস্রায়েলীয়া স্ত্রীর, কিন্তু মিশরীয় পুরুষের এক ছেলে বের হয়ে ইস্রায়েল-সন্তানদের মধ্যে গেল এবং শিবিরের মধ্যে সেই ইস্রায়েলীয়া স্ত্রীর ছেলে ও ইস্রায়েলের কোন পুরুষ বিবাদ করল।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 11] তখন সেই ইস্রায়েলীয়া স্ত্রীর ছেলের [সদাপ্রভুর] নামে নিন্দা করে শাপ দিল, তাতে লোকেরা তাকে মোশির কাছে নিয়ে গেল। তার মায়ের নাম শলোমীৎ, সে দানবংশীয় দেব্রির মেয়ে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 12] লোকেরা সদাপ্রভুর মুখে স্পষ্ট আদেশ পাবার অপেক্ষায় তাকে আটকে রাখল।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 13] পরে সদাপ্রভু মোশিকে বললেন,
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 14] তুমি ঐ শাপদায়ীকে শিবিরের বাইরে নিয়ে যাও; পরে যারা তার কথা শুনেছে, তারা সকলে তার মাথায় হাত রাখুক এবং সব মণ্ডলী পাথরের আঘাতে তাকে হত্যা করুক।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 15] আর তুমি ইস্রায়েল-সন্তানদেরকে বল, যে কেউ নিজের ঈশ্বরকে শাপ দেয়, সে নিজের পাপ বহন করবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 16] আর যে সদাপ্রভুর নামে নিন্দা করে, তার প্রাণদণ্ড অবশ্য হবে; সমস্ত মণ্ডলী তাকে পাথরের আঘাতে হত্যা করবে; বিদেশী হোক বা স্বদেশী হোক, সেই নামের নিন্দা করলে তার প্রাণদণ্ড হবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 17] আর যে কেউ কোন মানুষকে হত্যা করে, তার প্রাণদণ্ড অবশ্য হবে;
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 18] আর যে কেউ পশু হত্যা করে, সে তার শোধ দেবে; প্রাণের পরিশোধে প্রাণ।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 19] যদি কেউ স্বজাতীয়ের গায়ে ক্ষত করে, তবে সে যেমন করেছে, তার প্রতি তেমনি করা হবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 20] ভাঙার পরিশোধে ভাঙা, চোখের পরিশোধে চোখ, দাঁতের পরিশোধে দাঁত; মানুষের যে যেমন ক্ষত করে, তার প্রতি তেমনি করা যাবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 21] যে জন পশুর হত্যা করে, সে তা শোধ দেবে; কিন্তু যে জন মানুষকে হত্যা করে, তার প্রাণদণ্ড হবে।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 22] তোমাদের স্বদেশীয় ও বিদেশীয় উভয়েরই জন্য এরকম শাসন হবে; কারণ আমি সদাপ্রভু তোমাদের ঈশ্বর।
[IRV | BN | OT | Leviticus | Chapter 24 | Verse 23] পরে মোশি ইস্রায়েল-সন্তানদেরকে এই কথা বললেন, তাতে তারা সেই শাপদায়ীকে শিবিরের বাইরে নিয়ে গিয়ে পাথরের আঘাতে হত্যা করল; মোশিকে সদাপ্রভু যেমন আদেশ দিয়েছিলেন, ইস্রায়েল-সন্তানদের সেই রকম করল।
