[ERV | EN | OT | Proverbs | Chapter 15 | Verse 1] A SOFT answer turneth away wrath: but a grievous word stirreth up anger.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 2] The tongue of the wise uttereth knowledge aright: but the mouth of fools poureth out folly.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 3] The eyes of the LORD are in every place, keeping watch upon the evil and the good.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 4] A wholesome tongue is a tree of life: but perverseness therein is a breaking of the spirit.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 5] A fool despiseth his father’s correction: but he that regardeth reproof getteth prudence.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 6] In the house of the righteous is much treasure: but in the revenues of the wicked is trouble.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 7] The lips of the wise disperse knowledge: but the heart of the foolish doeth not so.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 8] The sacrifice of the wicked is an abomination to the LORD: but the prayer of the upright is his delight.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 9] The way of the wicked is an abomination to the LORD: but he loveth him that followeth after righteousness.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 10] There is grievous correction for him that forsaketh the way: and he that hateth reproof shall die.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 11] Sheol and Abaddon are before the LORD: how much more then the hearts of the children of men!
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 12] A scorner loveth not to be reproved: he will not go unto the wise.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 13] A merry heart maketh a cheerful countenance: but by sorrow of heart the spirit is broken.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 14] The heart of him that hath understanding seeketh knowledge: but the mouth of fools feedeth on folly.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 15] All the days of the afflicted are evil: but he that is of a cheerful heart hath a continual feast.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 16] Better is little with the fear of the LORD, than great treasure and trouble therewith.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 17] Better is a dinner of herbs where love is, than a stalled ox and hatred therewith.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 18] A wrathful man stirreth up contention: but he that is slow to anger appeaseth strife.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 19] The way of the sluggard is as an hedge of thorns: but the path of the upright is made an highway.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 20] A wise son maketh a glad father: but a foolish man despiseth his mother.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 21] Folly is joy to him that is void of wisdom: but a man of understanding maketh straight his going.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 22] Where there is no counsel, purposes are disappointed: but in the multitude of counsellors they are established.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 23] A man hath joy in the answer of his mouth: and a word in due season, how good is it!
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 24] To the wise the way of life goeth upward, that he may depart from Sheol beneath.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 25] The LORD will root up the house of the proud: but he will establish the border of the widow.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 26] Evil devices are an abomination to the LORD: but pleasant words are pure.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 27] He that is greedy of gain troubleth his own house: but he that hateth gifts shall live.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 28] The heart of the righteous studieth to answer: but the mouth of the wicked poureth out evil things.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 29] The LORD is far from the wicked: but he heareth the prayer of the righteous.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 30] The light of the eyes rejoiceth the heart: and good tidings make the bones fat.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 31] The ear that hearkeneth to the reproof of life shall abide among the wise.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 32] He that refuseth correction despiseth his own soul: but he that hearkeneth to reproof getteth understanding.
[ERV | EN | OT | Proverbs | Chapter 15 | Verse 33] The fear of the LORD is the instruction of wisdom; and before honour goeth humility.
