[WEB | EN | OT | Numbers | Chapter 13 | Verse 1] The LORD spoke to Moses, saying,
[WEB | EN | OT | Numbers | Chapter 13 | Verse 2] “Send men, that they may spy out the land of Canaan, which I give to the children of Israel. Of every tribe of their fathers, you shall send a man, every one a prince among them.”
[WEB | EN | OT | Numbers | Chapter 13 | Verse 3] Moses sent them from the wilderness of Paran according to the commandment of the LORD. All of them were men who were heads of the children of Israel.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 4] These were their names: Of the tribe of Reuben, Shammua the son of Zaccur.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 5] Of the tribe of Simeon, Shaphat the son of Hori.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 6] Of the tribe of Judah, Caleb the son of Jephunneh.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 7] Of the tribe of Issachar, Igal the son of Joseph.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 8] Of the tribe of Ephraim, Hoshea the son of Nun.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 9] Of the tribe of Benjamin, Palti the son of Raphu.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 10] Of the tribe of Zebulun, Gaddiel the son of Sodi.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 11] Of the tribe of Joseph, of the tribe of Manasseh, Gaddi the son of Susi.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 12] Of the tribe of Dan, Ammiel the son of Gemalli.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 13] Of the tribe of Asher, Sethur the son of Michael.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 14] Of the tribe of Naphtali, Nahbi the son of Vophsi.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 15] Of the tribe of Gad, Geuel the son of Machi.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 16] These are the names of the men who Moses sent to spy out the land. Moses called Hoshea the son of Nun Joshua.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 17] Moses sent them to spy out the land of Canaan, and said to them, “Go up this way by the South, and go up into the hill country.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 18] See the land, what it is; and the people who dwell therein, whether they are strong or weak, whether they are few or many;
[WEB | EN | OT | Numbers | Chapter 13 | Verse 19] and what the land is that they dwell in, whether it is good or bad; and what cities they are that they dwell in, whether in camps, or in strongholds;
[WEB | EN | OT | Numbers | Chapter 13 | Verse 20] and what the land is, whether it is fertile or poor, whether there is wood therein, or not. Be courageous, and bring some of the fruit of the land.” Now the time was the time of the first-ripe grapes.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 21] So they went up, and spied out the land from the wilderness of Zin to Rehob, to the entrance of Hamath.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 22] They went up by the South, and came to Hebron; and Ahiman, Sheshai, and Talmai, the children of Anak, were there. (Now Hebron was built seven years before Zoan in Egypt.)
[WEB | EN | OT | Numbers | Chapter 13 | Verse 23] They came to the valley of Eshcol, and cut down from there a branch with one cluster of grapes, and they bore it on a staff between two. They also brought some of the pomegranates and figs.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 24] That place was called the valley of Eshcol, because of the cluster which the children of Israel cut down from there.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 25] They returned from spying out the land at the end of forty days.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 26] They went and came to Moses, to Aaron, and to all the congregation of the children of Israel, to the wilderness of Paran, to Kadesh; and brought back word to them and to all the congregation. They showed them the fruit of the land.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 27] They told him, and said, “We came to the land where you sent us. Surely it flows with milk and honey, and this is its fruit.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 28] However, the people who dwell in the land are strong, and the cities are fortified and very large. Moreover, we saw the children of Anak there.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 29] Amalek dwells in the land of the South. The Hittite, the Jebusite, and the Amorite dwell in the hill country. The Canaanite dwells by the sea, and along the side of the Jordan.”
[WEB | EN | OT | Numbers | Chapter 13 | Verse 30] Caleb stilled the people before Moses, and said, “Let’s go up at once, and possess it; for we are well able to overcome it!”
[WEB | EN | OT | Numbers | Chapter 13 | Verse 31] But the men who went up with him said, “We aren’t able to go up against the people; for they are stronger than we.”
[WEB | EN | OT | Numbers | Chapter 13 | Verse 32] They brought up an evil report of the land which they had spied out to the children of Israel, saying, “The land, through which we have gone to spy it out, is a land that eats up its inhabitants; and all the people who we saw in it are men of great stature.
[WEB | EN | OT | Numbers | Chapter 13 | Verse 33] There we saw the Nephilim, the sons of Anak, who come from the Nephilim. We were in our own sight as grasshoppers, and so we were in their sight.”
