[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 1] Then Jacob went on his journey, and came into the land of the people of the east.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 2] And he looked, and behold, a well in the field, and lo, there were three flocks of sheep lying by it; for out of that well they watered the flocks: and a great stone was upon the well's mouth.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 3] And thither were all the flocks gathered: and they rolled the stone from the well's mouth and watered the sheep, and put the stone again upon the well's mouth in its place.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 4] And Jacob said to them, My brethren, whence are ye? And they said, We are from Haran.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 5] And he said to them, Know ye Laban the son of Nahor? and they said, We know him.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 6] And he said to them, Is he well? And they said, He is well: and behold, Rachel his daughter cometh with the sheep.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 7] And he said, Lo, it is yet high day, neither is it time that the cattle should be collected: water ye the sheep, and go and feed them.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 8] And they said, We cannot, until all the flocks are collected, and till they roll the stone from the well's mouth; then we water the sheep.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 9] And while he was yet speaking with them, Rachel came with her father's sheep: for she kept them.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 10] And it came to pass, when Jacob saw Rachel, the daughter of Laban his mother's brother, and the sheep of Laban his mother's brother; that Jacob went near, and rolled the stone from the well's mouth, and watered the flock of Laban his mother's brother.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 11] And Jacob kissed Rachel, and lifted up his voice, and wept.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 12] And Jacob told Rachel that he was her father's brother, and that he was Rebekah's son; and she ran and told her father.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 13] And it came to pass when Laban heard the tidings of Jacob his sister's son, that he ran to meet him, and embraced him, and kissed him, and brought him to his house. And he told Laban all these things.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 14] And Laban said to him, Surely thou art my bone and my flesh: and he abode with him the space of a month.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 15] And Laban said to Jacob, Because thou art my brother, shouldest thou therefore serve me for naught? tell me, what shall thy wages be?
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 16] And Laban had two daughters: the name of the elder was Leah, and the name of the younger was Rachel.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 17] Leah was tender-eyed, but Rachel was beautiful and well-favored.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 18] And Jacob loved Rachel; and said, I will serve thee seven years for Rachel thy younger daughter.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 19] And Laban said, It is better that I give her to thee, than that I should give her to another man: abide with me.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 20] And Jacob served seven years for Rachel; and they seemed to him but a few days, for the love he had to her.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 21] And Jacob said to Laban, Give me my wife (for my days are fulfilled) that I may go in to her.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 22] And Laban assembled all the men of the place, and made a feast.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 23] And it came to pass in the evening, that he took Leah his daughter, and brought her to him; and he went in to her.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 24] And Laban gave to his daughter Leah, Zilpah his maid for a handmaid.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 25] And it came to pass, that in the morning, behold, it was Leah: and he said to Laban, What is this thou hast done to me? did I not serve with thee for Rachel? why then hast thou deceived me?
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 26] And Laban said, it must not be so done in our country, to give the younger before the first-born.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 27] Fulfill her week, and we will give thee this also, for the service which thou shalt serve with me yet seven other years.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 28] And Jacob did so, and fulfilled her week: and he gave him Rachel, his daughter, for a wife also.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 29] And Laban gave to Rachel, his daughter, Bilhah, his handmaid, to be her maid.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 30] And he went in also to Rachel, and he loved also Rachel more than Leah, and served with him yet seven other years.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 31] And when the LORD saw that Leah was hated, he made her fruitful: but Rachel was barren.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 32] And Leah conceived, and bore a son, and she called his name Reuben: for she said, Surely the LORD hath looked upon my affliction; now therefore my husband will love me.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 33] And she conceived again, and bore a son; and said, Because the LORD hath heard that I was hated, he hath therefore given me this son also: and she called his name Simeon.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 34] And she conceived again, and bore a son; and said, Now this time will my husband adhere to me, because I have borne him three sons: therefore was his name called Levi.
[WEBSTER | EN | OT | Genesis | Chapter 29 | Verse 35] And she conceived again, and bore a son: and she said, Now will I praise the LORD: therefore she called his name Judah, and left bearing.
