[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 1] नवें वर्ष के दसवें महीने के दसवें दिन को, यहोवा का यह वचन मेरे पास पहुँचा:
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 2] “हे मनुष्य के सन्तान, आज का दिन लिख ले, क्योंकि आज ही के दिन बाबेल के राजा ने यरूशलेम आ घेरा है।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 3] इस विद्रोही घराने से यह दृष्टान्त कह, प्रभु यहोवा कहता है, हण्डे को आग पर रख दो; उसे रखकर उसमें पानी डाल दो;
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 4] तब उसमें जाँघ, कंधा और सब अच्छे-अच्छे टुकड़े बटोरकर रखो; और उसे उत्तम-उत्तम हड्डियों से भर दो।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 5] झुण्ड में से सबसे अच्छे पशु लेकर उन हड्डियों को हण्डे के नीचे ढेर करो; और उनको भली भाँति पकाओ ताकि भीतर ही हड्डियाँ भी पक जाएँ।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 6] “इसलिए प्रभु यहोवा यह कहता है: हाय, उस हत्यारी नगरी पर! हाय उस हण्डे पर! जिसका मोर्चा उसमें बना है और छूटा नहीं; उसमें से टुकड़ा-टुकड़ा करके निकाल लो, उस पर चिट्ठी न डाली जाए।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 7] क्योंकि उस नगरी में किया हुआ खून उसमें है; उसने उसे भूमि पर डालकर धूलि से नहीं ढाँपा, परन्तु नंगी चट्टान पर रख दिया। (प्रका. 18:24)
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 8] इसलिए मैंने भी उसका खून नंगी चट्टान पर रखा है कि वह ढँप न सके और कि बदला लेने को जलजलाहट भड़के।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 9] प्रभु यहोवा यह कहता है: हाय, उस खूनी नगरी पर! मैं भी ढेर को बड़ा करूँगा।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 10] और अधिक लकड़ी डाल, आग को बहुत तेज कर, माँस को भली भाँति पका और मसाला मिला, और हड्डियाँ भी जला दो।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 11] तब हण्डे को छूछा करके अंगारों पर रख जिससे वह गर्म हो और उसका पीतल जले और उसमें का मैल गले, और उसका जंग नष्ट हो जाए।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 12] मैं उसके कारण परिश्रम करते-करते थक गया, परन्तु उसका भारी जंग उससे छूटता नहीं, उसका जंग आग के द्वारा भी नहीं छूटता।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 13] हे नगरी तेरी अशुद्धता महापाप की है। मैं तो तुझे शुद्ध करना चाहता था, परन्तु तू शुद्ध नहीं हुई, इस कारण जब तक मैं अपनी जलजलाहट तुझ पर शान्त न कर लूँ, तब तक तू फिर शुद्ध न की जाएगी।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 14] मुझ यहोवा ही ने यह कहा है; और वह हो जाएगा, मैं ऐसा ही करूँगा, मैं तुझे न छोड़ूँगा, न तुझ पर तरस खाऊँगा, न पछताऊँगा; तेरे चाल चलन और कामों ही के अनुसार तेरा न्याय किया जाएगा, प्रभु यहोवा की यही वाणी है।”
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 15] यहोवा का यह भी वचन मेरे पास पहुँचा:
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 16] “हे मनुष्य के सन्तान, देख, मैं तेरी आँखों की प्रिय को मारकर तेरे पास से ले लेने पर हूँ; परन्तु न तू रोना-पीटना और न आँसू बहाना।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 17] लम्बी साँसें ले तो ले, परन्तु वे सुनाई न पड़ें; मरे हुओं के लिये भी विलाप न करना। सिर पर पगड़ी बाँधे और पाँवों में जूती पहने रहना; और न तो अपने होंठ को ढाँपना न शोक के योग्य रोटी खाना।”
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 18] तब मैं सवेरे लोगों से बोला, और साँझ को मेरी स्त्री मर गई। तब सवेरे मैंने आज्ञा के अनुसार किया।
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 19] तब लोग मुझसे कहने लगे, “क्या तू हमें न बताएगा कि यह जो तू करता है, इसका हम लोगों के लिये क्या अर्थ है?”
[IRV | HI | OT | Ezekiel | Chapter 24 | Verse 20] मैंने उनको उत्तर दिया, “यहोवा का यह वचन मेरे पास पहुँचा,
