[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 1] तेइसवीं बरस के चौथे महीने की पाँचवीं तारीख़ को यूँ हुआ कि जब मैं नहर — ए — किबार के किनारे पर ग़ुलामों के बीच था तो आसमान खुल गया और मैंने ख़ुदा की रोयतें देखीं।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 2] उस महीने की पाँचवीं को यहूयाकीम बादशाह की ग़ुलामी के पाँचवीं बरस।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 3] ख़ुदावन्द का कलाम बूज़ी के बेटे हिज़क़िएल काहिन पर जो कसदियों के मुल्क में नहर — ए — किबार के किनारे पर था नाज़िल हुआ, और वहाँ ख़ुदावन्द का हाथ उस पर था।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 4] और मैंने नज़र की तो क्या देखता हूँ कि उत्तर से आँधी उठी एक बड़ी घटा और लिपटती हुई आग और उसके चारों तरफ़ रोशनी चमकती थी और उसके बीच से या'नी उस आग में से सैक़ल किये हुए पीतल की तरह सूरत जलवागर हुई।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 5] और उसमें से चार जानदारों की एक शबीह नज़र आई और उनकी शक्ल यूँ थी कि वह इंसान से मुशाबह थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 6] और हर एक चार चेहरे और चार पर थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 7] और उनकी टाँगे सीधी थीं और उनके पाँव के तलवे बछड़े की पाँव के तलवे की तरह थे और वह मंजे हुए पीतल की तरह झलकते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 8] और उनके चारों तरफ़ परों के नीचे इंसान के हाथ थे और चारों के चेहरे और पर यूँ थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 9] कि उनके पर एक दूसरे के साथ जुड़े थे और वह चलते हुए मुड़ते न थे बल्कि सब सीधे आगे बढ़े चले जाते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 10] उनके चेहरों की मुशाबिहत यूँ थी कि उन चारों का एक एक चेहरा इंसान का एक शेर बबर का उनकी दहिनी तरफ़ और उन चारों का एक एक चेहरा सांड का बाईं तरफ़ और उन चारों का एक एक चेहरा 'उक़ाब का था।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 11] उनके चेहरे यूँ थे और उनके पर ऊपर से अलग — अलग थे हर एक के ऊपर दूसरे के दो परों से मिले हुए थे और दो दो से उनका बदन छिपा हुआ था।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 12] उनमें से हर एक सीधा आगे को चला जाता था जिधर को जाने की ख़्वाहिश होती थी वह जाते थे, वह चलते हुए मुड़ते न थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 13] रही उन जानदारों की सूरत तो उनकी शक्ल आग के सुलगे हुए कोयलों और मशा'लों की तरह थी, वह उन जानदारों के बीच इधर उधर आती जाती थी और वह आग नूरानी थी और उसमे से बिजली निकलती थी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 14] और वह जानदार ऐसे हटते बढ़ते थे जैसे बिजली कौंध जाती है।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 15] जब मैंने उन जानदारों की तरफ़ नज़र की तो क्या देखता हूँ कि उन चार चार चेहरों वाले जानदारों के हर चेहरे के पास ज़मीन पर एक पहिया है।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 16] उन पहियों की सूरत और और बनावट ज़बरजद के जैसी थी और वह चारों एक ही वज़ा' के थे और उनकी शक्ल और उनकी बनावट ऐसी थी जैसे पहिया पहटे के बीच में है।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 17] वह चलते वक़्त अपने चारों पहलुओं पर चलते थे और पीछे नहीं मुड़ते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 18] और उनके हलक़े बहुत ऊँचे और डरावने थे और उन चारों के हलक़ों के चारों तरफ़ आँखें ही आँखें थीं।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 19] जब वह जानदार चलते थे तो पहिये भी उनके साथ चलते थे और जब वह जानदार ज़मीन पर से उठाये जाते थे तो पहिये भी उठाये जाते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 20] जहाँ कहीं जाने की ख़्वाहिश होती थी जाते थे, उनकी ख़्वाहिश उनको उधर ही ले जाती थी और पहिये उनके साथ उठाये जाते थे, क्यूँकि जानदार की रूह पहियों में थी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 21] जब वह चलते थे, यह चलते थे; और जब वह ठहरते थे, यह ठरते थे; और जब वह ज़मीन पर से उठाये जाते थे तो पहिये भी उनके साथ उठाये जाते थे, क्यूँकि पहियों में जानदार की रूह थी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 22] जानदारों के सरो के ऊपर की फ़ज़ा बिल्लोर की तरह चमक थी और उनके सरों के ऊपर फ़ैली थी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 23] और उस फ़ज़ा के नीचे उनके पर एक दूसरे की सीध में थे हर एक दो परों से उनके बदनो का एक पहलू और दो परों से दूसरा हिस्सा छिपा था
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 24] और जब वह चले तो मैंने उनके परों की आवाज़ सुनी जैसे बड़े सैलाब की आवाज़ या'नी क़ादिर — ए — मुतलक़ की आवाज़ और ऐसी शोर की आवाज़ हुई जैसी लश्कर की आवाज़ होती है जब वह ठहरते थे तो अपने परों को लटका देते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 25] और उस फ़ज़ा के ऊपर से जो उनके सरो के ऊपर थी, एक आवाज़ आती थी और वह जब ठहरते थे तो अपने बाज़ुओं को लटका देते थे।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 26] और उस फ़ज़ा से ऊपर जो उनके सरों के ऊपर थी तख़्त की सूरत थी और उसकी सूरत नीलम के पत्थर की तरह थी और उस तख़्त नुमा सूरत पर किसी इंसान की तरह शबीह उसके ऊपर नज़र आयी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 27] और मैंने उसकी कमर से लेकर ऊपर तक सैक़ल किये हुए पीतल के जैसा रंग और शो'ला सा जलवा उसके बीच और चारों तरफ़ देखा और उसकी कमर से लेकर नीचे तक मैंने शो'ला की तरह तजल्ली देखी, और उसकी चारों तरफ़ जगमगाहट थी।
[IRV | UR | OT | Ezekiel | Chapter 1 | Verse 28] जैसी उस कमान की सूरत है जो बारिश के दिन बादलों में दिखाई देती है वैसी ही आस — पास की उस जगमगाहट ज़ाहिर थी यह ख़ुदावन्द के जलाल का इज़हार था, और देखते ही मैं सिज्दे में गिरा और मैंने एक आवाज़ सुनी जैसे कोई बातें करता है।
