[OEB | EN | NT | Matthew | Chapter 10 | Verse 1] Calling his twelve Disciples to him, Jesus gave them authority over foul spirits, so that they could drive them out, as well as the power of curing every kind of disease and every kind of sickness.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 2] The names of the twelve apostles are these, First Simon, also known as Peter, and his brother Andrew; James the son of Zebedee, and his brother John;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 3] Philip and Bartholomew; Thomas and Matthew the tax-gather; James the son of Alphaeus, and Thaddaeus;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 4] Simon the Zealot, and Judas Iscariot – the apostle who betrayed him.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 5] These twelve Jesus sent out as his messengers, after giving them these instructions – ‘Do not go to the Gentiles, nor enter any Samaritan town,
[OEB | EN | NT | Matthew | Chapter 10 | Verse 6] but make your way rather to the lost sheep of Israel.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 7] On your way proclaim that the kingdom of heaven is at hand.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 8] Cure the sick, raise the dead, make the lepers clean, drive out demons. You have received free of cost, give free of cost.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 9] Do not provide yourselves with gold, or silver, or coins in your purses;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 10] not even with a bag for the journey, or a change of clothes, or sandals, or even a staff; for the worker is worth his food.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 11] Whatever town or village you visit, find out who is worthy in that place, and remain there until you leave.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 12] As you enter the house, greet it.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 13] Then, if the house is worthy, let your blessing rest on it, but, if it is unworthy, let your blessing return on yourselves.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 14] If no one welcomes you, or listens to what you say, as you leave that house or that town, shake off its dust from your feet.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 15] I tell you, the doom of the land of Sodom and Gomorrah will be more bearable in the day of judgment than the doom of that town.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 16] ‘Remember, I am sending you out as my messengers like sheep among wolves. So be as wise as snakes, and as blameless as doves.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 17] Be on your guard against others, for they will betray you to courts of law, and scourge you in their synagogues;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 18] and you will be brought before governors and kings for my sake so that you may witness for me before them and the nations.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 19] Whenever they betray you, do not be anxious as to how you will speak or what you will say, for what you will say will be given you at the moment;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 20] for it will not be you who speak, but the Spirit of your Father that speaks within you.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 21] Brother will betray brother to death, and the father his child; and children will turn against their parents, and cause them to be put to death;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 22] and you will be hated by everyone because of me. Yet the person who endures to the end will be saved.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 23] But, when they persecute you in one town, escape to the next; for, I tell you, you will not have come to the end of the towns of Israel before the Son of Man comes.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 24] A student is not above his teacher, nor a servant above his master.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 25] It is enough for a student to be treated like his teacher, and a servant like his master. If the head of the house has been called Beelzebul, how much more the members of his household!
[OEB | EN | NT | Matthew | Chapter 10 | Verse 26] Do not, therefore, be afraid of them. There is nothing concealed which will not be revealed, nor anything hidden which will not become known.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 27] What I tell you in the dark, say again in the light; and what is whispered in your ear, proclaim on the housetops.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 28] Do not be afraid of those who kill the body, but are unable to kill the soul; rather be afraid of him who is able to destroy both soul and body in Gehenna.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 29] Are not two sparrows sold for a one copper coin? Yet not one of them will fall to the ground without your Father’s knowledge.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 30] While as for you, even the hairs of your head are numbered.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 31] Do not, therefore, be afraid; you are of more value than many sparrows.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 32] Everyone, therefore, who will publicly acknowledge me, I, too, will acknowledge before my Father who is in heaven;
[OEB | EN | NT | Matthew | Chapter 10 | Verse 33] but, if anyone publicly disowns me, I, too, will disown him before my Father who is in heaven.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 34] ‘Do not imagine that I have come to bring peace to the earth. I have come to bring, not peace, but the sword.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 35] For I have come to set a man against his father, and a daughter against her mother, and a daughter-in-law against her mother-in-law.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 36] A person’s enemies will be the members of their own household.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 37] Anyone who loves father or mother more than me is not worthy of me; and anyone who loves son or daughter more than me is not worthy of me.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 38] Anyone who does not take their cross and follow in my steps is not worthy of me.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 39] The person who has found their life will lose it, while the person who, for my sake, has lost their life will find it.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 40] ‘Anyone who welcomes you is welcoming me; and anyone who welcomes me is welcoming him who sent me as his messenger.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 41] The person who welcomes a prophet, because they are a prophet, will receive a prophet’s reward; and anyone who welcomes a good person, because they are a good person, will receive a good person’s reward.
[OEB | EN | NT | Matthew | Chapter 10 | Verse 42] And, if anyone gives but a cup of cold water to one of these little ones because they are a disciple, I tell you that they will assuredly not lose their reward.’
