[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 1] Moreouer brethren, I declare vnto you the Gospel, which I preached vnto you, which ye haue also receiued, and wherein ye continue,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 2] And whereby ye are saued, if ye keepe in memorie, after what maner I preached it vnto you, except ye haue beleeued in vaine.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 3] For first of all, I deliuered vnto you that which I receiued, how that Christ died for our sinnes, according to the Scriptures,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 4] And that he was buried, and that he arose the third day, according to the Scriptures,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 5] And that he was seene of Cephas, then of the twelue.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 6] After that, he was seene of more then fiue hudreth brethren at once: whereof many remaine vnto this present, and some also are asleepe.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 7] After that, he was seene of Iames: then of all the Apostles.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 8] And last of all he was seene also of me, as of one borne out of due time.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 9] For I am the least of the Apostles, which am not meete to be called an Apostle, because I persecuted the Church of God.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 10] But by the grace of God, I am that I am: and his grace which is in me, was not in vaine: but I laboured more aboundantly then they all: yet not I, but the grace of God which is with me.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 11] Wherefore, whether it were I, or they, so we preach, and so haue ye beleeued.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 12] Now if it be preached, that Christ is risen from the dead, how say some among you, that there is no resurrection of the dead?
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 13] For if there be no resurrection of the dead, then is Christ not risen:
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 14] And if Christ be not risen, then is our preaching vaine, and your faith is also vaine.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 15] And we are found also false witnesses of God: for we haue testified of God, that he hath raised vp Christ: whome he hath not raised vp, if so be the dead be not raised.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 16] For if the dead be not raised, then is Christ not raised.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 17] And if Christ be not raised, your faith is vaine: ye are yet in your sinnes.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 18] And so they which are a sleepe in Christ, are perished.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 19] If in this life onely wee haue hope in Christ, we are of all men the most miserable.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 20] But nowe is Christ risen from the dead, and was made the first fruites of them that slept.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 21] For since by man came death, by man came also the resurrection of the dead.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 22] For as in Adam all die, euen so in Christ shall all be made aliue,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 23] But euery man in his owne order: the first fruites is Christ, afterward, they that are of Christ, at his comming shall rise againe.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 24] Then shalbe the end, when he hath deliuered vp the kingdome to God, euen the Father, when he hath put downe all rule, and all authoritie and power.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 25] For he must reigne till hee hath put all his enemies vnder his feete.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 26] The last enemie that shalbe destroyed, is death.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 27] For he hath put downe all things vnder his feete. (And when he saith that all things are subdued to him, it is manifest that he is excepted, which did put downe all things vnder him.)
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 28] And when all things shalbe subdued vnto him, then shall the Sonne also himselfe be subiect vnto him, that did subdue all things vnder him, that God may be all in all.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 29] Els what shall they doe which are baptized for dead? if the dead rise not at all, why are they then baptized for dead?
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 30] Why are wee also in ieopardie euery houre?
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 31] By your reioycing which I haue in Christ Iesus our Lord, I die dayly.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 32] If I haue fought with beastes at Ephesus after ye maner of men, what aduantageth it me, if the dead be not raised vp? let vs eate and drinke: for to morowe we shall die.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 33] Be not deceiued: euill speakings corrupt good maners.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 34] Awake to liue righteously, and sinne not: for some haue not ye knowledge of God, I speake this to your shame.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 35] But some man will say, Howe are the dead raised vp? and with what body come they foorth?
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 36] O foole, that which thou sowest, is not quickened, except it die.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 37] And that which thou sowest, thou sowest not that body that shalbe, but bare corne as it falleth, of wheat, or of some other.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 38] But God giueth it a body at his pleasure, euen to euery seede his owne body,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 39] All flesh is not the same flesh, but there is one flesh of men, and another flesh of beastes, and another of fishes, and another of birdes.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 40] There are also heauenly bodies, and earthly bodies: but the glorie of the heauenly is one, and the glorie of the earthly is another.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 41] There is another glorie of the sunne, and another glorie of the moone, and another glorie of the starres: for one starre differeth from another starre in glorie.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 42] So also is the resurrection of the dead. The bodie is sowen in corruption, and is raysed in incorruption.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 43] It is sowen in dishonour, and is raysed in glory: it is sowen in weakenesse, and is raysed in power.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 44] It is sowen a naturall body, and is raysed a spirituall body: there is a naturall body, and there is a spirituall body.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 45] As it is also written, The first man Adam was made a liuing soule: and the last Adam was made a quickening Spirit.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 46] Howbeit that was not first which is spirituall: but that which is naturall, and afterward that which is spirituall.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 47] The first man is of the earth, earthly: the second man is the Lord from heauen.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 48] As is the earthly, such are they that are earthly: and as is the heauenly, such are they also that are heauenly.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 49] And as we haue borne the image of the earthly, so shall we beare the image of the heauenly.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 50] This say I, brethren, that flesh and blood cannot inherite the kingdome of God, neither doeth corruption inherite incorruption.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 51] Behold, I shewe you a secret thing, We shall not all sleepe, but we shall all be changed,
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 52] In a moment, in the twinckling of an eye at the last trumpet: for the trumpet shall blow, and the dead shalbe raysed vp incorruptible, and we shalbe changed.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 53] For this corruptible must put on incorruption: and this mortall must put on immortalitie.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 54] So when this corruptible hath put on incorruption, and this mortall hath put on immortalitie, then shalbe brought to passe the saying that is written, Death is swallowed vp into victorie.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 55] O death where is thy sting? O graue where is thy victorie?
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 56] The sting of death is sinne: and ye strength of sinne is the Lawe.
[GNV | EN | NT | 1 Corinthians | Chapter 15 | Verse 57] But thankes be vnto God, which hath giuen vs victorie through our Lord Iesus Christ.
