[BBE | EN | OT | Job | Chapter 16 | Verse 1] And Job made answer and said,
[BBE | EN | OT | Job | Chapter 16 | Verse 2] Such things have frequently come to my ears: you are comforters who only give trouble.
[BBE | EN | OT | Job | Chapter 16 | Verse 3] May words which are like the wind be stopped? or what is troubling you to make answer to them?
[BBE | EN | OT | Job | Chapter 16 | Verse 4] It would not be hard for me to say such things if your souls were in my soul's place; joining words together against you, and shaking my head at you:
[BBE | EN | OT | Job | Chapter 16 | Verse 5] I might give you strength with my mouth, and not keep back the comfort of my lips.
[BBE | EN | OT | Job | Chapter 16 | Verse 6] If I say what is in my mind, my pain becomes no less: and if I keep quiet, how much of it goes from me?
[BBE | EN | OT | Job | Chapter 16 | Verse 7] But now he has overcome me with weariness and fear, and I am in the grip of all my trouble.
[BBE | EN | OT | Job | Chapter 16 | Verse 8] It has come up as a witness against me, and the wasting of my flesh makes answer to my face.
[BBE | EN | OT | Job | Chapter 16 | Verse 9] I am broken by his wrath, and his hate has gone after me; he has made his teeth sharp against me: my haters are looking on me with cruel eyes;
[BBE | EN | OT | Job | Chapter 16 | Verse 10] Their mouths are open wide against me; the blows of his bitter words are falling on my face; all of them come together in a mass against me.
[BBE | EN | OT | Job | Chapter 16 | Verse 11] God gives me over to the power of sinners, sending me violently into the hands of evil-doers.
[BBE | EN | OT | Job | Chapter 16 | Verse 12] I was in comfort, but I have been broken up by his hands; he has taken me by the neck, shaking me to bits; he has put me up as a mark for his arrows.
[BBE | EN | OT | Job | Chapter 16 | Verse 13] His bowmen come round about me; their arrows go through my body without mercy; my life is drained out on the earth.
[BBE | EN | OT | Job | Chapter 16 | Verse 14] I am broken with wound after wound; he comes rushing on me like a man of war.
[BBE | EN | OT | Job | Chapter 16 | Verse 15] I have made haircloth the clothing of my skin, and my horn is rolled in the dust.
[BBE | EN | OT | Job | Chapter 16 | Verse 16] My face is red with weeping, and my eyes are becoming dark;
[BBE | EN | OT | Job | Chapter 16 | Verse 17] Though my hands have done no violent acts, and my prayer is clean.
[BBE | EN | OT | Job | Chapter 16 | Verse 18] O earth, let not my blood be covered, and let my cry have no resting-place!
[BBE | EN | OT | Job | Chapter 16 | Verse 19] Even now my witness is in heaven, and the supporter of my cause is on high.
[BBE | EN | OT | Job | Chapter 16 | Verse 20] My friends make sport of me; to God my eyes are weeping,
[BBE | EN | OT | Job | Chapter 16 | Verse 21] So that he may give decision for a man in his cause with God, and between a son of man and his neighbour.
[BBE | EN | OT | Job | Chapter 16 | Verse 22] For in a short time I will take the journey from which I will not come back.
