[BBE | EN | OT | Job | Chapter 12 | Verse 1] And Job made answer and said,
[BBE | EN | OT | Job | Chapter 12 | Verse 2] No doubt you have knowledge, and wisdom will come to an end with you.
[BBE | EN | OT | Job | Chapter 12 | Verse 3] But I have a mind as well as you; I am equal to you: yes, who has not knowledge of such things as these?
[BBE | EN | OT | Job | Chapter 12 | Verse 4] It seems that I am to be as one who is a cause of laughing to his neighbour, one who makes his prayer to God and is answered! the upright man who has done no wrong is to be made sport of!
[BBE | EN | OT | Job | Chapter 12 | Verse 5] In the thought of him who is in comfort there is no respect for one who is in trouble; such is the fate of those whose feet are slipping.
[BBE | EN | OT | Job | Chapter 12 | Verse 6] There is wealth in the tents of those who make destruction, and those by whom God is moved to wrath are safe; even those whose god is their strength.
[BBE | EN | OT | Job | Chapter 12 | Verse 7] But put now a question to the beasts, and get teaching from them; or to the birds of the heaven, and they will make it clear to you;
[BBE | EN | OT | Job | Chapter 12 | Verse 8] Or to the things which go flat on the earth, and they will give you wisdom; and the fishes of the sea will give you news of it.
[BBE | EN | OT | Job | Chapter 12 | Verse 9] Who does not see by all these that the hand of the Lord has done this?
[BBE | EN | OT | Job | Chapter 12 | Verse 10] In whose hand is the soul of every living thing, and the breath of all flesh of man.
[BBE | EN | OT | Job | Chapter 12 | Verse 11] Are not words tested by the ear, even as food is tasted by the mouth?
[BBE | EN | OT | Job | Chapter 12 | Verse 12] Old men have wisdom, and a long life gives knowledge.
[BBE | EN | OT | Job | Chapter 12 | Verse 13] With him there is wisdom and strength; power and knowledge are his.
[BBE | EN | OT | Job | Chapter 12 | Verse 14] Truly, there is no building up of what is pulled down by him; when a man is shut up by him, no one may let him loose.
[BBE | EN | OT | Job | Chapter 12 | Verse 15] Truly, he keeps back the waters and they are dry; he sends them out and the earth is overturned.
[BBE | EN | OT | Job | Chapter 12 | Verse 16] With him are strength and wise designs; he who is guided into error, together with his guide, are in his hands;
[BBE | EN | OT | Job | Chapter 12 | Verse 17] He takes away the wisdom of the wise guides, and makes judges foolish;
[BBE | EN | OT | Job | Chapter 12 | Verse 18] He undoes the chains of kings, and puts his band on them;
[BBE | EN | OT | Job | Chapter 12 | Verse 19] He makes priests prisoners, overturning those in safe positions;
[BBE | EN | OT | Job | Chapter 12 | Verse 20] He makes the words of responsible persons without effect, and takes away the good sense of the old;
[BBE | EN | OT | Job | Chapter 12 | Verse 21] He puts shame on chiefs, and takes away the power of the strong;
[BBE | EN | OT | Job | Chapter 12 | Verse 22] Uncovering deep things out of the dark, and making the deep shade bright;
[BBE | EN | OT | Job | Chapter 12 | Verse 23] Increasing nations, and sending destruction on them; making wide the lands of peoples, and then giving them up.
[BBE | EN | OT | Job | Chapter 12 | Verse 24] He takes away the wisdom of the rulers of the earth, and sends them wandering in a waste where there is no way.
[BBE | EN | OT | Job | Chapter 12 | Verse 25] They go feeling about in the dark without light, wandering without help like those overcome with wine.
