[LXX | EL | OT | Judith | Chapter 10 | Verse 1] Καὶ ἐγένετο ὡς ἐπαύσατο βοῶσα πρὸς τὸν Θεὸν Ἰσραὴλ, καὶ συνετέλεσε πάντα τὰ ῥήματα ταῦτα,
[LXX | EL | OT | Judith | Chapter 10 | Verse 2] καὶ ἀνέστη ἀπὸ τῆς πτώσεως καὶ ἐκάλεσε τὴν ἅβραν αὐτῆς, καὶ κατέβη εἰς τὸν οἶκον ἐν ᾧ διέτριβεν ἐν αὐτῷ ἐν ταῖς ἡμέραις τῶν σαββάτων, καὶ ἐν ταῖς ἑορταῖς αὐτῆς,
[LXX | EL | OT | Judith | Chapter 10 | Verse 3] καὶ περιείλατο τὸν σάκκον ὃν ἐνεδεδύκει, καὶ ἐξεδύσατο τὰ ἱμάτια τῆς χηρεύσεως αὐτῆς, καὶ περιεκλύσατο τὸ σῶμα ὕδατι, καὶ ἐχρίσατο μύρῳ παχεῖ, καὶ διέταξε τὰς τρίχας τῆς κεφαλῆς αὐτῆς, καὶ ἐπέθετο μίτραν ἐπʼ αὐτῆς, καὶ ἐνεδύσατο τὰ ἱμάτια τῆς εὐφροσύνης αὐτῆς, ἐν οἷς ἐστολίζετο ἐν ταῖς ἡμέραις τῆς ζωῆς τοῦ ἀνδρὸς αὐτῆς Μανασσῆ·
[LXX | EL | OT | Judith | Chapter 10 | Verse 4] καὶ ἔλαβε σανδάλια εἰς τοὺς πόδας αὐτῆς, καὶ περιέθετο τοὺς χλιδῶνας, καὶ τὰ ψέλλια, καὶ τοὺς δακτυλίους, καὶ τὰ ἐνώτια, καὶ πάντα τὸν κόσμον αὐτῆς· καὶ ἐκαλλωπίσατο σφόδρα εἰς ἀπάτησιν ὀφθαλμῶν ἀνδρῶν, ὅσοι ἂν ἴδωσιν αὐτήν.
[LXX | EL | OT | Judith | Chapter 10 | Verse 5] Καὶ ἔδωκε τῇ ἅβρᾳ αὐτῆς ἀσκοπυτίνην οἴνου, καὶ καμψάκην ἐλαίου, καὶ πήραν ἐπλήρωσεν ἀλφίτων καὶ παλάθης καὶ ἄρτων καθαρῶν, καὶ περιεδίπλωσε πάντα τὰ ἀγγεῖα αὐτῆς, καὶ ἐπέθηκεν ἐπʼ αὐτῇ.
[LXX | EL | OT | Judith | Chapter 10 | Verse 6] Καὶ ἐξήλθοσαν ἐπὶ τὴν πύλην τῆς πόλεως Βετυλούα, καὶ εὕροσαν ἐφεστῶτας ἐπʼ αὐτῇς Ὀζίαν, καὶ τοὺς πρεσβυτέρους τῆς πόλεως Χαβρὶν καὶ Χαρμίν.
[LXX | EL | OT | Judith | Chapter 10 | Verse 7] Ὡς δὲ εἶδον αὐτὴν, καὶ ἦν ἠλλοιωμένον τὸ πρόσωπον αὐτῆς, καὶ τὴν στολὴν μεταβεβληκυῖαν αὐτῆς, καὶ ἐθαύμασαν ἐπὶ τῷ κάλλει αὐτῆς ἐπὶ πολὺ σφόδρα, καὶ εἶπαν αὐτῇ,
[LXX | EL | OT | Judith | Chapter 10 | Verse 8] ὁ Θεὸς ὁ Θεὸς τῶν πατέρων ἡμῶν δῴη σε εἰς χάριν, καὶ τελειώσαι τὰ ἐπιτηδεύματά σου εἰς γαυρίαμα υἱῶν Ἱσραὴλ καὶ ὕψωμα Ἰερουσαλήμ· καὶ προσεκύνησε τῷ Θεῷ,
[LXX | EL | OT | Judith | Chapter 10 | Verse 9] Καὶ εἶπε πρὸς αὐτοὺς, ἐπιτάξατε ἀνοῖξαί μοι τὴν πύλην τῆς πόλεως, καὶ ἐξελεύσομαι εἰς τελείωσιν τῶν λόγων, ὧν ἐλαλήσατε μετʼ ἐμοῦ· καὶ συνέταξαν τοῖς νεανίσκοις ἀνοῖξαι αὐτῇ καθότι ἐλάλησαν.
[LXX | EL | OT | Judith | Chapter 10 | Verse 10] Καὶ ἐποίησαν οὕτως· καὶ ἐξῆλθεν Ἰουδὶθ, αὐτὴ καὶ ἡ παιδίσκη αὐτῆς μετʼ αὐτῆς· ἀπεσκόπευον δὲ αὐτὴν οἱ ἄνδρες τῆς πόλεως ἕως οὗ κατέβη τὸ ὄρος, ἕως διῆλθε τὸν αὐλῶνα, καὶ οὐκ ἔτι ἐθεώρουν αὐτήν.
[LXX | EL | OT | Judith | Chapter 10 | Verse 11] Καὶ ἐπορεύοντο ἐν τῷ αὐλῶνι εἰς εὐθεῖαν, καὶ συνήντησεν αὐτῇ προφυλακὴ τῶν Ἀσσυρίων.
[LXX | EL | OT | Judith | Chapter 10 | Verse 12] Καὶ συνέλαβον αὐτὴν, καὶ ἐπηρώτησαν, τίνων εἶ; καὶ πόθεν ἔρχῃ; καὶ ποῦ πορεύῃ; καὶ εἶπε, θυγάτηρ εἰμὶ τῶν Ἑβραίων, καὶ ἀποδιδράσκω ἀπὸ προσώπου αὐτῶν, ὅτι μέλλουσι δίδοσθαι ὑμῖν εἰς κατάβρωμα.
