[LXX | EL | OT | Judith | Chapter 2 | Verse 1] Καὶ ἐν τῷ ἔτει τῷ ὀκτωκαιδεκάτῳ, δευτέρᾳ καὶ εἰκάδι τοῦ πρώτου μηνὸς, ἐγένετο λόγος ἐν οἴκῳ Ναβουχοδονόσορ βασιλέως Ἀσσυρίων, ἐκδικῆσαι πᾶσαν τὴν γῆν καθὼς ἐλάλησε.
[LXX | EL | OT | Judith | Chapter 2 | Verse 2] Καὶ συνεκάλεσε πάντας τοὺς θεράποντας αὐτοῦ, καὶ πάντας τοὺς μεγιστᾶνας αὐτοῦ, καὶ ἔθετο μετʼ αὐτῶν τὸ μυστήριον τῆς βουλῆς αὐτοῦ· καὶ συνετέλεσε πᾶσαν τὴν κακίαν τῆς γῆς ἐκ τοῦ στόματος αὐτοῦ·
[LXX | EL | OT | Judith | Chapter 2 | Verse 3] καὶ αὐτοὶ ἔκριναν ὀλοθρεῦσαι πᾶσαν σάρκα, οἳ οὐκ ἠκολούθησαν τῷ λόγῳ τοῦ στόματος αὐτοῦ.
[LXX | EL | OT | Judith | Chapter 2 | Verse 4] Καὶ ἐγένετο ὡς συνετέλεσε τὴν βουλὴν αὐτοῦ, ἐκάλεσε Ναβουχοδονόσορ βασιλεὺς Ἀσσυρίων τὸν Ὀλοφέρνην ἀρχιστράτηγον τῆς δυνάμεως αὐτοῦ, δεύτερον ὄντα μετʼ αὐτὸν, καὶ εἶπε πρὸς αὐτὸν,
[LXX | EL | OT | Judith | Chapter 2 | Verse 5] τάδε λέγει ὁ βασιλεὺς ὁ μέγας, ὁ κύριος πάσης τῆς γῆς, ἰδοὺ σὺ ἐξελεύσῃ ἐκ τοῦ προσώπου μου, καὶ λήψῃ μετὰ σεαυτοῦ ἄνδρας πεποιθότας ἐν ἰσχύϊ αὐτῶν, πεζῶν εἰς χιλιάδας ἑκατὸν εἴκοσι, καὶ πλῆθος ἵππων σὺν ἀναβάταις μυριάδων δεκαδύο,
[LXX | EL | OT | Judith | Chapter 2 | Verse 6] καὶ ἐξελεύσῃ εἰς συνάντησιν πάσῃ τῇ γῇ ἐπὶ δυσμὰς, ὅτι ἠπείθησαν τῷ ῥήματι τοῦ στόματός μου·
[LXX | EL | OT | Judith | Chapter 2 | Verse 7] καὶ ἀπαγγελεῖς αὐτοῖς ἑτοιμάζειν γῆν καὶ ὕδωρ, ὅτι ἐξελεύσομαι ἐν θυμῷ μου ἐπʼ αὐτοὺς, καὶ καλύψω πᾶν τὸ πρόσωπον τῆς γῆς ἐν τοῖς ποσὶ τῆς δυνάμεώς μου· καὶ δώσω αὐτοὺς εἰς διαρπαγὴν αὐτοῖς,
[LXX | EL | OT | Judith | Chapter 2 | Verse 8] καὶ οἱ τραυματίαι αὐτῶν πληρώσουσι τὰς φάραγγας καὶ τοὺς χειμάῤῥους αὐτῶν, καὶ ποταμὸς ἐπικλύζων τοῖς νεκροῖς αὐτῶν πληρωθήσεται·
[LXX | EL | OT | Judith | Chapter 2 | Verse 9] καὶ ἄξω τὴν αἰχμαλωσίαν αὐτῶν ἐπὶ τὰ ἄκρα πάσης τῆς γῆς.
[LXX | EL | OT | Judith | Chapter 2 | Verse 10] Σὺ δὲ ἐξελθὼν προκαταλήψῃ μοι πᾶν ὅριον αὐτῶν, καὶ ἐκδώσουσί σοι ἑαυτοὺς, καὶ διατηρήσεις ἐμοὶ αὐτοὺς εἰς ἡμέραν ἐλεγμοῦ αὐτῶν.
[LXX | EL | OT | Judith | Chapter 2 | Verse 11] Ἐπὶ δὲ τοὺς ἀπειθοῦντας οὐ φείσεται ὁ ὀφθαλμός σου, δοῦναι αὐτοὺς εἰς φόνον καὶ ἁρπαγὴν ἐν πάσῃ τῇ γῇ σου.
[LXX | EL | OT | Judith | Chapter 2 | Verse 12] Ὅτι ζῶν ἐγὼ, καὶ τὸ κράτος τῆς βασιλείας μου, λελάληκα, καὶ ποιήσω ταῦτα ἐν χειρί μου.
[LXX | EL | OT | Judith | Chapter 2 | Verse 13] Καὶ σὺ δὲ οὐ παραβήσῃ ἕν τι τῶν ῥημάτων τοῦ κυρίου σου, ἀλλʼ ἐπιτελῶν ἐπιτελέσεις, καθότι προστέταχά σοι, καὶ οὐ μακρυνεῖς τοῦ ποιῆσαι αὐτά.
[LXX | EL | OT | Judith | Chapter 2 | Verse 14] Καὶ ἐξῆλθεν Ὀλοφέρνης ἀπὸ προσώπου τοῦ κυρίου αὐτοῦ, καὶ ἐκάλεσε πάντας τοὺς δυνάστας, καὶ τοὺς στρατηγοὺς, καὶ ἐπιστάτας τῆς δυνάμεως Ἀσσοὺρ,
