[IRV | PA | OT | Exodus | Chapter 9 | Verse 1] ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਨੂੰ ਆਖਿਆ, ਫ਼ਿਰਊਨ ਕੋਲ ਜਾ ਅਤੇ ਉਸ ਨਾਲ ਗੱਲ ਕਰ ਕਿ ਯਹੋਵਾਹ ਇਬਰਾਨੀਆਂ ਦਾ ਪਰਮੇਸ਼ੁਰ ਇਸ ਤਰ੍ਹਾਂ ਆਖਦਾ ਕਿ ਮੇਰੀ ਪਰਜਾ ਨੂੰ ਜਾਣ ਦੇ ਤਾਂ ਜੋ ਉਹ ਮੇਰੀ ਉਪਾਸਨਾ ਕਰੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 2] ਜੇ ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਭੇਜਣ ਤੋਂ ਮੁੱਕਰ ਜਾਵੇਂ ਅਤੇ ਅਜੇ ਵੀ ਰੋਕ ਛੱਡੇਂ
[IRV | PA | OT | Exodus | Chapter 9 | Verse 3] ਤਾਂ ਵੇਖ ਯਹੋਵਾਹ ਦਾ ਹੱਥ ਤੇਰੇ ਪਸ਼ੂਆਂ ਉੱਤੇ ਜਿਹੜੇ ਮੈਦਾਨ ਵਿੱਚ ਹਨ ਘੋੜਿਆਂ ਉੱਤੇ, ਗਧਿਆਂ ਉੱਤੇ, ਊਠਾਂ ਉੱਤੇ, ਚੌਣਿਆਂ ਉੱਤੇ ਅਤੇ ਇੱਜੜਾਂ ਉੱਤੇ ਪਵੇਗਾ ਅਤੇ ਮਰੀ ਬਹੁਤ ਵੱਡੀ ਹੋਵੇਗੀ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 4] ਯਹੋਵਾਹ ਇਸਰਾਏਲੀਆਂ ਦੇ ਪਸ਼ੂਆਂ ਨੂੰ ਅਤੇ ਮਿਸਰੀਆਂ ਦੇ ਪਸ਼ੂਆਂ ਨੂੰ ਵੱਖਰਾ ਕਰੇਗਾ ਅਤੇ ਉਨ੍ਹਾਂ ਸਾਰਿਆਂ ਵਿੱਚੋਂ ਜਿਹੜੇ ਇਸਰਾਏਲੀਆਂ ਦੇ ਹਨ ਕੋਈ ਨਾ ਮਰੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 5] ਯਹੋਵਾਹ ਨੇ ਇੱਕ ਸਮਾਂ ਠਹਿਰਾਇਆ ਹੈ ਕਿ ਕੱਲ ਯਹੋਵਾਹ ਇਹ ਕੰਮ ਇਸ ਦੇਸ ਵਿੱਚ ਕਰੇਗਾ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 6] ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਉਹ ਕੰਮ ਅਗਲੇ ਦਿਨ ਕੀਤਾ ਅਤੇ ਮਿਸਰੀਆਂ ਦੇ ਸਾਰੇ ਪਸ਼ੂ ਮਰ ਗਏ ਪਰ ਇਸਰਾਏਲੀਆਂ ਦੇ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਾ ਮਰਿਆ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 7] ਫੇਰ ਫ਼ਿਰਊਨ ਨੇ ਕਿਸੇ ਨੂੰ ਭੇਜਿਆ ਤਾਂ ਵੇਖੋ ਇਸਰਾਏਲ ਦੇ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਹੀਂ ਮਰਿਆ ਸੀ ਪਰ ਫ਼ਿਰਊਨ ਦਾ ਮਨ ਪੱਥਰ ਹੋ ਗਿਆ ਸੋ ਉਸ ਨੇ ਲੋਕਾਂ ਨੂੰ ਜਾਣ ਨਾ ਦਿੱਤਾ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 8] ਤਾਂ ਯਹੋਵਾਹ ਨੇ ਮੂਸਾ ਅਤੇ ਹਾਰੂਨ ਨੂੰ ਆਖਿਆ ਭੱਠੀ ਦੀ ਸੁਆਹ ਦੀਆਂ ਮੁੱਠਾਂ ਭਰੋ ਅਤੇ ਮੂਸਾ ਫ਼ਿਰਊਨ ਦੇ ਵੇਖਦਿਆਂ ਅਕਾਸ਼ ਵੱਲ ਉਡਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 9] ਤਾਂ ਮਿਸਰ ਦੇ ਸਾਰੇ ਦੇਸ ਉੱਤੇ ਉਹ ਘੱਟਾ ਹੋ ਕੇ ਆਦਮੀਆਂ ਅਤੇ ਡੰਗਰਾਂ ਉੱਤੇ ਸਾਰੇ ਮਿਸਰ ਦੇਸ ਵਿੱਚ ਅੰਗਿਆਰੇ ਅਤੇ ਛਾਲੇ ਬਣ ਜਾਣਗੇ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 10] ਸੋ ਉਹ ਭੱਠੀ ਦੀ ਸੁਆਹ ਲੈ ਕੇ ਫ਼ਿਰਊਨ ਦੇ ਅੱਗੇ ਖੜੇ ਹੋਏ। ਮੂਸਾ ਨੇ ਉਸ ਨੂੰ ਅਕਾਸ਼ ਵੱਲ ਉਡਾ ਦਿੱਤਾ ਤਾਂ ਆਦਮੀਆਂ ਅਤੇ ਡੰਗਰਾਂ ਉੱਤੇ ਅੰਗਿਆਰੇ ਅਤੇ ਛਾਲੇ ਪੈ ਗਏ।
[IRV | PA | OT | Exodus | Chapter 9 | Verse 11] ਤਾਂ ਜਾਦੂਗਰ ਅੰਗਿਆਰਿਆਂ ਦੇ ਕਾਰਨ ਮੂਸਾ ਦੇ ਅੱਗੇ ਖੜੇ ਨਾ ਹੋ ਸਕੇ ਕਿਉਂ ਜੋ ਜਾਦੂਗਰਾਂ ਅਤੇ ਸਾਰੇ ਮਿਸਰੀਆਂ ਦੇ ਅੰਗਿਆਰੇ ਨਿੱਕਲੇ ਹੋਏ ਸਨ।
