[IRV | PA | OT | Exodus | Chapter 22 | Verse 1] ਜੇ ਕੋਈ ਮਨੁੱਖ ਬਲ਼ਦ ਜਾਂ ਭੇਡ ਚੁਰਾਵੇ ਜਾਂ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟੇ ਜਾਂ ਉਸ ਨੂੰ ਵੇਚ ਦੇਵੇ ਤਾਂ ਚੌਣੇ ਵਿੱਚੋਂ ਉਸ ਦੇ ਵੱਟੇ ਪੰਜ ਬਲ਼ਦ ਅਤੇ ਇੱਜੜ ਵਿੱਚੋਂ ਉਸ ਦੇ ਵੱਟੇ ਚਾਰ ਭੇਡਾਂ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 2] ਜੇ ਉਹ ਚੋਰ ਸੰਨ੍ਹ ਲਾਉਂਦਾ ਫੜਿਆ ਜਾਵੇ ਅਤੇ ਉਹ ਮਾਰ ਨਾਲ ਮਰ ਜਾਵੇ ਤਾਂ ਇਹ ਖੂਨ ਦਾ ਦੋਸ਼ ਨਹੀਂ ਹੈ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 3] ਪਰ ਜੇ ਉਸ ਉੱਤੇ ਸੂਰਜ ਚੜ੍ਹ ਜਾਵੇ ਤਾਂ ਉਹ ਦੇ ਲਈ ਖੂਨ ਦਾ ਦੋਸ਼ ਹੋਵੇਗਾ, ਉਹ ਵੱਟਾ ਭਰ ਦੇਵੇ। ਜੇ ਉਹ ਦੇ ਕੋਲ ਕੁਝ ਨਹੀਂ ਹੈਂ ਤਾਂ ਉਹ ਆਪਣੀ ਚੋਰੀ ਦੇ ਕਾਰਨ ਵੇਚਿਆ ਜਾਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 4] ਜੇ ਚੋਰੀ ਦਾ ਮਾਲ ਉਹ ਦੇ ਹੱਥੋਂ ਜਿਉਂਦਾ ਲੱਭ ਜਾਵੇ ਭਾਵੇਂ ਬਲ਼ਦ ਭਾਵੇਂ ਗਧਾ ਭਾਵੇਂ ਭੇਡ ਤਾਂ ਉਹ ਦੁੱਗਣਾ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 5] ਜਦ ਕੋਈ ਮਨੁੱਖ ਪੈਲੀ ਜਾਂ ਦਾਖ਼ ਦੇ ਬਾਗ਼ ਨੂੰ ਖਿਲਾ ਦੇਵੇ ਜਾਂ ਆਪਣੇ ਪਸ਼ੂ ਛੱਡੇ ਜੋ ਉਹ ਦੂਜੇ ਦੀ ਪੈਲੀ ਨੂੰ ਖਾ ਜਾਵੇ ਤਾਂ ਆਪਣੇ ਖੇਤ ਦੀ ਬਹੁਤ ਉੱਤਮ ਪੈਦਾਵਾਰ ਤੋਂ ਜਾਂ ਬਾਗ਼ ਦੀ ਬਹੁਤ ਉੱਤਮ ਦਾਖ਼ ਤੋਂ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 6] ਜੇ ਕਦੀ ਅੱਗ ਭੱਖ ਉੱਠੇ ਅਤੇ ਕੰਡੇ ਕਾਠ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਜਾ ਲੱਗੇ ਕਿ ਅੰਨ ਦਾ ਖਲਵਾੜਾ ਜਾਂ ਅੰਨ ਦੀ ਖੜੀ ਪੈਲੀ ਜਾਂ ਖੇਤ ਸੜ ਜਾਵੇ ਤਾਂ ਅੱਗ ਦੇ ਲਾਉਣ ਵਾਲਾ ਜ਼ਰੂਰ ਵੱਟਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 7] ਜਦ ਕੋਈ ਮਨੁੱਖ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਚਾਂਦੀ ਜਾਂ ਗਹਿਣਾ ਰੱਖਣ ਲਈ ਦੇਵੇ ਪਰ ਉਹ ਉਸ ਮਨੁੱਖ ਦੇ ਘਰੋਂ ਚੁਰਾਇਆ ਜਾਵੇ ਜੇ ਚੋਰ ਫੜਿਆ ਜਾਵੇ ਤਾਂ ਉਹ ਦੁੱਗਣਾ ਭਰੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 8] ਪਰ ਜੇ ਚੋਰ ਨਾ ਫੜਿਆ ਜਾਵੇ ਤਾਂ ਘਰ ਦਾ ਮਾਲਕ ਨਿਆਂਈਆਂ ਦੇ ਕੋਲ ਲਿਆਂਦਾ ਜਾਵੇ ਤਾਂ ਜੋ ਮਲੂਮ ਹੋਵੇ ਕਿ ਉਸ ਨੇ ਆਪਣਾ ਹੱਥ ਆਪਣੇ ਗੁਆਂਢੀ ਦੇ ਮਾਲ ਧਨ ਨੂੰ ਲਾਇਆ ਹੈ ਕਿ ਨਹੀਂ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 9] ਅਪਰਾਧ ਦੀ ਹਰ ਪਰਕਾਰ ਦੀ ਗੱਲ ਵਿੱਚ ਭਾਵੇਂ ਬਲ਼ਦ ਦੀ ਭਾਵੇਂ ਗਧੇ ਦੀ ਭਾਵੇਂ ਭੇਡ ਦੀ ਭਾਵੇਂ ਚਾਦਰ ਦੀ ਭਾਵੇਂ ਕਿਸੇ ਗਵਾਚੀ ਹੋਈ ਚੀਜ਼ ਦੀ ਜਿਸ ਵਿਖੇ ਕੋਈ ਆਖੇ ਕਿ ਇਹੋ ਹੀ ਹੈ ਤਾਂ ਉਨ੍ਹਾਂ ਦੋਹਾਂ ਦੀ ਗੱਲ ਨਿਆਂਈਆਂ ਕੋਲ ਆਵੇ ਅਤੇ ਜਿਹ ਨੂੰ ਨਿਆਈਂ ਦੋਸ਼ੀ ਠਹਿਰਾਉਣ ਉਹ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਦੁੱਗਣਾ ਭਰ ਦੇਵੇ।
[IRV | PA | OT | Exodus | Chapter 22 | Verse 10] ਜੇ ਕੋਈ ਮਨੁੱਖ ਆਪਣੇ ਗੁਆਂਢੀ ਨੂੰ ਗਧਾ ਜਾਂ ਬਲ਼ਦ ਜਾਂ ਭੇਡ ਜਾਂ ਕੋਈ ਪਸ਼ੂ ਸਾਂਭਣ ਲਈ ਦੇਵੇ ਅਤੇ ਉਹ ਮਰ ਜਾਵੇ ਜਾਂ ਸੱਟ ਖਾ ਜਾਵੇ ਜਾਂ ਕਿਸੇ ਦੇ ਵੇਖੇ ਬਿਨਾਂ ਕਿਤੇ ਹੱਕਿਆ ਜਾਵੇ
[IRV | PA | OT | Exodus | Chapter 22 | Verse 11] ਤਾਂ ਉਨ੍ਹਾਂ ਦੋਹਾਂ ਦੇ ਵਿੱਚ ਯਹੋਵਾਹ ਦੀ ਸਹੁੰ ਹੋਵੇਗੀ ਕਿ ਉਸ ਨੇ ਆਪਣੇ ਗੁਆਂਢੀ ਦੇ ਮਾਲ ਨੂੰ ਹੱਥ ਨਹੀਂ ਲਾਇਆ ਅਤੇ ਉਹ ਦਾ ਮਾਲਕ ਸੁਣ ਲਵੇ ਤਾਂ ਉਹ ਵੱਟਾ ਨਾ ਭਰੇ।
