[OEB | EN | NT | Romans | Chapter 6 | Verse 1] What are we to say, then? Are we to continue to sin, in order that God’s loving kindness may be multiplied?
[OEB | EN | NT | Romans | Chapter 6 | Verse 2] Heaven forbid! We became dead to sin, so how can we go on living in it?
[OEB | EN | NT | Romans | Chapter 6 | Verse 3] Or can it be that you do not know that all of us, who were baptized into union with Christ Jesus, in our baptism shared his death?
[OEB | EN | NT | Romans | Chapter 6 | Verse 4] Consequently, through sharing his death in our baptism, we were buried with him; so that, just as Christ was raised from the dead by a manifestation of the Father’s power, so we also may live a new life.
[OEB | EN | NT | Romans | Chapter 6 | Verse 5] If we have become united with him by the act symbolic of his death, surely we will also become united with him by the act symbolic of his resurrection.
[OEB | EN | NT | Romans | Chapter 6 | Verse 6] We recognise the truth that our old self was crucified with Christ, in order that the body, the stronghold of sin, might be rendered powerless, so that we should no longer be slaves to sin.
[OEB | EN | NT | Romans | Chapter 6 | Verse 7] For the man who has so died has been pronounced righteous and released from sin.
[OEB | EN | NT | Romans | Chapter 6 | Verse 8] And our belief is, that, as we have shared Christ’s death, we will also share his life.
[OEB | EN | NT | Romans | Chapter 6 | Verse 9] We know, indeed, that Christ, having once risen from the dead, will not die again. Death has power over him no longer.
[OEB | EN | NT | Romans | Chapter 6 | Verse 10] For the death that he died was a death to sin, once and for all. But the life that he now lives, he lives for God.
[OEB | EN | NT | Romans | Chapter 6 | Verse 11] So let it be with you – regard yourselves as dead to sin, but as living for God, through union with Christ Jesus.
[OEB | EN | NT | Romans | Chapter 6 | Verse 12] Therefore do not let sin reign in your mortal bodies and compel you to obey its cravings.
[OEB | EN | NT | Romans | Chapter 6 | Verse 13] Do not offer any part of your bodies to sin, in the cause of unrighteousness, but once for all offer yourselves to God (as those who, though once dead, now have life), and devote every part of your bodies to the cause of righteousness.
[OEB | EN | NT | Romans | Chapter 6 | Verse 14] For sin will not lord it over you. You are living under the reign, not of Law, but of love.
[OEB | EN | NT | Romans | Chapter 6 | Verse 15] What follows, then? Are we to sin because we are living under the reign of love and not of Law? Heaven forbid!
[OEB | EN | NT | Romans | Chapter 6 | Verse 16] Surely you know that when you offer yourselves as servants, to obey anyone, you are the servants of the person whom you obey, whether the service be a service to sin which leads to death, or a service to duty which leads to righteousness.
[OEB | EN | NT | Romans | Chapter 6 | Verse 17] God be thanked that, though you were once servants of sin, yet you learned to give hearty obedience to that form of doctrine under which you were placed.
[OEB | EN | NT | Romans | Chapter 6 | Verse 18] Set free from the control of sin, you became servants to righteousness.
[OEB | EN | NT | Romans | Chapter 6 | Verse 19] I can but speak as people do because of the weakness of your earthly nature. Once you offered every part of your bodies to the service of impurity, and of wickedness, which leads to further wickedness. Now, in the same way, offer them to the service of righteousness, which leads to holiness.
[OEB | EN | NT | Romans | Chapter 6 | Verse 20] While you were still servants of sin, you were free as regards righteousness.
[OEB | EN | NT | Romans | Chapter 6 | Verse 21] But what were the fruits that you reaped from those things of which you are now ashamed? For the end of such things is death.
[OEB | EN | NT | Romans | Chapter 6 | Verse 22] But now that you have been set free from the control of sin, and have become servants to God, the fruit that you reap is an ever increasing holiness, and the end eternal life.
[OEB | EN | NT | Romans | Chapter 6 | Verse 23] The wages of sin are death, but the gift of God is eternal life, through union with Christ Jesus, our Lord.
