[IRV | GU | OT | Malachi | Chapter 2 | Verse 1] અને હવે, હે યાજકો, આ આજ્ઞા તમારા માટે છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 2] સૈન્યોના યહોવાહ કહે છે, “જો તમે મને સાંભળો નહિ અને મારા નામને મહિમા આપવાનું તમારા હૃદયમાં નહિ ઠસાવો, તો હું તમારા પર શાપ મોકલીશ, અને તમારા આશીર્વાદોને શાપરૂપ કરી નાખીશ. ખરેખર, મેં તેમને શાપરૂપ કરી દીધા છે, કેમ કે મારી આજ્ઞા તમે તમારા હૃદયમાં સમાવતા નથી.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 3] જો, હું તમારા વંશજોને ઠપકો આપીશ, અને તમારા મુખ પર છાણ નાખીશ અને તમારા છાણના અર્પણો સાથે તમને પણ બહાર કાઢી મૂકવામાં આવશે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 4] ત્યારે તમે જાણશો કે મેં તમારી પાસે આ આજ્ઞા મોકલી છે, કે મારો કરાર લેવી સાથે થાય,” એવું સૈન્યોના યહોવાહ કહે છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 5] “તેની સાથેનો મારો કરાર જીવન તથા શાંતિ આપવાનો હતો, અને તે મારો આદર કરે તે માટે મેં તેને તે આપ્યો. તે મારો આદર કરતો હતો અને મારા નામનો ભય રાખતો હતો.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 6] સાચું શિક્ષણ તેમના મુખમાં હતું, તેમના હોઠમાંથી કદી અન્યાયીપણું માલૂમ પડતું નહતું. તે મારી સાથે શાંતિ અને પ્રામાણિકપણે ચાલતો હતો, અને તે ઘણાંને પાપમાંથી પાછા ફેરવતો હતો.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 7] કેમ કે યાજકના હોઠોમાં ડહાપણ હોવું જોઈએ, અને લોકો તેમના મુખમાંથી નિયમ શોધવો જોઈએ, કેમ કે તે સૈન્યોના યહોવાહનો સંદેશાવાહક છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 8] પણ તમે સાચા માર્ગમાંથી ભટકી ગયા છો. તમે ઘણાં લોકોને નિયમનો આદર કરવા વિષે ઠોકર ખવડાવ્યા છો. તમે લેવીના કરારને ભ્રષ્ટ કર્યો છે,” એવું સૈન્યોના યહોવાહ કહે છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 9] “મેં તમને લોકોની આગળ ધિક્કારપાત્ર અને અધમ બનાવી દીધા છે, કેમ કે તમે મારા માર્ગોને વળગી રહ્યા નથી, પણ શિક્ષણ આપવામાં તમે પક્ષપાત કર્યો છે.”
[IRV | GU | OT | Malachi | Chapter 2 | Verse 10] શું આપણા સર્વના એક જ પિતા નથી? શું એક જ ઈશ્વરે આપણું સર્જન કર્યું નથી? તો શા માટે આપણે આપણા ભાઈઓ સામે અવિશ્વાસુ રહીને પિતૃઓના કરારનું અપમાન કરીએ?
[IRV | GU | OT | Malachi | Chapter 2 | Verse 11] યહૂદાએ અવિશ્વાસુ છે, અને ઇઝરાયલમાં તથા યરુશાલેમમાં ધિક્કારપાત્ર કૃત્ય કરવામાં આવ્યું છે. કેમ કે યહોવાહ જેને પ્રેમ કરતા હતા તે પવિત્રસ્થાનને યહૂદાએ અપવિત્ર કર્યું છે, અને તેણે વિદેશી દેવની દીકરી સાથે લગ્ન કર્યું છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 12] જે કોઈ વંશજોએ આ પ્રમાણે કર્યું હશે, તેમ જ સૈન્યોના યહોવાહને માટે અર્પણ લાવનારને પણ યહોવાહ યાકૂબના તંબુમાંથી નાબૂદ કરશે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 13] અને તમે પણ આવું કરો છો. તમે તમારાં આંસુઓથી, રુદનથી તથા શોકથી યહોવાહની વેદીને ઢાંકી દો છો, કેમ કે તેઓ તમારાં અર્પણો જોવાને તથા તમારા હાથથી તેનો સ્વીકાર કરવાને સહમત નથી.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 14] પણ તું કહે છે, “શા માટે તે નહિ?” કેમ કે, યહોવાહ તારી અને તારી જુવાનીની પત્ની વચ્ચે સાક્ષી થયા છે, જોકે તે તારી સાથી અને કરારની રૂએ તારી પત્ની હતી છતાં તું તેને અવિશ્વાસુ રહ્યો છે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 15] શું તેણે પોતાના આત્માનાં અંશ વડે તમને એક બનાવ્યા નથી? અને શા માટે તેમણે તમને એક બનાવ્યા છે? કેમ કે તે ધાર્મિક સંતાનની આશા રાખતા હતા? માટે તમારા આત્મા વિષે સાવધ રહો, કોઈ પણ પોતાની જુવાનીની પત્નીને અવિશ્વાસુ ન રહે.
[IRV | GU | OT | Malachi | Chapter 2 | Verse 16] કેમ કે ઇઝરાયલના ઈશ્વર યહોવાહ કહે છે કે, “હું છૂટાછેડાને ધિક્કારું છું, સૈન્યોના યહોવાહ કહે છે “જે પોતાની પત્ની પર જુલમ કરે છે તેને હું ધિક્કારું છું. “માટે તમારા આત્મા વિષે સાવધ રહો અને અવિશ્વાસુ ન બનો.”
[IRV | GU | OT | Malachi | Chapter 2 | Verse 17] તમે તમારા શબ્દોથી યહોવાહને કંટાળો ઉપજાવ્યો છે. પણ તમે કહો છો કે, “કેવી રીતે અમે તેમને કંટાળો ઉપજાવ્યો છે? “દુષ્કર્મ કરનાર દરેક માણસ યહોવાહની નજરમાં સારો છે, તેનાથી તેઓ પ્રસન્ન થાય છે; અથવા ઈશ્વરનો ન્યાય ક્યાં છે?” એવું કહીને તમે તેમને કંટાળો ઉપજાવ્યો છે.
