[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 1] Τί οὖν τὸ περισσὸν τοῦ Ἰουδαίου, ἢ τίς ἡ ὠφέλεια τῆς περιτομῆς;
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 2] Πολὺ κατὰ πάντα τρόπον· πρῶτον μὲν γὰρ ὅτι ἐπιστεύθησαν τὰ λόγια τοῦ Θεοῦ.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 3] Τί γὰρ εἰ ἠπίστησάν τινες; Μὴ ἡ ἀπιστία αὐτῶν τὴν πίστιν τοῦ Θεοῦ καταργήσει;
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 4] Μὴ γένοιτο· γινέσθω δὲ ὁ Θεὸς ἀληθής, πᾶς δὲ ἄνθρωπος ψεύστης, καθὼς γέγραπται, Ὅπως ἂν δικαιωθῇς ἐν τοῖς λόγοις σου, καὶ νικήσῃς ἐν τῷ κρίνεσθαί σε.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 5] Εἰ δὲ ἡ ἀδικία ἡμῶν Θεοῦ δικαιοσύνην συνίστησι, τί ἐροῦμεν; Μὴ ἄδικος ὁ Θεὸς ὁ ἐπιφέρων τὴν ὀργήν; — κατὰ ἄνθρωπον λέγω —
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 6] Μὴ γένοιτο· ἐπεὶ πῶς κρινεῖ ὁ Θεὸς τὸν κόσμον;
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 7] Εἰ γὰρ ἡ ἀλήθεια τοῦ Θεοῦ ἐν τῷ ἐμῷ ψεύσματι ἐπερίσσευσεν εἰς τὴν δόξαν αὐτοῦ, τί ἔτι κἀγὼ ὡς ἁμαρτωλὸς κρίνομαι;
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 8] Καὶ μή — καθὼς βλασφημούμεθα, καὶ καθώς φασί τινες ἡμᾶς λέγειν — ὅτι Ποιήσωμεν τὰ κακὰ ἵνα ἔλθῃ τὰ ἀγαθά; Ὧν τὸ κρίμα ἔνδικόν ἐστι.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 9] Τί οὖν; Προεχόμεθα; Οὐ πάντως· προῃτιασάμεθα γὰρ Ἰουδαίους τε καὶ Ἕλληνας πάντας ὑφ᾿ ἁμαρτίαν εἶναι,
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 10] καθὼς γέγραπται ὅτι Οὐκ ἔστι δίκαιος οὐδὲ εἷς·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 11] οὐκ ἔστιν ὁ συνιῶν, οὐκ ἔστιν ὁ ἐκζητῶν τὸν Θεόν·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 12] πάντες ἐξέκλιναν, ἅμα ἠχρειώθησαν· οὐκ ἔστι ποιῶν χρηστότητα, οὐκ ἔστιν ἕως ἑνός·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 13] τάφος ἀνεῳγμένος ὁ λάρυγξ αὐτῶν, ταῖς γλώσσαις αὐτῶν ἐδολιοῦσαν· ἰὸς ἀσπίδων ὑπὸ τὰ χείλη αὐτῶν·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 14] ὧν τὸ στόμα ἀρᾶς καὶ πικρίας γέμει·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 15] ὀξεῖς οἱ πόδες αὐτῶν ἐκχέαι αἷμα·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 16] σύντριμμα καὶ ταλαιπωρία ἐν ταῖς ὁδοῖς αὐτῶν,
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 17] καὶ ὁδὸν εἰρήνης οὐκ ἔγνωσαν·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 18] οὐκ ἔστι φόβος Θεοῦ ἀπέναντι τῶν ὀφθαλμῶν αὐτῶν.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 19] Οἴδαμεν δὲ ὅτι ὅσα ὁ νόμος λέγει, τοῖς ἐν τῷ νόμῳ λαλεῖ, ἵνα πᾶν στόμα φραγῇ, καὶ ὑπόδικος γένηται πᾶς ὁ κόσμος τῷ Θεῷ·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 20] διότι ἐξ ἔργων νόμου οὐ δικαιωθήσεται πᾶσα σὰρξ ἐνώπιον αὐτοῦ· διὰ γὰρ νόμου ἐπίγνωσις ἁμαρτίας.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 21] Νυνὶ δὲ χωρὶς νόμου δικαιοσύνη Θεοῦ πεφανέρωται, μαρτυρουμένη ὑπὸ τοῦ νόμου καὶ τῶν προφητῶν·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 22] δικαιοσύνη δὲ Θεοῦ διὰ πίστεως Ἰησοῦ Χριστοῦ εἰς πάντας καὶ ἐπὶ πάντας τοὺς πιστεύοντας· οὐ γάρ ἐστι διαστολή·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 23] πάντες γὰρ ἥμαρτον καὶ ὑστεροῦνται τῆς δόξης τοῦ Θεοῦ,
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 24] δικαιούμενοι δωρεὰν τῇ αὐτοῦ χάριτι διὰ τῆς ἀπολυτρώσεως τῆς ἐν Χριστῷ Ἰησοῦ·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 25] ὃν προέθετο ὁ Θεὸς ἱλαστήριον, διὰ τῆς πίστεως, ἐν τῷ αὐτοῦ αἵματι, εἰς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ, διὰ τὴν πάρεσιν τῶν προγεγονότων ἁμαρτημάτων,
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 26] ἐν τῇ ἀνοχῇ τοῦ Θεοῦ· πρὸς ἔνδειξιν τῆς δικαιοσύνης αὐτοῦ ἐν τῷ νῦν καιρῷ, εἰς τὸ εἶναι αὐτὸν δίκαιον καὶ δικαιοῦντα τὸν ἐκ πίστεως Ἰησοῦ.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 27] Ποῦ οὖν ἡ καύχησις; Ἐξεκλείσθη. Διὰ ποίου νόμου; Τῶν ἔργων; Οὐχί, ἀλλὰ διὰ νόμου πίστεως.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 28] Λογιζόμεθα οὖν πίστει δικαιοῦσθαι ἄνθρωπον, χωρὶς ἔργων νόμου.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 29] Ἢ Ἰουδαίων ὁ Θεὸς μόνον; Οὐχὶ δὲ καὶ ἐθνῶν; Ναὶ καὶ ἐθνῶν·
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 30] ἐπείπερ εἷς ὁ Θεός, ὃς δικαιώσει περιτομὴν ἐκ πίστεως, καὶ ἀκροβυστίαν διὰ τῆς πίστεως.
[GRCGTR | EL | NT | Romans | Chapter 3 | Verse 31] Νόμον οὖν καταργοῦμεν διὰ τῆς πίστεως; Μὴ γένοιτο· ἀλλὰ νόμον ἱστῶμεν.
