[GNV | EN | OT | Isaiah | Chapter 48 | Verse 1] Hear yee this, O house of Iaakob, which are called by the name of Israel, and are come out of the waters of Iudah: which sweare by the Name of the Lord, and make mention of the God of Israel, but not in truth, nor in righteousnesse.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 2] For they are called of the holy citie, and staie themselues vpon the God of Israel, whose Name is the Lord of hostes.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 3] I haue declared ye former things of old, and they went out of my mouth, and I shewed them: I did them suddenly, and they came to passe.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 4] Because I knewe, that thou art obstinate, and thy necke is an yron sinew, and thy brow brasse,
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 5] Therefore I haue declared it to thee of old: before it came to passe, I shewed it thee, lest thou shouldest say, Mine idole hath done them, and my carued image, and my molten image hath commanded them.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 6] Thou hast heard, behold all this, and wil not yee declare it? I haue shewed thee newe things, euen now, and hid things, which thou knewest not.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 7] They are created now, and not of olde, and euen before this thou heardest them not, lest thou shouldest say, Beholde, I knewe them.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 8] Yet thou heardest them not, neither diddest know them, neither yet was thine eare opened of olde: for I knewe that thou wouldest grieuously transgresse: therefore haue I called thee a transgressour from the wombe.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 9] For my Names sake will I defer my wrath, and for my praise will I refraine it from thee, that I cut thee not off.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 10] Behold, I haue fined thee, but not as siluer: I haue chosen thee in the fornace of affliction.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 11] For mine owne sake, for mine owne sake wil I doe it: for how should my Name be polluted? surely I wil not giue my glory vnto another.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 12] Heare me, O Iaakob and Israel, my called, I am, I am the first, and I am the last.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 13] Surely mine hand hath laid the foundation of the earth, and my right hand hath spanned the heaues: when I cal them, they stand vp together.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 14] All you, assemble your selues, and heare: which among them hath declared these thinges? The Lord hath loued him: he wil doe his will in Babel, and his arme shalbe against the Chaldeans.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 15] I, euen I haue spoken it, and I haue called him: I haue brought him, and his way shall prosper.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 16] Come neere vnto me: heare ye this: I haue not spoken it in secret from the beginning: from the time that the thing was, I was there, and now the Lord God and his Spirit hath sent me.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 17] Thus saith the Lord thy redeemer, the Holy one of Israel, I am the Lord thy God, which teach thee to profite, and lead thee by the way, that thou shouldest goe.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 18] Oh that thou haddest hearkened to my commandements! then had thy prosperitie bene as the floude, and thy righteousnesse as the waues of the sea.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 19] Thy seede also had beene as the sande, and the fruite of thy body like the grauell thereof: his name should not haue bene cut off nor destroied before me.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 20] Goe yee out of Babel: flee yee from the Chaldeans, with a voice of ioy: tel and declare this: shewe it foorth to the ende of the earth: say yee, The Lord hath redeemed his seruant Iaakob.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 21] And they were not thirstie: hee led them through the wildernesse: hee caused the waters to flowe out of the rocke for them: for he claue the rocke, and the water gushed out.
[GNV | EN | OT | Isaiah | Chapter 48 | Verse 22] There is no peace, sayeth the Lord, vnto the wicked.
