[IRV | ML | OT | Joshua | Chapter 19 | Verse 1] രണ്ടാമത്തെ നറുക്കു ശിമെയോന്നു കുടുംബംകുടുംബമായി ശിമെയോൻമക്കളുടെ ഗോത്രത്തിന്നു വന്നു; അവരുടെ അവകാശം യെഹൂദാമക്കളുടെ അവകാശത്തിന്റെ ഇടയിൽ ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 2] അവർക്കു തങ്ങളുടെ അവകാശത്തിൽ
[IRV | ML | OT | Joshua | Chapter 19 | Verse 3] ബേർ-ശേബ, ശേബ, മോലാദ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 4] ഹസർ-ശൂവാൽ, ബാലാ, ഏസെം, എല്തോലദ്, ബേഥൂൽ, ഹൊർമ്മ, സിക്ലാഗ്, ബേത്ത്-മർക്കാബോത്ത്,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 5] ഹസർ-സൂസ, ബേത്ത്-ലെബായോത്ത്- ശാരൂഹെൻ;
[IRV | ML | OT | Joshua | Chapter 19 | Verse 6] ഇങ്ങനെ പതിമൂന്നു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും
[IRV | ML | OT | Joshua | Chapter 19 | Verse 7] അയീൻ, രിമ്മോൻ, ഏഥെർ, ആശാൻ; ഇങ്ങനെ നാലു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും;
[IRV | ML | OT | Joshua | Chapter 19 | Verse 8] ഈ പട്ടണങ്ങൾക്കു ചുറ്റം തെക്കെ ദേശത്തിലെ രാമ എന്ന ബാലത്ത്-ബേർവരെയുള്ള സകലഗ്രാമങ്ങളും ഉണ്ടായിരുന്നു; ഇതു ശിമെയോൻമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശം.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 9] ശിമെയോൻമക്കളുടെ അവകാശം യെഹൂദാമക്കളുടെ ഓഹരിയിൽ ഉൾപ്പെട്ടിരുന്നു; യെഹൂദാമക്കളുടെ ഓഹരി അവർക്കു അധികമായിരുന്നതുകൊണ്ടു അവരുടെ അവകാശത്തിന്റെ ഇടയിൽ ശിമെയോൻമക്കൾക്കു അവകാശം ലഭിച്ചു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 10] സെബൂലൂൻമക്കൾക്കു കുടുംബംകുടുംബമായി മൂന്നാമത്തെ നറുക്കു വന്നു; അവരുടെ അവകാശത്തിന്റെ അതിർ സാരീദ് വരെ ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 11] അവരുടെ അതിർ പടിഞ്ഞാറോട്ടു മരലയിലേക്കു കയറി ദബ്ബേശെത്ത്‌വരെ ചെന്നു യൊക്നെയാമിന്നെതിരെയുള്ള തോടുവരെ എത്തുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 12] സാരീദിൽനിന്നു അതു കിഴക്കോട്ടു സൂര്യോദയത്തിന്റെ നേരെ കിസ്ളോത്ത് താബോരിന്റെ അതിരിലേക്കു തിരിഞ്ഞു ദാബെരത്തിന്നു ചെന്നു യാഫീയയിലേക്കു കയറുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 13] അവിടെനിന്നു കിഴക്കോട്ടു ഗത്ത്-ഹേഫെരിലേക്കും ഏത്ത്-കാസീനിലേക്കും കടന്നു നേയാവരെ നീണ്ടുകിടക്കുന്ന രിമ്മോനിലേക്കു ചെല്ലുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 14] പിന്നെ ആ അതിർ ഹന്നാഥോന്റെ വടക്കുവശത്തു തിരിഞ്ഞു യിഫ്താഹ്-ഏൽതാഴ്‌വരയിൽ അവസാനിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 15] കത്താത്ത്, നഹല്ലാൽ, ശിമ്രോൻ, യിദല, ബേത്ത്-ലേഹെം മുതലായ പന്ത്രണ്ടു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും അവർക്കുണ്ടായിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 16] ഇതു സെബൂലൂൻ മക്കൾക്കു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശമായ പട്ടണങ്ങളും അവയുടെ ഗ്രാമങ്ങളും തന്നേ.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 17] നാലാമത്തെ നറുക്കു യിസ്സാഖാരിന്നു, കുടുംബംകുടുംബമായി യിസ്സാഖാർമക്കൾക്കു തന്നേ വന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 18] അവരുടെ ദേശം യിസ്രെയേൽ, കെസുല്ലോത്ത്,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 19] ശൂനേം, ഹഫാരയീം, ശീയോൻ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 20] അനാഹരാത്ത്, രബ്ബീത്ത്, കിശ്യോൻ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 21] ഏബെസ്, രേമെത്ത്, ഏൻ-ഗന്നീം, ഏൻ-ഹദ്ദ, ബേത്ത്-പസ്സേസ് എന്നിവ ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 22] അവരുടെ അതിർ താബോർ, ശഹസൂമ, ബേത്ത്-ശേമെശ് എന്നിവയിൽ എത്തി യോർദ്ദാങ്കൽ അവസാനിക്കുന്നു. ഇങ്ങനെ പതിനാറു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും ഉണ്ടായിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 23] ഇതു യിസ്സാഖാർമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശം; ഈ പട്ടണങ്ങളും അവയുടെ ഗ്രാമങ്ങളും തന്നേ.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 24] ആശേർമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി അഞ്ചാമത്തെ നറുക്കു വന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 25] അവരുടെ ദേശം ഹെല്കത്ത്, ഹലി, ബേതെൻ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 26] അക്ശാഫ്, അല്ലമ്മേലെക്, അമാദ്, മിശാൽ എന്നിവ ആയിരുന്നു; അതു പടിഞ്ഞാറോട്ടു കർമ്മേലും ശീഹോർ-ലിബ്നാത്തുംവരെ എത്തി,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 27] സൂര്യോദയത്തിന്റെ നേരെ ബേത്ത്-ദാഗോനിലേക്കു തിരിഞ്ഞു വടക്കു സെബൂലൂനിലും ബേത്ത്-ഏമെക്കിലും നെയീയേലിലും യിഫ്താഹ്-ഏൽതാഴ്‌വരയിലും എത്തി ഇടത്തോട്ടു കാബൂൽ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 28] ഹെബ്രോൻ, രെഹോബ്, ഹമ്മോൻ, കാനാ, എന്നിവയിലും മഹാനഗരമായ സീദോൻ വരെയും ചെല്ലുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 29] പിന്നെ ആ അതിർ രാമയിലേക്കും ഉറപ്പുള്ള പട്ടണമായ സോരിലേക്കും തിരിയുന്നു. പിന്നെ ആ അതിർ ഹോസയിലേക്കു തിരിഞ്ഞു അക്സീബ് ദേശത്തു സമുദ്രത്തിങ്കൽ അവസാനിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 30] ഉമ്മ, അഫേക്, രെഹോബ് മുതലായ ഇരുപത്തുരണ്ടു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും അവർക്കുണ്ടായിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 31] ഇതു ആശേർമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശം; ഈ പട്ടണങ്ങളും അവയുടെ ഗ്രാമങ്ങളും തന്നേ.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 32] ആറാമത്തെ നറുക്കു നഫ്താലിമക്കൾക്കു, കുടുംബംകുടുംബമായി നഫ്താലിമക്കൾക്കു തന്നേ വന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 33] അവരുടെ അതിർ ഹേലെഫും സാനന്നീമിലെ കരുവേലകവും തുടങ്ങി അദാമീ-നേക്കെബിലും യബ്നോലിലും കൂടി ലക്കൂംവരെ ചെന്നു യോർദ്ദാങ്കൽ അവസാനിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 34] പിന്നെ ആ അതിർ പടിഞ്ഞാറോട്ടു അസ്നോത്ത്-താബോരിലേക്കു തിരിഞ്ഞു അവിടെനിന്നു ഹൂക്കോക്കിലേക്കു ചെന്നു തെക്കുവശത്തു സെബൂലൂനോടും പിടിഞ്ഞാറുവശത്തു ആശേരിനോടും കിഴക്കുവശത്തു യോർദ്ദാന്യയെഹൂദയോടും തൊട്ടിരിക്കുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 35] ഉറപ്പുള്ള പട്ടണങ്ങളായ സിദ്ദീം, സേർ, ഹമ്മത്ത്,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 36] രക്കത്ത്, കിന്നേരത്ത്, അദമ, രാമ
[IRV | ML | OT | Joshua | Chapter 19 | Verse 37] ഹാസോർ, കേദെശ്, എദ്രെയി, ഏൻ-ഹാസോർ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 38] യിരോൻ, മിഗ്ദൽ-ഏൽ, ഹൊരേം, ബേത്ത്-അനാത്ത്, ബേത്ത്-ശേമെശ് ഇങ്ങനെ പത്തൊമ്പതു പട്ടണവും അവയുടെ ഗ്രാമങ്ങളും.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 39] ഇവ നഫ്താലിമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശത്തിലെ പട്ടണങ്ങളും ഗ്രാമങ്ങളും തന്നേ.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 40] ദാൻമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി ഏഴാമത്തെ നറുക്കുവന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 41] അവരുടെ അവകാശദേശം സൊരാ, എസ്തായോൽ, ഈർ-ശേമെശ്,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 42] ശാലബ്ബീൻ, അയ്യാലോൻ, യിത്ല,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 43] ഏലോൻ, തിമ്ന, എക്രോൻ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 44] എൽതെക്കേ, ഗിബ്ബഥോൻ, ബാലാത്ത്,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 45] യിഹൂദ്, ബെനേ-ബെരാക്, ഗത്ത്-രിമ്മോൻ,
[IRV | ML | OT | Joshua | Chapter 19 | Verse 46] മേയർക്കോൻ, രക്കോൻ എന്നിവയും യാഫോവിന്നെതിരെയുള്ള ദേശവും ആയിരുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 47] എന്നാൽ ദാൻമക്കളുടെ ദേശം അവർക്കു പോയ്പോയി. അതുകൊണ്ടു ദാൻമക്കൾ പുറപ്പെട്ടു ലേശെമിനോടു യുദ്ധംചെയ്തു അതിനെ പിടിച്ചു വാളിന്റെ വായ്ത്തലയാൽ സംഹരിച്ചു കൈവശമാക്കി അവിടെ പാർത്തു; ലേശെമിന്നു തങ്ങളുടെ അപ്പനായ ദാന്റെ പേരിൻപ്രകാരം ദാൻ എന്നു പേരിട്ടു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 48] ഇതു ദാൻമക്കളുടെ ഗോത്രത്തിന്നു കുടുംബംകുടുംബമായി കിട്ടിയ അവകാശ പട്ടണങ്ങളും ഗ്രാമങ്ങളും ആകുന്നു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 49] അവർ ദേശത്തെ അതിർ തിരിച്ചു കഴിഞ്ഞശേഷം യിസ്രായേൽമക്കൾ നൂന്റെ മകനായ യോശുവെക്കും തങ്ങളുടെ ഇടയിൽ ഒരു അവകാശം കൊടുത്തു.
[IRV | ML | OT | Joshua | Chapter 19 | Verse 50] അവൻ ചോദിച്ച പട്ടണമായി എഫ്രയീംമലനാട്ടിലുള്ള തിമ്നത്ത്-സേരഹ് അവർ യഹോവയുടെ കല്പനപ്രകാരം അവന്നു കൊടുത്തു; അവൻ ആ പട്ടണം പണിതു അവിടെ പാർത്തു.
