[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 1] وَعَادَ إِبْرَاهِيمُ فَأَخَذَ زَوْجَةً ٱسْمُهَا قَطُورَةُ،
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 2] فَوَلَدَتْ لَهُ: زِمْرَانَ وَيَقْشَانَ وَمَدَانَ وَمِدْيَانَ وَيِشْبَاقَ وَشُوحًا.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 3] وَوَلَدَ يَقْشَانُ: شَبَا وَدَدَانَ. وَكَانَ بَنُو دَدَانَ: أَشُّورِيمَ وَلَطُوشِيمَ وَلَأُمِّيمَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 4] وَبَنُو مِدْيَانَ: عَيْفَةُ وَعِفْرُ وَحَنُوكُ وَأَبِيدَاعُ وَأَلْدَعَةُ. جَمِيعُ هَؤُلَاءِ بَنُو قَطُورَةَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 5] وَأَعْطَى إِبْرَاهِيمُ إِسْحَاقَ كُلَّ مَا كَانَ لَهُ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 6] وَأَمَّا بَنُو ٱلسَّرَارِيِّ ٱللَّوَاتِي كَانَتْ لِإِبْرَاهِيمَ فَأَعْطَاهُمْ إِبْرَاهِيمُ عَطَايَا، وَصَرَفَهُمْ عَنْ إِسْحَاقَ ٱبْنِهِ شَرْقًا إِلَى أَرْضِ ٱلْمَشْرِقِ، وَهُوَ بَعْدُ حَيٌّ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 7] وَهَذِهِ أَيَّامُ سِنِي حَيَاةِ إِبْرَاهِيمَ ٱلَّتِي عَاشَهَا: مِئَةٌ وَخَمْسٌ وَسَبْعُونَ سَنَةً.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 8] وَأَسْلَمَ إِبْرَاهِيمُ رُوحَهُ وَمَاتَ بِشَيْبَةٍ صَالِحَةٍ، شَيْخًا وَشَبْعَانَ أَيَّامًا، وَٱنْضَمَّ إِلَى قَوْمِهِ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 9] وَدَفَنَهُ إِسْحَاقُ وَإِسْمَاعِيلُ ٱبْنَاهُ فِي مَغَارَةِ ٱلْمَكْفِيلَةِ فِي حَقْلِ عِفْرُونَ بْنِ صُوحَرَ ٱلْحِثِّيِّ ٱلَّذِي أَمَامَ مَمْرَا،
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 10] ٱلْحَقْلِ ٱلَّذِي ٱشْتَرَاهُ إِبْرَاهِيمُ مِنْ بَنِي حِثٍّ. هُنَاكَ دُفِنَ إِبْرَاهِيمُ وَسَارَةُ ٱمْرَأَتُهُ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 11] وَكَانَ بَعْدَ مَوْتِ إِبْرَاهِيمَ أَنَّ ٱللهَ بَارَكَ إِسْحَاقَ ٱبْنَهُ. وَسَكَنَ إِسْحَاقُ عِنْدَ بِئْرِ لَحَيْ رُئِي. بنو إسماعيل
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 12] وَهَذِهِ مَوَالِيدُ إِسْمَاعِيلَ بْنِ إِبْرَاهِيمَ، ٱلَّذِي وَلَدَتْهُ هَاجَرُ ٱلْمِصْرِيَّةُ جَارِيَةُ سَارَةَ لِإِبْرَاهِيمَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 13] وَهَذِهِ أَسْمَاءُ بَنِي إِسْمَاعِيلَ بِأَسْمَائِهِمْ حَسَبَ مَوَالِيدِهِمْ: نَبَايُوتُ بِكْرُ إِسْمَاعِيلَ، وَقِيدَارُ، وَأَدَبْئِيلُ وَمِبْسَامُ
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 14] وَمِشْمَاعُ وَدُومَةُ وَمَسَّا
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 15] وَحَدَارُ وَتَيْمَا وَيَطُورُ وَنَافِيشُ وَقِدْمَةُ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 16] هَؤُلَاءِ هُمْ بَنُو إِسْمَاعِيلَ، وَهَذِهِ أَسْمَاؤُهُمْ بِدِيَارِهِمْ وَحُصُونِهِمْ. ٱثْنَا عَشَرَ رَئِيسًا حَسَبَ قَبَائِلِهِمْ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 17] وَهَذِهِ سِنُو حَيَاةِ إِسْمَاعِيلَ: مِئَةٌ وَسَبْعٌ وَثَلَاثُونَ سَنَةً، وَأَسْلَمَ رُوحَهُ وَمَاتَ وَٱنْضَمَّ إِلَى قَوْمِهِ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 18] وَسَكَنُوا مِنْ حَوِيلَةَ إِلَى شُورَ ٱلَّتِي أَمَامَ مِصْرَ حِينَمَا تَجِيءُ نَحْوَ أَشُّورَ. أَمَامَ جَمِيعِ إِخْوَتِهِ نَزَلَ. يعقوب وعيسو
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 19] وَهَذِهِ مَوَالِيدُ إِسْحَاقَ بْنِ إِبْرَاهِيمَ: وَلَدَ إِبْرَاهِيمُ إِسْحَاقَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 20] وَكَانَ إِسْحَاقُ ٱبْنَ أَرْبَعِينَ سَنَةً لَمَّا ٱتَّخَذَ لِنَفْسِهِ زَوْجَةً، رِفْقَةَ بِنْتَ بَتُوئِيلَ ٱلْأَرَامِيِّ، أُخْتَ لَابَانَ ٱلْأَرَامِيِّ مِنْ فَدَّانِ أَرَامَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 21] وَصَلَّى إِسْحَاقُ إِلَى ٱلرَّبِّ لِأَجْلِ ٱمْرَأَتِهِ لِأَنَّهَا كَانَتْ عَاقِرًا، فَٱسْتَجَابَ لَهُ ٱلرَّبُّ، فَحَبِلَتْ رِفْقَةُ ٱمْرَأَتُهُ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 22] وَتَزَاحَمَ ٱلْوَلَدَانِ فِي بَطْنِهَا، فَقَالَتْ: «إِنْ كَانَ هَكَذَا فَلِمَاذَا أَنَا؟» فَمَضَتْ لِتَسْأَلَ ٱلرَّبَّ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 23] فَقَالَ لَهَا ٱلرَّبُّ: «فِي بَطْنِكِ أُمَّتَانِ، وَمِنْ أَحْشَائِكِ يَفْتَرِقُ شَعْبَانِ: شَعْبٌ يَقْوَى عَلَى شَعْبٍ، وَكَبِيرٌ يُسْتَعْبَدُ لِصَغِيرٍ».
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 24] فَلَمَّا كَمُلَتْ أَيَّامُهَا لِتَلِدَ إِذَا فِي بَطْنِهَا تَوْأَمَانِ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 25] فَخَرَجَ ٱلْأوَّلُ أَحْمَرَ، كُلُّهُ كَفَرْوَةِ شَعْرٍ، فَدَعَوْا ٱسْمَهُ «عِيسُوَ».
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 26] وَبَعْدَ ذَلِكَ خَرَجَ أَخُوهُ وَيَدُهُ قَابِضَةٌ بِعَقِبِ عِيسُو، فَدُعِيَ ٱسْمُهُ «يَعْقُوبَ». وَكَانَ إِسْحَاقُ ٱبْنَ سِتِّينَ سَنَةً لَمَّا وَلَدَتْهُمَا.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 27] فَكَبِرَ ٱلْغُلَامَانِ، وَكَانَ عِيسُو إِنْسَانًا يَعْرِفُ ٱلصَّيْدَ، إِنْسَانَ ٱلْبَرِّيَّةِ، وَيَعْقُوبُ إِنْسَانًا كَامِلًا يَسْكُنُ ٱلْخِيَامَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 28] فَأَحَبَّ إِسْحَاقُ عِيسُوَ لِأَنَّ فِي فَمِهِ صَيْدًا، وَأَمَّا رِفْقَةُ فَكَانَتْ تُحِبُّ يَعْقُوبَ.
[VANDYKE | AR | OT | Genesis | Chapter 25 | Verse 29] وَطَبَخَ يَعْقُوبُ طَبِيخًا، فَأَتَى عِيسُو مِنَ ٱلْحَقْلِ وَهُوَ قَدْ أَعْيَا.
