[LXX | EL | OT | Hosea | Chapter 10 | Verse 1] Ἄμπελος εὐκηματοῦσα Ἰσραὴλ, ὁ καρπὸς εὐθηνῶν αὐτῆς· κατὰ τὸ πλῆθος τῶν καρπῶν αὐτῆς, ἐπλήθυνε τὰ θυσιαστήρια· κατὰ τὰ ἀγαθὰ τῆς γῆς αὐτοῦ, ᾠκοδόμησε στήλας.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 2] Ἐμέρισαν καρδίας αὐτῶν, νῦν ἀφανισθήσονται· αὐτὸς κατασκάψει τὰ θυσιαστήρια αὐτῶν, ταλαιπωρήσουσιν αἱ στῆλαι αὐτῶν.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 3] Διότι νῦν ἐροῦσιν, οὐκ ἔστι βασιλεὺς ἡμῖν, ὅτι οὐκ ἐφοβήθημεν τὸν Κύριον· ὁ δὲ βασιλεὺς τί ποιήσει ἡμῖν,
[LXX | EL | OT | Hosea | Chapter 10 | Verse 4] λαλῶν ῥήματα προφάσεις ψευδεῖς; διαθήσεται διαθήκην, ἀνατελεῖ ὡς ἄγρωστις κρίμα ἐπὶ χέρσον ἀγροῦ.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 5] Τῷ μόσχῳ τοῦ οἴκου Ὦν παροικήσουσιν οἱ κατοικοῦντες Σαμάρειαν, ὅτι ἐπένθησε λαὸς αὐτοῦ ἐπʼ αὐτόν· καὶ καθὼς παρεπίκραναν αὐτὸν, ἐπιχαροῦνται ἐπὶ τὴν δόξαν αὐτοῦ, ὅτι μετῳκίσθη ἀπʼ αὐτοῦ.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 6] Καὶ αὐτὸν εἰς Ἀσσυρίους δήσαντες, ἀπήνεγκαν ξένια τῷ βασιλεῖ Ἰαρείμ· ἐν δόματι Ἐφραὶμ δέξεται, καὶ αἰσχυνθήσεται Ἰσραὴλ ἐν τῇ βουλῇ αὐτοῦ.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 7] Ἀπέῤῥιψεν Σαμάρεια βασιλέα αὐτῆς ὡς φρύγανον ἐπὶ προσώπου ὕδατος·
[LXX | EL | OT | Hosea | Chapter 10 | Verse 8] Καὶ ἐξαρθήσονται βωμοὶ Ὦν ἁμαρτήματα τοῦ Ἰσραὴλ, ἄκανθαι καὶ τρίβολοι ἀναβήσονται ἐπὶ τὰ θυσιαστήρια αὐτῶν· καὶ ἐροῦσι τοῖς ὄρεσι, καλύψατε ἡμᾶς, καὶ τοῖς βουνοῖς, πέσατε ἐφʼ ἡμᾶς.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 9] Ἀφʼ οὗ οἱ βουνοὶ, ἥμαρτεν Ἰσραήλ, ἐκεῖ ἔστησαν· οὐ μὴ καταλάβῃ αὐτοὺς ἐν τῷ βουνῷ πόλεμος ἐπὶ τὰ τὲκνα ἀδικίας
[LXX | EL | OT | Hosea | Chapter 10 | Verse 10] παιδεῦσαι αὐτούς· καὶ συναχθήσονται ἐπʼ αὐτοὺς λαοὶ, ἐν τῷ παιδεύεσθαι αὐτοὺς ἐν ταῖς δυσὶν ἀδικίαις αὐτῶν.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 11] Ἐφραὶμ δάμαλις δεδιδαγμένη ἀγαπᾷν νῖκος, ἐγὼ δὲ ἐπελεύσομαι ἐπὶ τὸ κάλλιστον τοῦ τραχήλου αὐτῆς· ἐπιβιβῶ Ἐφραὶμ, παρασιωπήσομαι Ἰούδαν, ἐνισχύσει αὐτῷ Ἰακώβ.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 12] Σπείρατε ἑαυτοῖς εἰς δικαιοσύνην, τρυγήσατε εἰς καρπὸν ζωῆς, φωτίσατε ἑαυτοῖς φῶς γνώσεως, ἐκζητήσατε τὸν Κύριον ἕως τοῦ ἐλθεῖν γεννήματα δικαιοσύνης ὑμῖν.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 13] Ἱνατί παρεσιωπήσατε ἀσέβειαν, καὶ τὰς ἀδικίας αὐτῆς ἐτρυγήσατε; ἐφάγετε καρπὸν ψευδῆ, ὅτι ἤλπισας ἐν τοῖς ἁμαρτήμασί σου, ἐν πλήθει δυνάμεώς σου.
[LXX | EL | OT | Hosea | Chapter 10 | Verse 14] Καὶ ἐξαναστήσεται ἀπώλεια ἐν τῷ λαῷ σου, καὶ πάντα τὰ περιτετειχισμένα σου οἰχήσεται· ὡς ἄρχεν Σαλαμὰν ἐκ τοῦ οἴκου τοῦ Ἱεροβοὰμ, ἐν ἡμέραις πολέμου μητέρα ἐπὶ τέκνοις ἠδάφισαν,
[LXX | EL | OT | Hosea | Chapter 10 | Verse 15] οὕτως ποιήσω ὑμῖν οἶκος τοῦ Ἰσραὴλ ἀπὸ προσώπου ἀδικίας κακιῶν ὑμῶν.
