[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 1] Καὶ ἀποκριθεὶς ὁ Ἰησοῦς πάλιν εἶπεν αὐτοῖς ἐν παραβολαῖς, λέγων,
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 2] Ὡμοιώθη ἡ βασιλεία τῶν οὐρανῶν ἀνθρώπῳ βασιλεῖ, ὅστις ἐποίησε γάμους τῷ υἱῷ αὐτοῦ·
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 3] καὶ ἀπέστειλε τοὺς δούλους αὐτοῦ καλέσαι τοὺς κεκλημένους εἰς τοὺς γάμους, καὶ οὐκ ἤθελον ἐλθεῖν.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 4] Πάλιν ἀπέστειλεν ἄλλους δούλους, λέγων, Εἴπατε τοῖς κεκλημένοις. Ἰδού, τὸ ἄριστόν μου ἡτοίμασα, οἱ ταῦροί μου καὶ τὰ σιτιστὰ τεθυμένα, καὶ πάντα ἕτοιμα· δεῦτε εἰς τοὺς γάμους.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 5] Οἱ δὲ ἀμελήσαντες ἀπῆλθον, ὁ μὲν εἰς τὸν ἴδιον ἀγρόν, ὁ δὲ εἰς τὴν ἐμπορίαν αὐτοῦ·
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 6] οἱ δὲ λοιποὶ κρατήσαντες τοὺς δούλους αὐτοῦ ὕβρισαν καὶ ἀπέκτειναν.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 7] Ἀκούσας δὲ ὁ βασιλεὺς ὠργίσθη, καὶ πέμψας τὰ στρατεύματα αὐτοῦ ἀπώλεσε τοὺς φονεῖς ἐκείνους, καὶ τὴν πόλιν αὐτῶν ἐνέπρησε.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 8] Τότε λέγει τοῖς δούλοις αὐτοῦ, Ὁ μὲν γάμος ἕτοιμός ἐστιν, οἱ δὲ κεκλημένοι οὐκ ἦσαν ἄξιοι.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 9] Πορεύεσθε οὖν ἐπὶ τὰς διεξόδους τῶν ὁδῶν, καὶ ὅσους ἂν εὕρητε, καλέσατε εἰς τοὺς γάμους.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 10] Καὶ ἐξελθόντες οἱ δοῦλοι ἐκεῖνοι εἰς τὰς ὁδοὺς συνήγαγον πάντας ὅσους εὗρον, πονηρούς τε καὶ ἀγαθούς· καὶ ἐπλήσθη ὁ γάμος ἀνακειμένων.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 11] Εἰσελθὼν δὲ ὁ βασιλεὺς θεάσασθαι τοὺς ἀνακειμένους εἶδεν ἐκεῖ ἄνθρωπον οὐκ ἐνδεδυμένον ἔνδυμα γάμου·
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 12] καὶ λέγει αὐτῷ, Ἑταῖρε, πῶς εἰσῆλθες ὧδε μὴ ἔχων ἔνδυμα γάμου; Ὁ δὲ ἐφιμώθη.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 13] Τότε εἶπεν ὁ βασιλεὺς τοῖς διακόνοις, Δήσαντες αὐτοῦ πόδας καὶ χεῖρας, ἄρατε αὐτὸν καὶ ἐκβάλετε εἰς τὸ σκότος τὸ ἐξώτερον· ἐκεῖ ἔσται ὁ κλαυθμὸς καὶ ὁ βρυγμὸς τῶν ὀδόντων.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 14] Πολλοὶ γάρ εἰσι κλητοί, ὀλίγοι δὲ ἐκλεκτοί.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 15] Τότε πορευθέντες οἱ Φαρισαῖοι συμβούλιον ἔλαβον ὅπως αὐτὸν παγιδεύσωσιν ἐν λόγῳ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 16] Καὶ ἀποστέλλουσιν αὐτῷ τοὺς μαθητὰς αὐτῶν μετὰ τῶν Ἡρῳδιανῶν, λέγοντες, Διδάσκαλε, οἴδαμεν ὅτι ἀληθὴς εἶ, καὶ τὴν ὁδὸν τοῦ Θεοῦ ἐν ἀληθείᾳ διδάσκεις, καὶ οὐ μέλει σοι περὶ οὐδενός· οὐ γὰρ βλέπεις εἰς πρόσωπον ἀνθρώπων.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 17] Εἰπὲ οὖν ἡμῖν, τί σοι δοκεῖ; Ἔξεστι δοῦναι κῆνσον Καίσαρι, ἢ οὔ;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 18] Γνοὺς δὲ ὁ Ἰησοῦς τὴν πονηρίαν αὐτῶν εἶπε, Τί με πειράζετε, ὑποκριταί;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 19] Ἐπιδείξατέ μοι τὸ νόμισμα τοῦ κήνσου. Οἱ δὲ προσήνεγκαν αὐτῷ δηνάριον.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 20] Καὶ λέγει αὐτοῖς, Τίνος ἡ εἰκὼν αὕτη καὶ ἡ ἐπιγραφή;
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 21] Λέγουσιν αὐτῷ, Καίσαρος. Τότε λέγει αὐτοῖς, Ἀπόδοτε οὖν τὰ Καίσαρος Καίσαρι, καὶ τὰ τοῦ Θεοῦ τῷ Θεῷ.
[GRCGTR | EL | NT | Matthew | Chapter 22 | Verse 22] Καὶ ἀκούσαντες ἐθαύμασαν· καὶ ἀφέντες αὐτὸν ἀπῆλθον.
