[OEB | EN | OT | Ruth | Chapter 3 | Verse 1] One day, Naomi said to Ruth, ‘My daughter, should I not seek to secure a home for you where you will be happy and prosperous?
[OEB | EN | OT | Ruth | Chapter 3 | Verse 2] Is not Boaz, with whose girls you have been, a relative of ours?
[OEB | EN | OT | Ruth | Chapter 3 | Verse 3] Tonight he is going to winnow barley on the threshing-floor. So bathe and anoint yourself and put on your best clothes and go down to the threshing-floor. But do not make yourself known to the man until he has finished eating and drinking.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 4] Then when he lies down, mark the place where he lies. Go in, uncover his feet, lie down, and then he will tell you what to do.’
[OEB | EN | OT | Ruth | Chapter 3 | Verse 5] ‘I will do as you say.’ Ruth said to her.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 6] So she went down to the threshing-floor and did just as her mother-in-law told her.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 7] When Boaz had finished eating and drinking and was in a happy mood, he went to lie down at the end of the heap of grain. Then Ruth came quietly and uncovered his feet and lay down.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 8] At midnight the man was startled and turned over, and there was a woman lying at his feet!
[OEB | EN | OT | Ruth | Chapter 3 | Verse 9] ‘Who are you?’ he said. ‘I am Ruth your servant,’ she answered, ‘Spread your cloak over your servant, for you are a near relative.’
[OEB | EN | OT | Ruth | Chapter 3 | Verse 10] He said, ‘May you be blest by the Lord, my daughter. You have shown me greater favour now than at first, for you have not followed young men, whether poor or rich.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 11] My daughter, have no fear. I will do for you all that you ask, for the whole town knows that you are a virtuous woman.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 12] Now it is true that I am a near relative, but there is another man nearer than I.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 13] Stay here tonight, and then in the morning, if he will perform for you the duty of a kinsman, well, let him do it. But if he will not perform for you the duty of a kinsman, then as surely as the Lord lives, I will do it for you. Lie down until morning.’
[OEB | EN | OT | Ruth | Chapter 3 | Verse 14] So she lay at his feet until morning, but rose before anyone could recognise her, for Boaz said, ‘No one must know that a woman came to the threshing-floor.’
[OEB | EN | OT | Ruth | Chapter 3 | Verse 15] He also said, ‘Bring the cloak which you have on and hold it.’ So she held it while he poured into it six measures of barley and laid it on her shoulders. Then he went into the city.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 16] When Ruth came to her mother-in-law, Naomi asked, ‘Is it you, my daughter?’ Then Ruth told Naomi all that the man had done for her.
[OEB | EN | OT | Ruth | Chapter 3 | Verse 17] ‘He gave me these six measures of barley,’ she said, ‘for he said I should not go to my mother-in-law empty-handed.’
[OEB | EN | OT | Ruth | Chapter 3 | Verse 18] ‘Wait quietly, my daughter.’ Naomi said, ‘Until you know how the affair will turn out, for the man will not rest unless he settles it all today.’
