[GNV | EN | OT | Leviticus | Chapter 6 | Verse 1] And the Lord spake vnto Moses, saying,
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 2] If any sinne and commit a trespasse against the Lord, and denie vnto his neighbour that, which was take him to keepe, or that which was put to him of trust, or doth by robberie, or by violence oppresse his neighbour,
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 3] Or hath found that which was lost, and denieth it, and sweareth falsely, for any of these things that a man doeth, wherein he sinneth:
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 4] When, I say, he thus sinneth and trespasseth, he shall then restore the robbery that he robbed, or the thing taken by violence which hee tooke by force, or the thing which was deliuered him to keepe, or the lost thing which he founde,
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 5] Or for whatsoeuer he hath sworne falsely, he shall both restore it in the whole summe, and shall adde the fift parte more thereto, and giue it vnto him to whome perteyneth, the same day that he offreth for trespasse.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 6] Also he shall bring for his trespasse vnto the Lord, a ramme without blemish out of the flocke in thy estimation worth two shekels for a trespasse offring vnto the Priest.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 7] And the Priest shall make an atonement for him before the Lord, and it shall be forgiuen him, whatsoeuer thing he hath done, and trespassed therein.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 8] Then the Lord spake vnto Moses, saying,
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 9] Commaund Aaron and his sonnes, saying, This is the lawe of the burnt offring, (it is the burnt offring because it burneth vpon the altar al the night vnto the morning, and the fire burneth on the altar)
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 10] And the Priest shall put on his linen garment, and shall put on his linen breeches vpon his flesh, and take away the ashes when the fire hath consumed the burnt offring vpon the altar, and he shall put them beside the altar.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 11] After, he shall put off his garments, and put on other raiment, and cary the ashes foorth without the hoste vnto a cleane place.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 12] But the fire vpon the altar shall burne thereon and neuer be put out: wherefore the Priest shall burne wood on it euery morning, and lay the burnt offering in order vpon it, and he shall burne thereon the fat of the peace offrings.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 13] The fire shall euer burne vpon the altar, and neuer go out.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 14] Also this is the lawe of the meate offring, which Aarons sonnes shall offer in the presence of the Lord, before the altar.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 15] He shall euen take thence his handfull of fine flowre of the meate offring and of the oyle, and all the incense which is vpon the meat offring, and shall burne it vpon the altar for a sweete sauour, as a memoriall therefore vnto the Lord:
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 16] But the rest thereof shall Aaron and his sonnes eate: it shalbe eaten without leauen in the holy place: in the court of the Tabernacle of the Congregation they shall eate it.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 17] It shall not be baken with leauen: I haue giuen it for their portion of mine offrings made by fire: for it is as the sinne offering and as the trespasse offring.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 18] All the males among the children of Aaron shall eate of it: It shalbe a statute for euer in your generations concerning the offrings of the Lord, made by fire: whatsoeuer toucheth them shall be holy.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 19] Agayne the Lord spake vnto Moses, saying,
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 20] This is the offering of Aaron and his sonnes, which they shall offer vnto the Lord in the day when he is anointed: the tenth part of an Ephah of fine floure, for a meate offering perpetuall: halfe of it in ye morning, and halfe thereof at night.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 21] In the frying panne it shalbe made with oyle: thou shalt bring it fryed, and shalt offer the baken pieces of the meate offering for a sweete sauour vnto the Lord.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 22] And the Priest that is anointed in his steade, among his sonnes shall offer it: It is the Lordes ordinance for euer, it shall be burnt altogether.
[GNV | EN | OT | Leviticus | Chapter 6 | Verse 23] For euery meate offring of the Priest shall be burnt altogether, it shall not be eaten.
