[ASV | EN | OT | Proverbs | Chapter 16 | Verse 1] The plans of the heart belong to man; But the answer of the tongue is from Jehovah.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 2] All the ways of a man are clean in his own eyes; But Jehovah weigheth the spirits.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 3] Commit thy works unto Jehovah, And thy purposes shall be established.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 4] Jehovah hath made everything for its own end; Yea, even the wicked for the day of evil.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 5] Everyone that is proud in heart is an abomination to Jehovah: Though hand join in hand, he shall not be unpunished.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 6] By mercy and truth iniquity is atoned for; And by the fear of Jehovah men depart from evil.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 7] When a man’s ways please Jehovah, He maketh even his enemies to be at peace with him.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 8] Better is a little, with righteousness, Than great revenues with injustice.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 9] A man’s heart deviseth his way; But Jehovah directeth his steps.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 10] A divine sentence is in the lips of the king; His mouth shall not transgress in judgment.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 11] A just balance and scales are Jehovah’s; All the weights of the bag are his work.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 12] It is an abomination to kings to commit wickedness; For the throne is established by righteousness.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 13] Righteous lips are the delight of kings; And they love him that speaketh right.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 14] The wrath of a king is as messengers of death; But a wise man will pacify it.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 15] In the light of the king’s countenance is life; And his favor is as a cloud of the latter rain.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 16] How much better is it to get wisdom than gold! Yea, to get understanding is rather to be chosen than silver.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 17] The highway of the upright is to depart from evil: He that keepeth his way preserveth his soul.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 18] Pride goeth before destruction, And a haughty spirit before a fall.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 19] Better it is to be of a lowly spirit with the poor, Than to divide the spoil with the proud.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 20] He that giveth heed unto the word shall find good; And whoso trusteth in Jehovah, happy is he.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 21] The wise in heart shall be called prudent; And the sweetness of the lips increaseth learning.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 22] Understanding is a wellspring of life unto him that hath it; But the correction of fools is their folly.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 23] The heart of the wise instructeth his mouth, And addeth learning to his lips.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 24] Pleasant words are as a honeycomb, Sweet to the soul, and health to the bones.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 25] There is a way which seemeth right unto a man, But the end thereof are the ways of death.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 26] The appetite of the laboring man laboreth for him; For his mouth urgeth him thereto.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 27] A worthless man deviseth mischief; And in his lips there is as a scorching fire.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 28] A perverse man scattereth abroad strife; And a whisperer separateth chief friends.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 29] A man of violence enticeth his neighbor, And leadeth him in a way that is not good.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 30] He that shutteth his eyes, it is to devise perverse things: He that compresseth his lips bringeth evil to pass.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 31] The hoary head is a crown of glory; It shall be found in the way of righteousness.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 32] He that is slow to anger is better than the mighty; And he that ruleth his spirit, than he that taketh a city.
[ASV | EN | OT | Proverbs | Chapter 16 | Verse 33] The lot is cast into the lap; But the whole disposing thereof is of Jehovah.
