[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 1] ਦਾਊਦ ਨੇ ਆਪਣੇ ਮਨ ਵਿੱਚ ਆਖਿਆ ਕਿ ਹੁਣ ਮੈਂ ਕਿਸੇ ਦਿਨ ਸ਼ਾਊਲ ਦੇ ਹੱਥ ਨਾਲ ਤਬਾਹ ਹੋ ਜਾਂਵਾਂਗਾ। ਫੇਰ ਮੇਰੇ ਲਈ ਇਹ ਦੇ ਨਾਲੋਂ ਹੋਰ ਕੋਈ ਚੰਗੀ ਸਲਾਹ ਨਹੀਂ ਜੋ ਮੈਂ ਤੇਜੀ ਨਾਲ ਭੱਜ ਕੇ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਜਾ ਵੱਸਾਂ ਅਤੇ ਸ਼ਾਊਲ ਇਸਰਾਏਲ ਦੇ ਬੰਨਿਆਂ ਵਿੱਚੋਂ ਮੇਰੇ ਲੱਭਣ ਤੋਂ ਨਿਰਾਸ਼ ਹੋ ਜਾਵੇਗਾ ਤਾਂ ਉਹ ਦੇ ਹੱਥੋਂ ਮੈਂ ਛੁੱਟ ਜਾਂਵਾਂਗਾ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 2] ਤਦ ਦਾਊਦ ਉੱਠਿਆ ਅਤੇ ਆਪਣੇ ਨਾਲ ਦੇ ਛੇ ਸੌ ਜੁਆਨਾਂ ਨੂੰ ਲੈ ਕੇ ਗਥ ਦੇ ਰਾਜਾ ਮਾਓਕ ਦੇ ਪੁੱਤਰ ਆਕੀਸ਼ ਵੱਲ ਲੰਘ ਗਿਆ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 3] ਆਕੀਸ਼ ਦੇ ਨਾਲ ਦਾਊਦ ਗਥ ਵਿੱਚ ਰਿਹਾ ਅਰਥਾਤ ਉਹ ਅਤੇ ਉਹ ਦੇ ਲੋਕ ਜਿਨ੍ਹਾਂ ਵਿੱਚੋਂ ਸਭ ਕੋਈ ਆਪੋ ਆਪਣੇ ਟੱਬਰ ਸਮੇਤ ਸੀ ਅਤੇ ਦਾਊਦ ਆਪਣੀਆਂ ਦੋਹਾਂ ਪਤਨੀਆਂ ਦੇ ਨਾਲ ਅਰਥਾਤ ਅਹੀਨੋਅਮ ਯਿਜ਼ਰਾਏਲਣ ਅਤੇ ਕਰਮੇਲਣੀ ਅਬੀਗੈਲ ਜੋ ਨਾਬਾਲ ਦੀ ਇਸਤਰੀ ਸੀ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 4] ਅਤੇ ਸ਼ਾਊਲ ਨੂੰ ਖ਼ਬਰ ਹੋਈ ਜੋ ਦਾਊਦ ਗਥ ਨੂੰ ਭੱਜ ਗਿਆ ਸੋ ਉਹ ਉਸ ਦੇ ਲੱਭਣ ਲਈ ਫੇਰ ਨਾ ਨਿੱਕਲਿਆ।
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 5] ਦਾਊਦ ਨੇ ਆਕੀਸ਼ ਨੂੰ ਆਖਿਆ, ਜੇ ਤੇਰੀ ਨਿਗਾਹ ਵਿੱਚ ਮੈਂ ਦਯਾ ਜੋਗ ਹਾਂ ਤਾਂ ਉਹ ਮੈਨੂੰ ਦੇਸ ਦੇ ਕਿਸੇ ਸ਼ਹਿਰ ਵਿੱਚ ਵੱਸਣ ਲਈ ਥਾਂ ਦੇ ਦੇਣ ਕਿਉਂ ਜੋ ਤੇਰਾ ਸੇਵਕਾਂ ਰਾਜਧਾਨੀ ਵਿੱਚ ਤੇਰੇ ਕੋਲ ਕਾਹਨੂੰ ਰਹੇ?
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 6] ਤਦ ਆਕੀਸ਼ ਨੇ ਉਸ ਦਿਨ ਉਹ ਨੂੰ ਸਿਕਲਗ ਸ਼ਹਿਰ ਦੇ ਦਿੱਤਾ ਸੋ ਸਿਕਲਗ ਅੱਜ ਤੱਕ ਯਹੂਦਾਹ ਦੇ ਰਾਜਾ ਦਾ ਹੈ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 7] ਜਿੰਨਾਂ ਚਿਰ ਦਾਊਦ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਰਿਹਾ ਸੋ ਪੂਰਾ ਇੱਕ ਸਾਲ ਅਤੇ ਚਾਰ ਮਹੀਨੇ ਸਨ।
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 8] ਦਾਊਦ ਅਤੇ ਉਹ ਦੇ ਮਨੁੱਖਾਂ ਨੇ ਚੜ੍ਹ ਕੇ ਗਸ਼ੂਰੀਆਂ ਅਤੇ ਗਜ਼ਰੀਆਂ ਅਤੇ ਅਮਾਲੇਕੀਆਂ ਦੇ ਉੱਤੇ ਹੱਲਾ ਕੀਤਾ ਅਤੇ ਉਹ ਸ਼ੂਰ ਦੇ ਰਾਹੋਂ ਲੈ ਕੇ ਮਿਸਰ ਦੇ ਬੰਨੇ ਤੱਕ ਉਸ ਦੇਸ ਵਿੱਚ ਪਹਿਲੇ ਸਮੇਂ ਤੋਂ ਵੱਸਦੇ ਸਨ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 9] ਅਤੇ ਦਾਊਦ ਨੇ ਉਸ ਦੇਸ ਨੂੰ ਜਿੱਤ ਲਿਆ ਅਤੇ ਕਿਸੇ ਇਸਤ੍ਰੀ ਪੁਰਖ, ਕਿਸੇ ਨੂੰ ਜਿਉਂਦੇ ਨਾ ਛੱਡਿਆ ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਇੱਜੜ, ਡੰਗਰ, ਗਧੇ, ਊਠ ਅਤੇ ਲੁੱਟ ਲਏ ਅਤੇ ਆਕੀਸ਼ ਕੋਲ ਮੁੜ ਆਇਆ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 10] ਤਾਂ ਆਕੀਸ਼ ਨੇ ਪੁੱਛਿਆ, ਅੱਜ ਤੁਹਾਡਾ ਰਾਹ ਕਿੱਧਰ ਸੀ? ਦਾਊਦ ਨੇ ਆਖਿਆ, ਯਹੂਦਾਹ ਦੇ ਦੱਖਣ ਵੱਲ ਅਤੇ ਯਰਹਮਿਏਲੀਆਂ ਦੇ ਦੱਖਣ ਵੱਲ ਅਤੇ ਕੇਨੀਆਂ ਦੇ ਦੱਖਣ ਵੱਲ
[IRV | PA | OT | 1 Samuel | Chapter 27 | Verse 11] ਅਤੇ ਦਾਊਦ ਕਿਸੇ ਇੱਕ ਪੁਰਸ਼ ਜਾਂ ਇਸਤ੍ਰੀ ਨੂੰ ਵੀ ਗਥ ਵਿੱਚ ਨਾ ਲਿਆਇਆ ਜੋ ਕਿਤੇ ਇਹ ਸਾਡੇ ਵਿਰੁੱਧ ਨਾ ਖ਼ਬਰ ਜਾ ਦੇਣ ਕਿ ਦਾਊਦ ਨੇ ਅਜਿਹਾ ਕੰਮ ਕੀਤਾ ਹੈ। ਜਦ ਤੱਕ ਉਹ ਫ਼ਲਿਸਤੀਆਂ ਦੇ ਦੇਸ ਵਿੱਚ ਰਿਹਾ ਉਸ ਦੀ ਇਹੋ ਮਰਜਾਦਾ ਰਹੀ
