[IRV | PA | OT | Proverbs | Chapter 20 | Verse 1] ਮੈਅ ਠੱਠੇ ਵਾਲੀ ਤੇ ਸ਼ਰਾਬ ਝਗੜੇ ਵਾਲੀ ਚੀਜ਼ ਹੈ, ਜੋ ਕੋਈ ਉਹਨਾਂ ਤੋਂ ਧੋਖਾ ਖਾਂਦਾ ਹੈ ਉਹ ਬੁੱਧਵਾਨ ਨਹੀਂ!
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 2] ਰਾਜੇ ਦਾ ਭੈਅ ਬੱਬਰ ਸ਼ੇਰ ਦੇ ਗੱਜਣ ਵਰਗਾ ਹੈ, ਜਿਹੜਾ ਉਹ ਨੂੰ ਗੁੱਸਾ ਚੜ੍ਹਾਉਂਦਾ ਹੈ ਉਹ ਆਪਣੀ ਹੀ ਜਾਨ ਦਾ ਵੈਰੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 3] ਝਗੜੇ ਤੋਂ ਬਚਣ ਨਾਲ ਆਦਮੀ ਦਾ ਆਦਰ ਹੁੰਦਾ ਹੈ, ਪਰ ਹਰੇਕ ਮੂਰਖ ਝਗੜੇ ਛੇੜਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 4] ਆਲਸੀ ਠੰਡ ਦੇ ਮਾਰੇ ਹਲ ਨਹੀਂ ਵਾਹੁੰਦਾ, ਉਹ ਵਾਢੀਆਂ ਦੇ ਦਿਨੀਂ ਭੀਖ ਮੰਗਿਆ ਕਰੇਗਾ ਪਰ ਲੱਭੇਗਾ ਕੁਝ ਨਹੀਂ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 5] ਮਨੁੱਖ ਦੇ ਮਨ ਦੀ ਸਲਾਹ ਡੂੰਘੇ ਪਾਣੀ ਵਰਗੀ ਹੈ, ਪਰ ਸਮਝ ਵਾਲਾ ਉਹ ਨੂੰ ਬਾਹਰ ਕੱਢ ਲਿਆਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 6] ਬਹੁਤੇ ਆਦਮੀ ਆਪਣੀ-ਆਪਣੀ ਦਯਾ ਦੀ ਡੌਂਡੀ ਪਿੱਟਦੇ ਹਨ, ਪਰ ਵਫ਼ਾਦਾਰ ਮਨੁੱਖ ਕਿਹਨੂੰ ਮਿਲ ਸਕਦਾ ਹੈ?
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 7] ਧਰਮੀ ਜਿਹੜਾ ਸਚਿਆਈ ਨਾਲ ਚੱਲਦਾ ਹੈ, ਉਹ ਦੇ ਮਗਰੋਂ ਉਹ ਦੇ ਪੁੱਤਰ ਧੰਨ ਹੁੰਦੇ ਹਨ!
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 8] ਰਾਜਾ ਜਿਹੜਾ ਨਿਆਂ ਦੀ ਗੱਦੀ ਉੱਤੇ ਬਹਿੰਦਾ ਹੈ, ਉਹ ਆਪਣੀ ਨਜ਼ਰ ਨਾਲ ਹੀ ਸਾਰੀ ਬੁਰਿਆਈ ਨੂੰ ਜਾਣ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 9] ਕੌਣ ਆਖ ਸਕਦਾ ਹੈ ਭਈ ਮੈਂ ਆਪਣੇ ਮਨ ਨੂੰ ਪਵਿੱਤਰ ਕੀਤਾ ਹੈ, ਮੈਂ ਪਾਪ ਤੋਂ ਸ਼ੁੱਧ ਹੋ ਗਿਆ ਹਾਂ?
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 10] ਘੱਟ ਵੱਧ ਵੱਟੇ ਅਤੇ ਘੱਟ ਵੱਧ ਨਾਪ, ਇਹਨਾਂ ਦੋਹਾਂ ਤੋਂ ਯਹੋਵਾਹ ਘਿਣ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 11] ਬੱਚਾ ਵੀ ਆਪਣੇ ਕੰਮਾਂ ਤੋਂ ਪਛਾਣਿਆ ਜਾਂਦਾ ਹੈ, ਭਈ ਉਹ ਦੇ ਕੰਮ ਨੇਕ ਤੇ ਠੀਕ ਹਨ ਕਿ ਨਹੀਂ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 12] ਕੰਨ ਜਿਹੜਾ ਸੁਣਦਾ ਹੈ ਤੇ ਅੱਖ ਜਿਹੜੀ ਵੇਖਦੀ ਹੈ, ਦੋਹਾਂ ਨੂੰ ਹੀ ਯਹੋਵਾਹ ਨੇ ਬਣਾਇਆ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 13] ਨੀਂਦ ਨਾਲ ਪ੍ਰੀਤ ਨਾ ਲਾ ਕਿਤੇ ਤੂੰ ਗਰੀਬ ਹੋ ਜਾਵੇਂ, ਆਪਣੀਆਂ ਅੱਖਾਂ ਖੋਲ੍ਹ ਤਾਂ ਤੂੰ ਰੋਟੀ ਰੱਜ ਕੇ ਖਾਵੇਂਗਾ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 14] ਖਰੀਦਣ ਵੇਲੇ ਗਾਹਕ ਆਖਦਾ ਹੈ, “ਰੱਦੀ, ਰੱਦੀ!” ਪਰ ਜਦ ਦੂਰ ਨਿੱਕਲ ਜਾਂਦਾ ਹੈ ਤਾਂ ਸ਼ੇਖੀ ਮਾਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 15] ਸੋਨਾ ਅਤੇ ਹੀਰੇ ਮੋਤੀ ਬਥੇਰੇ ਹਨ, ਪਰ ਗਿਆਨ ਦੀਆਂ ਗੱਲਾਂ ਅਣਮੁੱਲ ਰਤਨ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 16] ਜਿਹੜਾ ਪਰਦੇਸੀ ਦੀ ਜ਼ਮਾਨਤ ਦੇਵੇ ਉਹ ਦੇ ਕੱਪੜੇ ਲਾਹ ਲੈ, ਅਤੇ ਜਿਹੜਾ ਓਪਰਿਆਂ ਦੀ ਜ਼ਮਾਨਤ ਦੇਵੇ ਉਹ ਦਾ ਕੁਝ ਗਹਿਣੇ ਰੱਖ ਲੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 17] ਚੋਰੀ ਦੀ ਰੋਟੀ ਮਨੁੱਖ ਨੂੰ ਮਿੱਠੀ ਲੱਗਦੀ ਹੈ, ਪਰ ਅੰਤ ਵਿੱਚ ਉਹ ਦਾ ਮੂੰਹ ਕੰਕਰਾਂ ਨਾਲ ਭਰ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 18] ਯੋਜਨਾਵਾਂ ਸਲਾਹ ਨਾਲ ਕਾਇਮ ਹੋ ਜਾਂਦੀਆਂ ਹਨ, ਸੋ ਤੂੰ ਚੰਗੀ ਸਲਾਹ ਲੈ ਕੇ ਯੁੱਧ ਕਰ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 19] ਜਿਹੜਾ ਚੁਗਲੀ ਕਰਦਾ ਫਿਰਦਾ ਹੈ ਉਹ ਭੇਤਾਂ ਨੂੰ ਪਰਗਟ ਕਰਦਾ ਹੈ, ਇਸ ਲਈ ਤੂੰ ਬਕ-ਬਕ ਕਰਨ ਵਾਲਿਆਂ ਨਾਲ ਸੰਗਤੀ ਨਾ ਰੱਖੀਂ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 20] ਜਿਹੜਾ ਆਪਣੇ ਮਾਂ ਪਿਉ ਨੂੰ ਫਿਟਕਾਰਦਾ ਹੈ, ਉਹ ਦਾ ਦੀਵਾ ਘੁੱਪ ਹਨੇਰੇ ਵਿੱਚ ਬੁੱਝ ਜਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 21] ਛੇਤੀ ਨਾਲ ਮਿਲੀ ਹੋਈ ਮਿਰਾਸ, ਅੰਤ ਵਿੱਚ ਮੁਬਾਰਕ ਨਾ ਹੋਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 22] ਤੂੰ ਇਹ ਨਾ ਆਖ ਭਈ ਮੈਂ ਬੁਰਿਆਈ ਦਾ ਬਦਲਾ ਲਵਾਂਗਾ, ਯਹੋਵਾਹ ਨੂੰ ਉਡੀਕ ਤਾਂ ਉਹ ਤੈਨੂੰ ਬਚਾਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 23] ਘੱਟ ਵੱਧ ਵੱਟੇ ਯਹੋਵਾਹ ਲਈ ਘਿਣਾਉਣੇ ਹਨ, ਅਤੇ ਛਲ ਦੀ ਤੱਕੜੀ ਚੰਗੀ ਨਹੀਂ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 24] ਮਨੁੱਖ ਦੇ ਕਦਮਾਂ ਨੂੰ ਯਹੋਵਾਹ ਹੀ ਚਲਾਉਂਦਾ ਹੈ, ਤਾਂ ਫੇਰ ਮਨੁੱਖ ਕਿਵੇਂ ਆਪਣੇ ਰਾਹ ਨੂੰ ਬੁੱਝੇ?
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 25] ਜੇ ਬਿਨ੍ਹਾਂ ਵਿਚਾਰੇ ਕੋਈ ਆਖੇ ਕਿ ਇਹ ਵਸਤ ਪਵਿੱਤਰ ਹੈ, ਤੇ ਸੁੱਖਣਾ ਸੁੱਖ ਕੇ ਪੁੱਛਣ ਲੱਗੇ ਤਾਂ ਉਹ ਉਸ ਆਦਮੀ ਲਈ ਫਾਹੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 26] ਬੁੱਧਵਾਨ ਰਾਜਾ ਦੁਸ਼ਟਾਂ ਨੂੰ ਫਟਕ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਉਹਨਾਂ ਉੱਤੇ ਪਹੀਆ ਚਲਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 27] ਮਨੁੱਖ ਦਾ ਆਤਮਾ ਯਹੋਵਾਹ ਦਾ ਦੀਵਾ ਹੈ, ਜਿਹੜਾ ਸਾਰੇ ਅੰਦਰਲੇ ਹਿੱਸਿਆਂ ਨੂੰ ਖੋਜ਼ਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 28] ਦਯਾ ਅਤੇ ਸਚਿਆਈ ਰਾਜੇ ਦੀ ਰੱਖਿਆ ਕਰਦੀਆਂ ਹਨ, ਸਗੋਂ ਦਯਾ ਨਾਲ ਹੀ ਉਸ ਦੀ ਗੱਦੀ ਸੰਭਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 29] ਜੁਆਨਾਂ ਦੀ ਸ਼ੋਭਾ ਤਾਂ ਉਹਨਾਂ ਦਾ ਬਲ ਹੈ, ਅਤੇ ਬਜ਼ੁਰਗਾਂ ਦੀ ਸਜਾਵਟ ਉਹਨਾਂ ਦੇ ਧੌਲੇ ਵਾਲ਼ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 20 | Verse 30] ਸੱਟਾਂ ਲੱਗਣ ਨਾਲ ਜਿਹੜੇ ਜ਼ਖਮ ਹੁੰਦੇ ਹਨ ਉਹ ਬੁਰਿਆਈ ਨੂੰ ਸਾਫ਼ ਕਰਦੇ ਹਨ, ਅਤੇ ਮਾਰ ਅੰਦਰਲੇ ਹਿੱਸਿਆਂ ਨੂੰ ਵੀ।
