[IRV | PA | OT | Proverbs | Chapter 15 | Verse 1] ਨਰਮ ਉੱਤਰ ਗੁੱਸੇ ਨੂੰ ਠੰਡਾ ਕਰ ਦਿੰਦਾ ਹੈ, ਪਰ ਕਠੋਰ ਬਚਨ ਕ੍ਰੋਧ ਨੂੰ ਭੜਕਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 2] ਬੁੱਧਵਾਨ ਦੀ ਜੀਭ ਗਿਆਨ ਦਾ ਸਹੀ ਇਸਤੇਮਾਲ ਕਰਦੀ ਹੈ, ਪਰ ਮੂਰਖਾਂ ਦੇ ਮੂੰਹੋਂ ਬਸ ਮੂਰਖਤਾਈ ਨਿੱਕਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 3] ਯਹੋਵਾਹ ਦੀਆਂ ਅੱਖਾਂ ਸਾਰੇ ਸਥਾਨਾਂ ਉੱਤੇ ਲੱਗੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ, ਅਤੇ ਬੁਰੇ ਭਲੇ ਦੋਹਾਂ ਨੂੰ ਤੱਕਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 4] ਮੇਲ ਮਿਲਾਪ ਦੀ ਗੱਲਬਾਤ ਜੀਵਨ ਦਾ ਰੁੱਖ ਹੈ, ਪਰ ਪੁੱਠੀਆਂ ਗੱਲਾਂ ਆਤਮਾ ਨੂੰ ਤੋੜਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 5] ਮੂਰਖ ਆਪਣੇ ਪਿਉ ਦੀ ਸਿੱਖਿਆ ਨੂੰ ਤੁੱਛ ਜਾਣਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਤਾੜਨਾ ਨੂੰ ਮੰਨਦਾ ਹੈ ਉਹ ਸਿਆਣਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 6] ਧਰਮੀ ਦੇ ਘਰ ਵਿੱਚ ਵੱਡਾ ਧਨ ਹੈ, ਪਰ ਦੁਸ਼ਟ ਦੀ ਕਮਾਈ ਨਾਲ ਕਸ਼ਟ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 7] ਬੁੱਧਵਾਨ ਲੋਕ ਗਿਆਨ ਨੂੰ ਫੈਲਾਉਂਦੇ ਹਨ, ਪਰ ਮੂਰਖਾਂ ਦਾ ਮਨ ਇਸ ਤਰ੍ਹਾਂ ਨਹੀਂ ਕਰਦਾ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 8] ਦੁਸ਼ਟ ਦੀ ਭੇਟ ਤੋਂ ਯਹੋਵਾਹ ਘਿਣ ਕਰਦਾ ਹੈ, ਪਰ ਸਚਿਆਰਾਂ ਦੀ ਪ੍ਰਾਰਥਨਾ ਤੋਂ ਉਹ ਅਨੰਦ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 9] ਦੁਸ਼ਟ ਦੀ ਚਾਲ ਤੋਂ ਯਹੋਵਾਹ ਘਿਣ ਕਰਦਾ ਹੈ, ਪਰ ਧਰਮ ਦਾ ਪਿੱਛਾ ਕਰਨ ਵਾਲੇ ਨਾਲ ਉਹ ਪ੍ਰੇਮ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 10] ਜਿਹੜਾ ਰਾਹ ਨੂੰ ਤਿਆਗ ਦਿੰਦਾ ਹੈ ਉਹ ਨੂੰ ਸਖ਼ਤ ਤਾੜਨਾ ਮਿਲਦੀ ਹੈ, ਅਤੇ ਝਿੜਕ ਨੂੰ ਬੁਰਾ ਜਾਣਨ ਵਾਲਾ ਮਰੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 11] ਪਤਾਲ ਅਤੇ ਵਿਨਾਸ਼ ਲੋਕ ਵੀ ਯਹੋਵਾਹ ਦੇ ਅੱਗੇ ਖੁੱਲ੍ਹੇ ਪਏ ਹਨ, ਤਾਂ ਭਲਾ, ਆਦਮ ਵੰਸ਼ੀਆਂ ਦੇ ਮਨ ਕਿਵੇਂ ਖੁੱਲ੍ਹੇ ਨਾ ਹੋਣਗੇ?
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 12] ਠੱਠਾ ਕਰਨ ਵਾਲਾ ਤਾੜਨਾ ਨੂੰ ਪਸੰਦ ਨਹੀਂ ਕਰਦਾ, ਤੇ ਨਾ ਉਹ ਬੁੱਧਵਾਨਾਂ ਦੇ ਕੋਲ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 13] ਮਨ ਅਨੰਦ ਹੋਵੇ ਤਾਂ ਮੁਖ ਉੱਤੇ ਵੀ ਖੁਸ਼ੀ ਹੁੰਦੀ ਹੈ, ਪਰ ਮਨ ਦੇ ਸੋਗ ਨਾਲ ਆਤਮਾ ਨਿਰਾਸ਼ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 14] ਸਮਝ ਵਾਲੇ ਦਾ ਮਨ ਗਿਆਨ ਦੀ ਖੋਜ ਕਰਦਾ ਹੈ, ਪਰ ਮੂਰਖ ਲੋਕ ਮੂਰਖਤਾ ਦੇ ਨਾਲ ਪੇਟ ਭਰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 15] ਦੁੱਖੀ ਦੇ ਸਾਰੇ ਦਿਨ ਬੁਰੇ ਹੁੰਦੇ ਹਨ, ਪਰ ਚੰਗੇ ਮਨ ਵਾਲਾ ਸਦਾ ਦਾਵਤਾਂ ਤੇ ਜਾਣ ਵਾਲੇ ਵਰਗਾ ਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 16] ਉਹ ਥੋੜਾ ਜਿਹਾ ਜੋ ਯਹੋਵਾਹ ਦੇ ਭੈਅ ਨਾਲ ਹੋਵੇ, ਉਸ ਵੱਡੇ ਖਜ਼ਾਨੇ ਨਾਲੋਂ ਚੰਗਾ ਹੈ ਜਿਹ ਦੇ ਨਾਲ ਘਬਰਾਹਟ ਹੋਵੇ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 17] ਸਾਗ ਪਤ ਦਾ ਖਾਣਾ ਜਿੱਥੇ ਪ੍ਰੇਮ ਹੈ, ਪਲੇ ਹੋਏ ਬਲ਼ਦ ਨਾਲੋਂ ਜਿੱਥੇ ਵੈਰ ਹੈ, ਚੰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 18] ਕ੍ਰੋਧੀ ਛੇੜਖਾਨੀ ਕਰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਗੁੱਸੇ ਵਿੱਚ ਧੀਮਾ ਹੈ ਉਹ ਝਗੜੇ ਨੂੰ ਮਿਟਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 19] ਆਲਸੀ ਦਾ ਰਾਹ ਕੰਡਿਆਂ ਦੀ ਬਾੜ ਜਿਹਾ ਹੈ, ਪਰ ਸਚਿਆਰਾਂ ਦਾ ਮਾਰਗ ਰਾਜ ਮਾਰਗ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 20] ਬੁੱਧਵਾਨ ਪੁੱਤਰ ਆਪਣੇ ਪਿਉ ਨੂੰ ਅਨੰਦ ਰੱਖਦਾ ਹੈ, ਪਰ ਮੂਰਖ ਆਦਮੀ ਆਪਣੀ ਮਾਂ ਨੂੰ ਨੀਚ ਸਮਝਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 21] ਨਿਰਬੁੱਧ ਮੂਰਖਤਾਈ ਤੋਂ ਅਨੰਦ ਹੁੰਦਾ ਹੈ, ਅਤੇ ਸਮਝ ਵਾਲਾ ਪੁਰਸ਼ ਸਿੱਧੀ ਚਾਲ ਚੱਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 22] ਜੇ ਸਲਾਹ ਨਾ ਮਿਲੇ ਤਾਂ ਮਕਸਦ ਰੁਕ ਜਾਂਦੇ ਹਨ, ਪਰ ਜੇ ਸਲਾਹ ਦੇਣ ਵਾਲੇ ਬਹੁਤੇ ਹੋਣ ਤਾਂ ਉਹ ਕਾਇਮ ਹੋ ਜਾਂਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 23] ਮਨੁੱਖ ਆਪਣੇ ਮੂੰਹ ਦੇ ਉੱਤਰ ਤੋਂ ਪਰਸੰਨ ਹੁੰਦਾ ਹੈ, ਅਤੇ ਜਿਹੜਾ ਬਚਨ ਵੇਲੇ ਸਿਰ ਕਹੀਦਾ ਹੈ ਉਹ ਕਿਹਾ ਚੰਗਾ ਲੱਗਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 24] ਸਿਆਣੇ ਦੇ ਲਈ ਜੀਵਨ ਦਾ ਰਾਹ ਉਤਾਹਾਂ ਹੋ ਜਾਂਦਾ ਹੈ, ਤਾਂ ਜੋ ਉਹ ਪਤਾਲ ਦੇ ਹੇਠੋਂ ਪਰੇ ਰਹੇ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 25] ਹੰਕਾਰੀਆਂ ਦੇ ਘਰ ਨੂੰ ਯਹੋਵਾਹ ਢਾਹ ਦਿੰਦਾ ਹੈ, ਪਰ ਵਿਧਵਾ ਦੇ ਬੰਨਿਆ ਨੂੰ ਕਾਇਮ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 26] ਬੁਰਿਆਰ ਦੇ ਖ਼ਿਆਲ ਯਹੋਵਾਹ ਨੂੰ ਘਿਣਾਉਣੇ ਲੱਗਦੇ ਹਨ, ਪਰ ਸ਼ੁਭ ਬਚਨ ਸ਼ੁੱਧ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 27] ਨਫ਼ੇ ਦਾ ਲੋਭੀ ਆਪਣੇ ਹੀ ਟੱਬਰ ਨੂੰ ਦੁੱਖ ਦਿੰਦਾ ਹੈ, ਪਰ ਜਿਹੜਾ ਵੱਢੀ ਤੋਂ ਘਿਣ ਕਰਦਾ ਹੈ ਉਹ ਜੀਉਂਦਾ ਰਹੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 28] ਧਰਮੀ ਦਾ ਮਨ ਸੋਚ ਕੇ ਉੱਤਰ ਦਿੰਦਾ ਹੈ, ਪਰ ਦੁਸ਼ਟ ਦੇ ਮੂੰਹੋਂ ਬੁਰੀਆਂ ਗੱਲਾਂ ਨਿੱਕਲਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 29] ਦੁਸ਼ਟਾਂ ਕੋਲੋਂ ਯਹੋਵਾਹ ਦੂਰ ਹੈ, ਪਰ ਉਹ ਧਰਮੀਆਂ ਦੀ ਪ੍ਰਾਰਥਨਾਂ ਸੁਣਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 30] ਅੱਖਾਂ ਦਾ ਚਾਨਣ ਦਿਲ ਨੂੰ ਖੁਸ਼ ਕਰਦਾ ਹੈ, ਅਤੇ ਚੰਗੀ ਖ਼ਬਰ ਹੱਡੀਆਂ ਨੂੰ ਪੁਸ਼ਟ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 31] ਜਿਹੜਾ ਜੀਵਨ ਦੇਣ ਵਾਲੀ ਤਾੜਨਾ ਨੂੰ ਕੰਨ ਲਾ ਕੇ ਸੁਣਦਾ ਹੈ, ਉਹ ਬੁੱਧਵਾਨਾਂ ਦੇ ਵਿਚਕਾਰ ਵੱਸੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 32] ਸਿੱਖਿਆ ਨੂੰ ਅਣਸੁਣਿਆ ਕਰਨ ਵਾਲਾ ਆਪਣੀ ਹੀ ਜਾਨ ਨੂੰ ਤੁੱਛ ਜਾਣਦਾ ਹੈ, ਪਰ ਜੋ ਤਾੜਨਾ ਵੱਲ ਕੰਨ ਲਾਉਂਦਾ ਹੈ ਉਹ ਸਮਝ ਪ੍ਰਾਪਤ ਕਰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 15 | Verse 33] ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨਣ ਨਾਲ ਬੁੱਧੀ ਪ੍ਰਾਪਤ ਹੁੰਦੀ ਹੈ, ਅਤੇ ਮਹਿਮਾ ਤੋਂ ਪਹਿਲਾਂ ਨਮਰਤਾ ਆਉਂਦੀ ਹੈ।
