[IRV | PA | OT | Proverbs | Chapter 7 | Verse 1] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਮੇਰੇ ਆਖੇ ਲੱਗ, ਅਤੇ ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਆਪਣੇ ਕੋਲ ਰੱਖ ਛੱਡ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 2] ਮੇਰੇ ਹੁਕਮਾਂ ਨੂੰ ਮੰਨ ਅਤੇ ਜੀਉਂਦਾ ਰਹਿ, ਅਤੇ ਮੇਰੀ ਸਿੱਖਿਆ ਨੂੰ ਆਪਣੀ ਅੱਖ ਦੀ ਕਾਕੀ ਵਰਗੀ ਜਾਣ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 3] ਉਹਨਾਂ ਨੂੰ ਆਪਣੀਆਂ ਉਂਗਲਾਂ ਉੱਤੇ ਬੰਨ੍ਹ ਲੈ, ਉਹਨਾਂ ਨੂੰ ਆਪਣੇ ਮਨ ਦੀ ਤਖ਼ਤੀ ਉੱਤੇ ਲਿਖ ਲੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 4] ਬੁੱਧ ਨੂੰ ਆਖ, ਤੂੰ ਮੇਰੀ ਭੈਣ ਹੈਂ, ਅਤੇ ਸਮਝ ਨੂੰ ਆਪਣੀ ਆਖ, ਤੂੰ ਮੇਰੀ ਸਾਥਣ ਹੈਂ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 5] ਤਾਂ ਜੋ ਉਹ ਤੈਨੂੰ ਪਰਾਈ ਔਰਤ ਤੋਂ ਬਚਾਈ ਰੱਖਣ, ਉਸ ਓਪਰੀ ਔਰਤ ਤੋਂ ਜਿਹੜੀ ਚਿਕਨੀਆਂ-ਚੋਪੜੀਆਂ ਗੱਲਾਂ ਕਰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 6] ਮੈਂ ਆਪਣੇ ਘਰ ਦੀ ਖਿੜਕੀ ਦੇ ਵਿੱਚੋਂ ਦੀ ਵੇਖਿਆ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 7] ਤਾਂ ਮੈਂ ਭੋਲਿਆਂ ਵਿੱਚੋਂ, ਇੱਕ ਨਿਰਬੁੱਧ ਗੱਭਰੂ ਜੁਆਨ ਵੇਖਿਆ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 8] ਉਹ ਉਸ ਔਰਤ ਦੇ ਘਰ ਦੀ ਨੁੱਕਰ ਦੇ ਨੇੜ੍ਹੇ ਦੀ ਗਲੀ ਵਿੱਚੋਂ ਦੀ ਲੰਘਿਆ ਜਾਂਦਾ ਸੀ, ਅਤੇ ਉਸ ਨੇ ਉਹ ਦੇ ਘਰ ਦਾ ਰਾਹ ਫੜ੍ਹਿਆ,
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 9] ਦਿਨ ਢਲੇ, ਸ਼ਾਮ ਦੇ ਵੇਲੇ, ਅਤੇ ਕਾਲੀ ਰਾਤ ਦੇ ਹਨੇਰੇ ਵਿੱਚ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 10] ਤਾਂ ਵੇਖੋ, ਇੱਕ ਔਰਤ ਉਸ ਨੂੰ ਆ ਮਿਲੀ, ਜਿਸ ਦਾ ਭੇਸ ਕੰਜਰੀ ਦੇ ਭੇਸ ਜਿਹਾ ਸੀ ਅਤੇ ਉਹ ਮਨਮੋਹਣੀ ਸੀ।
[IRV | PA | OT | Proverbs | Chapter 7 | Verse 11] ਉਹ ਬੜਬੋਲੀ ਅਤੇ ਮਨ-ਮੱਤਣੀ ਹੈ, ਉਹ ਦੇ ਪੈਰ ਆਪਣੇ ਘਰ ਵਿੱਚ ਨਹੀਂ ਟਿਕਦੇ।
