[IRV | PA | OT | Proverbs | Chapter 18 | Verse 1] ਜੋ ਦੂਸਰਿਆਂ ਨਾਲੋਂ ਅਲੱਗ ਹੋ ਜਾਂਦਾ ਹੈ ਉਹ ਆਪਣੀ ਇੱਛਾ ਪੂਰੀ ਕਰਨਾ ਚਾਹੁੰਦਾ ਹੈ, ਅਤੇ ਉਹ ਸਭ ਪ੍ਰਕਾਰ ਦੀ ਖਰੀ ਬੁੱਧ ਦੇ ਨਾਲ ਵੈਰ ਰੱਖਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 2] ਮੂਰਖ ਸਮਝ ਤੋਂ ਖੁਸ਼ ਨਹੀਂ ਹੁੰਦਾ, ਪਰ ਉਹ ਸਿਰਫ਼ ਆਪਣੇ ਹੀ ਮਨ ਦੀ ਗੱਲ ਨੂੰ ਪ੍ਰਗਟ ਕਰਨਾ ਚਾਹੁੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 3] ਦੁਸ਼ਟਤਾ ਦੇ ਨਾਲ ਅਪਮਾਨ, ਅਤੇ ਨਿਰਾਦਰੀ ਦੇ ਨਾਲ ਸ਼ਰਮਿੰਦਗੀ ਆਉਂਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 4] ਮਨੁੱਖ ਦੇ ਮੂੰਹ ਦੇ ਬਚਨ ਡੂੰਘੇ ਪਾਣੀ ਵਰਗੇ ਹਨ, ਬੁੱਧ ਦਾ ਚਸ਼ਮਾ ਵਗਦੀ ਨਦੀ ਜਿਹਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 5] ਦੁਸ਼ਟਾਂ ਦਾ ਪੱਖ ਲੈਣਾ ਚੰਗਾ ਨਹੀਂ, ਨਾ ਅਦਾਲਤ ਵਿੱਚ ਧਰਮੀਆਂ ਦਾ ਹੱਕ ਮਾਰਨਾ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 6] ਮੂਰਖ ਦੇ ਬੋਲ ਝਗੜਾ ਖੜ੍ਹਾ ਕਰਦੇ ਹਨ, ਅਤੇ ਆਪਣੇ ਆਪ ਨੂੰ ਮਾਰ ਖਾਣ ਦੇ ਜੋਗ ਠਹਿਰਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 7] ਮੂਰਖ ਦੇ ਬਚਨ ਉਹ ਦੀ ਬਰਬਾਦੀ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਬੁੱਲ੍ਹ ਉਹ ਦੀ ਜਾਨ ਲਈ ਫਾਹੀ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 8] ਚੁਗਲੀ ਕਰਨ ਵਾਲੇ ਦੀਆਂ ਗੱਲਾਂ ਸੁਆਦਲੀਆਂ ਬੁਰਕੀਆਂ ਵਰਗੀਆਂ ਹੁੰਦੀਆਂ ਹਨ, ਉਹ ਢਿੱਡ ਵਿੱਚ ਹੀ ਵੜ ਜਾਂਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 9] ਜਿਹੜਾ ਕੰਮ ਕਰਨ ਵਿੱਚ ਆਲਸੀ ਹੈ, ਉਹ ਉਡਾਊ ਦਾ ਭਰਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 10] ਯਹੋਵਾਹ ਦਾ ਨਾਮ ਇੱਕ ਪੱਕਾ ਬੁਰਜ ਹੈ, ਧਰਮੀ ਭੱਜ ਕੇ ਉਹ ਦੇ ਵਿੱਚ ਜਾਂਦਾ ਤੇ ਬਚਿਆ ਰਹਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 11] ਧਨੀ ਦਾ ਧਨ ਉਹ ਦੀ ਨਜ਼ਰ ਵਿੱਚ, ਪੱਕਾ ਨਗਰ ਅਤੇ ਉੱਚੀ ਸ਼ਹਿਰਪਨਾਹ ਵਾਂਗੂੰ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 12] ਨਾਸ ਹੋਣ ਤੋਂ ਪਹਿਲਾਂ ਮਨੁੱਖ ਦਾ ਮਨ ਹੰਕਾਰੀ ਹੁੰਦਾ ਹੈ, ਪਰ ਆਦਰ ਤੋਂ ਪਹਿਲਾਂ ਨਮਰਤਾ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 13] ਗੱਲ ਸੁਣਨ ਤੋਂ ਪਹਿਲਾਂ ਜਿਹੜਾ ਉੱਤਰ ਦਿੰਦਾ ਹੈ, ਇਹ ਉਹ ਦੇ ਲਈ ਮੂਰਖਤਾਈ ਤੇ ਸ਼ਰਮਿੰਦਗੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 14] ਮਨੁੱਖ ਦਾ ਆਤਮਾ ਬਿਮਾਰੀ ਵਿੱਚ ਉਹ ਨੂੰ ਸੰਭਾਲਦਾ ਹੈ, ਪਰ ਜਦੋਂ ਆਤਮਾ ਹਾਰ ਜਾਂਦਾ ਹੈ ਤਾਂ ਉਸ ਨੂੰ ਕੌਣ ਸਹਿ ਸਕਦਾ ਹੈ?
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 15] ਸਿਆਣਾ ਮਨੁੱਖ ਗਿਆਨ ਨੂੰ ਪ੍ਰਾਪਤ ਕਰਦਾ ਹੈ, ਅਤੇ ਬੁੱਧਵਾਨ ਦੇ ਕੰਨ ਗਿਆਨ ਦੀ ਭਾਲ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 16] ਨਜ਼ਰਾਨਾ ਆਦਮੀ ਦੇ ਲਈ ਰਾਹ ਖੋਲ੍ਹ ਦਿੰਦਾ ਹੈ, ਅਤੇ ਉਹ ਨੂੰ ਵੱਡਿਆਂ ਲੋਕਾਂ ਦੇ ਅੱਗੇ ਪਹੁੰਚਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 17] ਜਿਹੜਾ ਮੁਕੱਦਮੇ ਵਿੱਚ ਪਹਿਲਾਂ ਬੋਲਦਾ ਹੈ ਓਹੋ ਸੱਚਾ ਜਾਪਦਾ ਹੈ, ਪਰ ਫੇਰ ਉਹ ਦਾ ਵਿਰੋਧੀ ਆ ਕੇ ਉਹ ਦੀ ਭੇਤ ਖੋਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 18] ਪਰਚੀਆਂ ਪਾਉਣ ਨਾਲ ਝਗੜੇ ਮੁੱਕ ਜਾਂਦੇ ਹਨ, ਅਤੇ ਬਲਵਾਨਾਂ ਦੇ ਵਿੱਚ ਫ਼ੈਸਲਾ ਹੋ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 19] ਰੁੱਸੇ ਹੋਏ ਭਰਾ ਨੂੰ ਮਨਾਉਣਾ ਪੱਕੇ ਸ਼ਹਿਰ ਦੇ ਜਿੱਤਣ ਨਾਲੋਂ ਵੀ ਔਖਾ ਹੈ, ਝਗੜੇ ਕਿਲੇ ਦੇ ਅਰਲਾਂ ਵਰਗੇ ਹੁੰਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 20] ਆਦਮੀ ਦਾ ਢਿੱਡ ਉਹ ਦੇ ਮੂੰਹ ਦੀਆਂ ਗੱਲਾਂ ਦੇ ਫਲ ਨਾਲ ਭਰਦਾ ਹੈ, ਅਤੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਦੀ ਪ੍ਰਾਪਤੀ ਨਾਲ ਉਹ ਰੱਜਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 18 | Verse 21] ਮੌਤ ਅਤੇ ਜੀਵਨ ਦੋਵੇਂ ਜੀਭ ਦੇ ਵੱਸ ਵਿੱਚ ਹਨ, ਅਤੇ ਜੋ ਉਸ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦੇ ਹਨ ਉਹ ਉਸਦਾ ਫਲ ਖਾਣਗੇ।
