[IRV | PA | OT | Proverbs | Chapter 1 | Verse 1] ਦਾਊਦ ਦੇ ਪੁੱਤਰ ਇਸਰਾਏਲ ਦੇ ਰਾਜੇ ਸੁਲੇਮਾਨ ਦੀਆਂ ਕਹਾਉਤਾਂ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 2] ਬੁੱਧ ਅਤੇ ਸਿੱਖਿਆ ਜਾਣਨ ਲਈ ਅਤੇ ਸਮਝ ਦੀਆਂ ਗੱਲਾਂ ਬੁੱਝਣ ਲਈ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 3] ਚਤਰਾਈ ਦੀ ਸਿੱਖਿਆ ਪ੍ਰਾਪਤ ਕਰਨ ਲਈ, ਨਾਲੇ ਧਰਮ, ਨਿਆਂ ਅਤੇ ਇਨਸਾਫ਼ ਵੀ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 4] ਭੋਲਿਆਂ ਨੂੰ ਸਿਆਣਪ ਅਤੇ ਜੁਆਨਾਂ ਨੂੰ ਗਿਆਨ ਅਤੇ ਮੱਤ ਦੇਣ ਲਈ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 5] ਤਾਂ ਜੋ ਬੁੱਧਵਾਨ ਸੁਣ ਕੇ ਆਪਣੇ ਗਿਆਨ ਨੂੰ ਵਧਾਵੇ ਅਤੇ ਸਮਝ ਵਾਲਾ ਬੁੱਧ ਦੀਆਂ ਜੁਗਤਾਂ ਪ੍ਰਾਪਤ ਕਰੇ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 6] ਤਾਂ ਜੋ ਉਹ ਕਹਾਉਤਾਂ, ਦ੍ਰਿਸ਼ਟਾਂਤਾਂ ਅਤੇ ਬੁੱਧਵਾਨਾਂ ਦੀਆਂ ਗੱਲਾਂ ਅਤੇ ਬੁਝਾਰਤਾਂ ਨੂੰ ਸਮਝਣ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 7] ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨਣਾ ਗਿਆਨ ਦਾ ਮੁੱਢ ਹੈ, ਮੂਰਖ ਹੀ ਬੁੱਧ ਅਤੇ ਸਿੱਖਿਆ ਨੂੰ ਤੁੱਛ ਜਾਣਦੇ ਹਨ
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 8] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਆਪਣੇ ਪਿਤਾ ਦਾ ਉਪਦੇਸ਼ ਸੁਣ ਅਤੇ ਆਪਣੀ ਮਾਂ ਦੀ ਸਿੱਖਿਆ ਨੂੰ ਨਾ ਛੱਡੀਂ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 9] ਕਿਉਂ ਜੋ ਉਹ ਤੇਰੇ ਸਿਰ ਲਈ ਸ਼ਿੰਗਾਰਨ ਵਾਲਾ ਸਿਹਰਾ ਅਤੇ ਤੇਰੇ ਗਲ਼ ਦੇ ਲਈ ਕੈਂਠਾ ਹੋਣਗੀਆਂ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 10] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਜੇ ਕਦੀ ਪਾਪੀ ਤੈਨੂੰ ਫ਼ੁਸਲਾਉਣ, ਤਾਂ ਤੂੰ ਉਨ੍ਹਾਂ ਦੀ ਗੱਲ ਨਾ ਮੰਨੀ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 11] ਜੇ ਉਹ ਆਖਣ ਕਿ ਤੂੰ ਸਾਡੇ ਨਾਲ ਚੱਲ, ਅਸੀਂ ਖ਼ੂਨ ਕਰਨ ਲਈ ਘਾਤ ਲਾਈਏ, ਆਪਾਂ ਬੇਦੋਸ਼ਾਂ ਨੂੰ ਮਾਰਨ ਲਈ ਘਾਤ ਵਿੱਚ ਲੁੱਕ ਕੇ ਬੈਠੀਏ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 12] ਅਸੀਂ ਉਹਨਾਂ ਨੂੰ ਪਤਾਲ ਵਾਂਗੂੰ ਅਤੇ ਕਬਰ ਵਿੱਚ ਪਏ ਹੋਇਆਂ ਵਾਂਗੂੰ ਜੀਉਂਦਾ ਅਤੇ ਸਾਬਤਾ ਹੀ ਨਿਗਲ ਲਈਏ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 13] ਸਾਨੂੰ ਸਭ ਪਰਕਾਰ ਦੇ ਅਣਮੁੱਲੇ ਪਦਾਰਥ ਮਿਲਣਗੇ, ਅਸੀਂ ਲੁੱਟ ਦੇ ਮਾਲ ਨਾਲ ਆਪਣੇ ਘਰ ਭਰ ਲਵਾਂਗੇ!
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 14] ਤੂੰ ਸਾਡੇ ਨਾਲ ਭਾਈਵਾਲ ਹੋ ਜਾ, ਸਾਡਾ ਸਾਰਿਆਂ ਦਾ ਇੱਕੋ ਹੀ ਬਟੂਆ ਹੋਵੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 15] ਹੇ ਮੇਰੇ ਪੁੱਤਰ, ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਨਾਲ ਉਸ ਰਾਹ ਵਿੱਚ ਨਾ ਤੁਰੀਂ, ਉਨ੍ਹਾਂ ਦੇ ਮਾਰਗ ਤੋਂ ਆਪਣੇ ਪੈਰ ਨੂੰ ਰੋਕ ਰੱਖੀਂ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 16] ਕਿਉਂ ਜੋ ਉਨ੍ਹਾਂ ਦੇ ਪੈਰ ਬੁਰਿਆਈ ਕਰਨ ਨੂੰ ਭੱਜਦੇ ਅਤੇ ਖ਼ੂਨ ਕਰਨ ਨੂੰ ਫ਼ੁਰਤੀ ਕਰਦੇ ਹਨ!
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 17] ਕਿਸੇ ਪੰਛੀ ਦੇ ਵੇਖਦਿਆਂ ਜਾਲ਼ ਵਿਛਾਉਣਾ ਵਿਅਰਥ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 18] ਉਹ ਆਪਣਾ ਹੀ ਖ਼ੂਨ ਕਰਨ ਲਈ ਘਾਤ ਲਾਉਂਦੇ ਹਨ, ਉਹ ਆਪਣੀਆਂ ਹੀ ਜਾਨਾਂ ਦੇ ਲਈ ਲੁੱਕ ਕੇ ਜਾਲ਼ ਵਿਛਾਉਂਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 19] ਨਫ਼ੇ ਦੇ ਸਾਰੇ ਲੋਭੀਆਂ ਦੀ ਚਾਲ ਅਜਿਹੀ ਹੀ ਹੁੰਦੀ ਹੈ, ਉਹ ਆਪਣੇ ਮਾਲਕਾਂ ਦੀ ਜਾਨ ਲੈ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 20] ਬੁੱਧ ਗਲੀਆਂ ਵਿੱਚ ਉੱਚੀ-ਉੱਚੀ ਪੁਕਾਰਦੀ ਹੈ, ਉਹ ਚੌਂਕਾਂ ਵਿੱਚ ਹਾਕਾਂ ਮਾਰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 21] ਉਹ ਬਜ਼ਾਰਾਂ ਦੇ ਸਿਰਿਆਂ ਉੱਤੇ ਹੋਕਾ ਦਿੰਦੀ ਹੈ, ਉਹ ਫਾਟਕਾਂ ਦੇ ਲਾਂਘਿਆਂ ਉੱਤੇ ਅਤੇ ਸ਼ਹਿਰ ਵਿੱਚ ਇਹ ਗੱਲਾਂ ਆਖਦੀ ਹੈ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 22] ਹੇ ਭੋਲਿਓ, ਤੁਸੀਂ ਕਦੋਂ ਤੱਕ ਭੋਲੇਪਣ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖੋਗੇ? ਕਦੋਂ ਤੱਕ ਮਖ਼ੌਲੀਏ ਆਪਣੇ ਮਖ਼ੌਲਾਂ ਤੋਂ ਪਰਸੰਨ ਹੋਣਗੇ ਅਤੇ ਮੂਰਖ ਕਦੋਂ ਤੱਕ ਗਿਆਨ ਨਾਲ ਵੈਰ ਰੱਖਣਗੇ?
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 23] ਮੇਰੀ ਝਿੜਕ ਸੁਣ ਕੇ ਮੁੜੋ! ਵੇਖੋ, ਮੈਂ ਆਪਣਾ ਆਤਮਾ ਤੁਹਾਡੇ ਉੱਤੇ ਵਹਾ ਦਿਆਂਗੀ, ਮੈਂ ਆਪਣੇ ਬਚਨ ਤੁਹਾਨੂੰ ਸਮਝਾਵਾਂਗੀ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 24] ਮੈਂ ਤਾਂ ਪੁਕਾਰਿਆ ਪਰ ਤੁਸੀਂ ਨਾ ਸੁਣਿਆ, ਮੈਂ ਹੱਥ ਪਸਾਰਿਆ ਪਰ ਕਿਸੇ ਨੇ ਵੀ ਧਿਆਨ ਨਾ ਕੀਤਾ,
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 25] ਸਗੋਂ ਤੁਸੀਂ ਮੇਰੀਆਂ ਸਾਰੀਆਂ ਮੱਤਾਂ ਨੂੰ ਵਿਸਾਰ ਦਿੱਤਾ, ਅਤੇ ਮੇਰੀ ਤਾੜ ਦੀ ਕੁਝ ਚਾਹ ਨਾ ਕੀਤੀ।
[IRV | PA | OT | Proverbs | Chapter 1 | Verse 26] ਮੈਂ ਵੀ ਤੁਹਾਡੀ ਬਿਪਤਾ ਉੱਤੇ ਹੱਸਾਂਗੀ ਅਤੇ ਜਦ ਤੁਹਾਡੇ ਉੱਤੇ ਭੈਅ ਆ ਪਵੇਗਾ ਤਾਂ ਮੈਂ ਤੁਹਾਡਾ ਮਖ਼ੌਲ ਉਡਾਵਾਂਗੀ,
