[IRV | PA | OT | Proverbs | Chapter 12 | Verse 1] ਉਹ ਗਿਆਨ ਨਾਲ ਪ੍ਰੀਤ ਰੱਖਦਾ ਹੈ, ਪਰ ਜੋ ਤਾੜਨਾ ਨੂੰ ਬੁਰਾ ਜਾਣਦਾ ਹੈ ਉਹ ਪਸ਼ੂ ਵਰਗਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 2] ਭਲੇ ਮਨੁੱਖ ਤੋਂ ਯਹੋਵਾਹ ਪਰਸੰਨ ਹੁੰਦਾ ਹੈ, ਪਰ ਬੁਰੀਆਂ ਜੁਗਤਾਂ ਬਣਾਉਣ ਵਾਲੇ ਨੂੰ ਉਹ ਦੋਸ਼ੀ ਠਹਿਰਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 3] ਦੁਸ਼ਟਤਾ ਨਾਲ ਕੋਈ ਮਨੁੱਖ ਸਥਿਰ ਨਹੀਂ ਹੁੰਦਾ, ਪਰ ਧਰਮੀਆਂ ਦੀ ਜੜ੍ਹ ਕਦੀ ਪੁੱਟੀ ਨਾ ਜਾਵੇਗੀ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 4] ਨੇਕ ਇਸਤਰੀ ਆਪਣੇ ਪਤੀ ਦਾ ਮੁਕਟ ਹੈ, ਪਰ ਖੱਜਲ ਕਰਨ ਵਾਲੀ ਉਹ ਦੀ ਹੱਡੀਆਂ ਦਾ ਸਾੜਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 5] ਧਰਮੀਆਂ ਦੀਆਂ ਯੋਜਨਾਵਾਂ ਤਾਂ ਨਿਆਂ ਵਾਲੀਆਂ ਹੁੰਦੀਆਂ ਹਨ, ਪਰ ਦੁਸ਼ਟਾਂ ਦੀਆਂ ਜੁਗਤਾਂ ਛਲ ਦੀਆਂ ਹੁੰਦੀਆਂ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 6] ਦੁਸ਼ਟਾਂ ਦੀਆਂ ਗੱਲਾਂ ਖ਼ੂਨ ਕਰਨ ਲਈ ਘਾਤ ਲਾਉਣ ਦੇ ਵਿਖੇ ਹੁੰਦੀਆਂ ਹਨ, ਪਰ ਸਚਿਆਰਾਂ ਦੇ ਬੋਲ ਉਹਨਾਂ ਨੂੰ ਛੁਡਾ ਲੈਂਦੇ ਹਨ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 7] ਦੁਸ਼ਟ ਪਟਕੇ ਜਾਂਦੇ ਹਨ ਅਤੇ ਉਹ ਰਹਿੰਦੇ ਹੀ ਨਹੀਂ, ਪਰ ਧਰਮੀਆਂ ਦਾ ਘਰ ਸਥਿਰ ਰਹੇਗਾ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 8] ਮਨੁੱਖ ਦੀ ਪ੍ਰਸੰਸਾ ਉਸ ਦੀ ਬੁੱਧ ਦੇ ਅਨੁਸਾਰ ਹੁੰਦੀ ਹੈ, ਪਰ ਪੁੱਠੀ ਸੋਚ ਵਾਲਾ ਮਨੁੱਖ ਤੁੱਛ ਸਮਝਿਆ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 9] ਜੋ ਰੋਟੀਓਂ ਵੀ ਤੰਗ ਹੈ ਅਤੇ ਵਡਿਆਈ ਮਾਰਦਾ ਹੈ, ਉਸ ਨਾਲੋਂ ਉਹ ਛੋਟਾ ਮਨੁੱਖ ਚੰਗਾ ਹੈ, ਜਿਸ ਦੇ ਕੋਲ ਦਾਸ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 10] ਧਰਮੀ ਆਪਣੇ ਪਸ਼ੂ ਦੇ ਪ੍ਰਾਣਾਂ ਦੀ ਵੀ ਸੁੱਧ ਰੱਖਦਾ ਹੈ, ਪਰ ਦੁਸ਼ਟ ਦੀ ਦਯਾ ਵੀ ਨਿਰਦਈ ਹੀ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 11] ਜਿਹੜਾ ਆਪਣੇ ਖੇਤ ਨੂੰ ਦੱਬ ਕੇ ਵਾਹੁੰਦਾ ਹੈ, ਉਹ ਰੱਜ ਕੇ ਖਾਵੇਗਾ, ਪਰ ਜੋ ਨਿਕੰਮੀਆਂ ਗੱਲਾਂ ਦਾ ਪਿੱਛਾ ਕਰਦਾ ਹੈ ਉਹ ਨਿਰਬੁੱਧ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 12] ਦੁਸ਼ਟ ਬੁਰਿਆਰਾਂ ਦੇ ਮਾਲ ਲਈ ਲੋਚਦਾ ਹੈ, ਪਰ ਧਰਮੀਆਂ ਦੀ ਜੜ੍ਹ ਫਲਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 13] ਬੁਰਿਆਰ ਆਪਣੀਆਂ ਗੱਲਾਂ ਦੇ ਅਪਰਾਧ ਨਾਲ ਫਸ ਜਾਂਦਾ ਹੈ, ਪਰ ਧਰਮੀ ਦੁੱਖ ਤੋਂ ਬਚ ਨਿੱਕਲਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 14] ਆਦਮੀ ਆਪਣੇ ਬਚਨਾਂ ਦੇ ਫਲ ਦੇ ਕਾਰਨ ਭਲਿਆਈ ਨਾਲ ਤ੍ਰਿਪਤ ਹੁੰਦਾ ਹੈ ਅਤੇ ਜਿਹੀ ਕਿਸੇ ਦੀ ਕਰਨੀ ਤੇਹੀ ਉਸੇ ਦੀ ਭਰਨੀ ਹੁੰਦੀ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 15] ਮੂਰਖ ਦੀ ਚਾਲ ਉਹ ਦੀ ਆਪਣੀ ਨਿਗਾਹ ਵਿੱਚ ਚੰਗੀ ਹੁੰਦੀ ਹੈ, ਪਰ ਬੁੱਧਵਾਨ ਸਲਾਹ ਨੂੰ ਮੰਨ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 16] ਮੂਰਖ ਦਾ ਗੁੱਸਾ ਝੱਟ ਪ੍ਰਗਟ ਹੋ ਜਾਂਦਾ ਹੈ, ਪਰ ਸਿਆਣਾ ਨਿਰਾਦਰ ਨੂੰ ਅਣਦੇਖਿਆ ਕਰ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Proverbs | Chapter 12 | Verse 17] ਜਿਹੜਾ ਸੱਚੀ ਗਵਾਹੀ ਦਿੰਦਾ ਹੈ ਉਹ ਸੱਚ ਬੋਲਦਾ ਹੈ, ਪਰ ਝੂਠਾ ਗਵਾਹ ਛਲ ਨੂੰ ਪ੍ਰਗਟ ਕਰਦਾ ਹੈ।
