[LXX | EL | OT | Genesis | Chapter 50 | Verse 1] Καὶ ἐπιπεσὼν Ἰωσὴφ ἐπὶ πρόσωπον τοῦ πατρὸς αὐτοῦ ἔκλαυσεν αὐτὸν, καὶ ἐφίλησεν αὐτόν.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 2] Καὶ προσέταξεν Ἰωσὴφ τοῖς παισὶν αὐτοῦ τοῖς ἐνταφιασταῖς, ἐνταφιάσαι τὸν πατέρα αὐτοῦ· καὶ ἐνεταφίασαν οἱ ἐνταφιασταὶ τὸν Ἰσραήλ.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 3] Καὶ ἐπλήρωσαν αὐτοῦ τεσσαράκοντα ἡμέρας· οὕτω γὰρ καταριθμοῦνται αἱ ἡμέραι τῆς ταφῆς· καὶ ἐπένθησεν αὐτὸν Αἴγυπτος ἑβδομήκοντα ἡμέρας.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 4] Ἐπεὶ δὲ παρῆλθον αἱ ἡμέραι τοῦ πένθους, ἐλάλησεν Ἰωσὴφ πρὸς τοὺς δυνάστας Φαραὼ, λέγων, εἰ εὗρον χάριν ἐναντίον ὑμῶν, λαλήσατε περὶ ἐμοῦ εἰς τὰ ὦτα Φαραὼ, λέγοντες,
[LXX | EL | OT | Genesis | Chapter 50 | Verse 5] ὁ πατήρ μου ὥρκισέ με, λέγων, ἐν τῷ μνημείῳ, ᾧ ὤρυξα ἐμαυτῷ ἐν γῇ Χαναὰν, ἐκεῖ με θάψεις· νῦν οὖν ἀναβὰς· θάψω τὸν πατέρα μου, καὶ ἐπανελεύσομαι·
[LXX | EL | OT | Genesis | Chapter 50 | Verse 6] Καὶ εἶπε Φαραὼ τῷ Ἰωσὴφ, ἀνάβηθι, θάψον τὸν πατέρα σου, καθάπερ ὥρκισέ σε.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 7] Καὶ ἀνέβη Ἰωσὴφ θάψαι τὸν πατέρα αὐτοῦ· καὶ συνανέβησαν μετʼ αὐτοῦ πάντες οἱ παῖδες Φαραὼ, καὶ οἱ πρεσβύτεροι τοῦ οἴκου αὐτοῦ, καὶ πάντες οἱ πρεσβύτεροι τῆς γῆς Αἰγύπτου,
[LXX | EL | OT | Genesis | Chapter 50 | Verse 8] καὶ πᾶσα ἡ πανοικία Ἰωσὴφ, καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ πᾶσα ἡ οἰκία ἡ πατρικὴ αὐτοῦ, καὶ ἡ συγγένεια αὐτοῦ· καὶ τὰ πρόβατα, καὶ τοὺς βόας ὑπελίποντο ἐν γῇ Γεσέμ.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 9] Καὶ συνανέβησαν μετʼ αὐτοῦ καὶ ἅρματα καὶ ἱππεῖς, καὶ ἐγένετο ἡ παρεμβολὴ μεγάλη σφόδρα.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 10] Καὶ παρεγένοντο εἰς ἅλωνα Ἀτὰδ, ὅ ἐστι πέραν τοῦ Ἰορδάνου· καὶ ἐκόψαντο αὐτὸν κοπετὸν μέγαν καὶ ἰσχυρὸν σφόδρα· καὶ ἐποίησε τὸ πένθος τῷ πατρὶ αὐτοῦ ἑπτὰ ἡμέρας.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 11] Καὶ εἶδον οἱ κάτοικοι τῆς γῆς Χαναὰν τὸ πένθος ἐπὶ ἅλωνι Ἀτὰδ, καὶ εἶπαν, πένθος μέγα τοῦτό ἐστι τοῖς Αἰγυπτίοις· διὰ τοῦτο ἐκάλεσε τὸ ὄνομα αὐτοῦ, Πένθος Αἰγύπτου, ὅ ἐστι πέραν τοῦ Ἰορδάνου.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 12] Καὶ ἐποίησαν αὐτῷ οὕτως οἱ υἱοὶ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 13] Καὶ ἀνέλαβον αὐτὸν οἱ υἱοὶ αὐτοῦ εἰς γῆν Χαναάν· καὶ ἔθαψαν αὐτὸν εἰς τὸ σπήλαιον τὸ διπλοῦν, ὃ ἐκτήσατο Ἁβραὰμ τὸ σπήλαιον ἐν κτήσει μνημείου παρὰ Ἐφρὼν τοῦ Χετταίου, κατέναντι Μαμβρή.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 14] Καὶ ὑπέστρεψεν Ἰωσὴφ εἰς Αἴγυπτον, αὐτὸς καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ οἱ συναναβάντες θάψαι τὸν πατέρα αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 15] Ἰδόντες δὲ οἱ ἀδελφοὶ Ἰωσὴφ, ὅτι τέθνηκεν ὁ πατὴρ αὐτῶν, εἶπαν, μή ποτε μνησικακήσῃ ἡμῖν Ἰωσὴφ, καὶ ἀνταπόδομα ἀνταποδῷ ἡμῖν πάντα τὰ κακὰ, ἃ ἐνεδειξάμεθα εἰς αὐτὸν.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 16] Καὶ παραγενόμενοι πρὸς Ἰωσὴφ εἶπαν, ὁ πατήρ σου ὥρκισε πρὸ τοῦ τελευτῆσαι αὐτὸν, λέγων,
[LXX | EL | OT | Genesis | Chapter 50 | Verse 17] οὕτως εἴπατε Ἰωσήφ· ἄφες αὐτοῖς τὴν ἀδικίαν καὶ τὴν ἁμαρτίαν αὐτῶν, ὅτι πονηρά σοι ἐνεδείξαντο· καὶ νῦν δέξαι τὴν ἀδικίαν τῶν θεραπόντων τοῦ Θεοῦ τοῦ πατρός σου· καὶ ἔκλαυσεν Ἰωσὴφ λαλούντων αὐτῶν πρὸς αὐτόν.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 18] Καὶ ἐλθόντες πρὸς αὐτὸν εἶπαν, οἵδε ἡμεῖς σοὶ οἰκέται.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 19] Καὶ εἶπεν αὐτοῖς Ἰωσὴφ, μὴ φοβεῖσθε, τοῦ γὰρ Θεοῦ εἰμι ἐγώ.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 20] Ὑμεῖς ἐβουλεύσασθε κατʼ ἐμοῦ εἰς πονηρὰ, ὁ δὲ Θεὸς ἐβουλεύσατο περὶ ἐμοῦ εἰς ἀγαθὰ, ὅπως ἂν γενηθῇ ὡς σήμερον, καὶ τραφῇ λαὸς πολύς.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 21] Καὶ εἶπεν αὐτοῖς, μὴ φοβεῖσθε· ἐγὼ διαθρέψω ὑμᾶς, καὶ τὰς οἰκίας ὑμῶν· καὶ παρεκάλεσεν αὐτοὺς, καὶ ἐλάλησεν αὐτῶν εἰς τὴν καρδίαν.
[LXX | EL | OT | Genesis | Chapter 50 | Verse 22] Καὶ κατῴκησεν Ἰωσὴφ ἐν Αἰγύπτῳ, αὐτὸς καὶ οἱ ἀδελφοὶ αὐτοῦ, καὶ πᾶσα ἡ πανοικία τοῦ πατρὸς αὐτοῦ· καὶ ἔζησεν Ἰωσὴφ ἔτη ἑκατὸν δέκα.
