[LXX | EL | OT | Genesis | Chapter 38 | Verse 1] Ἐγένετο δὲ ἐν τῷ καιρῷ ἐκείνῳ, κατέβη Ἰούδας ἀπὸ τῶν ἀδελφῶν αὐτοῦ, καὶ ἀφίκετο ἕως πρὸς ἄνθρωπον τινὰ Ὀδολλαμίτην, ᾧ ὄνομα Εἰράς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 2] Καὶ εἶδεν ἐκεῖ Ἰούδας θυγατέρα ἀνθρώπου Χαναναίου, ᾗ ὄνομα Σαυά· καὶ ἔλαβεν αὐτὴν, καὶ εἰσῆλθε πρὸς αὐτήν.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 3] Καὶ συλλαβοῦσα ἔτεκεν υἱὸν, καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Ἤρ.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 4] Καὶ συλλαβοῦσα ἔτεκεν υἱὸν ἔτι, καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Αὐνάν.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 5] Καὶ προσθεῖσα ἔτεκεν υἱὸν, καὶ ἐκάλεσε τὸ ὄνομα αὐτοῦ, Σηλώμ· αὕτη δὲ ἦν ἐν Χασβὶ, ἡνίκα ἔτεκεν αὐτούς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 6] Καὶ ἔλαβεν Ἰούδας γυναῖκα Ἢρ τῷ πρωτοτόκῳ αὐτοῦ, ᾗ ὄνομα Θάμαρ.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 7] Ἐγένετο δὲ Ἢρ πρωτότοκος Ἰούδα πονηρὸς ἔναντι Κυρίου· καὶ ἀπέκτεινεν αὐτὸν ὁ Θεός.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 8] Εἶπε δὲ Ἰούδας τῷ Αὐνάν· εἴσελθε πρὸς τὴν γυναῖκα τοῦ ἀδελφοῦ σου, καὶ ἐπιγάμβρευσαι αὐτὴν, καὶ ἀνάστησον σπέρμα τῷ ἀδελφῷ σου.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 9] Γνοὺς δὲ Αὐνὰν, ὅτι οὐκ αὐτῷ ἔσται τὸ σπέρμα, ἐγένετο ὅταν εἰσήρχετο πρὸς τὴν γυναῖκα τοῦ ἀδελφοῦ αὐτου, ἐξέχεεν ἐπὶ τὴν γῆν, τοῦ μὴ δοῦναι σπέρμα τῷ ἀδελφῷ αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 10] Πονηρὸν δὲ ἐφάνη ἐναντίον τοῦ Θεοῦ, ὅτι ἐποίησε τοῦτο· καὶ ἐθανάτωσε καὶ τοῦτον.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 11] Εἶπε δὲ Ἰούδας Θάμαρ τῇ νύμφῃ αὐτοῦ, κάθου χήρα ἐν τῷ οἴκῳ τοῦ πατρός σου, ἕως μέγας γένηται Σηλὼμ ὁ υἱός μου· εἶπε γάρ, μή ποτε ἀποθάνῃ καὶ οὗτος, ὥσπερ καὶ οἱ ἀδελφοὶ αὐτοῦ. Ἀπελθοῦσα δὲ Θάμαρ ἐκάθητο ἐν τῷ οἴκῳ τοῦ πατρὸς αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 12] Ἐπληθύνθησαν δὲ αἱ ἡμέραι, καὶ ἀπέθανε Σαυὰ ἡ γυνὴ Ἰούδα· καὶ παρακληθεὶς Ἰούδας ἀνέβη ἐπὶ τοὺς κείροντας τὰ πρόβατα αὐτοῦ, αὐτὸς καὶ Εἰρὰς ὁ ποιμὴν αὐτοῦ ὁ Ὀδολλαμίτης εἰς Θαμνά.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 13] Καὶ ἀπηγγέλε Θάμαρ τῇ νύμφῃ αὐτοῦ, λέγοντες, ἰδοὺ ὁ πενθερός σου ἀναβαίνει εἰς Θαμνὰ, κεῖραι τὰ πρόβατα αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 14] Καὶ περιελομένη τὰ ἱμάτια τῆς χηρεύσεως ἀφʼ ἑαυτῆς, περιέβαλε τὸ θέριστρον, καὶ ἐκαλλωπίσατο, καὶ ἐκάθισε πρὸς ταῖς πύλαις Αἰνὰν, ἥ ἐστιν ἐν παρόδῳ Θαμνά· ἴδε γὰρ ὅτι μέγας γέγονε Σηλὼμ, αὐτὸς δὲ οὐκ ἔδωκεν αὐτὴν αὐτῷ γυναῖκα.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 15] Καὶ ἰδὼν αὐτὴν Ἰούδας ἔδοξεν αὐτὴν πόρνην εἶναι· κατεκαλύψατο γὰρ τὸ πρόσωπον αὐτῆς καὶ οὐκ ἐπέγνω αὐτήν.
[LXX | EL | OT | Genesis | Chapter 38 | Verse 16] Ἐξέκλινε δὲ πρὸς αὐτὴν τὴν ὁδόν· καὶ εἶπεν αὐτῇ, ἔασόν με εἰσελθεῖν πρός σε· οὐ γὰρ ἔγνω, ὅτι νύμφη αὐτοῦ ἐστίν· ἡ δὲ εἶπε, τί μοι δώσεις, ἐὰν εἰσέλθῃς πρός με;
[LXX | EL | OT | Genesis | Chapter 38 | Verse 17] Ὁ δὲ εἶπεν, ἐγώ σοι ἀποστελλῶ ἔριφον αἰγῶν ἐκ τῶν προβάτων μον· ἡ δὲ εἶπεν, ἐὰν δῷς μοι ἀῤῥαβῶνα, ἕως τοῦ ἀποστεῖλαί σε.
