[LXX | EL | OT | Genesis | Chapter 41 | Verse 1] Ἐγένετο δὲ μετὰ δύο ἔτη ἡμερῶν, Φαραὼ εἶδεν ἐνύπνιον· ᾤετο ἑστάναι ἐπὶ τοῦ ποταμοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 2] Καὶ ἰδοὺ ὥσπερ ἐκ τοῦ ποταμοῦ ἀνέβαινον ἐπτὰ βόες, καλαὶ τῷ εἴδει, καὶ ἐκλεκταὶ ταῖς σαρξὶ, καὶ ἐβόσκοντο ἐν τῷ Ἄχει.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 3] Ἄλλαι δὲ ἑπτὰ βόες ἀνέβαινον μετὰ ταύτας ἐκ τοῦ ποταμοῦ, αἰσχραὶ τῷ εἴδει, καὶ λεπταὶ ταῖς σαρξὶ, καὶ ἐνέμοντο παρὰ τὰς βόας ἐπὶ τὸ χεῖλος τοῦ ποταμοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 4] Καὶ κατέφαγον αἱ ἑπτὰ βόες αἱ αἰσχραὶ καὶ λεπταὶ ταῖς σαρξὶ τὰς ἑπτὰ βόας τὰς καλὰς τῷ εἴδει καὶ τὰς ἐκλεκτὰς ταῖς σαρξί· ἠγέρθη δὲ Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 5] Καὶ ἐνυπνιάσθη τὸ δεύτερον· καὶ ἰδοὺ ἑπτὰ στάχυες ἀνέβαινον ἐν τῷ πυθμένι ἑνὶ ἐκλεκτοὶ καὶ καλοί.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 6] Καὶ ἰδοὺ ἑπτὰ στάχυες λεπτοὶ καὶ ἀνεμόφθοροι ἀνεφύοντο μετʼ αὐτούς.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 7] Καὶ κατέπιον οἱ ἑπτὰ στάχυες οἱ λεπτοὶ καὶ ἀνεμόφθοροι τοὺς ἑπτὰ στάχυας τοὺς ἐκλεκτοὺς καὶ τοὺς πλήρεις· ἠγέρθη δὲ Φαραὼ, καὶ ἦν ἐνύπνιον.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 8] Ἐγένετο δὲ πρωῒ, καὶ ἐταράχθη ἡ ψυχὴ αὐτοῦ, καὶ ἀποστείλας ἐκάλεσε πάντας τοὺς ἐξηγητὰς Αἰγύπτου, καὶ πάντας τοὺς σοφοὺς αὐτῆς· καὶ διηγήσατο αὐτοῖς Φαραὼ τὸ ἐνύπνιον αὐτοῦ, καὶ οὐκ ἦν ὁ ἀπαγγέλλων αὐτὸ τῷ Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 9] Καὶ ἐλάλησεν ὁ ἀρχιοινοχόος πρὸς Φαραὼ, λέγων, τὴν ἁμαρτίαν μου ἀναμιμνήσκω σήμερον.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 10] Φαραὼ ὠργίσθη τοῖς παισὶν αὐτοῦ, καὶ ἔθετο ἡμᾶς ἐν φυλακῇ, ἐν τῷ οἴκῳ τοῦ ἀρχιμαγείρου, ἐμέ τε καὶ τὸν ἀρχισιτοποιόν.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 11] Καὶ εἴδομεν ἐνύπνιον ἀμφότεροι ἐν νυκτὶ μιᾷ ἐγὼ καὶ αὐτὸς, ἕκαστος κατὰ τὸ αὐτοῦ ἐνύπνιον εἴδομεν.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 12] Ἦν δὲ ἐκεῖ μεθʼ ἡμῶν νεανίσκος παῖς Ἑβραῖος τοῦ ἀρχιμαγείρου, καὶ διηγησάμεθα αὐτῷ, καὶ συνέκρινεν ἡμῖν.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 13] Ἐγενήθη δὲ, καθὼς συνέκρινεν ἡμῖν οὕτω καὶ συνέβη, ἐμέ τε ἀποκατασταθῆναι ἐπὶ τὴν ἀρχήν μου, ἐκεῖνον δὲ κρεμασθῆναι.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 14] Ἀποστείλας δὲ Φαραὼ ἐκάλεσε τὸν Ἰωσήφ· καὶ ἐξήγαγον αὐτὸν ἀπὸ τοῦ ὀχυρώματος, καὶ ἐξύρησαν αὐτὸν, καὶ ἤλλαξαν τὴν στολὴν αὐτοῦ· καὶ ἦλθε πρὸς Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 15] Εἶπε δὲ Φαραὼ πρὸς Ἰωσὴφ, ἐνύπνιον ἑώρακα, καὶ ὁ συγκρίνων οὐκ ἔστιν αὐτό· ἐγὼ δὲ ἀκήκοα περὶ σοῦ λεγόντων, ἀκούσαντά σε ἐνύπνια, συγκρῖναι αὐτά.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 16] Ἀποκριθεὶς δὲ Ἰωσὴφ τῷ Φαραὼ εἶπεν, ἄνευ τοῦ Θεοῦ οὐκ ἀποκριθήσεται τὸ σωτήριον Φαραώ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 17] Ἐλάλησε δὲ Φαραὼ τῷ Ἰωσὴφ, λέγων, ἐν τῷ ὕπνῳ μου ᾤμην ἑστάναι παρὰ τὸ χεῖλος τοῦ ποταμοῦ.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 18] Καὶ ὥσπερ ἐκ τοῦ ποταμοῦ ἀνέβαινον ἑπτὰ βόες καλαὶ τῷ εἴδει καὶ ἐκλεκταὶ ταῖς σαρξὶ, καὶ ἐνέμοντο ἐν τῷ Ἄχει.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 19] Καὶ ἰδοὺ ἑπτὰ βόες ἕτεραι ἀνέβαινον ὀπίσω αὐτῶν ἐκ τοῦ ποταμοῦ, πονηραὶ καὶ αἰσχραὶ τῷ εἴδει, καὶ λεπταὶ ταῖς σαρξὶν, οἵας οὐκ εἶδον τοιαύτας ἐν ὅλῃ γῇ Αἰγύπτου αἰσχροτέρας.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 20] Καὶ κατέφαγον αἱ ἑπτὰ βόες αἱ αἰσχραὶ καὶ λεπταὶ τὰς ἑπτὰ βόας τὰς πρώτας τὰς καλὰς καὶ τὰς ἐκλεκτάς.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 21] Καὶ εἰσῆλθον εἰς τὰς κοιλίας αὐτῶν· καὶ οὑ διάδηλοι ἐγένοντο, ὅτι εἰσῆλθον εἰς τὰς κοιλίας αὐτῶν· καὶ αἱ ὄψεις αὐτῶν αἰσχραὶ, καθὰ καὶ τὴν ἀρχήν· ἐξεγερθεὶς δὲ ἐκοιμήθην.
[LXX | EL | OT | Genesis | Chapter 41 | Verse 22] Καὶ εἶδον πάλιν ἐν τῷ ὕπνῳ μου, καὶ ὥσπερ ἑπτὰ στάχυες ἀνέβαινον ἐν πυθμένι ἑνὶ πλήρεις καὶ καλοί·
[LXX | EL | OT | Genesis | Chapter 41 | Verse 23] Ἄλλοι δὲ ἑπτὰ στάχυες λεπτοὶ καὶ ἀνεμόφθοροι ἀνεφύοντο ἐχόμενοι αὐτῶν.
