[LXX | EL | OT | Genesis | Chapter 44 | Verse 1] Καὶ ἐνετείλατο ὁ Ἰωσὴφ τῷ ὄντι ἐπὶ τῆς οἰκίας αὐτοῦ, λέγων, πλήσατε τοὺς μαρσίππους τῶν ἀνθρώπων βρωμάτων, ὅσα ἐὰν δύνωνται ἆραι· καὶ ἐμβάλετε ἑκάστου τὸ ἀργύριον ἐπὶ τοῦ στόματος τοῦ μαρσίππου.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 2] Καὶ τὸ κόνδυ μου τὸ ἀργυροῦν ἐμβάλετε εἰς τὸν μάρσιππον τοῦ νεωτέρου, καὶ τὴν τιμὴν τοῦ σίτου αὐτοῦ· ἐγενήθη δὲ κατὰ τὸ ῥῆμα Ἰωσὴφ, καθὼς εἶπε.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 3] Τὸ πρωῒ διέφαυσε· καὶ οἱ ἄνθρωποι ἀπεστάλησαν, αὐτοὶ καὶ οἱ ὄνοι αὐτῶν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 4] Ἐξελθόντων δὲ αὐτῶν τὴν πόλιν, οὐκ ἀπέσχον μακράν· καὶ Ἰωσὴφ εἶπε τῷ ἐπὶ τῆς οἰκίας αὐτοῦ, ἀναστὰς ἐπιδίωξον ὀπίσω τῶν ἀνθρώπων, καὶ καταλήμψῃ αὐτοὺς, καὶ ἐρεῖς αὐτοῖς τί ὅτι ἀνταπεδώκατε πονηρὰ ἀντὶ καλῶν;
[LXX | EL | OT | Genesis | Chapter 44 | Verse 5] Ἱνατί ἐκλέψατέ μου τὸ κόνδυ τὸ ἀργυροῦν; οὐ τοῦτό ἐστιν, ἐν ᾧ πίνει ὁ κύριός μου; αὐτὸς δὲ οἰωνισμῷ οἰωνίζεται ἐν αὐτῷ. πονηρὰ συντετελέκατε ἃ πεποιήκατε.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 6] Εὑρὼν δὲ αὐτοὺς, εἶπεν αὐτοῖς κατὰ τὰ ῥήματα ταῦτα.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 7] Οἱ δὲ εἶπαν αὐτῷ, ἱνατί λαλεῖ ὁ κύριος κατὰ τὰ ῥήματα ταῦτα; μὴ γένοιτο τοῖς παισίν σου ποιῆσαι κατὰ τὸ ῥῆμα τοῦτο.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 8] Εἰ τὸ μὲν ἀργύριον, ὃ εὕρομεν ἐν τοῖς μαρσίπποις ἡμῶν, ἀπεστρέψαμεν πρὸς σὲ ἐκ γῆς Χαναὰν, πῶς ἂν κλέψαιμεν ἐκ τοῦ οἴκου τοῦ κυρίου σου ἀργύριον ἢ χρυσίον;
[LXX | EL | OT | Genesis | Chapter 44 | Verse 9] Παρʼ ᾧ ἂν εὕρῃς τὸ κόνδυ τῶν παιδων σου, ἀποθνησκέτω· καὶ ἡμεῖς δὲ ἐσόμεθα παῖδες τῷ κυρίῳ ἡμῶν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 10] Ὁ δὲ εἶπε, καὶ νῦν, ὡς λέγετε, οὕτως ἔσται· παρʼ ᾧ ἂν εὑρεθῇ τὸ κόνδυ, ἔσται μου παῖς ὑμεῖς δὲ ἔσεσθε καθαροί.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 11] Καὶ ἔσπευσαν, καὶ καθεῖλαν ἕκαστος τὸν μάρσιππον αὐτοῦ ἐπὶ τὴν γῆν· καὶ ἤνοιξαν ἕκαστος τὸν μάρσιππον αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 12] Ἠρεύνησε δὲ ἀπὸ τοῦ πρεσβυτέρου ἀρξάμενος, ἕως ἦλθεν ἐπὶ τὸν νεώτερον. καὶ εὗρε τὸ κόνδυ ἐν τῷ μαρσίππῳ τοῦ Βενιαμίν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 13] Καὶ διέῤῥηξαν τὰ ἱμάτια αὐτῶν, καὶ ἐπέθηκαν ἕκαστος τὸν μαρσίππον αὐτοῦ ἐπὶ τὸν ὄνον αὐτοῦ, καὶ ἐπέστρεψαν εἰς τὴν πόλιν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 14] Εἰσῆλθε δὲ Ἰούδας καὶ οἱ ἀδελφοὶ αὐτοῦ πρὸς Ἰωσὴφ ἔτι αὐτοῦ ὄντος ἐκεῖ, καὶ ἔπεσον ἐναντίον αὐτοῦ ἐπὶ τὴν γῆν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 15] Εἶπε δὲ αὐτοῖς Ἰωσὴφ, τί τὸ πρᾶγμα τοῦτο ἐποιήσατε; οὐκ οἴδατε ὅτι οἰωνισμῷ οἰωνιεῖται ὁ ἄνθρωπος, οἷος ἐγώ;
[LXX | EL | OT | Genesis | Chapter 44 | Verse 16] Εἶπε δὲ Ἰούδας, τί ἀντεροῦμεν τῷ κυρίῳ, ἢ τί λαλήσομεν, ἢ τί δικαιωθῶμεν; ὁ Θεὸς δὲ εὗρε τὴν ἀδικίαν τῶν παίδων σου· ἰδού ἐσμεν οἰκέται τῷ κυρίῳ ἡμῶν, καὶ ἡμεῖς, καὶ παρʼ ᾧ εὑρέθη τὸ κόνδυ.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 17] Εἶπε δὲ Ἰωσὴφ, μή μοι γένοιτο ποιῆσαι τὸ ῥῆμα τοῦτο· ὁ ἄνθρωπος παρʼ ᾧ εὑρέθη τὸ κόνδυ, αὐτὸς ἔσται μου παῖς· ὑμεῖς δὲ ἀνάβητε μετὰ σωτηρίας πρὸς τὸν πατέρα ὑμῶν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 18] Ἐγγίσας δὲ αὐτῷ Ἰούδας εἶπε, δέομαι, κύριε· λαλησάτω ὁ παῖς σου ῥῆμα ἐναντίον σου, καὶ μὴ θυμωθῇς τῷ παιδί σου, ὅτι σὺ εἶ μετὰ Φαραώ.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 19] Κύριε, σὺ ἠρώτησας τοὺς παῖδάς σου, λέγων, εἰ ἔχετε πατέρα ἢ ἀδελφόν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 20] Καὶ εἴπαμεν τῷ κυρίῳ, ἔστιν ἡμῖν πατὴρ πρεσβύτερος, καὶ παιδίον γήρως νεώτερον αὐτῷ, καὶ ὁ ἀδελφὸς αὐτοῦ ἀπέθανεν, αὐτὸς δὲ μόνος ὑπελείφθη τῇ μητρὶ αὐτοῦ, ὁ δὲ πατὴρ αὐτὸν ἠγάπησεν·
[LXX | EL | OT | Genesis | Chapter 44 | Verse 21] Εἶπας δὲ τοῖς παισί σου, καταγάγετε αὐτὸν πρὸς μέ, καὶ ἐπιμελοῦμαι αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 22] Καὶ εἴπαμεν τῷ κυρίῳ, οὐ δυνήσεται τὸ παιδίον καταλιπεῖν τὸν πατέρα αὐτοῦ· ἐὰν δὲ καταλείπῃ τὸν πατέρα, ἀποθανεῖται.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 23] Σὺ δὲ εἶπας τοῖς παισί σου, ἐὰν μὴ καταβῇ ὁ ἀδελφὸς ὑμῶν ὁ νεώτερος μεθʼ ὑμῶν, οὐ προσθήσεσθε ἰδεῖν τὸ πρόσωπόν μου.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 24] Ἐγένετο δὲ ἡνίκα ἀνέβημεν πρὸς τὸν παῖδά σου πατέρα ἡμῶν, ἀπηγγείλαμεν αὐτῷ τὰ ῥήματα τοῦ κυρίου ἡμῶν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 25] Εἶπε δὲ ὁ πατὴρ ἡμῶν, βαδίσατε πάλιν καὶ ἀγοράσατε ἡμῖν μικρὰ βρώματα.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 26] Ἡμεῖς δὲ εἴπομεν, οὐ δυνησόμεθα καταβῆναι· ἀλλʼ εἰ μὲν ὁ ἀδελφὸς ἡμῶν ὁ νεώτερος καταβαίνει μεθʼ ἡμῶν, καταβησόμεθα· οὐ γὰρ δυνησόμεθα ἰδεῖν τὸ πρόσωπον τοῦ ἀνθρώπου, τοῦ ἀδελφοῦ ἡμῶν τοῦ νεωτέρου μὴ ὄντος μεθʼ ἡμῶν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 27] Εἶπε δὲ ὁ παῖς σου πατὴρ ἡμῶν πρὸς ἡμᾶς, ὑμεῖς γινώσκετε ὅτι δύο ἔτεκέ μοι ἡ γυνὴ,
[LXX | EL | OT | Genesis | Chapter 44 | Verse 28] καὶ ἐξῆλθεν ὁ εἷς ἀπʼ ἐμοῦ· καὶ εἴπατε ὅτι θηριόβρωτος γέγονεν, καὶ οὐκ ἴδον αὐτὸν ἄχρι νῦν.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 29] Ἐὰν οὖν λάβητε καὶ τοῦτον ἐκ τοῦ προσώπου μου, καὶ συμβῇ αὐτῷ μαλακία ἐν τῇ ὁδῷ, καὶ κατάξετέ μου τὸ γῆρας μετὰ λύπης εἰς ᾅδου.
[LXX | EL | OT | Genesis | Chapter 44 | Verse 30] Νῦν οὖν ἐὰν εἰσπορεύωμαι πρὸς τὸν παῖδά σου, πατέρα δὲ ἡμῶν, καὶ τὸ παιδίον μὴ ᾖ μεθʼ ἡμῶν, ἡ δὲ ψυχὴ αὐτοῦ ἐκκρέμαται ἐκ τῆς τούτου ψυχῆς,
[LXX | EL | OT | Genesis | Chapter 44 | Verse 31] καὶ ἔσται ἐν τῷ ἰδεῖν αὐτὸν μὴ ὂν τὸ παιδίον μεθʼ ἡμῶν, τελευτήσει, καὶ κατάξουσιν οἱ παῖδές σου τὸ γῆρας τοῦ παιδός σου, πατρὸς δὲ ἡμῶν, μετὰ λύπης εἰς ᾅδου.
