[LXX | EL | OT | Genesis | Chapter 18 | Verse 1] Ὤφθη δὲ αὐτῷ ὁ Θεὸς πρὸς τῇ δρυῒ τῇ Μαμβρῇ, καθημένου αὐτοῦ ἐπὶ τῆς θύρας τῆς σκηνῆς αὐτοῦ μεσημβρίας.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 2] Ἀναβλέψας δὲ τοῖς ὀφθαλμοῖς αὐτοῦ εἶδε, καὶ ἰδοὺ τρεῖς ἄνδρες εἱστήκεισαν ἐπάνω αὐτοῦ· καὶ ἰδὼν, προσέδραμεν εἰς συνάντησιν αὐτοῖς ἀπὸ τῆς θύρας τῆς σκηνῆς αὐτοῦ, καὶ προσεκύνησεν ἐπὶ τὴν γῆν.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 3] Καὶ εἶπε, Κύριε, εἰ ἄρα εὗρον χάριν ἐναντίον σου, μὴ παρέλθῃς τὸν παῖδά σου.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 4] Ληφθήτω δὴ ὕδωρ, καὶ νιψάτωσαν τοὺς πόδας ὑμῶν, καὶ καταψύξατε ὑπὸ τὸ δένδρον.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 5] Καὶ λήψομαι ἄρτον, καὶ φάγεσθε. Καὶ μετὰ τοῦτο παρελεύσεσθε εἰς τὴν ὁδὸν ὑμῶν, οὗ ἕνεκεν ἐξεκλίνατε πρὸς τὸν παῖδα ὑμῶν. Καὶ εἶπεν, οὕτω ποίησον, καθὼς εἴρηκας.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 6] Καὶ ἔσπευσεν Ἁβραὰμ ἐπὶ τὴν σκηνὴν πρὸς Σάῤῥαν, καὶ εἶπεν αὐτῇ, σπεῦσον, καὶ φύρασον τρία μέτρα σεμιδάλεως, καὶ ποίησον ἐγκρυφίας.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 7] Καὶ εἰς τὰς βόας ἔδραμεν Ἁβραὰμ, καὶ ἔλαβεν ἁπαλὸν μοσχάριον καὶ καλὸν, καὶ ἔδωκε τῷ παιδὶ, καὶ ἐτάχυνε τοῦ ποιῆσαι αὐτό.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 8] Ἔλαβε δὲ βούτυρον, καὶ γάλα, καὶ τὸ μοσχάριον ὃ ἐποίησε, καὶ παρέθηκεν αὐτοῖς, καὶ ἔφαγον· αὐτὸς δὲ παρειστήκει αὐτοῖς ὑπὸ τὸ δένδρον.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 9] Εἶπε δὲ πρὸς αὐτὸν, ποῦ Σάῤῥα ἡ γυνή σου; ὁ δὲ ἀποκριθεὶς εἶπεν, ἰδοὺ ἐν τῇ σκηνῇ.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 10] Εἶπε δὲ, ἐπαναστρέφων ἥξω πρὸς σὲ κατὰ τὸν καιρὸν τοῦτον εἰς ὥρας, καὶ ἕξει υἱὸν Σάῤῥα ἡ γυνή σου. Σάῤῥα δὲ ἤκουσε πρὸς τῇ θύρᾳ τῆς σκηνῆς οὖσα ὄπισθεν αὐτοῦ.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 11] Ἁβραὰμ δὲ καὶ Σάῤῥα πρεσβύτεροι προβεβηκότες ἡμερῶν· ἐξέλιπε δὲ τῇ Σάῤῥᾳ γίνεσθαι τὰ γυναικεια.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 12] Ἐγέλασε δὲ Σάῤῥα ἐν ἑαυτῇ λέγουσα, οὔπω μέν μοι γέγονεν ἕως τοῦ νῦν· ὁ δὲ κύριός μου πρεσβύτερος.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 13] Καὶ εἶπε Κύριος πρὸς Ἁβραὰμ, τί ὅτι ἐγέλασε Σάῤῥα ἐν ἑαυτῇ, λέγουσα, ἆρά γε ἀληθῶς τέξομαι; ἐγὼ δὲ γεγήρακα.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 14] Μὴ ἀδυνατήσει παρὰ τῷ Θεῷ ῥῆμα; εἰς τὸν καιρὸν τοῦτον ἀναστρέψω πρὸς σὲ εἰς ὥρας, καὶ ἔσται τῇ Σάῤῥᾳ υἱός.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 15] Ἠρνήσατο δὲ Σάῤῥα, λέγουσα, οὐκ ἐγέλασα· ἐφοβήθη γάρ. Καὶ εἶπεν αὐτῇ, οὐχὶ, ἀλλὰ ἐγέλασας.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 16] Ἐξαναστάντες δὲ ἐκεῖθεν οἱ ἄνδρες κατέβλεψαν ἐπὶ πρόσωπον Σοδόμων καὶ Γομόῤῥας. Ἁβραὰμ δὲ συνεπορεύετο μετʼ αὐτῶν, συμπροπέμπων αὐτούς.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 17] Ὁ δὲ Κύριος εἶπε, οὐ μὴ κρύψω ἐγὼ ἀπὸ Ἁβραὰμ τοῦ παιδός μου ἃ ἐγὼ ποιῶ.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 18] Ἁβραὰμ δὲ γινόμενος ἔσται εἰς ἔθνος μέγα καὶ πολὺ, καὶ ἐνευλογηθήσονται ἐν αὐτῷ πάντα τὰ ἔθνη τῆς γῆς.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 19] Ἤδειν γὰρ ὅτι συντάξει τοῖς υἱοῖς αὐτοῦ, καὶ τῷ οἴκῳ αὐτοῦ μετʼ αὐτὸν, καὶ φυλάξουσι τὰς ὁδοὺς Κυρίου, ποιεῖν δικαιοσύνην καὶ κρίσιν, ὅπως ἂν ἐπαγάγῃ Κύριος ἐπὶ Ἁβραὰμ πάντα ὅσα ἐλάλησε πρὸς αὐτόν.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 20] Εἶπε δὲ Κύριος, κραυγὴ Σοδόμων καὶ Γομόῤῥας πεπλήθυνται πρὸς μὲ, καὶ αἱ ἁμαρτίαι αὐτῶν μεγάλαι σφόδρα.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 21] Καταβὰς οὖν ὄψομαι, εἰ κατὰ τὴν κραυγὴν αὐτῶν τὴν ἐρχομενεην πρὸς μὲ, συντελοῦνται· εἰ δὲ μὴ, ἵνα γνῶ.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 22] Καὶ ἀποστρέψαντες ἐκεῖθεν οἱ ἄνδρες, ἦλθον εἰς Σόδομα· Ἁβραὰμ δὲ ἔτι ἦν ἑστηκὼς ἐναντίον Κυρίου.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 23] Καὶ ἐγγίσας Ἁβραὰμ, εἶπε, μὴ συναπολέσῃς δίκαιον μετὰ ἀσεβοῦς· καὶ ἔσται ὁ δίκαιος ὡς ὁ ἀσεβής.
[LXX | EL | OT | Genesis | Chapter 18 | Verse 24] Ἐὰν ὦσι πεντήκοντα δίκαιοι ἐν τῇ πόλει, ἀπολεῖς αὐτούς; οὐκ ἀνήσεις πάντα τὸν τόπον ἕνεκεν τῶν πεντήκοντα δικαίων, ἐὰν ὦσιν ἐν αὐτῇ;
