[LXX | EL | OT | Genesis | Chapter 24 | Verse 1] Καὶ Ἁβραὰμ ἦν πρεσβύτερος προβεβηκὼς ἡμερῶν· καὶ Κύριος ηὐλόγησε τὸν Ἁβραὰμ κατὰ πάντα.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 2] Καὶ εἶπεν Ἁβραὰμ τῷ παιδὶ αὐτοῦ τῷ πρεσβυτέρῳ τῆς οἰκίας αὐτοῦ, τῷ ἄρχοντι πάντων τῶν αὐτοῦ, θὲς τὴν χεῖρά σου ὑπὸ τὸν μηρόν μου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 3] Καὶ ἐξορκιῶ σε Κύριον τὸν Θεὸν τοῦ οὐρανοῦ καὶ τὸν Θεὸν τῆς γῆς, ἵνα μὴ λάβῃς γυναῖκα τῷ υἱῷ μου Ἰσαὰκ ἀπὸ τῶν θυγατέρων τῶν Χαναναίων, μεθʼ ὧν ἐγὼ οἰκῶ ἐν αὐτοις.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 4] Ἀλλʼ ἢ εἰς τὴν γῆν μου, οὗ ἐγεννήθην, πορεύσῃ, καὶ εἰς τὴν φυλήν μου, καὶ λήψῃ γυναῖκα τῷ υἱῷ μου Ἰσαὰκ ἐκεῖθεν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 5] Εἶπε δὲ πρὸς αὐτὸν ὁ παῖς, μή ποτε οὐ βούληται ἡ γυνὴ πορευθῆναι μετʼ ἐμοῦ ὀπίσω εἰς τὴν γῆν ταύτην, ἀποστρέψω τὸν υἱόν σου εἰς τὴν γῆν, ὅθεν ἐξῆλθες ἐκεῖθεν;
[LXX | EL | OT | Genesis | Chapter 24 | Verse 6] Εἶπε δὲ πρὸς αὐτὸν Ἁβραάμ, πρόσεχε σεαυτῷ μὴ ἀποστρέψῃς τὸν υἱόν μου ἐκεῖ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 7] Κύριος ὁ Θεὸς τοῦ οὐρανοῦ καὶ ὁ Θεὸς τῆς γῆς, ὃς ἔλαβέ με ἐκ τοῦ οἴκου τοῦ πατρός μου, καἰ ἐκ τῆς γῆς ἧς ἐγεννήθην, ὃς ἐλάλησέ μοι, καὶ ὃς ὤμοσέ μοι, λέγων, σοὶ δώσω τὴν γῆν ταύτην καὶ τῷ σπέρματί σου, αὐτὸς ἀποστελεῖ τὸν Ἄγγελον αὐτοῦ ἔμπροσθέν σου, καὶ λήψῃ γυναῖκα τῷ υἱῷ μου ἐκεῖθεν.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 8] Ἐὰν δὲ μὴ θέλῃ ἡ γυνὴ πορευθῆναι μετὰ σοῦ εἰς τὴν γῆν ταύτην, καθαρὸς ἔσῃ ἀπὸ τοῦ ὅρκου μου· μόνον τὸν υἱόν μου μὴ ἀποστρέψῃς ἐκεῖ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 9] Καὶ ἔθηκεν ὁ παῖς τὴν χεῖρα αὐτοῦ ὑπὸ τὸν μηρὸν Ἁβραὰμ τοῦ κυρίου αὐτοῦ, καὶ ὤμοσεν αὐτῷ περὶ τοῦ ῥήματος τούτου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 10] Καὶ ἔλαβεν ὁ παῖς δέκα καμήλους ἀπὸ τῶν καμήλων τοῦ κυρίου αὐτοῦ, καὶ ἀπὸ πάντων τῶν ἀγαθῶν τοῦ κυρίου αὐτοῦ μεθʼ ἑαυτοῦ· καὶ ἀναστὰς ἐπορεύθη εἰς τὴν Μεσοποταμίαν εἰς τὴν πόλιν Ναχώρ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 11] Καὶ ἐκοίμησε τὰς καμήλους ἔξω τῆς πόλεως παρὰ τὸ φρέαρ τοῦ ὕδατος τὸ πρὸς ὀψέ, ἡνίκα ἐκπορεύονται αἱ ὑδρευόμεναι.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 12] Καὶ εἶπε, Κύριε ὁ Θεὸς τοῦ κυρίου μου Ἁβραάμ, εὐόδωσον ἐναντίον ἐμοῦ σήμερον, καὶ ποίησον ἔλεος μετὰ τοῦ κυρίου μου Ἁβραάμ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 13] Ἰδοὺ ἐγὼ ἕστηκα ἐπὶ τῆς πηγῆς τοῦ ὕδατος· αἱ δὲ θυγατέρες τῶν οἰκούντων τὴν πόλιν ἐκπορεύονται ἀντλῆσαι ὕδωρ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 14] Καὶ ἔσται ἡ παρθένος ᾗ ἂν ἐγὼ εἴπω, ἐπίκλινον τὴν ὑδρίαν σου, ἵνα πίω, καὶ εἴπῃ μοι, πίε σύ, καὶ τὰς καμήλους σου ποτιῶ, ἕως ἂν παύσωνται πίνουσαι, ταύτην ἡτοίμασας τῷ παιδί σου τῷ Ἰσαάκ· καὶ ἐν τούτῳ γνώσομαι, ὅτι ἐποίησας ἔλεος μετὰ τοῦ κυρίου μου Ἁβραάμ.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 15] Καὶ ἐγένετο πρὸ τοῦ συντελέσαι αὐτὸν λαλοῦντα ἐν τῇ διανοίᾳ αὐτοῦ, καὶ ἰδοὺ Ῥεβέκκα ἐξεπορεύετο ἡ τεχθεῖσα Βαθουήλ, υἱῷ Μελχὰς τῆς γυναικὸς Ναχώρ, ἀδελφοῦ δὲ Ἁβραάμ, ἔχουσα τὴν ὑδρίαν ἐπὶ τῶν ὤμων αὐτῆς.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 16] Ἡ δὲ παρθένος ἦν καλὴ τῇ ὄψει σφόδρα· παρθένος ἦν, ἀνὴρ οὐκ ἔγνω αὐτήν· καταβᾶσα δὲ ἐπὶ τὴν πηγὴν, ἔπλησε τὴν ὑδρίαν αὐτῆς, καὶ ἀνέβη.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 17] Ἐπέδραμε δὲ ὁ παῖς εἰς συνάντησιν αὐτῆς, καὶ εἶπε, Πότισόν με μικρὸν ὕδωρ ἐκ τῆς ὑδρίας σου.
[LXX | EL | OT | Genesis | Chapter 24 | Verse 18] Ἡ δὲ εἶπε, πίε, κύριε· καὶ ἔσπευσε καὶ καθεῖλε τὴν ὑδρίαν ἐπὶ τὸν βραχίονα αὐτῆς, καὶ ἐπότισεν αὐτὸν, ἕων ἐπαύσατο πίνων.
