[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 1] Ἐν ταῖς ἡμέραις ἐκείναις ἀνέστη Ματταθίας Ἰωάννου τοῦ Συμεὼν, ἱερεὺς τῶν υἱῶν Ἰωαρὶβ ἀπὸ Ἱερουσαλὴμ, καὶ ἐκάθισεν ἐν Μωδεΐν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 2] Καὶ αὐτῷ υἱοὶ πέντε, Ἰωαννὰν ὁ ἐπικαλούμενος Καδδὶς,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 3] Σίμων ὁ καλούμενος Θασσι,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 4] Ἰούδας ὁ ἐπικαλούμενος Μακκαβαῖος,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 5] Ἐλεάζαρ ὁ ἐπικαλούμενος Αὐαρὰν, Ἰωνάθαν ὁ ἐπικαλούμενος Ἀπφοῦς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 6] Καὶ εἶδε τὰς βλασφημίας τὰς γινομένας ἐν Ἰούδα καὶ ἐν Ἱερουσαλὴμ,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 7] καὶ εἶπεν, οἴμοι, ἱνατί τοῦτο ἐγεννήθην ἰδεῖν τὸ σύντριμμα τοῦ λαοῦ μου, καὶ τὸ σύντριμμα τῆς πόλεως τῆς ἁγίας, καὶ καθίσαι ἐκεῖ ἐν τῷ δοθῆναι αὐτὴν ἐν χειρὶ ἐχθρῶν, καὶ τὸ ἁγίασμα ἐν χειρὶ ἀλλοτρίων;
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 8] Ἐγένετο ὁ ναὸς αὐτῆς ὡς ἀνὴρ ἄδοξος,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 9] τὰ σκεύη τῆς δόξης αὐτῆς αἰχμάλωτα ἀπήχθη, ἀπεκτάνθη τὰ νήπια αὐτῆς ἐν ταῖς πλατείαις, οἱ νεανίσκοι αὐτῆς ἐν ῥομφαίᾳ ἐχθροῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 10] Ποῖον ἔθνος οὐκ ἐκληρονόμησε βασιλείαν αὐτῆς, καὶ οὐκ ἐκράτησε τῶν σκύλων αὐτῆς;
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 11] Πᾶς ὁ κόσμος αὐτῆς ἀφῃρέθη, ἀντὶ ἐλευθήρας ἐγένετο εἰς δούλην.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 12] Καὶ ἰδοὺ τὰ ἅγια ἡμῶν καὶ ἡ καλλονὴ ἡμῶν καὶ ἡ δόξα ἡμῶν ἠρημώθη, καὶ ἐβεβήλωσαν αὐτὰ τὰ ἔθνη.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 13] Ἱνατί ἡμῖν ἔτι ζῇν;
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 14] Καὶ διέῤῥηξε Ματταθίας καὶ υἱοὶ αὐτοῦ τὰ ἱμάτια αὐτῶν, καὶ περιεβάλοντο σάκκους, καὶ ἐπένθησαν σφόδρα.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 15] Καὶ ἦλθον οἱ παρὰ τοῦ βασιλέως οἱ καταναγκάζοντες τὴν ἀποστασίαν εἰς Μωδεῒν τὴν πόλιν, ἵνα θυσιάσωσι.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 16] Καὶ πολλοὶ ἀπὸ Ἰσραὴλ πρὸς αὐτοὺς προσῆλθον· καὶ Ματταθίας καὶ οἱ υἱοὶ αὐτοῦ συνήχθησαν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 17] Καὶ ἀπεκρίθησαν οἱ παρὰ τοῦ βασιλέως, καὶ εἰπον τῷ Ματταθίᾳ, λέγοντες, ἄρχων καὶ ἔνδοξος καὶ μέγας εἶ ἐν τῇ πόλει ταύτῃ, καὶ ἐστηριγμένος ἐν υἱοῖς καὶ ἀδελφοῖς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 18] Νῦν οὖν πρόσελθε πρῶτος, καὶ ποίησον τὸ πρόσταγμα τοῦ βασιλέως, ὡς ἐποίησαν πάντα τὰ ἔθνη, καὶ οἱ ἄνδρες Ἰούδα, καὶ οἱ καταλειφθέντες ἐν Ἱερουσαλήμ· καὶ ἔσῃ σὺ καὶ ὁ οἶκός σου τῶν φίλων τοῦ βασιλέως, καὶ σὺ καὶ οἱ υἱοί σου δοξασθήσεσθε ἀργυρίῳ, καὶ χρυσίῳ, καὶ ἀποστολαῖς πολλαῖς.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 19] Καὶ ἀπεκρίθη Ματταθίας, καὶ εἶπε φωνῇ μεγάλῃ, εἰ πάντα τὰ ἔθνη τὰ ἐν οἴκῳ τῆς βασιλείας τοῦ βασιλέως ἀκούουσιν αὐτοῦ, ἀποστῆναι ἕκαστος ἀπὸ λατρείας πατέρων αὐτοῦ, καὶ ᾑρετίσαντο ἐν ταῖς ἐντολαῖς αὐτοῦ,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 20] ἀλλʼ ἐγὼ καὶ οἱ υἱοί μου καὶ οἱ ἀδελφοί μου πορευσόμεθα ἐν διαθήκῃ πατέρων ἡμῶν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 21] Ἵλεως ἡμῖν καταλιπεῖν νόμον καὶ δικαιώματὰ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 22] Τῶν λόγων τοῦ βασιλέως οὐκ ἀκουσόμεθα, τοῦ παρελθεῖν τὴν λατρείαν ἡμῶν, δεξιὰν ἢ ἀριστεράν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 23] Καὶ ὡς ἐπαύσατο λαλῶν τοὺς λόγους τούτους, προσῆλθεν ἀνὴρ Ἰουδαῖος ἐν ὀφθαλμοῖς πάντων, θυσιᾶσαι ἐπὶ τοῦ βωμοῦ τοῦ ἐν Μωδεῒν κατὰ τὸ πρόσταγμα τοῦ βασιλέως.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 24] Καὶ εἶδε Ματταθίας καὶ ἐζήλωσε, καὶ ἐτρόμησαν οἱ νεφροὶ αὐτοῦ, καὶ ἀνήνεγκε θυμὸν κατὰ τὸ κρίμα, καὶ δραμῶν ἔσφαξεν αὐτὸν ἐπὶ τὸν βωμόν.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 25] Καὶ τὸν ἄνδρα τοῦ βασιλέως τὸν ἀναγκάζοντα θύειν, ἀπέκτεινεν ἐν τῷ καιρῷ ἐκείνῳ, καὶ τὸν βωμὸν καθεῖλε.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 26] Καὶ ἐζήλωσε τῷ νόμῳ καθὼς ἐποίησε Φινεὲς τῷ Ζαμβρὶ υἱῷ Σαλώμ.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 27] Καὶ ἀνέκραξε Ματταθίας ἐν τῇ πόλει φωνῇ μεγάλῃ, λέγων, πᾶς ὁ ζηλῶν τῷ νόμῳ καὶ ἱστῶν διαθήκην, ἐξελθέτω ὀπίσω μου.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 28] Καὶ ἔφυγον αὐτὸς καὶ οἱ υἱοὶ αὐτοῦ εἰς τὰ ὄρη, καὶ ἐγκατέλιπον ὅσα εἶχον ἐν τῇ πόλει.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 29] Τότε κατέβησαν πολλοὶ ζητοῦντες δικαιοσύνην καὶ κρίμα, εἰς τὴν ἔρημον, καθίσαι ἐκεῖ,
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 30] αὐτοὶ καὶ οἱ υἱοὶ αὐτῶν καὶ αἱ γυναῖκες αὐτῶν καὶ τὰ κτήνη αὐτῶν, ὅτι ἐπληθύνθη ἐπʼ αὐτοὺς τὰ κακά.
[LXX | EL | OT | 1 Maccabees | Chapter 2 | Verse 31] Καὶ ἀνηγγέλη τοῖς ἀνδράσι τοῦ βασιλέως καὶ ταῖς δυνάμεσιν αἳ ἦσαν ἐν Ἱερουσαλὴμ πόλει Δαυὶδ, ὅτι κατέβησαν ἄνδρες, οἵτινες διεσκέδασαν τὴν ἐντολὴν τοῦ βασιλέως, εἰς τοὺς κρύφους ἐν τῇ ἐρήμῳ.
