[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 1] ΚΑΙ ἐγένετο μετὰ τὸ πατάξαι Ἀλέξανδρον τὸν Φιλίππου τὸν Μακεδόνα, ὃς ἐξῆλθεν ἐκ τῆς γῆς Χεττειεὶμ, καὶ ἐπάταξε τὸν Δαρεῖον βασιλέα Περσῶν καὶ Μήδων, καὶ ἐβασίλευσεν ἀντʼ αὐτοῦ πρότερος ἐπὶ τὴν Ἑλλάδα.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 2] Καὶ συνεστήσατο πολέμους πολλοὺς, καὶ ἐκράτησεν ὀχυρωμάτων πολλῶν, καὶ ἔσφαξε βασιλεῖς τῆς γῆς.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 3] Καὶ διῆλθεν ἕως ἄκρων τῆς γῆς, καὶ ἔλαβε σκῦλα πλήθους ἐθνῶν· καὶ ἠσύχασεν ἡ γῆ ἐνώπιον αὐτοῦ· καὶ ὑψώθη, καὶ ἐπῄρθη ἡ καρδία αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 4] Καὶ συνήγαγε δύναμιν ἰσχυρὰν σφόδρα, καὶ ἦρξε χωρῶν, καὶ ἐθνῶν, καὶ τυράννων, καὶ ἐγένοντο αὐτῷ εἰς φόρον.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 5] Καὶ μετὰ ταῦτα ἔπεσεν ἐπὶ τὴν κοίτην, καὶ ἔγνω ὅτι ἀποθνήσκει.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 6] Καὶ ἐκάλεσε τοὺς παῖδας αὐτοῦ τοὺς ἐνδόξους τοὺς συντρόφους αὐτοῦ ἀπὸ νεότητος, καὶ διεῖλεν αὐτοῖς τὴν βασιλείαν αὐτοῦ ἔτι ζῶντος αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 7] Καὶ ἐβασίλευσεν Ἀλέξανδρος ἔτη δώδεκα, καὶ ἀπέθανε.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 8] Καὶ ἐπεκράτησαν οἱ παῖδες αὐτοῦ ἕκαστος ἐν τῷ τόπῳ αὐτοῦ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 9] Καὶ ἐπέθεντο πάντες διαδήματα μετὰ τὸ ἀποθανεῖν αὐτὸν, καὶ οἱ υἱοὶ αὐτῶν ὀπίσω αὐτῶν ἔτη πολλὰ, καὶ ἐπλήθυναν κακὰ ἐν τῇ γῇ.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 10] Καὶ ἐξῆλθεν ἐξ αὐτῶν ῥίζα ἁμαρτωλὸς Ἀντίοχος Ἐπιφανὴς, υἱὸς Ἀντιόχου βασιλέως, ὃς ἦν ὅμηρα ἐν τῇ Ῥώμῃ· καὶ ἐβασίλευσεν ἐν ἔτει ἑκατοστῷ καὶ τριακοστῷ καὶ ἑβδόμῳ βασιλείας Ἑλλήνων.
[LXX | EL | OT | 1 Maccabees | Chapter 1 | Verse 11] Ἐν ταῖς ἡμέραις ἐκείναις ἐξῆλθον ἐξ Ἰσραὴλ υἱοὶ παράνομοι, καὶ ἀνέπεισαν πολλοὺς, λέγοντες, πορευθῶμεν, καὶ διαθώμεθα διαθήκην μετὰ τῶν ἐθνῶν τῶν κύκλῳ ἡμῶν, ὅτι ἀφʼ ἧς ἐχωρίσθημεν ἀπʼ αὐτῶν, εὗρεν ἡμᾶς κακὰ πολλά.
