[IRV | KN | OT | Proverbs | Chapter 23 | Verse 1] ನೀನು ಅಧಿಪತಿಯ ಸಂಗಡ ಊಟಕ್ಕೆ ಕುಳಿತುಕೊಂಡಿರುವಾಗ, ನಿನ್ನ ಮುಂದಿಟ್ಟಿರುವುದರ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆಯಾಗಿರು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 2] ನೀನು ಹೊಟ್ಟೆಬಾಕನಾಗಿದ್ದರೆ, ನಿನ್ನ ಗಂಟಲಿಗೆ ಕತ್ತಿಹಾಕಿಕೋ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 3] ಅವನ ರುಚಿಪದಾರ್ಥಗಳನ್ನು ಬಯಸಬೇಡ, ಅದು ಮೋಸದ ಆಹಾರವೇ ಸರಿ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 4] ದುಡ್ಡಿನಾಶೆಯಿಂದ ದುಡಿಯಬೇಡ, ಸ್ವಬುದ್ಧಿಯನ್ನೇ ಆಶ್ರಯಿಸಬೇಡ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 5] ನಿನ್ನ ದೃಷ್ಟಿಯು ಐಶ್ವರ್ಯದ ಮೇಲೆ ಎರಗುತ್ತದೋ? ಐಶ್ವರ್ಯವು ಅಷ್ಟರೊಳಗೆ ಮಾಯವಾಗುವುದು, ಆಕಾಶದ ಕಡೆಗೆ ಹಾರುವ ಹದ್ದಿನಂತೆ, ಅದು ರೆಕ್ಕೆಗಳನ್ನು ಕಟ್ಟಿಕೊಂಡಿದೆ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 6] ಲೋಭಿಯ ಅನ್ನವನ್ನು ಉಣ್ಣದಿರು, ಅವನ ರುಚಿಪದಾರ್ಥಗಳನ್ನು ಬಯಸಬೇಡ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 7] ಅವನು ತನ್ನ ಒಳಗಿನ ಯೋಚನೆಯಂತೆಯೇ ಇದ್ದಾನೆ, ಉಣ್ಣು, ಕುಡಿ ಎಂದು ಹೇಳಿದರೂ ನಿನ್ನಲ್ಲಿ ಅವನಿಗೆ ಪ್ರೀತಿಯಿಲ್ಲ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 8] ನೀನು ತಿಂದ ತುತ್ತನ್ನು ಕಕ್ಕಿಬಿಡುವಿ, ನಿನ್ನ ಸವಿಮಾತುಗಳು ವ್ಯರ್ಥ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 9] ಮೂಢನ ಸಂಗಡ ಮಾತನಾಡಬೇಡ, ನಿನ್ನ ಮಾತುಗಳ ವಿವೇಕವನ್ನು ತಿರಸ್ಕರಿಸುವನು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 10] ಪೂರ್ವಕಾಲದ ಮೇರೆಯನ್ನು ತೆಗೆದುಹಾಕಬೇಡ, ಅನಾಥರ ಹೊಲಗಳಲ್ಲಿ ನುಗ್ಗಬೇಡ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 11] ಅವರ ರಕ್ಷಕನು ಬಲಶಾಲಿಯಾಗಿದ್ದಾನೆ, ಅವರಿಗಾಗಿ ನಿನ್ನ ಸಂಗಡ ವ್ಯಾಜ್ಯವಾಡುವನು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 12] ಉಪದೇಶವನ್ನು ಮನಸ್ಸಿಗೆ ತೆಗೆದುಕೋ, ತಿಳಿವಳಿಕೆಯ ಮಾತುಗಳಿಗೆ ಕಿವಿಗೊಡು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 13] ಹುಡುಗನ ಶಿಕ್ಷೆಗೆ ಹಿಂತೆಗೆಯಬೇಡ, ಅವನು ಬೆತ್ತದ ಏಟಿಗೆ ಸಾಯನು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 14] ಬೆತ್ತದಿಂದ ಹೊಡೆ, ಅವನ ಆತ್ಮವನ್ನು ಪಾತಾಳಕ್ಕೆ ಬೀಳದಂತೆ ಕಾಪಾಡು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 15] ಕಂದಾ, ನಿನ್ನ ಮನಸ್ಸಿಗೆ ಜ್ಞಾನವುಂಟಾದರೆ ನನ್ನ ಮನಸ್ಸಿಗೂ ಉಲ್ಲಾಸವಾಗುವುದು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 16] ಹೌದು, ನಿನ್ನ ತುಟಿಗಳು ನೀತಿಯ ನುಡಿಗಳನ್ನಾಡಿದರೆ ನನ್ನ ಅಂತರಾತ್ಮವು ಹಿಗ್ಗುವುದು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 17] ಪಾಪಿಗಳನ್ನು ನೋಡಿ ಹೊಟ್ಟೆಕಿಚ್ಚುಪಡಬೇಡ, ಯೆಹೋವನಲ್ಲಿ ನಿರಂತರವಾಗಿ ಭಯಭಕ್ತಿಯುಳ್ಳವನಾಗಿರು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 18] ಒಂದು ಕಾಲ ಉಂಟು, ನಿನ್ನ ನಿರೀಕ್ಷೆಯು ನಿರರ್ಥಕವಾಗದು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 19] ಕಂದಾ, ಕೇಳು, ಜ್ಞಾನವಂತನಾಗಿರು, ನಿನ್ನ ಮನಸ್ಸನ್ನು ಜ್ಞಾನದ ಮಾರ್ಗದಲ್ಲಿ ಮುಂದೆ ನಡೆಯಿಸು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 20] ಕುಡುಕರಲ್ಲಿಯೂ, ಅತಿಮಾಂಸಭಕ್ಷಕರಲ್ಲಿಯೂ ಸೇರದಿರು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 21] ಕುಡುಕರು, ಹೊಟ್ಟೆಬಾಕರು ದುರ್ಗತಿಗೆ ಬರುವರು, ನಿದ್ರಾಸಕ್ತಿಯು ಹರಕು ಬಟ್ಟೆಗಳನ್ನು ಹೊದಿಸುವುದು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 22] ಹೆತ್ತ ತಂದೆಯ ಮಾತಿಗೆ ಕಿವಿಗೊಡು, ಮುಪ್ಪಿನಲ್ಲಿಯೂ ತಾಯಿಯನ್ನು ಅಸಡ್ಡೆಮಾಡಬೇಡ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 23] ಸತ್ಯವನ್ನು ಎಂದರೆ ಜ್ಞಾನ, ಸುಶಿಕ್ಷೆ, ವಿವೇಕಗಳನ್ನು ಕೊಂಡುಕೋ, ಮಾರಿ ಬಿಡಬೇಡ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 24] ಧರ್ಮಿಯ ತಂದೆಯು ಅತಿ ಸಂತೋಷಪಡುವನು, ಜ್ಞಾನಿಯನ್ನು ಹೆತ್ತವನು ಅವನಲ್ಲಿ ಆನಂದಿಸುವನು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 25] ನಿನ್ನ ತಂದೆತಾಯಿಗಳು ಉಲ್ಲಾಸಗೊಳ್ಳಲಿ, ನಿನ್ನನ್ನು ಹೆತ್ತವಳು ಆನಂದಪಡಲಿ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 26] ಕಂದಾ, ನಿನ್ನ ಹೃದಯವನ್ನು ನನಗೆ ಕೊಡು, ನಿನ್ನ ಕಣ್ಣುಗಳು ನನ್ನ ಮಾರ್ಗಗಳಲ್ಲಿ ಆನಂದಿಸಲಿ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 27] ಸೂಳೆಯು ಆಳವಾದ ಹಳ್ಳ, ಜಾರಸ್ತ್ರೀಯು ಇಕ್ಕಟ್ಟಾದ ಗುಂಡಿ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 28] ಹೌದು, ಕಳ್ಳನಂತೆ ಹೊಂಚುಹಾಕುತ್ತಾಳೆ, ಜನರಲ್ಲಿ ದ್ರೋಹಿಗಳನ್ನು ಹೆಚ್ಚಿಸುತ್ತಾಳೆ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 29] ಅಯ್ಯಯ್ಯೋ ಅನ್ನುವವರು ಯಾರು? ಅಕಟಾ ಎಂದು ಕೂಗಿಕೊಳ್ಳುವವರು ಯಾರು? ಯಾರು ಜಗಳವಾಡುತ್ತಾರೆ? ಯಾರು ಗೋಳಾಡುತ್ತಾರೆ? ಯಾರು ಸುಮ್ಮಸುಮ್ಮನೆ ಗಾಯಪಡುತ್ತಾರೆ? ಕೆಂಪೇರಿದ ಕಣ್ಣುಳ್ಳವರು ಯಾರು?
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 30] ಅವರು ಮಿಶ್ರಮದ್ಯಪಾನಾಸಕ್ತರಾಗಿ, ದ್ರಾಕ್ಷಾರಸವನ್ನು ಕುಡಿಯುತ್ತಾ, ಕಾಲಹರಣಮಾಡುವವರೇ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 31] ಪಾತ್ರೆಯಲ್ಲಿ ಕೆಂಪಗೆ ಥಳಥಳಿಸುವ ದ್ರಾಕ್ಷಾರಸದ ಮೇಲೆ ಕಣ್ಣಿಡಬೇಡ. ಅದು ಗಂಟಲಿನೊಳಗೆ ಮೆಲ್ಲಗೆ ಇಳಿದುಹೋಗಿ
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 32] ಆಮೇಲೆ ಹಾವಿನಂತೆ ಕಚ್ಚುತ್ತದೆ, ಹೌದು, ನಾಗರ ಹಾವಿನ ಹಾಗೆ ಕಡಿಯುತ್ತದೆ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 33] ನಿನ್ನ ಕಣ್ಣು ಇಲ್ಲದ್ದನ್ನೇ ಕಾಣುವುದು, ಮನಸ್ಸು ವಿಪರೀತಗಳನ್ನು ಹೊರಪಡಿಸುವುದು.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 34] ನೀನು ಸಮುದ್ರದ ನಡುವೆಯಾಗಲಿ, ಹಡಗಿನ ಕಂಬದ ತುದಿಯಲ್ಲಿಯಾಗಲಿ ಮಲಗಿರುವವನಂತೆ ಇರುವಿ.
[IRV | KN | OT | Proverbs | Chapter 23 | Verse 35] ಜನರು ನನ್ನನ್ನು ಹೊಡೆದರೂ ನೋವಾಗಲಿಲ್ಲ, ಬಡಿದರೂ ತಿಳಿಯಲಿಲ್ಲ, ಯಾವಾಗ ಎಚ್ಚೆತ್ತೇನು? ಪುನಃ ಅದನ್ನೇ ಹುಡುಕೇನು ಎಂದುಕೊಳ್ಳುವಿ.
