[IRV | PA | OT | Psalms | Chapter 66 | Verse 1] ਹੇ ਧਰਤੀ ਦੇ ਸਾਰੇ ਲੋਕੋ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਲਈ ਲਲਕਾਰੋ,
[IRV | PA | OT | Psalms | Chapter 66 | Verse 2] ਉਹ ਦੇ ਨਾਮ ਦੀ ਮਹਿਮਾ ਦੇ ਭਜਨ ਕੀਰਤਨ ਕਰੋ, ਉਹ ਦੀ ਮਹਿਮਾ ਦੀ ਉਸਤਤ ਕਰੋ!
[IRV | PA | OT | Psalms | Chapter 66 | Verse 3] ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਆਖੋ, ਵਾਹ, ਤੇਰੇ ਕੰਮ ਕੇਡੇ ਡਰਾਉਣੇ ਹਨ! ਤੇਰੀ ਮਹਾਂ ਸਮਰੱਥਾ ਦੇ ਕਾਰਨ ਤੇਰੇ ਵੈਰੀ ਤੇਰੇ ਅੱਗੇ ਹਿਚਕ ਕੇ ਆਉਣਗੇ!
[IRV | PA | OT | Psalms | Chapter 66 | Verse 4] ਸਾਰੀ ਧਰਤੀ ਦੇ ਲੋਕ ਤੈਨੂੰ ਮੱਥਾ ਟੇਕਣਗੇ ਤੇ ਤੈਨੂੰ ਗਾਉਣਗੇ, ਓਹ ਤੇਰੇ ਨਾਮ ਦੇ ਭਜਨ ਗਾਉਣਗੇ। ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 5] ਆਓ, ਪਰਮੇਸ਼ੁਰ ਦੇ ਕੰਮਾਂ ਨੂੰ ਵੇਖੋ, ਆਦਮ ਵੰਸ਼ੀਆਂ ਦੀ ਵੱਲ ਉਹ ਦੀ ਕਰਨੀ ਭਿਆਨਕ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 6] ਉਹ ਨੇ ਸਮੁੰਦਰ ਨੂੰ ਥਲ ਬਣਾ ਦਿੱਤਾ, ਓਹ ਦਰਿਆ ਵਿੱਚੋਂ ਸੁੱਕੇ ਪੈਰੀਂ ਲੰਘ ਗਏ, ਉੱਥੇ ਅਸੀਂ ਉਹ ਦੇ ਵਿੱਚ ਨਿਹਾਲ ਹੋਏ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 7] ਉਹ ਆਪਣੀ ਸਮਰੱਥਾ ਨਾਲ ਸਦਾ ਤੱਕ ਰਾਜ ਕਰਦਾ ਹੈ, ਉਹ ਦੀਆਂ ਅੱਖਾਂ ਕੌਮਾਂ ਵੱਲ ਲੱਗੀਆਂ ਰਹਿੰਦੀਆਂ ਹਨ, ਆਕੀ ਲੋਕ ਸਿਰ ਨਾ ਚੁੱਕਣਗੇ!। ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 8] ਹੇ ਲੋਕੋ, ਸਾਡੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਮੁਬਾਰਕ ਆਖੋ, ਉਹ ਦੇ ਜਸ ਦੇ ਸ਼ਬਦ ਸੁਣਾਓ,
[IRV | PA | OT | Psalms | Chapter 66 | Verse 9] ਜਿਸ ਨੇ ਸਾਡੀ ਜਾਨ ਨੂੰ ਜਿਉਂਦਿਆਂ ਰੱਖਿਆ ਹੈ, ਅਤੇ ਸਾਡੇ ਪੈਰਾਂ ਨੂੰ ਡੋਲਣ ਨਹੀਂ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 10] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਤਾਂ ਸਾਨੂੰ ਪਰਖਿਆ ਹੈ, ਤੂੰ ਚਾਂਦੀ ਦੇ ਤਾਉਣ ਵਾਂਗੂੰ ਸਾਨੂੰ ਤਾਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 11] ਤੂੰ ਸਾਨੂੰ ਜਾਲ਼ ਵਿੱਚ ਲਿਆਇਆ, ਤੂੰ ਸਾਡੇ ਲੱਕਾਂ ਉੱਤੇ ਡਾਢਾ ਭਾਰ ਪਾ ਦਿੱਤਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 66 | Verse 12] ਤੂੰ ਮਨੁੱਖਾਂ ਨੂੰ ਸਾਡੇ ਸਿਰਾਂ ਉੱਤੇ ਚੜ੍ਹਾ ਦਿੱਤਾ ਹੈ, ਅਸੀਂ ਅੱਗ ਅਤੇ ਪਾਣੀ ਦੇ ਵਿੱਚੋਂ ਦੀ ਲੰਘੇ, ਪਰ ਤੂੰ ਸਾਨੂੰ ਭਰਿਆ ਥਾਵਾਂ ਵਿੱਚ ਪਹੁੰਚਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 13] ਮੈਂ ਤੇਰੇ ਭਵਨ ਵਿੱਚ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਨਾਲ ਆਵਾਂਗਾ, ਮੈਂ ਆਪਣੀਆਂ ਸੁੱਖਣਾਂ ਤੇਰੇ ਅੱਗੇ ਪੂਰੀਆਂ ਕਰਾਂਗਾ,
[IRV | PA | OT | Psalms | Chapter 66 | Verse 14] ਜਿਹੜੀਆਂ ਮੇਰੇ ਬੁੱਲ੍ਹਾਂ ਤੋਂ ਨਿੱਕਲੀਆਂ, ਅਤੇ ਸੰਕਟ ਦੇ ਵੇਲੇ ਮੈਂ ਆਪਣੇ ਮੂੰਹੋਂ ਮੰਨਿਆ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 15] ਮੈਂ ਤੈਨੂੰ ਹੋਮ ਦੀਆਂ ਬਲੀਆਂ ਲਈ ਮੋਟੇ-ਮੋਟੇ ਪਸ਼ੂਆਂ ਨੂੰ ਛੱਤ੍ਰਿਆਂ ਦੀ ਧੂਪ ਨਾਲ ਚੜ੍ਹਾਵਾਂਗਾ। ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 16] ਪਰਮੇਸ਼ੁਰ ਦਾ ਭੈਅ ਰੱਖਣ ਵਾਲਿਓ, ਆਓ, ਸੁਣੋ, ਅਤੇ ਮੈਂ ਤੁਹਾਨੂੰ ਦੱਸਾਂਗਾ ਕਿ ਉਹ ਨੇ ਮੇਰੀ ਜਾਨ ਲਈ ਕੀ ਕੁਝ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 17] ਮੈਂ ਮੂੰਹੋਂ ਉਹ ਨੂੰ ਪੁਕਾਰਿਆ, ਅਤੇ ਆਪਣੀ ਰਸਨਾ ਤੋਂ ਉਹ ਨੂੰ ਸਲਾਹਿਆ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 18] ਜੇ ਮੈਂ ਆਪਣੇ ਮਨ ਵਿੱਚ ਬਦੀ ਰੱਖਦਾ, ਤਾਂ ਪ੍ਰਭੂ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਨਾ ਸੁਣਦਾ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 19] ਪਰ ਪਰਮੇਸ਼ੁਰ ਨੇ ਸੱਚ-ਮੁੱਚ ਸੁਣਿਆ ਹੈ, ਉਹ ਨੇ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਦੀ ਅਵਾਜ਼ ਵੱਲ ਕੰਨ ਲਾਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 66 | Verse 20] ਮੁਬਾਰਕ ਹੈ ਪਰਮੇਸ਼ੁਰ ਜਿਸ ਨੇ ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਨੂੰ ਰੱਦ ਨਾ ਕੀਤਾ, ਨਾ ਆਪਣੀ ਦਯਾ ਨੂੰ ਮੈਥੋਂ ਰੋਕਿਆ।
