[IRV | PA | OT | Psalms | Chapter 21 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਤੇਰੀ ਸਮਰੱਥਾ ਵਿੱਚ ਪਾਤਸ਼ਾਹ ਅਨੰਦ ਹੋਵੇਗਾ, ਅਤੇ ਤੇਰੀ ਫ਼ਤਹ ਵਿੱਚ ਬਹੁਤ ਮਗਨ ਹੋਵੇਗਾ!
[IRV | PA | OT | Psalms | Chapter 21 | Verse 2] ਤੂੰ ਉਹ ਦਾ ਮਨੋਰਥ ਪੂਰਾ ਕੀਤਾ ਹੈ, ਅਤੇ ਉਹ ਦੇ ਮੂੰਹ ਦੀ ਬੇਨਤੀ ਨੂੰ ਤੂੰ ਰੋਕਿਆ ਨਹੀਂ। ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 3] ਭਲਿਆਈ ਦੀਆਂ ਬਰਕਤਾਂ ਨਾਲ ਤੂੰ ਉਹ ਨੂੰ ਮਿਲਦਾ ਹੈਂ, ਤੂੰ ਕੁੰਦਨ ਸੋਨੇ ਦਾ ਮੁਕਟ ਉਹ ਦੇ ਸਿਰ ਉੱਤੇ ਰੱਖਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 4] ਉਸ ਨੇ ਤੇਰੇ ਕੋਲੋਂ ਜੀਵਨ ਮੰਗਿਆ ਹੈ ਅਤੇ ਤੂੰ ਉਹ ਨੂੰ ਦੇ ਦਿੱਤਾ, ਸਗੋਂ ਸਦੀਪਕ ਕਾਲ ਤੱਕ ਉਮਰ ਦਾ ਵਾਧਾ ਵੀ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 5] ਤੇਰੀ ਮਦਦ ਦੇ ਕਾਰਨ ਉਹ ਦਾ ਪਰਤਾਪ ਵੱਡਾ ਹੈ, ਤੇਜ ਅਤੇ ਉਪਮਾ ਤੂੰ ਉਹ ਦੇ ਉੱਤੇ ਰੱਖਦਾ ਹੈਂ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 6] ਤੂੰ ਤਾਂ ਉਹ ਨੂੰ ਸਦਾ ਲਈ ਬਰਕਤਾਂ ਦਾ ਕਾਰਨ ਠਹਿਰਾਉਂਦਾ ਹੈਂ, ਤੂੰ ਉਹ ਨੂੰ ਆਪਣੀ ਹਜ਼ੂਰੀ ਦੇ ਅਨੰਦ ਨਾਲ ਮਗਨ ਕਰਦਾ ਹੈਂ,
[IRV | PA | OT | Psalms | Chapter 21 | Verse 7] ਇਸ ਲਈ ਕਿ ਪਾਤਸ਼ਾਹ ਯਹੋਵਾਹ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਦਾ ਹੈ, ਅਤੇ ਅੱਤ ਮਹਾਨ ਦੀ ਦਯਾ ਨਾਲ ਉਹ ਕਦੇ ਨਾ ਟਾਲੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 8] ਤੇਰਾ ਹੱਥ ਤੇਰੇ ਸਾਰੇ ਵੈਰੀਆਂ ਨੂੰ ਲੱਭ ਕੇ ਕੱਢੇਗਾ, ਤੇਰਾ ਸੱਜਾ ਹੱਥ ਤੇਰੇ ਦੁਸ਼ਮਣਾਂ ਨੂੰ ਲੱਭ ਲਵੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 9] ਤੂੰ ਆਪਣੀ ਹਜ਼ੂਰੀ ਦੇ ਵੇਲੇ, ਉਨ੍ਹਾਂ ਨੂੰ ਅੱਗ ਦੇ ਤੰਦੂਰ ਵਿੱਚ ਪਾਵੇਂਗਾ, ਯਹੋਵਾਹ ਉਨ੍ਹਾਂ ਨੂੰ ਆਪਣੇ ਕ੍ਰੋਧ ਦੇ ਨਾਲ ਨਿਗਲ ਜਾਵੇਗਾ, ਅਤੇ ਅੱਗ ਉਨ੍ਹਾਂ ਨੂੰ ਭਸਮ ਕਰ ਦੇਵੇਗੀ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 10] ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਫਲ ਧਰਤੀ ਉੱਤੋਂ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਲੋਕਾਂ ਦੇ ਵਿੱਚੋਂ ਨਾਸ ਕਰੇਂਗਾ,
[IRV | PA | OT | Psalms | Chapter 21 | Verse 11] ਭਾਵੇਂ ਉਨ੍ਹਾਂ ਨੇ ਤੇਰੇ ਵਿਰੁੱਧ ਬੁਰਿਆਈ ਠਾਣੀ, ਅਤੇ ਯੋਜਨਾ ਬਣਾਈ ਜਿਸ ਨੂੰ ਉਹ ਪੂਰਾ ਨਾ ਕਰ ਸਕੇ,
[IRV | PA | OT | Psalms | Chapter 21 | Verse 12] ਤੂੰ ਉਨ੍ਹਾਂ ਦੀ ਪਿੱਠ ਆਪਣੀ ਵੱਲ ਮੋੜੇਂਗਾ, ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਮੂੰਹ ਦੇ ਨਿਸ਼ਾਨੇ ਉੱਤੇ ਤੀਰ ਚਿੱਲੇ ਚੜਾ ਦੇਵੇਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 21 | Verse 13] ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਆਪਣੀ ਸਮਰੱਥਾ ਨਾਲ ਮਹਾਨ ਹੋ, ਅਸੀਂ ਗਾਉਂਦੇ ਹੋਏ ਤੇਰੀ ਸ਼ਕਤੀ ਦਾ ਜਸ ਕਰਾਂਗੇ।
