[IRV | PA | OT | Psalms | Chapter 136 | Verse 1] ਯਹੋਵਾਹ ਦਾ ਧੰਨਵਾਦ ਕਰੋ ਜੋ ਉਹ ਭਲਾ ਹੈ, ਤੇ ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 136 | Verse 2] ਦੇਵਤਿਆਂ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਧੰਨਵਾਦ ਕਰੋ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 136 | Verse 3] ਪ੍ਰਭੂਆਂ ਦੇ ਪ੍ਰਭੂ ਦਾ ਧੰਨਵਾਦ ਕਰੋ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 136 | Verse 4] ਉਸੇ ਦਾ ਜੋ ਇਕੱਲਾ ਹੀ ਵੱਡੇ-ਵੱਡੇ ਅਚਰਜਾਂ ਨੂੰ ਕਰਦਾ ਹੈ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 5] ਉਸੇ ਦਾ ਜਿਸ ਨੇ ਅਕਾਸ਼ ਨੂੰ ਬੁੱਧ ਨਾਲ ਬਣਾਇਆ ਹੈ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 6] ਉਸੇ ਦਾ ਜਿਸ ਨੇ ਧਰਤੀ ਨੂੰ ਪਾਣੀਆਂ ਉੱਤੇ ਫੈਲਾਇਆ ਹੈ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 7] ਉਸੇ ਦਾ ਜਿਸ ਨੇ ਵੱਡੀਆਂ-ਵੱਡੀਆਂ ਜੋਤਾਂ ਨੂੰ ਬਣਾਇਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 8] ਸੂਰਜ ਨੂੰ ਕਿ ਉਹ ਦਿਨ ਉੱਤੇ ਰਾਜ ਕਰੇ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 9] ਚੰਦਰਮਾਂ ਤੇ ਤਾਰਿਆਂ ਨੂੰ ਕਿ ਓਹ ਰਾਤ ਉੱਤੇ ਰਾਜ ਕਰਨ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 10] ਉਸੇ ਦਾ ਜਿਸ ਮਿਸਰ ਦੇ ਪਹਿਲੌਠਿਆਂ ਨੂੰ ਮਾਰਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 11] ਅਤੇ ਇਸਰਾਏਲ ਨੂੰ ਉਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਕੱਢ ਲਿਆਇਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 12] ਤਕੜੇ ਹੱਥ ਤੇ ਪਸਾਰੀ ਹੋਈ ਬਾਂਹ ਨਾਲ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 13] ਉਸੇ ਦਾ ਜਿਸ ਲਾਲ ਸਮੁੰਦਰ ਨੂੰ ਪਾੜ ਕੇ ਦੋ ਹਿੱਸੇ ਕਰ ਦਿੱਤਾ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 14] ਅਤੇ ਇਸਰਾਏਲ ਨੂੰ ਉਹ ਦੇ ਵਿੱਚੋਂ ਦੀ ਲੰਘਾ ਲਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 15] ਅਤੇ ਫ਼ਿਰਊਨ ਤੇ ਉਹ ਦੀ ਫੌਜ ਨੂੰ ਲਾਲ ਸਮੁੰਦਰ ਵਿੱਚ ਝਾੜ ਸੁੱਟਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 16] ਉਸੇ ਦਾ ਜੋ ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਉਜਾੜ ਦੇ ਵਿੱਚ ਲਈ ਤੁਰਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 17] ਉਸੇ ਦਾ ਜਿਸ ਵੱਡੇ-ਵੱਡੇ ਰਾਜਿਆਂ ਨੂੰ ਮਾਰਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 18] ਅਤੇ ਤੇਜਵਾਨ ਰਾਜਿਆਂ ਨੂੰ ਵੱਢ ਸੁੱਟਿਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 19] ਅਮੋਰੀਆਂ ਦੇ ਰਾਜੇ ਸੀਹੋਨ ਨੂੰ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 20] ਬਾਸ਼ਾਨ ਦੇ ਰਾਜੇ ਓਗ ਨੂੰ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 21] ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਦੇਸ ਨੂੰ ਮਿਲਖ਼ ਵਿੱਚ ਦੇ ਦਿੱਤਾ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 22] ਆਪਣੇ ਦਾਸ ਇਸਰਾਏਲ ਦੀ ਮਿਲਖ਼ ਵਿੱਚ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 23] ਜਿਸ ਸਾਡੇ ਮੰਦੇ ਹਾਲ ਵਿੱਚ ਸਾਨੂੰ ਚੇਤੇ ਕੀਤਾ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 24] ਅਤੇ ਸਾਨੂੰ ਸਾਡੇ ਵਿਰੋਧੀਆਂ ਤੋਂ ਛੁਡਾਇਆ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 25] ਜੋ ਸਭ ਜੀਵਾਂ ਨੂੰ ਰੋਟੀ ਦਿੰਦਾ ਹੈ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 136 | Verse 26] ਅਕਾਸ਼ ਦੇ ਪਰਮੇਸ਼ੁਰ ਦਾ ਧੰਨਵਾਦ ਕਰੋ, ਉਹ ਦੀ ਦਯਾ ਸਦਾ ਦੀ ਹੈ!।
