[IRV | PA | OT | Psalms | Chapter 34 | Verse 1] ਮੈਂ ਹਰ ਵੇਲੇ ਯਹੋਵਾਹ ਨੂੰ ਮੁਬਾਰਕ ਆਖਾਂਗਾ, ਉਹ ਦੀ ਉਸਤਤ ਸਦਾ ਮੇਰੇ ਮੂੰਹ ਵਿੱਚ ਹੋਵੇਗੀ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 2] ਮੇਰੀ ਜਾਨ ਯਹੋਵਾਹ ਵਿੱਚ ਆਪਣੇ ਆਪ ਨੂੰ ਵਡਿਆਵੇਗੀ, ਦੀਨ ਲੋਕ ਸੁਣ ਕੇ ਆਨੰਦ ਹੋਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 3] ਮੇਰੇ ਨਾਲ ਮਿਲ ਕੇ ਯਹੋਵਾਹ ਦੀ ਵਡਿਆਈ ਕਰੋ, ਰਲ ਮਿਲ ਕੇ ਅਸੀਂ ਉਹ ਦੇ ਨਾਮ ਨੂੰ ਮੁਬਾਰਕ ਆਖੀਏ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 4] ਮੈਂ ਯਹੋਵਾਹ ਨੂੰ ਪੁਕਾਰਿਆ ਅਤੇ ਉਸ ਨੇ ਮੈਨੂੰ ਉੱਤਰ ਦਿੱਤਾ, ਅਤੇ ਮੇਰੇ ਸਾਰੇ ਡਰ ਤੋਂ ਮੈਨੂੰ ਛੁਡਾਇਆ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 5] ਉਨ੍ਹਾਂ ਨੇ ਯਹੋਵਾਹ ਦੀ ਵੱਲ ਤੱਕਿਆ ਅਤੇ ਉਹਨਾਂ ਦੇ ਚਿਹਰੇ ਉਜਲੇ ਹੋ ਗਏ, ਅਤੇ ਉਨ੍ਹਾਂ ਦੇ ਮੂੰਹ ਕਦੇ ਕਾਲੇ ਨਾ ਹੋਣਗੇ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 6] ਇਸ ਮਸਕੀਨ ਨੇ ਪੁਕਾਰਿਆ ਅਤੇ ਯਹੋਵਾਹ ਨੇ ਸੁਣਿਆ, ਅਤੇ ਉਹ ਦੇ ਸਾਰਿਆਂ ਦੁੱਖਾਂ ਤੋਂ ਉਹ ਨੂੰ ਬਚਾਇਆ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 7] ਯਹੋਵਾਹ ਦਾ ਦੂਤ ਉਸ ਤੋਂ ਸਾਰੇ ਡਰਨ ਵਾਲਿਆ ਦੇ ਦੁਆਲੇ ਡੇਰਾ ਲਾਉਂਦਾ ਹੈ, ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਛੁਟਕਾਰਾ ਦਿੰਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 8] ਚੱਖੋ ਤੇ ਵੇਖੋ ਕਿ ਯਹੋਵਾਹ ਭਲਾ ਹੈ, ਧੰਨ ਹੈ ਉਹ ਪੁਰਸ਼ ਜੋ ਉਸ ਵਿੱਚ ਪਨਾਹ ਲੈਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 9] ਹੇ ਯਹੋਵਾਹ ਦੇ ਸੰਤੋ, ਉਸ ਤੋਂ ਡਰੋ, ਕਿਉਂ ਜੋ ਉਹ ਦੇ ਡਰਨ ਵਾਲਿਆਂ ਨੂੰ ਕੋਈ ਘਾਟ ਨਹੀਂ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 10] ਸ਼ੇਰ ਬੱਚਿਆਂ ਨੂੰ ਘਾਟਾ ਪੈਂਦਾ ਅਤੇ ਭੁੱਖ ਲੱਗਦੀ ਹੈ, ਪਰ ਯਹੋਵਾਹ ਦੀ ਉਡੀਕ ਕਰਨ ਵਾਲਿਆਂ ਨੂੰ ਕਿਸੇ ਚੰਗੀ ਵਸਤ ਦੀ ਘਾਟ ਨਹੀਂ ਹੋਵੇਗੀ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 11] ਬੱਚਿਓ, ਆਓ, ਮੇਰੀ ਸੁਣੋ ਅਤੇ ਮੈਂ ਤਹਾਨੂੰ ਯਹੋਵਾਹ ਦਾ ਭੈਅ ਮੰਨਣਾ ਸਿਖਾਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 12] ਉਹ ਕਿਹੜਾ ਮਨੁੱਖ ਹੈ ਜਿਹੜਾ ਜੀਵਨ ਨੂੰ ਲੋਚਦਾ ਹੈ, ਅਤੇ ਲੰਮੀ ਉਮਰ ਚਾਹੁੰਦਾ ਹੈ ਤਾਂ ਕਿ ਭਲਿਆਈ ਵੇਖੇ?
[IRV | PA | OT | Psalms | Chapter 34 | Verse 13] ਆਪਣੀ ਜੀਭ ਨੂੰ ਬੁਰਿਆਈ ਕਰਨ ਤੋਂ, ਅਤੇ ਆਪਣੇ ਬੁੱਲ੍ਹਾਂ ਨੂੰ ਬੁਰੀਆਂ ਗੱਲਾਂ ਬੋਲਣ ਤੋਂ ਰੋਕ ਰੱਖ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 14] ਬਦੀ ਤੋਂ ਹੱਟ ਜਾ ਅਤੇ ਨੇਕੀ ਕਰ, ਮੇਲ-ਮਿਲਾਪ ਨੂੰ ਲੱਭ ਅਤੇ ਉਸ ਦਾ ਪਿੱਛਾ ਕਰ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 15] ਯਹੋਵਾਹ ਦੀਆਂ ਅੱਖੀਆਂ ਧਰਮੀਆਂ ਉੱਤੇ, ਅਤੇ ਉਹ ਦੇ ਕੰਨ ਉਨ੍ਹਾਂ ਦੀ ਦੁਹਾਈ ਵੱਲ ਲੱਗੇ ਰਹਿੰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 16] ਯਹੋਵਾਹ ਦਾ ਮੂੰਹ ਕੁਕਰਮੀਆਂ ਦੇ ਵਿਰੁੱਧ ਹੈ, ਜੋ ਤੂੰ ਉਹਨਾਂ ਦੀ ਯਾਦ ਧਰਤੀ ਤੋਂ ਮਿਟਾ ਸੁੱਟੇ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 17] ਧਰਮੀ ਦੁਹਾਈ ਦਿੰਦੇ ਹਨ ਅਤੇ ਯਹੋਵਾਹ ਸੁਣਦਾ ਹੈ, ਅਤੇ ਉਹਨਾਂ ਨੂੰ ਸਾਰਿਆਂ ਦੁੱਖਾਂ ਤੋਂ ਛੁਡਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 18] ਯਹੋਵਾਹ ਟੁੱਟੇ ਦਿਲ ਵਾਲਿਆਂ ਦੇ ਨੇੜੇ ਹੈ, ਅਤੇ ਕੁਚਲਿਆਂ ਆਤਮਾਵਾਂ ਵਾਲਿਆਂ ਨੂੰ ਬਚਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 19] ਧਰਮੀ ਉੱਤੇ ਬਹੁਤ ਸਾਰੀਆਂ ਮੁਸੀਬਤਾਂ ਪੈਂਦੀਆਂ ਹਨ, ਪਰ ਯਹੋਵਾਹ ਉਹਨਾਂ ਸਭਨਾਂ ਤੋਂ ਉਸ ਨੂੰ ਛੁਡਾਉਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 20] ਉਹ ਉਸ ਦੀਆਂ ਸਾਰੀਆਂ ਹੱਡੀਆਂ ਦਾ ਰਾਖ਼ਾ ਹੈ, ਉਨ੍ਹਾਂ ਵਿੱਚੋਂ ਇੱਕ ਵੀ ਨਹੀਂ ਤੋੜੀ ਜਾਂਦੀ।
[IRV | PA | OT | Psalms | Chapter 34 | Verse 21] ਬੁਰਿਆਈ ਦੁਸ਼ਟਾਂ ਨੂੰ ਮਾਰ ਸੁੱਟੇਗੀ, ਅਤੇ ਧਰਮੀ ਤੋਂ ਘਿਣ ਕਰਨ ਵਾਲੇ ਦੋਸ਼ੀ ਠਹਿਰਨਗੇ।
