[IRV | PA | OT | Psalms | Chapter 44 | Verse 1] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਅਸੀਂ ਆਪਣੇ ਕੰਨੀ ਸੁਣਿਆ, ਸਾਡੇ ਪੁਰਖਿਆਂ ਨੇ ਸਾਡੇ ਲਈ ਵਰਣਨ ਕੀਤਾ ਹੈ, ਕਿ ਤੂੰ ਉਨ੍ਹਾਂ ਦੇ ਦਿਨਾਂ ਵਿੱਚ ਅਤੇ ਪ੍ਰਾਚੀਨ ਸਮਿਆਂ ਵਿੱਚ ਕੀ ਕੰਮ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 2] ਤੂੰ ਆਪਣੇ ਹੱਥ ਨਾਲ ਪਰਾਈਆਂ ਕੌਮਾਂ ਨੂੰ ਪੁੱਟ ਦਿੱਤਾ, ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਲਾਇਆ। ਤੂੰ ਉੱਮਤਾਂ ਨੂੰ ਦੁੱਖ ਦਿੱਤਾ, ਪਰ ਉਨ੍ਹਾਂ ਨੂੰ ਫੈਲਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 3] ਉਨ੍ਹਾਂ ਨੇ ਆਪਣੀ ਤਲਵਾਰ ਨਾਲ ਉਸ ਧਰਤੀ ਨੂੰ ਵਿਰਾਸਤ ਵਿੱਚ ਨਹੀਂ ਲਿਆ, ਨਾ ਉਨ੍ਹਾਂ ਦੀ ਬਾਂਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਬਚਾਇਆ, ਸਗੋਂ ਤੇਰੇ ਸੱਜੇ ਹੱਥ ਅਤੇ ਤੇਰੀ ਬਾਂਹ ਅਤੇ ਤੇਰੇ ਮੁਖ ਦੇ ਚਾਨਣ ਨੇ ਇਹ ਕੀਤਾ, ਕਿਉਂ ਜੋ ਤੂੰ ਉਨ੍ਹਾਂ ਦਾ ਪੱਖ ਕੀਤਾ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 4] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਹੀ ਮੇਰਾ ਪਾਤਸ਼ਾਹ ਹੈਂ, ਯਾਕੂਬ ਲਈ ਜਿੱਤਾਂ ਦਾ ਹੁਕਮ ਕਰ!
[IRV | PA | OT | Psalms | Chapter 44 | Verse 5] ਤੇਰੇ ਰਾਹੀਂ ਅਸੀਂ ਆਪਣੇ ਵਿਰੋਧੀਆਂ ਨੂੰ ਹੇਠਾਂ ਧੱਕਾਂਗੇ, ਤੇਰੇ ਨਾਮ ਤੋਂ ਅਸੀਂ ਆਪਣਿਆਂ ਦੁਸ਼ਮਣਾਂ ਨੂੰ ਮਿੱਧਾਂਗੇ,
[IRV | PA | OT | Psalms | Chapter 44 | Verse 6] ਕਿਉਂ ਜੋ ਮੈਂ ਆਪਣੇ ਧਣੁੱਖ ਉੱਤੇ ਭਰੋਸਾ ਨਾ ਰੱਖਾਂਗਾ, ਨਾ ਮੇਰੀ ਤਲਵਾਰ ਮੈਨੂੰ ਬਚਾਵੇਗੀ,
[IRV | PA | OT | Psalms | Chapter 44 | Verse 7] ਪਰ ਤੂੰ ਸਾਨੂੰ ਸਾਡਿਆਂ ਵਿਰੋਧੀਆਂ ਤੋਂ ਬਚਾਇਆ ਹੈ, ਤੂੰ ਸਾਡਿਆਂ ਈਰਖਾ ਕਰਨ ਵਾਲੇ ਨੂੰ ਸ਼ਰਮਿੰਦੇ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 8] ਸਾਰੇ ਦਿਨ ਅਸੀਂ ਪਰਮੇਸ਼ੁਰ ਵਿੱਚ ਮਗਨ ਹੁੰਦੇ ਹਾਂ, ਅਤੇ ਅਸੀਂ ਸਦਾ ਤੇਰੇ ਨਾਮ ਦਾ ਧੰਨਵਾਦ ਕਰਾਂਗੇ। ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 9] ਪਰ ਤੂੰ ਸਾਨੂੰ ਤਿਆਗਿਆ ਅਤੇ ਬੇਪਤ ਕੀਤਾ ਹੈ, ਅਤੇ ਸਾਡੀਆਂ ਸੈਨਾਂ ਨਾਲ ਨਹੀਂ ਚੱਲਦਾ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 10] ਤੂੰ ਵਿਰੋਧੀਆਂ ਦੇ ਸਾਹਮਣਿਓਂ ਸਾਨੂੰ ਪਿਛਾਂਹ ਹਟਾਉਂਦਾ ਹੈਂ, ਅਤੇ ਸਾਡੇ ਈਰਖਾ ਕਰਨ ਵਾਲੇ ਆਪਣੇ ਲਈ ਲੁੱਟ ਮਾਰ ਕਰਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 11] ਤੂੰ ਸਾਨੂੰ ਖਾਧੀਆਂ ਜਾਣ ਵਾਲੀਆਂ ਭੇਡਾਂ ਵਾਂਗੂੰ ਬਣਾਉਂਦਾ ਹੈ, ਅਤੇ ਪਰਾਈਆਂ ਕੌਮਾਂ ਵਿੱਚ ਤੂੰ ਸਾਨੂੰ ਖਿੰਡਾ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 12] ਤੂੰ ਆਪਣੀ ਪਰਜਾ ਨੂੰ ਮੁਖ਼ਤ ਵੇਚਦਾ ਹੈਂ, ਪਰ ਉਨ੍ਹਾਂ ਦੇ ਮੁੱਲ ਤੋਂ ਤੂੰ ਆਪਣਾ ਧਨ ਨਹੀਂ ਵਧਾਇਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 13] ਤੂੰ ਸਾਡੇ ਗੁਆਂਢੀਆਂ ਲਈ ਸਾਨੂੰ ਨਿੰਦਿਆ, ਅਤੇ ਆਲੇ-ਦੁਆਲੇ ਰਹਿਣ ਵਾਲਿਆਂ ਲਈ ਸਾਨੂੰ ਠੱਠਾ ਅਤੇ ਹਾਸੀ ਬਣਾਉਂਦਾ ਹੈਂ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 14] ਤੂੰ ਕੌਮਾਂ ਵਿੱਚ ਸਾਨੂੰ ਕਹਾਉਤ ਬਣਾਉਂਦਾ ਹੈਂ, ਅਤੇ ਉੱਮਤਾਂ ਵਿੱਚ ਸਿਰ ਹਿਲਾਉਣ ਦਾ ਕਾਰਨ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 15] ਸਾਰੇ ਦਿਨ ਮੇਰੀ ਲਾਜ ਮੇਰੀ ਪਰਤੱਖ਼ ਹੈ, ਅਤੇ ਮੇਰੇ ਮੂੰਹ ਦੀ ਨਮੋਸ਼ੀ ਨੇ ਮੈਨੂੰ ਢੱਕ ਦਿੱਤਾ ਹੈ,
[IRV | PA | OT | Psalms | Chapter 44 | Verse 16] ਤਰਾਣ ਦੇਣ ਵਾਲੇ ਅਤੇ ਕੁਫ਼ਰ ਬਕਣ ਵਾਲੇ ਦੀ ਅਵਾਜ਼ ਦੇ ਕਾਰਨ, ਅਤੇ ਵੈਰੀ ਤੇ ਵੱਟਾ ਲੈਣ ਵਾਲੇ ਦੇ ਕਾਰਨ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 17] ਇਹ ਸੱਭੋ ਕੁਝ ਸਾਡੇ ਉੱਤੇ ਬੀਤਿਆ ਹੈ, ਪਰ ਅਸੀਂ ਤੈਨੂੰ ਨਹੀਂ ਵਿਸਾਰਿਆ, ਨਾ ਤੇਰੇ ਨੇਮ ਵਿੱਚ ਬੇਈਮਾਨੀ ਕੀਤੀ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 18] ਸਾਡਾ ਮਨ ਪਿਛਾਂਹ ਨਹੀਂ ਹਟਿਆ, ਨਾ ਸਾਡੇ ਪੈਰ ਤੇਰੇ ਮਾਰਗ ਤੋਂ ਮੁੜੇ,
[IRV | PA | OT | Psalms | Chapter 44 | Verse 19] ਭਾਵੇਂ ਤੂੰ ਗਿੱਦੜਾਂ ਦੇ ਥਾਂ ਵਿੱਚ ਸਾਨੂੰ ਕੁਚਲਿਆ ਹੈ, ਅਤੇ ਮੌਤ ਦੀ ਛਾਇਆ ਹੇਠ ਸਾਨੂੰ ਢੱਕ ਦਿੱਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 20] ਜੇ ਅਸੀਂ ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਦੇ ਨਾਮ ਨੂੰ ਵਿਸਾਰਿਆ ਹੈ, ਅਥਵਾ ਓਪਰੇ ਦੇਵਤੇ ਵੱਲ ਆਪਣੇ ਹੱਥ ਅੱਡੇ ਹਨ,
[IRV | PA | OT | Psalms | Chapter 44 | Verse 21] ਤਾਂ ਭਲਾ, ਪਰਮੇਸ਼ੁਰ ਇਸ ਗੱਲ ਦਾ ਖੋਜ ਨਾ ਕਰੇਗਾ? ਉਹ ਤਾਂ ਮਨ ਦੀਆਂ ਗੁਪਤ ਗੱਲਾਂ ਨੂੰ ਜਾਣਦਾ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 44 | Verse 22] ਹਾਂ, ਅਸੀਂ ਤੇਰੇ ਨਾਲ ਦਿਨ ਭਰ ਜਾਨੋਂ ਮਾਰੇ ਜਾਂਦੇ ਹਾਂ, ਅਸੀਂ ਕੋਹੀਆਂ ਜਾਣ ਵਾਲੀਆਂ ਭੇਡਾਂ ਦੇ ਤੁੱਲ ਗਿਣੇ ਜਾਂਦੇ ਹਾਂ!।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 23] ਹੇ ਪ੍ਰਭੂ, ਜਾਗ! ਤੂੰ ਕਾਹਨੂੰ ਸੁੱਤਾ ਹੈਂ? ਜਾਗ ਉੱਠ! ਸਦਾ ਤੱਕ ਸਾਨੂੰ ਤਿਆਗ ਨਾ ਦੇ।
[IRV | PA | OT | Psalms | Chapter 44 | Verse 24] ਤੂੰ ਆਪਣਾ ਮੂੰਹ ਕਾਹਨੂੰ ਲੁਕਾਉਂਦਾ ਹੈਂ, ਅਤੇ ਸਾਡੇ ਦੁੱਖ ਅਤੇ ਦਬਾਓ ਨੂੰ ਵਿਸਾਰਦਾ ਹੈਂ?
[IRV | PA | OT | Psalms | Chapter 44 | Verse 25] ਕਿਉਂ ਜੋ ਸਾਡੀ ਜਾਨ ਖਾਕ ਤੱਕ ਝੁੱਕ ਗਈ ਹੈ, ਸਾਡਾ ਢਿੱਡ ਭੋਂ ਨਾਲ ਲੱਗ ਗਿਆ ਹੈ!
[IRV | PA | OT | Psalms | Chapter 44 | Verse 26] ਉੱਠ, ਸਾਡੀ ਸਹਾਇਤਾ ਕਰ, ਅਤੇ ਆਪਣੀ ਦਯਾ ਦੇ ਨਮਿੱਤ ਸਾਨੂੰ ਛੁਟਕਾਰਾ ਦੇ!।
