[IRV | PA | OT | Psalms | Chapter 9 | Verse 1] ਹੇ ਯਹੋਵਾਹ, ਮੈਂ ਆਪਣੇ ਸਾਰੇ ਦਿਲ ਨਾਲ ਤੇਰਾ ਧੰਨਵਾਦ ਕਰਾਂਗਾ, ਮੈਂ ਤੇਰੇ ਸਾਰੇ ਅਚਰਜ਼ ਕੰਮਾਂ ਦਾ ਵਰਣਨ ਕਰਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 2] ਮੈਂ ਤੈਥੋਂ ਖੁਸ਼ ਅਤੇ ਬਾਗ-ਬਾਗ ਹੋਵਾਂਗਾ, ਹੇ ਅੱਤ ਮਹਾਨ, ਮੈਂ ਤੇਰੇ ਨਾਮ ਦੀ ਉਸਤਤ ਗਾਵਾਂਗਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 3] ਜਦ ਮੇਰੇ ਵੈਰੀ ਪਿਛਾਂਹ ਮੁੜਦੇ ਹਨ, ਉਹ ਤੇਰੇ ਸਾਹਮਣਿਓਂ ਠੇਡਾ ਖਾ ਕੇ ਨਾਸ ਹੋ ਜਾਂਦੇ ਹਨ,
[IRV | PA | OT | Psalms | Chapter 9 | Verse 4] ਕਿਉਂ ਜੋ ਤੂੰ ਮੇਰਾ ਨਿਆਂ ਅਤੇ ਮੇਰਾ ਫ਼ੈਸਲਾ ਕੀਤਾ ਹੈ, ਤੂੰ ਸਿੰਘਾਸਣ ਉੱਤੇ ਬੈਠ ਕੇ ਸੱਚਾ ਨਿਆਂ ਕੀਤਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 5] ਤੂੰ ਪਰਾਈਆਂ ਕੌਮਾਂ ਨੂੰ ਝਿੜਕਿਆ ਹੈ, ਤੂੰ ਦੁਸ਼ਟਾਂ ਦਾ ਨਾਸ ਕੀਤਾ ਹੈ, ਤੂੰ ਸਦੀਪਕ ਕਾਲ ਲਈ ਉਨ੍ਹਾਂ ਦਾ ਨਾਮ ਮਿਟਾ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 6] ਵੈਰੀ ਉਜੜੇ ਥਾਵਾਂ ਵਿੱਚ ਸਦਾ ਲਈ ਮੁੱਕ ਗਏ, ਅਤੇ ਜਿਹੜੇ ਨਗਰ ਤੂੰ ਢਾਹ ਦਿੱਤੇ, ਉਨ੍ਹਾਂ ਦਾ ਚੇਤਾ ਵੀ ਮਿਟ ਗਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 7] ਪਰੰਤੂ ਯਹੋਵਾਹ ਸਦਾ ਹੀ ਬਿਰਾਜਮਾਨ ਹੈ, ਉਸ ਨੇ ਆਪਣੇ ਸਿੰਘਾਸਣ ਨੂੰ ਨਿਆਂ ਦੇ ਲਈ ਕਾਇਮ ਕਰ ਰੱਖਿਆ ਹੈ
[IRV | PA | OT | Psalms | Chapter 9 | Verse 8] ਅਤੇ ਉਹ ਧਰਮ ਨਾਲ ਜਗਤ ਦਾ ਨਿਆਂ ਕਰੇਗਾ, ਉਹ ਸਚਿਆਈ ਨਾਲ ਉੱਮਤਾਂ ਦਾ ਫੈਸਲਾ ਕਰੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 9] ਯਹੋਵਾਹ ਸਤਾਏ ਹੋਏ ਦੇ ਲਈ ਇੱਕ ਉੱਚਾ ਗੜ੍ਹ ਹੋਵੇਗਾ, ਹਾਂ, ਬਿਪਤਾ ਦੇ ਸਮੇਂ ਲਈ ਇੱਕ ਉੱਚਾ ਗੜ੍ਹ ਹੋਵੇਗਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 10] ਤੇਰੇ ਨਾਮ ਦੇ ਜਾਨਣ ਵਾਲੇ ਤੇਰੇ ਉੱਤੇ ਭਰੋਸਾ ਰੱਖਦੇ ਹਨ, ਕਿਉਂ ਜੋ ਹੇ ਯਹੋਵਾਹ, ਤੂੰ ਆਪਣਿਆਂ ਤਾਲਿਬਾਂ ਨੂੰ ਤਿਆਗ ਨਹੀਂ ਦਿੱਤਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 11] ਯਹੋਵਾਹ ਦੀ ਉਸਤਤ ਗਾਓ ਜਿਹੜਾ ਸੀਯੋਨ ਵਿੱਚ ਵੱਸਦਾ ਹੈ, ਲੋਕਾਂ ਵਿੱਚ ਉਹ ਦੇ ਕੰਮਾਂ ਦਾ ਪਰਚਾਰ ਕਰੋ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 12] ਜਦ ਉਹ ਖੂਨ ਦੀ ਪੁੱਛ-ਗਿੱਛ ਕਰਦਾ ਹੈ ਉਹ ਉਹਨਾਂ ਨੂੰ ਚੇਤੇ ਕਰਦਾ ਹੈ, ਉਹ ਮਸਕੀਨਾਂ ਦੀ ਦੁਹਾਈ ਨਹੀਂ ਭੁੱਲਦਾ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 13] ਹੇ ਯਹੋਵਾਹ, ਮੇਰੇ ਉੱਤੇ ਦਯਾ ਕਰ, ਤੂੰ ਜੋ ਮੈਨੂੰ ਮੌਤ ਦੇ ਫਾਟਕਾਂ ਤੋਂ ਉੱਠਾ ਲੈਂਦਾ ਹੈ, ਮੇਰੇ ਕਲੇਸ਼ ਉੱਤੇ ਜਿਹੜਾ ਮੇਰੇ ਵੈਰੀਆਂ ਵੱਲੋਂ ਹੈ ਨਜ਼ਰ ਕਰ,
[IRV | PA | OT | Psalms | Chapter 9 | Verse 14] ਤਾਂ ਜੋ ਮੈਂ ਸੀਯੋਨ ਦੇ ਲੋਕਾਂ ਦੇ ਫਾਟਕਾਂ ਵਿੱਚ ਤੇਰੀ ਸਾਰੀ ਉਸਤਤ ਦਾ ਪਰਚਾਰ ਕਰਾਂ, ਅਤੇ ਮੈਂ ਤੇਰੇ ਬਚਾਓ ਤੋਂ ਖੁਸ਼ ਹੋਵਾਂ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 15] ਜਿਹੜਾ ਟੋਆ ਪਰਾਈਆਂ ਕੌਮਾਂ ਨੇ ਪੁੱਟਿਆ ਸੀ ਉਸ ਵਿੱਚ ਓਹ ਆਪ ਡਿੱਗ ਪਈਆਂ ਹਨ, ਜਿਹੜੀ ਫਾਹੀ ਉਹਨਾਂ ਨੇ ਛਿਪਾਈ ਸੀ ਉਸੇ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦਾ ਆਪਣਾ ਪੈਰ ਫਸ ਗਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 16] ਯਹੋਵਾਹ ਉਜਾਗਰ ਹੋਇਆ ਹੈ, ਉਸੇ ਨੇ ਨਿਆਂ ਕੀਤਾ ਹੈ, ਦੁਸ਼ਟ ਨੂੰ ਉਸੇ ਦੇ ਹੱਥ ਦੇ ਕੰਮ ਵਿੱਚ ਉਸ ਨੇ ਫਸਾ ਦਿੱਤਾ ਹੈ। ਹਿੱਗਯੋਨ ਸਲਹ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 17] ਦੁਸ਼ਟ ਪਤਾਲ ਵਿੱਚ ਮੁੜ੍ਹ ਜਾਣਗੇ, ਉਹ ਸਾਰੀਆਂ ਕੌਮਾਂ ਜਿਹੜੀਆਂ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਵਿਸਾਰ ਦਿੰਦੀਆਂ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 18] ਕੰਗਾਲ ਤਾਂ ਸਦਾ ਵਿਸਰੇ ਨਹੀਂ ਰਹਿਣਗੇ, ਨਾ ਮਸਕੀਨਾਂ ਦੀ ਆਸ਼ਾ ਹਮੇਸ਼ਾ ਲਈ ਨਸ਼ਟ ਹੋਵੇਗੀ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 19] ਉੱਠ, ਹੇ ਯਹੋਵਾਹ, ਇਨਸਾਨ ਨੂੰ ਪਰਬਲ ਨਾ ਹੋਣ ਦੇ! ਤੇਰੇ ਸਨਮੁਖ ਪਰਾਈਆਂ ਕੌਮਾਂ ਦਾ ਨਿਆਂ ਕੀਤਾ ਜਾਵੇ।
[IRV | PA | OT | Psalms | Chapter 9 | Verse 20] ਹੇ ਯਹੋਵਾਹ, ਉਹਨਾਂ ਨੂੰ ਭੈਜਲ ਪਾ, ਪਰਾਈਆਂ ਕੌਮਾਂ ਆਪਣੇ ਆਪ ਨੂੰ ਨਿਰਾ ਇਨਸਾਨ ਹੀ ਜਾਣਨ। ਸਲਹ।
