[IRV | PA | OT | Psalms | Chapter 69 | Verse 1] ਹੇ ਪਰਮੇਸ਼ੁਰ ਮੈਨੂੰ ਬਚਾ ਲੈ, ਪਾਣੀ ਮੇਰੀ ਜਾਨ ਤੱਕ ਜੋ ਆਏ ਹਨ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 2] ਮੈਂ ਡਾਢੇ ਚਿੱਕੜ ਵਿੱਚ ਧੱਸ ਚੱਲਿਆ ਹਾਂ, ਜਿੱਥੇ ਖਲੋਤਾ ਨਹੀਂ ਜਾਂਦਾ, ਮੈਂ ਡੂੰਘੇ ਪਾਣੀ ਵਿੱਚ ਪੈ ਗਿਆ, ਜਿੱਥੇ ਹੜ੍ਹ ਮੇਰੇ ਉੱਤੋਂ ਦੀ ਲੰਘਦਾ ਜਾਂਦਾ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 3] ਮੈਂ ਪੁਕਾਰਦਾ ਪੁਕਾਰਦਾ ਥੱਕ ਗਿਆ, ਮੇਰਾ ਸੰਘ ਬਹਿ ਗਿਆ, ਆਪਣੇ ਪਰਮੇਸ਼ੁਰ ਨੂੰ ਉਡੀਕਦਿਆਂ-ਉਡੀਕਦਿਆਂ ਮੇਰੀਆਂ ਅੱਖੀਆਂ ਰਹਿ ਗਈਆਂ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 4] ਜਿਹੜੇ ਧਿਗਾਣੇ ਮੇਰੇ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਹਨ, ਓਹ ਮੇਰੇ ਸਿਰ ਦੇ ਵਾਲਾਂ ਨਾਲੋਂ ਵੀ ਬਹੁਤ ਹਨ, ਮੇਰੇ ਵਾਢੂ ਜਿਹੜੇ ਨਹੱਕ ਮੇਰੇ ਨਾਲ ਵੈਰ ਰੱਖਦੇ ਹਨ ਬਲਵੰਤ ਹਨ, ਜੋ ਮੈਂ ਨਹੀਂ ਲੁੱਟਿਆ, ਓਹ ਮੈਨੂੰ ਮੋੜਨਾ ਪਿਆ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 5] ਹੇ ਪਰਮੇਸ਼ੁਰ, ਤੂੰ ਮੇਰੀ ਮੂਰਖਤਾਈ ਨੂੰ ਜਾਣਦਾ ਹੈਂ, ਅਤੇ ਮੇਰੇ ਅਪਰਾਧ ਤੈਥੋਂ ਲੁਕੇ ਹੋਏ ਨਹੀਂ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 6] ਹੇ ਪ੍ਰਭੂ, ਸੈਨਾਂ ਦੇ ਯਹੋਵਾਹ, ਜਿਹੜੇ ਤੈਨੂੰ ਉਡੀਕਦੇ ਹਨ, ਓਹ ਮੇਰੇ ਕਾਰਨ ਲੱਜਿਆਵਾਨ ਨਾ ਹੋਣ! ਹੇ ਇਸਰਾਏਲ ਦੇ ਪਰਮੇਸ਼ੁਰ ਜਿਹੜੇ ਤੈਨੂੰ ਭਾਲਦੇ ਹਨ, ਉਨ੍ਹਾਂ ਦੇ ਮੇਰੇ ਕਾਰਨ ਮੂੰਹ ਕਾਲੇ ਨਾ ਹੋਣ!।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 7] ਮੈਂ ਤੇਰੇ ਹੀ ਕਾਰਨ ਨਿੰਦਾ ਸਹੀ, ਲਾਜ ਨੇ ਮੇਰੇ ਮੂੰਹ ਨੂੰ ਢੱਕ ਲਿਆ ਹੈ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 8] ਮੈਂ ਆਪਣੇ ਭਰਾਵਾਂ ਵਿੱਚ ਬੇਗਾਨਾ, ਅਤੇ ਮਾਂ-ਜਾਇਆਂ ਵਿੱਚ ਗੈਰ ਹੋਇਆ ਹਾਂ,
[IRV | PA | OT | Psalms | Chapter 69 | Verse 9] ਕਿਉਂ ਜੋ ਤੇਰੇ ਘਰ ਦੀ ਗ਼ੈਰਤ ਮੈਨੂੰ ਖਾ ਗਈ ਹੈ, ਅਤੇ ਤੇਰੇ ਨਿੰਦਕਾਂ ਦੀਆਂ ਨਿੰਦਿਆਂ ਮੇਰੇ ਉੱਤੇ ਆ ਪਈਆਂ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 10] ਜਦ ਮੈਂ ਰੋ-ਰੋ ਕੇ ਅਤੇ ਵਰਤ ਰੱਖ ਕੇ ਆਪਣੀ ਜਾਨ ਨੂੰ ਖਪਾਇਆ, ਤਾਂ ਇਹ ਵੀ ਮੇਰੇ ਲਈ ਨਿੰਦਿਆ ਦਾ ਕਾਰਨ ਹੋਇਆ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 11] ਜਦ ਮੈਂ ਤੱਪੜ ਆਪਣਾ ਬਿਸਤਰ ਬਣਾਇਆ, ਤਾਂ ਮੈਂ ਉਨ੍ਹਾਂ ਦੀ ਕਹਾਉਤ ਬਣਿਆ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 12] ਸ਼ਹਿਰ ਦੇ ਫਾਟਕ ਵਿੱਚ ਬੈਠਣ ਵਾਲੇ ਮੇਰੀ ਚਰਚਾ ਕਰਦੇ ਹਨ, ਅਤੇ ਸ਼ਰਾਬੀ ਮੇਰੇ ਉੱਤੇ ਸਿੱਠਾਂ ਜੋੜਦੇ ਹਨ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 13] ਪਰ ਹੇ ਯਹੋਵਾਹ, ਮੇਰੀ ਪ੍ਰਾਰਥਨਾ ਠੀਕ ਵੇਲੇ ਸਿਰ ਤੇਰੇ ਹੀ ਅੱਗੇ ਹੈ, ਹੇ ਪਰਮੇਸ਼ੁਰ, ਆਪਣੀ ਡਾਢੀ ਦਯਾ ਨਾਲ, ਅਤੇ ਆਪਣੇ ਸੱਚੇ ਬਚਾਓ ਨਾਲ ਮੈਨੂੰ ਉੱਤਰ ਦੇ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 14] ਮੈਨੂੰ ਚਿੱਕੜ ਵਿੱਚੋਂ ਕੱਢ ਲੈ ਕਿ ਮੈਂ ਖੁੱਭ ਨਾ ਜਾਂਵਾਂ, ਮੈਂ ਆਪਣੇ ਵੈਰੀਆਂ ਤੋਂ ਅਤੇ ਡੂੰਘੇ ਪਾਣੀਆਂ ਤੋਂ ਛੁਡਾਇਆ ਜਾਂਵਾਂ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 15] ਪਾਣੀ ਦੀ ਛੱਲ ਮੇਰੇ ਉੱਤੇ ਨਾ ਆ ਜਾਵੇ, ਨਾ ਡੂੰਘ ਮੈਨੂੰ ਨਿਗਲੇ, ਨਾ ਗੋਰ ਮੇਰੇ ਉੱਤੇ ਮੂੰਹ ਮੀਟ ਲਵੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 16] ਹੇ ਯਹੋਵਾਹ, ਮੈਨੂੰ ਉੱਤਰ ਦੇ ਕਿਉਂ ਜੋ ਤੇਰੀ ਦਯਾ ਭਲੀ ਹੈ, ਆਪਣੀਆਂ ਬੇਓੜਕ ਰਹਮਤਾਂ ਦੇ ਅਨੁਸਾਰ ਮੇਰੀ ਵੱਲ ਮੂੰਹ ਕਰ,
[IRV | PA | OT | Psalms | Chapter 69 | Verse 17] ਅਤੇ ਆਪਣੇ ਦਾਸ ਤੋਂ ਆਪਣਾ ਮੂੰਹ ਨਾ ਲੁਕਾ, ਕਿਉਂ ਜੋ ਮੈਂ ਡਾਢਾ ਔਖਾ ਹਾਂ! ਛੇਤੀ ਮੈਨੂੰ ਉੱਤਰ ਦੇ।
[IRV | PA | OT | Psalms | Chapter 69 | Verse 18] ਮੇਰੇ ਨੇੜੇ ਆ ਅਤੇ ਮੈਨੂੰ ਛੁਡਾ, ਅਤੇ ਮੇਰੀਆਂ ਵੈਰੀਆਂ ਦੇ ਕਾਰਨ ਮੈਨੂੰ ਛੁਟਕਾਰਾ ਦੇ!
[IRV | PA | OT | Psalms | Chapter 69 | Verse 19] ਮੇਰੀ ਨਿੰਦਿਆ, ਮੇਰੀ ਲਾਜ ਅਤੇ ਮੇਰੀ ਬੇਪਤੀ ਨੂੰ ਤੂੰ ਜਾਣਦਾ ਹੈਂ, ਮੇਰੇ ਸਭ ਵਿਰੋਧੀ ਤੇਰੇ ਅੱਗੇ ਹਨ।
