[LXX | EL | OT | Isaiah | Chapter 23 | Verse 1] Ὀλολύξατε, πλοῖα Καρχηδόνος, ὅτι ἀπώλετο, καὶ οὐκέτι ἔρχονται ἐκ γῆς Κιτιαίων, ἦκται αἰχμάλωτος.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 2] Τίνι ὅμοιοι γεγόνασιν οἱ ἐνοικοῦντες ἐν τῇ νήσῳ, μετάβολοι Φοινίκης, διαπερῶντες τὴν θάλασσαν
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 3] ἐν ὕδατι πολλῷ, σπέρμα μετάβολων; ὡς ἀμητοῦ εἰσφερομένου, οἱ μεταβόλοι τῶν ἐθνῶν.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 4] αἰσχύνθητι Σιδὼν, εἶπεν ἡ θάλασσα· ἡ δὲ ἰσχὺς τῆς θαλάσσης εἶπεν, οὐκ ὤδινον, οὐδὲ ἔτεκον, οὐδὲ ἐξέθρεψα νεανίσκους, οὐδὲ ὕψωσα παρθένους.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 5] Ὅταν δὲ ἀκουστὸν γένηται Αἰγύπτῳ, λήμψεται αὐτοὺς ὀδύνη περὶ Τύρου.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 6] Ἀπέλθατε εἰς Καρχηδόνα, ὀλολύξατε οἱ κατοικοῦντες ἐν τῇ νήσῳ ταύτῃ.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 7] Οὐχ αὕτη ἦν ὑμῶν ἡ ὕβρις ἀπʼ ἀρχῆς, πρινὴ παραδοθῆναι αὐτήν;
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 8] Τίς ταῦτα ἐβούλευσεν ἐπὶ Τύρον; μὴ ἥσσων ἐστίν, ἢ οὐκ ἰσχύει; οἱ ἔμποροι αὐτῆς ἔνδοξοι ἄρχοντες τῆς γῆς.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 9] Κύριος σαβαὼθ ἐβουλεύσατο παραλῦσαι πᾶσαν τὴν ὕβριν τῶν ἐνδόξων, καὶ ἀτιμάσαι πᾶν ἔνδοξον ἐπὶ τῆς γῆς.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 10] Ἐργάζου τὴν γῆν σου, καὶ γὰρ πλοῖα οὐκέτι ἔρχεται ἐκ Καρχηδόνος.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 11] Ἡ δὲ χείρ σου οὐκέτι ἰσχύει κατὰ θάλασσαν, ἡ παροξύνουσα βασιλεῖς· Κύριος σαβαὼθ ἐνετείλατο περὶ Χαναὰν ἀπολέσαι αὐτῆς τὴν ἰσχύν.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 12] Καὶ ἐροῦσιν, οὐκέτι οὐ μὴ προστεθῆτε τοῦ ὑβρίζειν καὶ ἀδικεῖν τὴν θυγατέρα Σιδῶνος· καὶ ἐὰν ἀπέλθῃς εἰς Κιτιεῖς, οὐδὲ ἐκεῖ ἀνάπαυσις ἔσται σοι·
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 13] Καὶ εἰς γῆν Χαλδαίων, καὶ αὕτη ἠρήμωται ἀπὸ τῶν Ἀσσυρίων, ὅτι ὁ τοῖχος αὐτῆς πέπτωκεν.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 14] Ὀλολύξατε πλοῖα Καρχηδόνος, ὅτι ἀπόλωλε τὸ ὀχύρωμα ὑμῶν.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 15] Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ, καταλειφθήσεται Τύρος ἔτη ἑβδομήκοντα, ὡς χρόνος βασιλέως, ὡς χρόνος ἀνθρώπου· καὶ ἔσται μετὰ ἑβδομήκοντα ἔτη, ἔσται Τύρος ὡς ᾆσμα πόρνης.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 16] Λάβε κιθάραν, ῥέμβευσον πόλις πόρνη ἐπιλελησμένη, καλῶς κιθάρισον, πολλὰ ᾆσον, ἵνα σου μνεία γένηται.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 17] Καὶ ἔσται μετὰ τὰ ἑβδομήκοντα ἔτη, ἐπισκοπὴν ποιήσει ὁ Θεὸς Τύρου, καὶ πάλιν ἀποκαταστήσεται εἰς τὸ ἀρχαῖον, καὶ ἔσται ἐμπόριον πάσαις ταῖς βασιλείαις τῆς οἰκουμένης ἐπὶ πρόσωπον τῆς γῆς.
[LXX | EL | OT | Isaiah | Chapter 23 | Verse 18] Καὶ ἔσται αὐτῆς ἡ ἐμπορία καὶ ὁ μισθὸς ἅγιον Κυρίῳ· οὐκ αὐτοῖς συναχθήσεται, ἀλλὰ τοῖς κατοικοῦσιν ἔναντι Κυρίου, πᾶσα ἡ ἐμπορία αὐτῆς, φαγεῖν καὶ πιεῖν καὶ ἐμπλησθῆναι, καὶ εἰς συμβολὴν μνημόσυνον ἔναντι Κυρίου.
