[LXX | EL | OT | Isaiah | Chapter 22 | Verse 1] Τί ἐγένετό σοι, ὅτι νῦν ἀνέβητε πάντες εἰς δώματα μάταια;
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 2] Ἐνεπλήσθη ἡ πόλις βοώντων, οἱ τραυματίαι σου οὐ τραυματίαι ἐν μαχαίραις, οὐδὲ οἱ νεκροί σου νεκροὶ πολέμων.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 3] Πάντες οἱ ἄρχοντές σου πεφεύγασι, καὶ οἱ ἁλόντες σκληρῶς δεδεμένοι εἰσί, καὶ οἱ ἰσχύοντες ἐν σοὶ πόῤῥω πεφεύγασι.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 4] Διὰ τοῦτο εἶπα, ἄφετέ με, πικρῶς κλαύσομαι· μὴ κατισχύσητε παρακαλεῖν με ἐπὶ τὸ σύντριμμα τῆς θυγατρὸς τοῦ γένους μου,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 5] ὅτι ἡμέρα ταραχῆς καὶ ἀπωλείας καὶ καταπατήματος, καὶ πλάνησις παρὰ Κυρίου σαβαώθ· ἐν φάραγγι Σιὼν πλανῶνται, ἀπὸ μικροῦ ἕως μεγάλου πλανῶνται ἐπὶ τὰ ὄρη.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 6] Οἱ δὲ Ἐλαμεῖται ἔλαβον φαρέτρας, καὶ ἀναβάται ἄνθρωποι ἐφʼ ἵππους, καὶ συναγωγὴ παρατάξεως.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 7] Καὶ ἔσονται αἱ ἐκλεκταὶ φάραγγές σου, πλησθήσονται ἁρμάτων, οἱ δὲ ἱππεῖς ἐμφράξουσι τὰς πύλας σου,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 8] καὶ ἀνακαλύψουσι τὰς πύλας Ἰούδα· καὶ ἐμβλέψονται τῇ ἡμέρᾳ ἐκείνῃ εἰς τοὺς ἐκλεκτοὺς οἴκους τῆς πόλεως·
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 9] Καὶ ἀνακαλύψουσι τὰ κρυπτὰ τῶν οἴκων τῆς ἄκρας Δαυείδ· καὶ εἴδοσαν, ὅτι πλείους εἰσί, καὶ ὅτι ἀπέστρεψε τὸ ὕδωρ τῆς ἀρχαίας κολυμβήθρας εἰς τὴν πόλιν,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 10] καὶ ὅτι καθείλοσαν τοὺς οἴκους Ἱερουσαλὴμ εἰς ὀχυρώματα τείχους τῇ πόλει.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 11] Καὶ ἐποιήσατε ἑαυτοῖς ὕδωρ ἀναμέσον τῶν δύο τειχῶν ἐσώτερον τῆς κολυμβήθρας τῆς ἀρχαίας, καὶ οὐκ ἐνεβλέψατε εἰς τὸν ἀπʼ ἀρχῆς ποιήσαντα αὐτὴν, καὶ τὸν κτίσαντα αὐτὴν οὐκ εἴδετε.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 12] Καὶ ἐκάλεσε Κύριος Κύριος σαβαὼθ ἐν τῇ ἡμέρᾳ ἐκείνῃ κλαυθμὸν καὶ κοπετὸν, καὶ ξύρησιν καὶ ζῶσιν σάκκων,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 13] αὐτοὶ δὲ ἐποιήσαντο εὐφροσύνην καὶ ἀγαλλίαμα, σφάζοντες μόσχους, καὶ θύοντες πρόβατα, ὥστε φαγεῖν κρέατα, καὶ πιεῖν οἶνον, λέγονες, φάγωμεν καὶ πίωμεν, αὔριον γὰρ ἀποθνήσκομεν.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 14] Καὶ ἀνακεκαλυμμένα ταῦτά ἐστιν ἐν τοῖς ὠσὶ Κυρίου σαβαὼθ, ὅτι οὐκ ἀφεθήσεται ὑμῖν αὕτη ἡ ἁμαρτία, ἕως ἂν ἀποθάνητε.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 15] Τάδε λέγει Κύριος σαβαὼθ, πορεύου εἰς τὸ παστοφόριον, πρὸς Σομνᾶν τὸν ταμίαν, καὶ εἰπὸν αὐτῷ,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 16] τί σὺ ὧδε καὶ τί σοί ἐστιν ὧδε; ὅτι ἐλατόμησας σεαυτῷ ὧδε μνημεῖον, καὶ ἐποίησας σεαυτῷ ἐν ὑψηλῷ μνημεῖον, καὶ ἔγραψας σεαυτῷ ἐν πέτρᾳ σκηνήν;
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 17] Ἰδοὺ δὴ Κύριος σαβαὼθ ἐκβάλλει καὶ ἐκτρίψει ἄνδρα, καὶ ἀφελεῖ τὴν στολήν σου καὶ τὸν στέφανόν σου τὸν ἔνδοξον,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 18] καὶ ῥίψει σε εἰς χώραν μεγάλην καὶ ἀμέτρητον, καὶ ἐκεῖ ἀποθανῇ· καὶ θήσει τὸ ἅρμα σου τὸ καλὸν εἰς ἀτιμίαν, καὶ τὸν οἶκον τοῦ ἄρχοντός σου εἰς καταπάτημα.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 19] Καὶ ἀφαιρεθήσῃ ἐκ τῆς οἰκονομίας σου καὶ ἐκ τῆς στάσεώς σου.
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 20] Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ καὶ καλέσω τὸν παῖδά μου Ἐλιακεὶμ τὸν τοῦ Χελκίου,
[LXX | EL | OT | Isaiah | Chapter 22 | Verse 21] καὶ ἐνδύσω αὐτὸν τὴν στολήν σου, καὶ τὸν στέφανόν σου δώσω αὐτῷ κατὰ κράτος, καὶ τὴν οἰκονομίαν σου δώσω εἰς τὰς χεῖρας αὐτοῦ· καὶ ἔσται ὡς πατὴρ τοῖς ἐνοικοῦσιν ἐν Ἱερουσαλὴμ, καὶ τοῖς ἐνοικοῦσιν ἐν Ἰούδᾳ.
