[LXX | EL | OT | Isaiah | Chapter 37 | Verse 1] Καὶ ἐγένετο ἐν τῷ ἀκοῦσαι τὸν βασιλέα Ἐζεκίαν, ἔσχισε τὰ ἱμάτια, καὶ περιεβάλετο σάκκον, καὶ ἀνέβη εἰς τὸν οἶκον Κυρίου.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 2] Καὶ ἀπέστειλεν Ἑλιακεὶμ τὸν οἰκονόμον, καὶ Σόμνᾶν τὸν γραμματέα, καὶ τοὺς πρεσβυτέρους τῶν ἱερέων περιβεβλημένους σάκκους, πρὸς Ἠσαΐαν υἱὸν Ἀμὼς τὸν προφήτην.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 3] Καὶ εἶπαν αὐτῷ, τάδε λέγει Ἐζεκίας, ἡμέρα, θλίψεως καὶ ὀνειδισμοῦ καὶ ἐλεγμοῦ καὶ ὀργῆς ἡ σήμερον ἡμέρα, ὅτι ἥκει ἡ ὠδὶν τῇ τικτούσῃ, ἰσχὺν δὲ οὐκ ἔχει τοῦ τεκεῖν.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 4] Εἰσακούσαι Κύριος ὁ Θεός σου τοὺς λόγους Ῥαβσάκου, οὓς ἀπέστειλε βασιλεὺς Ἀσσυρίων, ὀνειδίζειν Θεὸν ζῶντα, καὶ ὀνειδίζειν λόγους οὓς ἤκουσε Κύριος ὁ Θεός σου, καὶ δεηθήσῃ πρὸς Κύριόν σου περὶ τῶν καταλελειμμένων τούτων.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 5] Καὶ ἦλθον οἱ παῖδες τοῦ βασιλέως Ἐζεκίου πρὸς Ἡσαΐαν.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 6] Καὶ εἶπεν αὐτοῖς Ἡσαΐας, οὕτως ἐρεῖτε πρὸς τὸν κύριον ὑμῶν, τάδε λέγεἱ Κύριος, μὴ φοβηθῇς ἀπὸ τῶν λόγων ὧν ἤκουσας, οὓς ὠνείδισάν με οἱ πρέσβεις βασιλέως Ἀσσυρίων.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 7] Ἰδοὺ ἐγὼ ἐμβάλλω εἰς αὐτὸν πνεῦμα, καὶ ἀκούσας ἀγγελίαν, ἀποστραφήσεται εἰς τὴν χώραν αὐτοῦ, καὶ πεσεῖται μαχαίρᾳ ἐν τῇ γῇ αὐτοῦ.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 8] Καὶ ἀπέστρεψε Ῥαβσάκης, καὶ κατέλαβε τὸν βασιλέα Ἀσσυρίων πολιορκοῦντα Λοβνάν· καὶ ἤκουσεν ὅτι ἀπῇρεν ἀπὸ Λαχίς.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 9] Καὶ ἐξῆλθε Θαρακὰ βασιλεὺς Αἰθιόπων πολιορκῆσαι αὐτόν· καὶ ἀκούσας ἀπέστρεψε, καὶ ἀπέστειλεν ἀγγέλους πρὸς Ἐζεκίαν, λέγων,
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 10] οὕτως ἐρεῖτε Ἐζεκίᾳ βασιλεῖ τῆς Ἰουδαίας, μή σε ἀπατάτω ὁ Θεός σου, ἐφʼ ᾧ πέποιθας ἐπʼ αὐτῷ, λέγων, οὐ μὴ παραδοθῇ Ἱερουσαλὴμ ἐν χειρὶ βασιλέως Ἀσσυρίων.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 11] Σὺ οὐκ ἤκουσας ἃ ἐποίησαν βασιλεῖς Ἀσσυρίων, πᾶσαν τὴν γῆν ὡς ἀπώλεσαν; καὶ σὺ ῥυσθήσῃ;
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 12] Μὴ ἐῤῥύσαντο αὐτοὺς οἱ θεοὶ τῶν ἐθνῶν, οὓς ἀπώλεσαν οἱ πατέρες μου, τήν τε Γωζᾶν, καὶ Χαῤῥὰν, καὶ Ῥαφὲθ, αἵ εἰσιν ἐν χώρᾳ Θεεμάθ;
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 13] Ποῦ εἰσι βασιλεῖς Ἐμάθ; καὶ ποῦ Ἀρφάθ; καὶ ποῦ πόλεως Ἐπφαρουαὶμ, Ἀναγονγάυα;
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 14] Καὶ ἔλαβεν Ἐζεκίας τὸ βιβλίον παρὰ τῶν ἀγγέλων, καὶ ἀνέγνω αὐτὸ, καὶ ἀνέβη εἰς οἶκον Κυρίου, καὶ ἤνοιξεν αὐτὸ ἐναντίον Κυρίου.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 15] Καὶ προσηύξατο Ἐζεκίας πρὸς Κύριον, λέγων,
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 16] Κύριος σαβαὼθ ὁ Θεὸς Ἰσραὴλ, ὁ καθήμενος ἐπὶ τῶν χερουβὶμ, σὺ εἶ ὁ Θεὸς μόνος πάσης βασιλείας τῆς οἰκουμένης, σὺ ἐποίησας τὸν οὐρανὸν καὶ τὴν γῆν·
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 17] Κλῖνον Κύριε τὸ οὖς σου, εἰσάκουσον Κύριε, ἄνοιξον Κύριε τοὺς ὀφθαλμούς σου, εἴσβλεψον Κύριε, καὶ ἴδε τοὺς λόγους Σενναχηρεὶμ, οὓς ἀπέστειλεν ὀνειδίζειν Θεὸν ζῶντα.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 18] Ἐπʼ ἀληθείας γὰρ Κύριε ἠρήμωσαν βασιλεῖς Ἀσσυρίων τὴν οἰκουμένην ὅλην, καὶ τὴν χώραν αὐτῶν,
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 19] καὶ ἀνέβαλον τὰ εἴδωλα αὐτῶν εἰς τὸ πῦρ· οὐ γὰρ θεοὶ ἦσαν, ἀλλὰ ἔργα χειρῶν ἀνθρώπων, ξύλα καὶ λίθοι· καὶ ἀπώσαντο αὐτούς.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 20] Νῦν δὲ Κύριε ὁ Θεὸς ἡμῶν σῶσον ἡμᾶς ἐκ χειρὸς αὐτοῦ, ἵνα γνῷ πᾶσα βασιλεία τῆς γῆς, ὅτι σῦ εἶ ὁ Θεὸς μόνος.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 21] Καὶ ἀπεστάλη Ἡσαΐας υἱὸς Ἀμὼς πρὸς Ἐζεκίαν, καὶ εἶπεν αὐτῷ, τάδε λέγει Κύριος ὁ Θεὸς Ἰσραὴλ, ἤκουσα ἃ προσηύξω πρὸς μὲ περὶ Σενναχηρεὶμ βασιλέως Ἀσσυρίων.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 22] Οὗτος ὁ λόγος ὃν ἐλάλησε περὶ αὐτοῦ ὁ Θεὸς, ἐφαύλισέ σε, καὶ ἐμυκτήρισέ σε παρθένος θυγάτηρ Σιὼν, ἐπὶ σοὶ κεφαλὴν ἐκίνησε θυγάτηρ Ἱερουσαλήμ.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 23] Τίνα ὠνείδισας καὶ παρώξυνας; ἢ πρὸς τίνα ὕψωσας τὴν φωνήν σου; καὶ οὐκ ᾖρας εἰς ὕψος τοὺς ὀφθαλμούς σου πρὸς τὸν ἅγιον τοῦ Ἰσραήλ;
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 24] Ὅτι διʼ ἀγγέλων ὠνείδισας Κύριον· σὺ γὰρ εἶπας, τῷ πλήθει τῶν ἁρμάτων ἐγὼ ἀνέβην εἰς ὕψος ὀρέων, καὶ εἰς τὰ ἔσχατα τοῦ Λιβάνου, καὶ ἔκοψα τὸ ὕψος τῆς κέδρου αὐτοῦ, καὶ τὸ κάλλος τῆς κυπαρίσσου, καὶ εἰσῆλθον εἰς ὕψος μέρους τοῦ δρυμοῦ,
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 25] καὶ ἔθηκα γέφυραν, καὶ ἠρήμωσα ὕδατα καὶ πᾶσαν συναγωγὴν ὕδατος.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 26] Οὐ ταῦτα ἤκουσας πάλαὶ ἃ ἐγὼ ἐποίησα; ἐξ ἡμερῶν ἀρχαίων συνέταξα, νῦν δὲ ἐπέδειξα ἐξερημῶσαι ἔθνη ἐν ὀχυροῖς, καὶ οἰκοῦντας ἐν πόλεσιν ὀχυραῖς.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 27] Ἀνῆκα τὰς χεῖρας, καὶ ἐξηράνθησαν, καὶ ἐγένοντο ὡς χόρτος ξηρὸς ἐπὶ δωμάτων, καὶ ὡς ἄγρωστις.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 28] Νῦν δὲ τὴν ἀνάπαυσίν σου, καὶ τὴν ἔξοδόν σου, καὶ τὴν εἴσοδόν σου ἐγὼ ἐπίσταμαι.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 29] Ὁ δὲ θυμός σου ὃν ἐθυμώθης, καὶ ἡ πικρία σου ἀνέβη πρὸς μὲ, καὶ ἐμβαλῶ φιμὸν εἰς τὴν ῥῖνά σου, καὶ χαλινὸν εἰς τὰ χείλη σου, καὶ ἀποστρέψω σε τῇ ὁδῷ ᾗ ἦλθες ἐν αὐτῇ.
[LXX | EL | OT | Isaiah | Chapter 37 | Verse 30] Τοῦτο δέ σοι τὸ σημεῖον· φάγε τοῦτον τὸν ἐνιαυτὸν ἃ ἔσπαρκας, τῷ δὲ ἐνιαὐτῷ τῷ δευτέρῳ τὸ κατάλειμμα, τῷ δὲ τρίτῳ σπείραντες ἀμήσατε, καὶ φυτεύσατε ἀμπελῶνας, καὶ φάγεσθε τὸν καρπὸν αὐτῶν.
