[LXX | EL | OT | Isaiah | Chapter 14 | Verse 1] Καὶ ἐλεήσει Κύριος τὸν Ἰακὼβ, καὶ ἐκλέξεται ἔτι τὸν Ἰσραὴλ, καὶ ἀναπαύσονται ἐπὶ τῆς γῆς αὐτῶν, καὶ ὁ γειώρας προστεθήσεται πρὸς αὐτοὺς, καὶ προστεθήσεται πρὸς τὸν οἶκον Ἰακώβ·
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 2] Καὶ λήψονται αὐτοὺς ἔθνη, καὶ εἰσάξουσιν εἰς τὸν τόπον αὐτῶν, καὶ κατακληρονομήσουσι, καὶ πληθυνθήσονται ἐπὶ τῆς γῆς εἰς δούλους καὶ δούλας· καὶ ἔσονται αἰχμάλωτοι οἱ αἰχμαλωτεύσαντες αὐτοὺς, καὶ κυριευθήσονται οἱ κυριεύσαντες αὐτῶν.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 3] Καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ, ἀναπαύσει σε Κύριος ἀπὸ τῆς ὀδύνης καὶ τοῦ θυμοῦ σου, τῆς δουλείας σου τῆς σκληρᾶς, ἧς ἐδούλευσας αὐτοῖς.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 4] Καὶ λήψῃ τὸν θρῆνον τοῦτον ἐπὶ τὸν βασιλέα Βαβυλῶνος, Πῶς ἀναπέπαυται ὁ ἀπαιτῶν, καὶ ἀναπέπαυται ὁ ἐπισπουδαστής;
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 5] Συνέτριψε Κύριος τὸν ζυγὸν τῶν ἁμαρτωλῶν, τὸν ζυγὸν τῶν ἀρχόντων.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 6] Πατάξας ἔθνος θυμῷ, πληγῇ ἀνιάτῳ, παίων ἔθνος πληγὴν θυμοῦ, ἣ οὐκ ἐφείσατο, ἀνεπαύσατο πεποιθώς.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 7] Πᾶσα ἡ γῆ βοᾷ μετʼ εὐφροσύνης,
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 8] καὶ τὰ ξύλα τοῦ Λιβάνου εὐφράνθησαν ἐπὶ σοὶ, καὶ ἡ κέδρος τοῦ Λιβάνου, ἀφʼ οὗ σὺ κεκοίμησαι, οὐκ ἀνέβη ὁ κόπτων ἡμᾶς.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 9] Ὁ ᾅδης κάτωθεν ἐπικράνθη συναντήσας σοι· συνηγέρθησάν σοι πάντες οἱ γίγαντες οἱ ἄρξαντες τῆς γῆς, οἱ ἐγείραντες ἐκ τῶν θρόνων αὐτῶν πάντας βασιλεῖς ἐθνῶ.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 10] Πάντες ἀποκριθήσονται, καὶ ἐροῦσί σοι, Καὶ σὺ ἑάλως, ὥσπερ καὶ ἡμεῖς· ἐν ἡμῖν δὲ κατελογίσθης.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 11] Κατέβη εἰς ᾅδου ἡ δόξα σου, ἡ πολλὴ εὐφροσύνη σου· ὑποκάτω σου στρώσουσι σῆψιν, καὶ τὸ κατακάλυμμά σου σκώληξ.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 12] Πῶς ἐξέπεσεν ἐκ τοῦ οὐρανοῦ ὁ Ἑωσφόρος ὁ πρωὶ ἀνατέλλων; συνετρίβη εἰς τὴν γῆν ὁ ἀποστέλλων πρὸς πάντα τὰ ἔθνη.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 13] Σὺ δὲ εἶπας ἐν τῇ διανοίᾳ σου, εἰς τὸν οὐρανὸν ἀναβήσομαι, ἐπάνω τῶν ἀστέρων τοῦ οὐρανοῦ θήσω τὸν θρόνον μου, καθιῶ ἐν ὄρει ὑψηλῷ, ἐπὶ τὰ ὄρη τὰ ὑψηλὰ τὰ πρὸς Βοῤῥᾶν,
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 14] ἀναβήσομαι ἐπάνω τῶν νεφῶν, ἔσομαι ὅμοιος τῷ ὑψίστῳ.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 15] Νῦν δὲ εἰς ᾅδην καταβήσῃ, καὶ εἰς τὰ θεμέλια τῆς γῆς.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 16] Οἱ ἰδόντες σε θαυμάσονται ἐπὶ σοὶ, καὶ ἐροῦσιν, οὗτος ὁ ἄνθρωπος ὁ παροξύνων τὴν γῆν, ὁ σείων βασιλεῖς,
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 17] ὁ θεὶς τὴν οἰκουμένην ὅλην ἔρημον, καὶ τὰς πόλεις αὐτοῦ καθεῖλε, τοὺς ἐν ἐπαγωγῇ οὐκ ἔλυσε.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 18] Πάντες οἱ βασιλεῖς τῶν ἐθνῶν ἐκοιμήθησαν ἐν τιμῇ, ἄνθρωπος ἐν τῷ οἴκῳ αὐτοῦ.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 19] Σὺ δὲ ῥιφήσῃ ἐν τοῖς ὄρεσιν, ὡς νεκρὸς ἐβδελυγμένος, μετὰ πολλῶν τεθνηκότων ἐκκεκεντημένων μαχαίραις, καταβαινόντων εἰς ᾅδου.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 20] Ὃν τρόπον ἱμάτιον ἐν αἵματι πεφυρμένον οὐκ ἔσται καθαρὸν, οὕτως οὐδὲ σὺ ἔσῃ καθαρός· διότι τὴν γῆν μου ἀπώλεσας, καὶ τὸν λαόν μου ἐπέκτεινας· οὐ μὴ μείνῃς εἰς τὸν αἰῶνα χρόνον, σπέρμα πονηρόν.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 21] Ἑτοίμασον τὰ τέκνα σου σφαγῆναι ταῖς ἁμαρτίαις τοῦ πατρὸς αὐτῶν, ἵνα μὴ ἀναστῶσι καὶ κληρονομήσωσι τὴν γῆν, καὶ ἐμπλήσωσι τὴν γῆν πολέμων.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 22] Καὶ ἐπαναστήσομαι αὐτοῖς, λέγει Κύριος σαβαὼθ, καὶ ἀπολῶ αὐτῶν ὄνομα, καὶ κατάλειμμα, καὶ σπέρμα· τάδε λέγει Κύριος.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 23] Καὶ θήσω τὴν Βαβυλωνίαν ἔρημον, ὥστε κατοικεῖν ἐχίνους, καὶ ἔσται εἰς οὐδέν· καὶ θήσω αὐτὴν πηλοῦ βάραθρον εἰς ἀπώλειαν.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 24] Τάδε λέγει Κύριος σαβαὼθ, ὃν τρόπον εἴρηκα, οὕτως ἔσται, καὶ ὃν τρόπον βεβούλευμαι, οὕτως μενεῖ,
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 25] τοῦ ἀπολέσαι τοὺς Ἀσσυρίους ἐπὶ τῆς γῆς τῆς ἐμῆς, καὶ ἐπὶ τῶν ὀρέων μου· καὶ ἔσονται εἰς καταπάτημα, καὶ ἀφαιρεθήσεται ἀπʼ αὐτῶν ὁ ζυγὸς αὐτῶν, καὶ τὸ κῦδος αὐτῶν ἀπὸ τῶν ὤμων ἀφαιρεθήσεται.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 26] Αὕτη ἡ βουλὴ ἣν βεβούλευται Κύριος ἐπὶ τὴν ὅλην οἰκουμένην, καὶ αὕτη ἡ χεὶρ ἡ ὑψηλὴ ἐπὶ πάντα τὰ ἔθνη.
[LXX | EL | OT | Isaiah | Chapter 14 | Verse 27] Ἃ γὰρ ὁ Θεὸς ὁ ἅγιος βεβούλευται, τίς διασκεδάσει; καὶ τὴν χεῖρα αὐτοῦ τὴν ὑψηλὴν τίς ἀποστρέψει;
