[LXX | EL | OT | Isaiah | Chapter 2 | Verse 1] Ὁ λόγος ὁ γενόμενος πρὸς Ἡσαΐαν υἱὸν Ἀμὼς περὶ τῆς Ἰουδαίας, καὶ περὶ Ἱερουσαλήμ.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 2] Ὅτι ἔσται ἐν ταῖς ἐσχάταις ἡμέραις ἐμφανὲς τὸ ὄρος Κυρίου, καὶ ὁ οἶκος τοῦ Θεοῦ ἐπʼ ἄκρου τῶν ὀρέων, καὶ ὑψωθήσεται ὑπεράνω τῶν βουνῶν, καὶ ἥξουσιν ἐπʼ αὐτὸ πάντα τὰ ἔθνη.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 3] Καὶ πορεύσονται ἔθνη πολλὰ, καὶ ἐροῦσι, δεῦτε καὶ ἀναβῶμεν εἰς τὸ ὄρος Κυρίου, καὶ εἰς τὸν οἶκον τοῦ Θεοῦ Ἰακὼβ, καὶ ἀναγγελεῖ ἡμῖν τὴν ὁδὸν αὐτοῦ, καὶ πορευσόμεθα ἐν αὐτῇ· ἐκ γὰρ Σιὼν ἐξελεύσεται νόμος, καὶ λόγος Κυρίου ἐξ Ἱερουσαλήμ.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 4] Καὶ κρινεῖ ἀναμέσον τῶν ἐθνῶν, καὶ ἐξελέγξει λαὸν πολύν· καὶ συγκόψουσι τὰς μαχαίρας αὐτῶν εἰς ἄροτρα, καὶ τὰς ζιβύνας αὐτῶν εἰς δρέπανα· καὶ οὐ λήψεται ἔθνος ἐπʼ ἔθνος μάχαιραν, καὶ οὐ μὴ μάθωσιν ἔτι πολεμεῖν.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 5] Καὶ νῦν ὁ οἶκος Ἰακὼβ, δεῦτε πορευθῶμεν τῷ φωτὶ Κυρίου.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 6] Ἀνῆκεν γὰρ τὸν λαὸν αὐτοῦ τὸν οἶκον τοῦ Ἰσραήλ· ὅτι ἐνεπλήσθη ὡς τὸ ἀπʼ ἀρχῆς ἡ χώρα αὐτῶν κληδονισμῶν, ὡς ἡ τῶν ἀλλοφύλων, καὶ τέκνα πολλὰ ἀλλόφυλα ἐγενήθη αὐτοῖς.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 7] Ἐνεπλήσθη γὰρ ἡ χώρα αὐτῶν ἀργυρίου καὶ χρυσίου, καὶ οὐκ ἦν ἀριθμὸς τῶν θησαυρῶν αὐτῶν· καὶ ἐνεπλήσθη ἡ γῆ ἵππων, καὶ οὐκ ἦν ἀριθμὸς τῶν ἁρμάτων αὐτῶν.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 8] Καὶ ἐνεπλήσθη ἡ γῆ βδελυγμάτων τῶν ἔργων τῶν χειρῶν αὐτῶν, καὶ προσεκύνησαν οἷς ἐποίησαν οἱ δάκτυλοι αὐτῶν.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 9] Καὶ ἔκυψεν ἄνθρωπος, καὶ ἐταπεινώθη ἀνήρ, καὶ οὐ μὴ ἀνήσω αὐτούς.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 10] Καὶ νῦν εἰσέλθετε εἰς τὰς πέτρας, καὶ κρύπτεσθε εἰς τὴν γῆν ἀπὸ προσώπου τοῦ φόβου Κυρίου, καὶ ἀπὸ τῆς δόξης τῆς ἰσχύος αὐτοῦ, ὅταν ἀναστῇ θραῦσαι τὴν γῆν.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 11] Οἱ γὰρ ὀφθαλμοὶ Κυρίου ὑψηλοί, ὁ δὲ ἄνθρωπος ταπεινός· καὶ ταπεινωθήσεται τὸ ὕψος τῶν ἀνθρώπων, καὶ ὑψωθήσεται Κύριος μόνος ἐν τῇ ἡμέρᾳ ἐκείνῃ.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 12] Ἡμέρα γὰρ Κυρίου σαβαὼθ ἐπὶ πάντα ὑβριστὴν καὶ ὑπερήφανον καὶ ἐπὶ πάντα ὑψηλὸν καὶ μετέωρον, καὶ ταπεινωθήσονται.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 13] Καὶ ἐπὶ πᾶσαν κέδρον τοῦ Λιβάνου τῶν ὑψηλῶν καὶ μετεώρων, καὶ ἐπὶ πᾶν δένδρον βαλάνου Βασάν,
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 14] καὶ ἐπὶ πᾶν ὑψηλὸν ὄρος, καὶ ἐπὶ πάντα βουνὸν ὑψηλόν,
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 15] καὶ ἐπὶ πάντα πύργον ὑψηλὸν, καὶ ἐπὶ πᾶν τεῖχος ὑψηλόν,
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 16] καὶ ἐπὶ πᾶν πλοῖον θαλάσσης, καὶ ἐπὶ πᾶσαν θέαν πλοίων κάλλους.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 17] Καὶ ταπεινωθήσεται πᾶς ἄνθρωπος, καὶ πεσεῖται ὕβρις τῶν ἀνθρώπων, καὶ ὑψωθήσεται Κύριος μόνος ἐν τῇ ἡμέρᾳ ἐκείνῃ.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 18] Καὶ τὰ χειροποίητα πάντα κατακρύψουσιν,
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 19] εἰσενέγκαντες εἰς τὰ σπήλαια, καὶ εἰς τὰς σχισμὰς τῶν πετρῶν, καὶ εἰς τὰς τρώγλας τῆς γῆς, ἀπὸ προσώπου τοῦ φόβου Κυρίου, καὶ ἀπὸ τῆς δόξης τῆς ἰσχύος αὐτοῦ, ὅταν ἀναστῇ θραῦσαι τὴν γῆν.
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 20] τῇ γὰρ ἡμέρᾳ ἐκείνῃ ἐκβαλεῖ ἄνθρωπος τὰ βδελύγματα αὐτοῦ τὰ ἀργυρᾶ καὶ τὰ χρυσᾶ, ἃ ἐποίησαν προσκυνεῖν τοῖς ματαίοις καὶ ταῖς νυκτερίσι,
[LXX | EL | OT | Isaiah | Chapter 2 | Verse 21] τοῦ εἰσελθεῖν εἰς τὰς τρώγλας τῆς στερεᾶς πέτρας, καὶ εἰς τὰς σχισμὰς τῶν πετρῶν, ἀπὸ προσώπου τοῦ φόβου Κυρίου, καὶ ἀπὸ τῆς δόξης τῆς ἰσχύος αὐτοῦ, ὅταν ἀναστῇ θραῦσαι τὴν γῆν.
