[LXX | EL | OT | Isaiah | Chapter 1 | Verse 1] ὍΡΑΣΙΣ ἣν εἶδεν Ἡσαΐας υἱὸς Ἀμὼς, ἣν εἶδε κατὰ τῆς Ἰουδαίας καὶ κατὰ Ἱερουσαλὴμ, ἐν βασιλείᾳ Ὀζίου, καὶ Ἰωάθαμ, καὶ Ἄχαζ, καὶ Ἐζεκίου οἳ ἐβασίλευσαν τῆς Ἰουδαίας.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 2] Ἄκουε οὐρανὲ, καὶ ἐνωτίζου γῆ, ὅτι Κύριος ἐλάλησεν, υἱοὺς ἐγέννησα καὶ ὕψωσα, αὐτοὶ δέ με ἠθέτησαν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 3] Ἔγνω βοῦς τὸν κτησάμενον, καὶ ὄνος τὴν φάτνην τοῦ κυρίου αὐτοῦ· Ἰσραὴλ δέ με οὐκ ἔγνω, καὶ ὁ λαός με οὐ συνῆκεν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 4] Οὐαὶ ἔθνος ἁμαρτωλὸν, λαὸς πλήρης ἁμαρτιῶν, σπέρμα πονηρὸν, υἱοὶ ἄνομοι· ἐγκατελίπατε τὸν Κύριον, καὶ παρωργίσατε τὸν ἅγιον τοῦ Ἰσραήλ.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 5] Τί ἔτι πληγῆτε προστιθέντες ἀνομίαν; πᾶσα κεφαλὴ εἰς πόνον, καὶ πᾶσα καρδία εἰς λύπην·
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 6] Ἀπὸ ποδῶν ἕως κεφαλῆς, οὐκ ἔστιν ἐν αὐτῷ ὁλοκληρία, οὔτε τραῦμα, οὔτε μώλωψ, οὔτε πληγὴ φλεγμαίνουσα· οὐκ ἔστι μάλαγμα ἐπιθεῖναι, οὔτε ἔλαιον, οὔτε καταδέσμους.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 7] Ἡ γῆ ὑμῶν ἔρημος, αἱ πόλεις ὑμῶν πυρίκαυστοι· τὴν χώραν ὑμῶν ἐνώπιον ὑμῶν ἀλλότριοι κατεσθίουσιν αὐτὴν, καὶ ἠρήμωται κατεστραμμένη ὑπὸ λαῶν ἀλλοτρίων.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 8] Ἐγκαταλειφθήσεται ἡ θυγάτηρ Σιὼν, ὡς σκηνὴ, ἐν ἀμπελῶνι, καὶ ὡς ὀπωροφυλάκιον ἐν σικυηράτῳ, ὡς πόλις πολιορκουμένη.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 9] Καὶ εἰ μὴ Κύριος σαβαὼθ ἐγκατέλιπεν ἡμῖν σπέρμα, ὡς Σόδομα ἂν ἐγενήθημεν, καὶ ὡς Γόμοῤῥα ἂν ὁμοίωθημεν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 10] Ἀκούσατε λόγον Κυρίου, ἄρχοντες Σοδόμων· προσέχετε νόμον Θεοῦ, λαὸς Γομόῤῥας.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 11] Τί μοι πλῆθος τῶν θυσιῶν ὑμῶν; λέγει Κύριος· πλήρης εἰμὶ ὁλοκαυτωμάτων κριῶν, καὶ στέαρ ἀρνῶν καὶ αἷμα ταύρων καὶ τράγων οὐ βούλομαι,
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 12] οὐδʼ ἂν ἔρχησθε ὀφθῆναί μοι· τίς γὰρ ἐξεζήτησε ταῦτα ἐκ τῶν χειρῶν ὑμῶν; πατεῖν τὴν αὐλήν μου οὐ προσθήσεθε.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 13] Ἐὰν φέρητε σεμίδαλιν, μάταιον θυμίαμα, βδέλυγμά μοι ἐστι· τὰς νουμηνίας ὑμῶν, καὶ τὰ σάββατα, καὶ ἡμέραν μεγάλην οὐκ ἀνέχομαι· νηστείαν, καὶ ἀργίαν,
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 14] καὶ τὰς νουμηνίας ὑμῶν, καὶ τὰς ἑορτὰς ὑμῶν μισεῖ ἡ ψυχή μου· ἐγενήθητέ μοι εἰς πλησμονὴν, οὐκέτι ἀνήσω τὰς ἁμαρτίας ὑμῶν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 15] Ὅταν ἐκτείνητε τὰς χεῖρας, ἀποστρέψω τοὺς ὀφθαλμούς μου ἀφʼ ὑμῶν· καὶ ἐὰν πληθύνητε τὴν δέησιν, οὐκ εἰσακούσομαι ὑμῶν· αἱ γὰρ χεῖρες ὑμῶν αἵματος πλήρεις.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 16] Λούσασθε, καθαροὶ γένεσθε, ἀφέλετε τὰς πονηρίας ἀπὸ τῶν ψυχῶν ὑμῶν, ἀπέναντι τῶν ὀφθαλμῶν μου· παύσασθε ἀπὸ τῶν πονηριῶν ὑμῶν,
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 17] μάθετε καλὸν ποιεῖν, ἐκζητήσατε κρίσιν, ῥύσασθε ἀδικούμενον, κρίνατε ὀρφανῷ, καὶ δικαιώσατε χήραν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 18] Καὶ δεῦτε, διελεγχθῶμεν, λέγει Κύριος· καὶ ἐὰν ὦσιν αἱ ἁμαρτίαι ὑμῶν ὡς φοινικοῦν, ὡς χιόνα λευκανῶ· ἐὰν δὲ ὦσιν ὡς κόκκινον, ὡς ἔριον λευκανῶ.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 19] Καὶ ἐὰν θέλητε, καὶ εἰσακούσητέ μου, τὰ ἀγαθὰ τῆς γῆς φάγεσθε.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 20] Ἐὰν δὲ μὴ θέλητε, μηδὲ εἰσακούσητέ μου, μάχαιρα ὑμᾶς κατέδεται· τὸ γὰρ στόμα Κυρίου ἐλάλησε ταῦτα.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 21] Πῶς ἐγένετο πόρνη πόλις πιστὴ Σιὼν πλήρης κρίσεως; ἐν ᾗ δικαιοσύνη ἐκοιμήθη ἐν αὐτῇ, νῦν δὲ φονευταί.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 22] Τὸ ἀργύριον ὑμῶν ἀδόκιμον· οἱ κάπηλοί σου μίσγουσι τὸν οἶνον ὕδατι.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 23] Οἱ ἄρχοντές σου ἀπειθοῦσι, κοινωνοὶ κλεπτῶν, ἀγαπῶντες δῶρα, διώκοντες ἀνταπόδομα, ὀρφανοῖς οὐ κρίνοντες, καὶ κρίσιν χηρῶν οὐ προσέχοντες.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 24] Διατοῦτο τάδε λέγει Κύριος ὁ δεσπότης σαβαὼθ, οὐαὶ οἱ ἰσχύοντες Ἰσραήλ· οὐ παύσεται γάρ μου ὁ θυμὸς ἐν τοῖς ὑπεναντίοις, καὶ κρίσιν ἐκ τῶν ἐχθρῶν μου ποιήσω.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 25] Καὶ ἐπάξω τὴν χεῖρά μου ἐπὶ σὲ, καὶ πυρώσω εἰς καθαρόν, τοὺς δὲ ἀπειθοῦντας ἀπολέσω, καὶ ἀφελῶ πάντας ἀνόμους ἀπὸ σοῦ·
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 26] Καὶ ἐπιστήσω τοὺς κριτάς σου ὡς τὸ πρότερον, καὶ τοὺς συμβούλους σου ὡς τὸ ἀπʼ ἀρχῆς· καὶ μετὰ ταῦτα κληθήσῃ πόλις δικαιοσύνης, μητρόπολις πιστὴ Σιών·
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 27] μετὰ γὰρ κρίματος σωθήσεται ἡ αἰχμαλωσία αὐτῆς, καὶ μετὰ ἐλεημοσύνης.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 28] Καὶ συντριβήσονται οἱ ἄνομοι καὶ οἱ ἁμαρτωλοὶ ἅμα, καὶ οἱ ἐγκαταλιπόντες τὸν Κύριον συντελεσθήσονται.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 29] Διότι αἰσχυνθήσονται ἀπὸ τῶν εἰδώλων αὐτῶν ἃ αὐτοὶ ἠβούλοντο, καὶ ᾐσχύνθησαν ἐπὶ τοῖς κήποις, ἃ ἐπεθύμησαν.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 30] Ἔσονται γὰρ ὡς τερέβινθος ἀποβεβληκυῖα τὰ φύλλα, καὶ ὡς παράδεισος ὕδωρ μὴ ἔχων.
[LXX | EL | OT | Isaiah | Chapter 1 | Verse 31] Καὶ ἔσται ἡ ἰσχὺς αὐτῶν ὡς καλάμη στιππύου, καὶ αἱ ἐργασίαι αὐτῶν ὡς σπινθῆρες, καὶ κατακαυθήσονται οἱ ἄνομοι καὶ οἱ ἁμαρτωλοὶ ἅμα, καὶ οὐκ ἔσται ὁ σβέσων.
