[LXX | EL | OT | Isaiah | Chapter 13 | Verse 1] ὍΡΑΣΙΣ ἫΝ ΕΙΔΕΝ ἩΣΑΙΑΣ ΥΙΟΣ ἈΜΩΣ ΚΑΤΑ ΒΑΒΥΛΩΝΟΣ.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 2] Ἐπʼ ὄρους πεδινοῦ ἄρατε σημεῖον, ὑψώσατε τὴν φωνὴν αὐτοῖς, παρακαλεῖτε τῇ χειρί, ἀνοίξατε οἱ ἄρχοντες.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 3] Ἐγὼ συντάσσω, καὶ ἐγώ αὐτούς· γίγαντες ἔρχονται πληρῶσαι τὸν θυμόν μου χαίροντες ἅμα καὶ ὑβρίζοντες.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 4] Φωνὴ ἐθνῶν πολλῶν ἐπὶ τῶν ὀρέων, ὁμοία ἐθνῶν πολλῶν, φωνὴ βασιλέων καὶ ἐθνῶν συνηγμένων· Κύριος σαβαὼθ ἐντέταλται ἔθνει ὁπλομάχῳ,
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 5] ἔρχεσθαι ἐκ γῆς πόῤῥωθεν ἀπʼ ἄκρου θεμελίου τοῦ οὐρανοῦ, Κύριος καὶ οἱ ὁπλομάχοι αὐτοῦ, καταφθεῖραι πᾶσαν τὴν οἰκουμένην.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 6] Ὀλολύζετε, ἐγγὺς γὰρ ἡμέρα Κυρίου, καὶ συντριβὴ παρὰ τοῦ Θεοῦ ἥξει.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 7] Διάτοῦτο πᾶσα χεὶρ ἐκλυθήσεται, καὶ πᾶσα ψυχὴ ἀνθρώπου δειλιάσει.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 8] Ταραχθήσονται οἱ πρέσβεις, καὶ ὠδῖνες αὐτοὺς ἕξουσιν, ὡς γυναικὸς τικτούσης· καὶ συμφοράσουσιν ἕτερος πρὸς τὸν ἕτερον, καὶ ἐκστήσονται, καὶ τὸ πρόσωπον αὐτῶν ὡς φλὸξ μεταβαλοῦσιν.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 9] Ἰδοὺ γὰρ ἡμέρα Κυρίου ἔρχεται ἀνίατος, θυμοῦ καὶ ὀργῆς, θεῖναι τὴν οἰκουμένην ἔρημον, καὶ τοὺς ἁμαρτωλοὺς ἀπολέσαι ἐξ αὐτῆς.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 10] Οἱ γὰρ ἀστέρες τοῦ οὐρανοῦ καὶ ὁ Ὠρίων καὶ πᾶς ὁ κόσμος τοῦ οὐρανοῦ, τὸ φῶς οὐ δώσουσι· καὶ σκοτισθήσεται τοῦ ἡλίου ἀνατέλλοντος, καὶ ἡ σελήνη οὐ δώσει τὸ φῶς αὐτῆς.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 11] Καὶ ἐντελοῦμαι τῇ οἰκουμένῃ ὅλῃ κακὰ, καὶ τοῖς ἀσεβέσι τὰς ἁμαρτίας αὐτῶν· καὶ ἀπολῶ ὕβριν ἀνόμων, καὶ ὕβριν ὑπερηφάνων ταπεινώσω.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 12] Καὶ ἔσονται οἱ καταλελειμμένοι ἔντιμοι μᾶλλον ἢ τὸ χρυσίον τὸ ἄπυρον· καὶ ἄνθρωπος μᾶλλον ἔντιμος ἔσται ἢ ὁ λίθος ὁ ἐν Σουφείρ.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 13] Ὁ γὰρ οὐρανὸς θυμωθήσεται, καὶ ἡ γῆ σεισθήσεται ἐκ τῶν θεμελίων αὐτῆς, διὰ θυμὸν ὀργῆς Κυρίου σαβαὼθ, ἐν τῇ ἡμέρᾳ ᾗ ἂν ἐπέλθῃ ὁ θυμὸς αὐτοῦ.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 14] Καὶ ἔσονται οἱ καταλελειμμένοι ὡς δορκάδιον φεῦγον, καὶ ὡς πρόβατον πλανώμενον, καὶ οὐκ ἔσται ὁ συνάγων, ὥστε ἄνθρωπον εἰς τὸν λαὸν αὐτοῦ ἀποστραφῆναι, καὶ ἄνθρωπος εἰς τὴν χώραν ἑαυτοῦ διώξεται.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 15] Ὃς γὰρ ἂν ἁλῷ, ἡττηθήσεται, καὶ οἵτινες συνηγμένοι εἰσὶ, πεσοῦνται μαχαίρᾳ.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 16] Καὶ τὰ τέκνα αὐτῶν ῥάξουσιν ἐνώπιον αὐτῶν, καὶ τὰς οἰκίας αὐτῶν προνομεύσουσιν, καὶ τὰς γυναῖκας αὐτῶν ἕξουσιν.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 17] Ἰδοὺ ἐπεγείρω ὑμῖν τοὺς Μήδους, οἳ ἀργύριον οὐ λογίζονται, οὐδὲ χρυσίου χρείαν ἔχουσι.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 18] Τοξεύματα νεανίσκων συντρίψουσι, καὶ τὰ τέκνα ὑμῶν οὐ μὴ ἐλεήσωσιν, οὐδὲ ἐπὶ τοῖς τέκνοις σου φείσονται οἱ ὀφθαλμοὶ αὐτῶν.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 19] Καὶ ἔσται Βαβυλὼν ἣ καλεῖται ἔνδοξος ἀπὸ βασιλέως Χαλδαίων, ὃν τρόπον κατέστρεψεν ὁ Θεὸς Σόδομα καὶ Γόμοῤῥα·
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 20] Οὐ κατοικηθήσεται εἰς τὸν αἰῶνα χρόνον, οὐδὲ μὴ εἰσέλθωσιν εἰς αὐτὴν διὰ πολλῶν γενεῶν, οὐδὲ μὴ διέλθωσιν αὐτὴν Ἄραβες, οὐδὲ ποιμένες οὐ μὴ ἀναπαύσονται ἐν αὐτῇ.
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 21] Καὶ ἀναπαύσονται ἐκεῖ θηρία, καὶ ἐμπλησθήσονται αἱ οἰκίαι ἤχου· καὶ ἀναπαύσονται ἐκεῖ σειρῆνες, καὶ δαιμόνια ἐκεῖ ὀρχήσονται,
[LXX | EL | OT | Isaiah | Chapter 13 | Verse 22] καὶ ὀνοκένταυροι ἐκεῖ κατοικήσουσι, καὶ νοσσοποιήσουσιν ἐχῖνοι ἐν τοῖς οἴκοις αὐτῶν. Ταχὺ ἔρχεται καὶ οὐ χρονιεῖ.
