[IRV | PA | OT | Genesis | Chapter 7 | Verse 1] ਫੇਰ ਯਹੋਵਾਹ ਨੇ ਨੂਹ ਨੂੰ ਆਖਿਆ, ਤੂੰ ਅਤੇ ਤੇਰਾ ਸਾਰਾ ਘਰਾਣਾ ਕਿਸ਼ਤੀ ਵਿੱਚ ਜਾਓ ਕਿਉਂ ਜੋ ਮੈਂ ਤੈਨੂੰ ਇਸ ਪੀੜ੍ਹੀ ਵਿੱਚ ਧਰਮੀ ਵੇਖਿਆ ਹੈ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 2] ਸਾਰੇ ਸ਼ੁੱਧ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਸੱਤ-ਸੱਤ ਨਰ ਅਤੇ ਮਾਦਾ ਆਪਣੇ ਨਾਲ ਲੈ ਲੈ ਅਤੇ ਅਸ਼ੁੱਧ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਦੋ-ਦੋ ਨਰ ਅਤੇ ਮਾਦਾ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 3] ਅਤੇ ਅਕਾਸ਼ ਦੇ ਪੰਛੀਆਂ ਵਿੱਚੋਂ ਸੱਤ-ਸੱਤ ਨਰ ਮਾਦਾ ਲੈ ਤਾਂ ਜੋ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਅੰਸ ਜੀਉਂਦੀ ਰਹੇ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 4] ਕਿਉਂਕਿ ਸੱਤ ਦਿਨ ਬਾਅਦ ਮੈਂ ਧਰਤੀ ਉੱਤੇ ਚਾਲ੍ਹੀ ਦਿਨ, ਚਾਲ੍ਹੀ ਰਾਤ ਮੀਂਹ ਵਰਾਉਣ ਵਾਲਾ ਹਾਂ ਅਤੇ ਮੈਂ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਨੂੰ ਜਿਹਨਾਂ ਦੀ ਮੈਂ ਸਿਰਜਣਾ ਕੀਤੀ ਧਰਤੀ ਦੇ ਉੱਤੋਂ ਮਿਟਾ ਦਿਆਂਗਾ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 5] ਤਦ ਜਿਵੇਂ ਯਹੋਵਾਹ ਨੇ ਆਗਿਆ ਦਿੱਤੀ ਨੂਹ ਨੇ ਸਭ ਕੁਝ ਉਸੇ ਤਰ੍ਹਾਂ ਹੀ ਕੀਤਾ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 6] ਨੂਹ ਦੀ ਉਮਰ ਛੇ ਸੌ ਸਾਲਾਂ ਦਾ ਸੀ ਜਦ ਪਰਲੋ ਧਰਤੀ ਉੱਤੇ ਆਈ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 7] ਅਤੇ ਨੂਹ, ਉਹ ਦੇ ਪੁੱਤਰ, ਉਹ ਦੀ ਪਤਨੀ ਅਤੇ ਉਹ ਦੀਆਂ ਨੂੰਹਾਂ ਜਲ ਪਰਲੋ ਦੇ ਕਾਰਨ ਉਹ ਦੇ ਨਾਲ ਕਿਸ਼ਤੀ ਵਿੱਚ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 8] ਸ਼ੁੱਧ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ ਅਤੇ ਅਸ਼ੁੱਧ ਪਸ਼ੂਆਂ ਵਿੱਚੋਂ, ਪੰਛੀਆਂ ਵਿੱਚੋਂ, ਸਭ ਜ਼ਮੀਨ ਉੱਤੇ ਘਿੱਸਰਨ ਵਾਲਿਆਂ ਵਿੱਚੋਂ
[IRV | PA | OT | Genesis | Chapter 7 | Verse 9] ਦੋ-ਦੋ ਅਰਥਾਤ ਨਰ ਮਾਦਾ ਕਿਸ਼ਤੀ ਵਿੱਚ ਨੂਹ ਕੋਲ ਗਏ ਜਿਵੇਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਨੂਹ ਨੂੰ ਆਗਿਆ ਦਿੱਤੀ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 10] ਤਦ ਅਜਿਹਾ ਹੋਇਆ ਕਿ ਸੱਤ ਦਿਨਾਂ ਦੇ ਬਾਅਦ ਪਰਲੋ ਦਾ ਪਾਣੀ ਧਰਤੀ ਉੱਤੇ ਆਇਆ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 11] ਨੂਹ ਦੇ ਜੀਵਨ ਦੇ ਛੇ ਸੌਵੇਂ ਸਾਲ ਦੇ ਦੂਜੇ ਮਹੀਨੇ ਦੇ ਸਤਾਰਵੇਂ ਦਿਨ, ਵੱਡੀ ਡੁੰਘਿਆਈ ਦੇ ਸਾਰੇ ਸੋਤੇ ਫੁੱਟ ਨਿੱਕਲੇ ਅਤੇ ਅਕਾਸ਼ ਦੀਆਂ ਖਿੜਕੀਆਂ ਖੁੱਲ੍ਹ ਗਈਆਂ
[IRV | PA | OT | Genesis | Chapter 7 | Verse 12] ਅਤੇ ਧਰਤੀ ਉੱਤੇ ਚਾਲ੍ਹੀ ਦਿਨ ਅਤੇ ਚਾਲ੍ਹੀ ਰਾਤ ਵਰਖਾ ਹੁੰਦੀ ਰਹੀ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 13] ਉਸੇ ਦਿਨ ਨੂਹ, ਸ਼ੇਮ, ਹਾਮ, ਯਾਫ਼ਥ ਨੂਹ ਦੇ ਪੁੱਤਰ, ਨੂਹ ਦੀ ਪਤਨੀ ਅਤੇ ਉਹ ਦੀਆਂ ਤਿੰਨੇ ਨੂੰਹਾਂ ਉਹ ਦੇ ਨਾਲ ਕਿਸ਼ਤੀ ਵਿੱਚ ਦਾਖ਼ਿਲ ਹੋਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 14] ਹਰੇਕ ਜੰਗਲੀ ਜਾਨਵਰ, ਹਰੇਕ ਧਰਤੀ ਉੱਤੇ ਘਿੱਸਰਨ ਵਾਲਾ, ਹਰੇਕ ਕਿਸਮ ਦੇ ਪੰਛੀ ਉਸ ਕਿਸ਼ਤੀ ਦੇ ਵਿੱਚ ਦਾਖਿਲ ਹੋਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 15] ਜਿਨ੍ਹਾਂ ਦੇ ਵਿੱਚ ਜੀਵਨ ਦਾ ਸਾਹ ਸੀ, ਸਾਰੇ ਪ੍ਰਾਣੀ ਉਹਨਾਂ ਦੀਆਂ ਪ੍ਰਜਾਤੀਆਂ ਵਿੱਚੋਂ ਜੋੜਾ-ਜੋੜਾ ਕਿਸ਼ਤੀ ਵਿੱਚ ਨੂਹ ਕੋਲ ਆਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 16] ਨਰ-ਮਾਦਾ ਸਾਰੇ ਪ੍ਰਾਣੀਆਂ ਵਿੱਚੋਂ ਆਏ, ਜਿਵੇਂ ਪਰਮੇਸ਼ੁਰ ਨੇ ਆਗਿਆ ਦਿੱਤੀ ਸੀ। ਤਦ ਯਹੋਵਾਹ ਨੇ ਕਿਸ਼ਤੀ ਦਾ ਦਰਵਾਜ਼ਾ ਬੰਦ ਕਰ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 17] ਪਰਲੋ ਚਾਲ੍ਹੀ ਦਿਨ ਤੱਕ ਧਰਤੀ ਉੱਤੇ ਰਹੀ ਅਤੇ ਪਾਣੀ ਵੱਧ ਗਿਆ, ਜਿਸ ਕਾਰਨ ਕਿਸ਼ਤੀ ਪਾਣੀ ਉੱਪਰ ਚੁੱਕੀ ਗਈ ਅਤੇ ਉਹ ਧਰਤੀ ਉੱਤੋਂ ਉਤਾਹਾਂ ਹੋ ਗਈ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 18] ਫੇਰ ਪਾਣੀ ਹੀ ਪਾਣੀ ਹੋ ਗਿਆ ਅਤੇ ਉਹ ਧਰਤੀ ਉੱਤੇ ਬਹੁਤ ਹੀ ਵੱਧ ਗਿਆ, ਅਤੇ ਕਿਸ਼ਤੀ ਪਾਣੀ ਦੇ ਉੱਤੇ ਤਰਦੀ ਰਹੀ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 19] ਅਤੇ ਧਰਤੀ ਦੇ ਉੱਤੇ ਪਾਣੀ ਹੀ ਪਾਣੀ ਹੋ ਗਿਆ ਅਤੇ ਸਾਰੇ ਉੱਚੇ-ਉੱਚੇ ਪਰਬਤ ਜੋ ਸਾਰੇ ਅਕਾਸ਼ ਦੇ ਹੇਠ ਸਨ, ਢੱਕੇ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 20] ਪਾਣੀ ਉਨ੍ਹਾਂ ਤੋਂ ਪੰਦਰਾਂ ਹੱਥ ਹੋਰ ਉੱਚਾ ਹੋ ਗਿਆ, ਅਤੇ ਪਰਬਤ ਵੀ ਡੁੱਬ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 21] ਸਾਰੇ ਪ੍ਰਾਣੀ ਜਿਹੜੇ ਧਰਤੀ ਉੱਤੇ ਚਲਦੇ ਸਨ, ਕੀ ਪੰਛੀ, ਕੀ ਡੰਗਰ, ਸਾਰੇ ਜੰਗਲੀ ਜਾਨਵਰ ਅਤੇ ਸਾਰੇ ਜੀਵ-ਜੰਤੂ ਜਿਨ੍ਹਾਂ ਨਾਲ ਧਰਤੀ ਭਰੀ ਹੋਈ ਸੀ ਮਰ ਗਏ ਅਤੇ ਸਾਰੇ ਮਨੁੱਖ ਵੀ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 22] ਜਿਨ੍ਹਾਂ ਵਿੱਚ ਜੀਵਨ ਦਾ ਸਾਹ ਸੀ ਜਿਹੜੇ ਧਰਤੀ ਉੱਤੇ ਸਨ, ਉਹ ਸਾਰੇ ਮਰ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 23] ਹਰ ਪ੍ਰਾਣੀ ਜਿਹੜਾ ਜ਼ਮੀਨ ਦੇ ਉੱਤੇ ਸੀ, ਕੀ ਆਦਮੀ, ਕੀ ਡੰਗਰ, ਕੀ ਘਿੱਸਰਨ ਵਾਲਾ ਅਤੇ ਕੀ ਅਕਾਸ਼ ਦਾ ਪੰਛੀ ਸਭ ਮਿਟ ਗਏ। ਉਹ ਧਰਤੀ ਤੋਂ ਮਿਟ ਗਏ, ਪਰ ਨੂਹ ਅਤੇ ਜਿੰਨ੍ਹੇ ਉਸ ਦੇ ਨਾਲ ਕਿਸ਼ਤੀ ਵਿੱਚ ਸਨ, ਉਹ ਬਚ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 7 | Verse 24] ਡੇਢ ਸੌ ਦਿਨਾਂ ਤੱਕ ਧਰਤੀ ਉੱਤੇ ਪਾਣੀ ਹੀ ਪਾਣੀ ਰਿਹਾ।
