[IRV | PA | OT | Genesis | Chapter 11 | Verse 1] ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਇੱਕੋ ਹੀ ਬੋਲੀ ਅਤੇ ਇੱਕੋ ਹੀ ਭਾਸ਼ਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 2] ਉਸ ਵੇਲੇ ਲੋਕਾਂ ਨੂੰ ਪੂਰਬ ਵੱਲ ਜਾਂਦੇ ਹੋਏ, ਇੱਕ ਮੈਦਾਨ ਸ਼ਿਨਾਰ ਦੇਸ਼ ਵਿੱਚ ਲੱਭਿਆ ਅਤੇ ਉੱਥੇ ਉਹ ਵੱਸ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 3] ਤਦ ਉਨ੍ਹਾਂ ਨੇ ਇੱਕ ਦੂਜੇ ਨੂੰ ਆਖਿਆ ਕਿ ਆਓ ਅਸੀਂ ਇੱਟਾਂ ਬਣਾਈਏ ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਚੰਗੀ ਤਰ੍ਹਾਂ ਪਕਾਈਏ, ਉਨ੍ਹਾਂ ਕੋਲ ਪੱਥਰਾਂ ਦੀ ਥਾਂ ਇੱਟਾਂ ਅਤੇ ਚੂਨੇ ਦੀ ਥਾਂ ਗਾਰਾ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 4] ਫਿਰ ਉਨ੍ਹਾਂ ਨੇ ਆਖਿਆ ਕਿ ਆਉ ਅਸੀਂ ਆਪਣੇ ਲਈ ਇੱਕ ਸ਼ਹਿਰ ਅਤੇ ਇੱਕ ਬੁਰਜ ਬਣਾਈਏ ਜਿਸ ਦੀ ਚੋਟੀ ਅਕਾਸ਼ ਤੱਕ ਹੋਵੇ ਅਤੇ ਅਜਿਹਾ ਕਰਕੇ ਅਸੀਂ ਨਾਮ ਕਮਾਈਏ ਅਜਿਹਾ ਨਾ ਹੋਵੇ ਜੋ ਅਸੀਂ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਖਿੰਡ ਜਾਈਏ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 5] ਜਦ ਲੋਕ ਉਸ ਸ਼ਹਿਰ ਅਤੇ ਬੁਰਜ ਨੂੰ ਬਣਾ ਰਹੇ ਸਨ ਤਦ ਯਹੋਵਾਹ ਉਸ ਨੂੰ ਵੇਖਣ ਲਈ ਉਤਰਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 6] ਯਹੋਵਾਹ ਨੇ ਆਖਿਆ, ਵੇਖੋ, ਇਹ ਲੋਕ ਇੱਕ ਹਨ, ਇਹਨਾਂ ਸਾਰਿਆਂ ਦੀ ਬੋਲੀ ਵੀ ਇੱਕ ਹੈ ਅਤੇ ਇਹਨਾਂ ਨੇ ਇਸ ਕੰਮ ਨੂੰ ਅਰੰਭ ਕੀਤਾ ਹੈ, ਜੋ ਕੁਝ ਵੀ ਉਹ ਕਰਨ ਦਾ ਯਤਨ ਕਰਨਗੇ ਹੁਣ ਉਨ੍ਹਾਂ ਲਈ ਕੁਝ ਵੀ ਰੁਕਾਵਟ ਨਾ ਹੋਵੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 7] ਇਸ ਲਈ ਆਓ ਅਸੀਂ ਉਤਰੀਏ, ਉਨ੍ਹਾਂ ਦੀ ਭਾਸ਼ਾ ਨੂੰ ਉਲਟ-ਪੁਲਟ ਕਰ ਦੇਈਏ ਤਾਂ ਜੋ ਉਹ ਇੱਕ ਦੂਜੇ ਦੀ ਭਾਸ਼ਾ ਨਾ ਸਮਝ ਸਕਣ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 8] ਇਸ ਤਰ੍ਹਾਂ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਉੱਥੋਂ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਖਿੰਡਾ ਦਿੱਤਾ। ਇਸ ਲਈ ਉਹਨਾਂ ਨੇ ਉਸ ਸ਼ਹਿਰ ਦਾ ਨਿਰਮਾਣ ਕਰਨਾ ਬੰਦ ਕਰ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 9] ਇਸ ਕਾਰਨ ਉਨ੍ਹਾਂ ਨੇ ਉਸ ਨਗਰ ਦਾ ਨਾਮ ਬਾਬਲ ਰੱਖਿਆ ਕਿਉਂਕਿ ਉੱਥੇ ਯਹੋਵਾਹ ਨੇ ਸਾਰੀ ਧਰਤੀ ਦੀ ਭਾਸ਼ਾ ਉਲਟ-ਪੁਲਟ ਕਰ ਦਿੱਤੀ ਅਤੇ ਉੱਥੋਂ ਯਹੋਵਾਹ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਸਾਰੀ ਧਰਤੀ ਉੱਤੇ ਖਿੰਡਾ ਦਿੱਤਾ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 10] ਇਹ ਸ਼ੇਮ ਦੀ ਵੰਸ਼ਾਵਲੀ ਹੈ। ਸ਼ੇਮ ਸੌ ਸਾਲ ਦਾ ਸੀ ਅਤੇ ਜਲ ਪਰਲੋ ਤੋਂ ਦੋ ਸਾਲ ਬਾਅਦ ਉਸ ਤੋਂ ਅਰਪਕਸਦ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 11] ਅਰਪਕਸਦ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ, ਸ਼ੇਮ ਪੰਜ ਸੌ ਸਾਲਾਂ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 12] ਜਦ ਅਰਪਕਸਦ ਪੈਂਤੀਆਂ ਸਾਲਾਂ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਸ਼ਾਲਹ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 13] ਅਤੇ ਅਰਪਕਸਦ ਸ਼ਾਲਹ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਚਾਰ ਸੌ ਤਿੰਨ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 14] ਜਦ ਸ਼ਾਲਹ ਤੀਹ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਏਬਰ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 15] ਸ਼ਾਲਹ ਏਬਰ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਚਾਰ ਸੌ ਤਿੰਨ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 16] ਅਤੇ ਏਬਰ ਚੌਂਤੀ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਪੇਲੇਗ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 17] ਏਬਰ ਪੇਲੇਗ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਚਾਰ ਸੌ ਤੀਹ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 18] ਜਦ ਪੇਲੇਗ ਤੀਹ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਰਊ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 19] ਪੇਲੇਗ ਰਊ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਦੋ ਸੌ ਨੌ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 20] ਰਊ ਬੱਤੀ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਸਰੂਗ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 21] ਰਊ ਸਰੂਗ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਦੋ ਸੌ ਸੱਤ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 22] ਜਦ ਸਰੂਗ ਤੀਹ ਸਾਲ ਦਾ ਹੋਇਆ ਤਾਂ ਉਸ ਤੋਂ ਨਾਹੋਰ ਜੰਮਿਆ।
[IRV | PA | OT | Genesis | Chapter 11 | Verse 23] ਸਰੂਗ ਨਾਹੋਰ ਦੇ ਜਨਮ ਤੋਂ ਬਾਅਦ ਦੋ ਸੌ ਸਾਲ ਤੱਕ ਜੀਉਂਦਾ ਰਿਹਾ ਅਤੇ ਉਸ ਤੋਂ ਹੋਰ ਵੀ ਪੁੱਤਰ ਧੀਆਂ ਜੰਮੇ।
