[IRV | PA | OT | Genesis | Chapter 32 | Verse 1] ਯਾਕੂਬ ਆਪਣੇ ਰਾਹ ਪੈ ਗਿਆ ਤਦ ਪਰਮੇਸ਼ੁਰ ਦੇ ਦੂਤ ਉਸ ਨੂੰ ਮਿਲੇ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 2] ਯਾਕੂਬ ਨੇ ਉਨ੍ਹਾਂ ਨੂੰ ਵੇਖ ਕੇ ਆਖਿਆ ਕਿ ਇਹ ਤਾਂ ਪਰਮੇਸ਼ੁਰ ਦਾ ਲਸ਼ਕਰ ਹੈ ਅਤੇ ਉਸ ਥਾਂ ਦਾ ਨਾਮ ਮਹਨਇਮ ਰੱਖਿਆ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 3] ਤਦ ਯਾਕੂਬ ਨੇ ਆਪਣੇ ਅੱਗੇ ਸੰਦੇਸ਼ਵਾਹਕਾਂ ਨੂੰ ਆਪਣੇ ਭਰਾ ਏਸਾਓ ਕੋਲ, ਸੇਈਰ ਦੇਸ਼ ਅਤੇ ਅਦੋਮ ਦੇ ਮੈਦਾਨ ਵਿੱਚ ਭੇਜਿਆ
[IRV | PA | OT | Genesis | Chapter 32 | Verse 4] ਅਤੇ ਉਨ੍ਹਾਂ ਨੂੰ ਹੁਕਮ ਦੇ ਕੇ ਆਖਿਆ ਕਿ ਤੁਸੀਂ ਮੇਰੇ ਸੁਆਮੀ ਏਸਾਓ ਨੂੰ ਇਸ ਤਰ੍ਹਾਂ ਆਖੋ, ਤੁਹਾਡਾ ਦਾਸ ਯਾਕੂਬ ਇਹ ਆਖਦਾ ਹੈ ਕਿ ਮੈਂ ਲਾਬਾਨ ਕੋਲ ਜਾ ਠਹਿਰਿਆ ਅਤੇ ਹੁਣ ਤੱਕ ਉੱਥੇ ਹੀ ਰਿਹਾ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 5] ਮੇਰੇ ਕੋਲ ਬਲ਼ਦ, ਗਧੇ, ਇੱਜੜ ਅਤੇ ਦਾਸ-ਦਾਸੀਆਂ ਹਨ ਅਤੇ ਮੈਂ ਆਪਣੇ ਸੁਆਮੀ ਨੂੰ ਇਹ ਦੱਸਣ ਲਈ ਇਨ੍ਹਾਂ ਨੂੰ ਭੇਜਿਆ ਹੈ ਕਿ ਤੁਹਾਡੀਆਂ ਅੱਖਾਂ ਵਿੱਚ ਮੇਰੇ ਲਈ ਦਯਾ ਹੋਵੇ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 6] ਯਾਕੂਬ ਦੇ ਸੰਦੇਸ਼ਵਾਹਕਾਂ ਨੇ ਮੁੜ ਆ ਕੇ ਯਾਕੂਬ ਨੂੰ ਦੱਸਿਆ ਕਿ ਅਸੀਂ ਤੇਰੇ ਭਰਾ ਏਸਾਓ ਕੋਲ ਗਏ ਸੀ। ਉਹ ਵੀ ਤੁਹਾਨੂੰ ਮਿਲਣ ਲਈ ਆਉਂਦਾ ਹੈ ਅਤੇ ਉਹ ਦੇ ਨਾਲ ਚਾਰ ਸੌ ਆਦਮੀ ਹਨ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 7] ਤਦ ਯਾਕੂਬ ਬਹੁਤ ਡਰ ਗਿਆ ਅਤੇ ਘਬਰਾਇਆ, ਉਪਰੰਤ ਉਸ ਨੇ ਆਪਣੇ ਨਾਲ ਦੇ ਲੋਕਾਂ, ਇੱਜੜਾਂ, ਬਲ਼ਦਾਂ ਅਤੇ ਊਠਾਂ ਨੂੰ ਲੈ ਕੇ ਉਨ੍ਹਾਂ ਦੀਆਂ ਦੋ ਟੋਲੀਆਂ ਬਣਾਈਆਂ
[IRV | PA | OT | Genesis | Chapter 32 | Verse 8] ਅਤੇ ਆਖਿਆ, ਜੇਕਰ ਏਸਾਓ ਇੱਕ ਟੋਲੀ ਉੱਤੇ ਹਮਲਾ ਕਰੇ ਅਤੇ ਉਸ ਨੂੰ ਮਾਰ ਸੁੱਟੇ ਤਦ ਦੂਜੀ ਟੋਲੀ ਜਿਹੜੀ ਬਾਕੀ ਰਹੇ ਬਚ ਜਾਵੇਗੀ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 9] ਫਿਰ ਯਾਕੂਬ ਨੇ ਆਖਿਆ, ਹੇ ਮੇਰੇ ਪਿਤਾ ਅਬਰਾਹਾਮ ਦੇ ਪਰਮੇਸ਼ੁਰ ਅਤੇ ਮੇਰੇ ਪਿਤਾ ਇਸਹਾਕ ਦੇ ਪਰਮੇਸ਼ੁਰ ਯਹੋਵਾਹ ਜਿਸ ਆਖਿਆ ਕਿ ਤੂੰ ਆਪਣੇ ਦੇਸ਼ ਅਤੇ ਆਪਣਿਆਂ ਸੰਬੰਧੀਆਂ ਕੋਲ ਮੁੜ ਜਾ ਅਤੇ ਮੈਂ ਤੇਰੇ ਸੰਗ ਭਲਿਆਈ ਕਰਾਂਗਾ:
[IRV | PA | OT | Genesis | Chapter 32 | Verse 10] ਮੈਂ ਤਾਂ ਉਨ੍ਹਾਂ ਸਾਰੀਆਂ ਦਿਆਲ਼ਗੀਆਂ ਅਤੇ ਉਸ ਸਾਰੀ ਸਚਿਆਈ ਤੋਂ ਜਿਹੜੀ ਤੂੰ ਆਪਣੇ ਦਾਸ ਨਾਲ ਕੀਤੀ ਬਹੁਤ ਹੀ ਛੋਟਾ ਹਾਂ। ਮੈਂ ਤਾਂ ਆਪਣੀ ਲਾਠੀ ਦੇ ਨਾਲ ਹੀ ਯਰਦਨ ਦੇ ਪਾਰ ਲੰਘਿਆ ਸੀ ਪਰ ਹੁਣ ਮੈਂ ਦੋ ਟੋਲੀਆਂ ਹੋ ਗਿਆ ਹਾਂ।
[IRV | PA | OT | Genesis | Chapter 32 | Verse 11] ਕਿਰਪਾ ਕਰਕੇ ਮੈਨੂੰ ਮੇਰੇ ਭਰਾ ਏਸਾਓ ਦੇ ਹੱਥੋਂ ਛੁਡਾ ਲਵੀਂ ਕਿਉਂ ਜੋ ਮੈਂ ਉਸ ਤੋਂ ਡਰਦਾ ਹਾਂ ਕਿਤੇ ਉਹ ਆ ਕੇ ਮੈਨੂੰ ਅਤੇ ਮਾਵਾਂ ਨੂੰ ਪੁੱਤਰਾਂ ਸਮੇਤ ਨਾ ਮਾਰ ਸੁੱਟੇ।
