[IRV | PA | OT | Genesis | Chapter 13 | Verse 1] ਤਦ ਅਬਰਾਮ ਆਪਣੀ ਪਤਨੀ ਅਤੇ ਸਭ ਕੁਝ ਜੋ ਉਹ ਦੇ ਕੋਲ ਸੀ ਅਤੇ ਲੂਤ ਨੂੰ ਵੀ ਆਪਣੇ ਨਾਲ ਲੈ ਕੇ ਮਿਸਰ ਤੋਂ ਕਨਾਨ ਦੇ ਦੱਖਣ ਵੱਲ ਗਿਆ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 2] ਅਬਰਾਮ ਪਸ਼ੂਆਂ ਅਤੇ ਸੋਨੇ ਚਾਂਦੀ ਵਿੱਚ ਵੱਡਾ ਧਨਵਾਨ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 3] ਉਹ ਦੱਖਣ ਤੋਂ ਸਫ਼ਰ ਕਰਦਾ ਬੈਤਏਲ ਦੀ ਉਸ ਥਾਂ ਤੱਕ ਪਹੁੰਚਿਆ ਜਿੱਥੇ ਉਸ ਨੇ ਪਹਿਲਾਂ ਆਪਣਾ ਤੰਬੂ ਬੈਤਏਲ ਅਤੇ ਅਈ ਦੇ ਵਿਚਕਾਰ ਲਾਇਆ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 4] ਇਹ ਸਥਾਨ ਉਸ ਜਗਵੇਦੀ ਦਾ ਹੈ, ਜੋ ਉਸ ਨੇ ਪਹਿਲਾਂ ਬਣਾਈ ਸੀ ਅਤੇ ਉੱਥੇ ਅਬਰਾਮ ਨੇ ਯਹੋਵਾਹ ਨੂੰ ਪੁਕਾਰਿਆ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 5] ਲੂਤ ਦੇ ਕੋਲ ਵੀ ਜਿਹੜਾ ਅਬਰਾਮ ਨਾਲ ਚੱਲਦਾ ਸੀ, ਇੱਜੜ, ਗਾਈਆਂ-ਬਲ਼ਦ ਅਤੇ ਪਰਿਵਾਰ ਦੇ ਲੋਕ ਸਨ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 6] ਇਸ ਲਈ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਉਨ੍ਹਾਂ ਦੋਵਾਂ ਦੇ ਇਕੱਠੇ ਰਹਿਣ ਲਈ ਸਥਾਨ ਨਹੀਂ ਸੀ ਕਿਉਂਕਿ ਉਨ੍ਹਾਂ ਕੋਲ ਇੰਨ੍ਹਾਂ ਮਾਲ-ਧਨ ਸੀ ਕਿ ਉਹ ਇਕੱਠੇ ਨਹੀਂ ਰਹਿ ਸਕਦੇ ਸਨ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 7] ਅਬਰਾਮ ਅਤੇ ਲੂਤ ਦੇ ਆਜੜੀਆਂ ਵਿਚਕਾਰ ਝਗੜਾ ਹੋ ਗਿਆ। ਉਸ ਸਮੇਂ ਕਨਾਨੀ ਅਤੇ ਫ਼ਰਿੱਜ਼ੀ ਲੋਕ ਉਸ ਦੇਸ਼ ਵਿੱਚ ਵੱਸਦੇ ਸਨ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 8] ਅਬਰਾਮ ਨੇ ਲੂਤ ਨੂੰ ਆਖਿਆ, ਮੇਰੇ ਅਤੇ ਤੇਰੇ ਵਿੱਚ, ਅਤੇ ਮੇਰੇ ਅਤੇ ਤੇਰੇ ਆਜੜੀਆਂ ਵਿੱਚ ਝਗੜਾ ਨਹੀਂ ਹੋਣਾ ਚਾਹੀਦਾ, ਕਿਉਂ ਜੋ ਅਸੀਂ ਭਰਾ ਹਾਂ। ਭਲਾ, ਸਾਰਾ ਦੇਸ਼ ਤੇਰੇ ਅੱਗੇ ਨਹੀਂ ਹੈ?
[IRV | PA | OT | Genesis | Chapter 13 | Verse 9] ਇਸ ਲਈ ਮੈਥੋਂ ਵੱਖਰਾ ਹੋ ਜਾ। ਜੇ ਤੂੰ ਖੱਬੇ ਪਾਸੇ ਜਾਵੇਂ, ਤਾਂ ਮੈਂ ਸੱਜੇ ਪਾਸੇ ਜਾਂਵਾਂਗਾ ਅਤੇ ਜੇ ਤੂੰ ਸੱਜੇ ਪਾਸੇ ਜਾਵੇਂ, ਤਾਂ ਮੈਂ ਖੱਬੇ ਪਾਸੇ ਜਾਂਵਾਂਗਾ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 10] ਤਦ ਲੂਤ ਨੇ ਆਪਣੀਆਂ ਅੱਖਾਂ ਚੁੱਕ ਕੇ ਯਰਦਨ ਨਦੀ ਦੇ ਸਾਰੇ ਮੈਦਾਨ ਨੂੰ ਵੇਖਿਆ ਕਿ ਉਹ ਸਾਰਾ ਸਿੰਜਿਆ ਹੋਇਆ ਸੀ। ਇਸ ਤੋਂ ਪਹਿਲਾਂ ਕਿ ਯਹੋਵਾਹ ਨੇ ਸਦੂਮ ਅਤੇ ਅਮੂਰਾਹ ਨੂੰ ਨਾਸ ਕੀਤਾ, ਤਦ ਤੱਕ ਉਹ ਯਹੋਵਾਹ ਦੇ ਬਾਗ਼ ਵਰਗਾ ਸੀ ਸਗੋਂ ਸੋਆਰ ਨੂੰ ਜਾਂਦੇ ਹੋਏ ਮਿਸਰ ਦੇਸ਼ ਵਰਗਾ ਉਪਜਾਊ ਸੀ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 11] ਇਸ ਲਈ ਲੂਤ ਨੇ ਆਪਣੇ ਲਈ ਯਰਦਨ ਦਾ ਸਾਰਾ ਮੈਦਾਨ ਚੁਣ ਲਿਆ ਅਤੇ ਪੂਰਬ ਵੱਲ ਚੱਲਿਆ ਗਿਆ ਅਤੇ ਉਹ ਇੱਕ ਦੂਜੇ ਤੋਂ ਅਲੱਗ ਹੋ ਗਏ।
[IRV | PA | OT | Genesis | Chapter 13 | Verse 12] ਅਬਰਾਮ ਕਨਾਨ ਦੇਸ਼ ਵਿੱਚ ਵੱਸਿਆ ਪਰ ਲੂਤ ਉਸ ਮੈਦਾਨ ਦੇ ਨਗਰਾਂ ਵਿੱਚ ਵੱਸਿਆ ਅਤੇ ਸਦੂਮ ਦੇ ਕੋਲ ਆਪਣਾ ਤੰਬੂ ਲਾਇਆ।
