[BSB | EN | OT | Lamentations | Chapter 3 | Verse 1] I am the man who has seen affliction under the rod of God’s wrath.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 2] He has driven me away and made me walk in darkness instead of light.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 3] Indeed, He keeps turning His hand against me all day long.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 4] He has worn away my flesh and skin; He has shattered my bones.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 5] He has besieged me and surrounded me with bitterness and hardship.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 6] He has made me dwell in darkness like those dead for ages.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 7] He has walled me in so I cannot escape; He has weighed me down with chains.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 8] Even when I cry out and plead for help, He shuts out my prayer.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 9] He has barred my ways with cut stones; He has made my paths crooked.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 10] He is a bear lying in wait, a lion hiding in ambush.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 11] He forced me off my path and tore me to pieces; He left me without help.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 12] He bent His bow and set me as the target for His arrow.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 13] He pierced my kidneys with His arrows.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 14] I am a laughingstock to all my people; they mock me in song all day long.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 15] He has filled me with bitterness; He has intoxicated me with wormwood.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 16] He has ground my teeth with gravel and trampled me in the dust.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 17] My soul has been deprived of peace; I have forgotten what prosperity is.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 18] So I say, “My strength has perished, along with my hope from the LORD.”
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 19] Remember my affliction and wandering, the wormwood and the gall.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 20] Surely my soul remembers and is humbled within me.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 21] Yet I call this to mind, and therefore I have hope:
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 22] Because of the loving devotion of the LORD we are not consumed, for His mercies never fail.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 23] They are new every morning; great is Your faithfulness!
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 24] “The LORD is my portion,” says my soul, “therefore I will hope in Him.”
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 25] The LORD is good to those who wait for Him, to the soul who seeks Him.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 26] It is good to wait quietly for the salvation of the LORD.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 27] It is good for a man to bear the yoke while he is still young.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 28] Let him sit alone in silence, for God has disciplined him.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 29] Let him bury his face in the dust— perhaps there is still hope.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 30] Let him offer his cheek to the one who would strike him; let him be filled with reproach.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 31] For the Lord will not cast us off forever.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 32] Even if He causes grief, He will show compassion according to His abundant loving devotion.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 33] For He does not willingly afflict or grieve the sons of men.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 34] To crush underfoot all the prisoners of the land,
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 35] to deny a man justice before the Most High,
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 36] to subvert a man in his lawsuit— of these the Lord does not approve.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 37] Who has spoken and it came to pass, unless the Lord has ordained it?
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 38] Do not both adversity and good come from the mouth of the Most High?
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 39] Why should any mortal man complain, in view of his sins?
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 40] Let us examine and test our ways, and turn back to the LORD.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 41] Let us lift up our hearts and hands to God in heaven:
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 42] “We have sinned and rebelled; You have not forgiven.”
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 43] You have covered Yourself in anger and pursued us; You have killed without pity.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 44] You have covered Yourself with a cloud that no prayer can pass through.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 45] You have made us scum and refuse among the nations.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 46] All our enemies open their mouths against us.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 47] Panic and pitfall have come upon us— devastation and destruction.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 48] Streams of tears flow from my eyes over the destruction of the daughter of my people.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 49] My eyes overflow unceasingly, without relief,
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 50] until the LORD looks down from heaven and sees.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 51] My eyes bring grief to my soul because of all the daughters of my city.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 52] Without cause my enemies hunted me like a bird.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 53] They dropped me alive into a pit and cast stones upon me.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 54] The waters flowed over my head, and I thought I was going to die.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 55] I called on Your name, O LORD, out of the depths of the Pit.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 56] You heard my plea: “Do not ignore my cry for relief.”
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 57] You drew near when I called on You; You said, “Do not be afraid.”
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 58] You defend my cause, O Lord; You redeem my life.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 59] You have seen, O LORD, the wrong done to me; vindicate my cause!
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 60] You have seen all their malice, all their plots against me.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 61] O LORD, You have heard their insults, all their plots against me—
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 62] the slander and murmuring of my assailants against me all day long.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 63] When they sit and when they rise, see how they mock me in song.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 64] You will pay them back what they deserve, O LORD, according to the work of their hands.
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 65] Put a veil of anguish over their hearts; may Your curse be upon them!
[BSB | EN | OT | Lamentations | Chapter 3 | Verse 66] You will pursue them in anger and exterminate them from under Your heavens, O LORD.
